exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_2_p, households_by_type_census_lone_person_households_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_4_a, dwelling_structure_private_dwellings_census_separate_house_num, families_type_census_couple_families_non_dependent_children_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_nvr_mrrd_pc, method_travel_work_employed_persons_census_used_one_total_num, tenure_type_occupied_private_dwellings_census_owned_mortgage_pc, sa2_name_2016, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_3_p, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_nm, dwlng_strce_prvte_dwlngs_cns_smi_dtch_rw_trce_hse_twnhse_etc_nm, method_travel_work_employed_persons_census_worked_home_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_to_at_indqtly_dscrb_std_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_spre_nm, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_crd_chldchldrn_pc, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_edctn_ocptn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_mrrge_nm, rent_mortgage_payments_census_average_monthly_household_payment, method_travel_work_employed_persons_census_used_one_truck_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_dsvntg, method_travel_work_employed_persons_census_used_one_train_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_1_d, dwelling_structure_private_dwellings_census_stated_num, gftsdntns_rprtd_txpyrs_yr_endd_30_jne_prsns_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_pssngr_nm, households_by_type_census_total_households_num, method_travel_work_employed_persons_census_total_used_one, families_by_type_census_couple_families_without_children_num, hshld_strss_cnss_hshlds_mrtgge_rpymnts_lss_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsn_cns_ple_trvld_to_cr_drv_psngr_nm, scl_mrtl_st_rgstd_prsn_agd_15_yrs_cns_mrd_de_fcto_mrge_nm, method_travel_work_employed_persons_census_used_one_taxi_num, dwelling_structure_private_dwellings_census_flat_apartment_num, method_travel_work_employed_persons_census_used_one_bicycle_num, commuting_work_census_average_distance_to_place_kms, fmls_type_cnss_one_prnt_chldrn_15_andr_dpndnt_stdnts_nm, hshld_strss_cnss_hshlds_rnt_pymnts_grtr_eql_30pc_incme_pc, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_scre_nt_a, hshld_strss_cnss_hshlds_mrtgge_rpymnts_grtr_eql_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsns_cnss_pple_trvlld_to_pblc_trnsprt_nm, method_travel_work_employed_persons_census_used_one_tram_num, homelessness_census_homeless_rate_per_10000_persons_rate, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_sttd_pc, giftsdonations_reported_by_taxpayers_year_ended_30_june_median, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_dsvn, accss_intrnt_hme_occpd_prvte_dwllngs_cnss_accssd_dwllng_pc, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_prvde_pc, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_wdwd_pc, tenure_type_occupied_private_dwellings_census_owned_outright_pc, method_travel_work_employed_persons_census_used_one_ferry_num, households_by_type_census_average_household_size_no_of_persons, cmmtng_wrk_cnss_avrge_dstnce_plce_usl_rsdnce_kms, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_pc, method_travel_work_employed_persons_census_used_one_bus_num, tenure_type_occupied_private_dwellings_census_stated_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_extra_bdrms_ndd_nm, families_by_type_census_average_family_size_no_of_persons, unpd_wrk_prsns_agd_15_yrs_cnss_undrtkng_vlntry_orgnstn_grp_pc, commuting_work_census_median_distance_place_usual_residence_kms, fmls_type_cnss_cple_chldrn_15_andr_dpndnt_stdnts_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_mtr_bksctr_nm, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_ndd_spre_nm, method_travel_work_employed_persons_census_go_to_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_sprtd_pc, tenure_type_occupied_private_dwellings_census_tenure_type_pc, dwelling_structure_private_dwellings_census_other_dwelling_num, unpd_wrk_prsns_agd_15_yrs_cnss_prvdd_assstnce_prsn_a_dsblty_pc, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rsc_ir, method_travel_work_employed_persons_census_used_one_walked_num, method_travel_work_employed_persons_census_used_one_method_num, families_by_type_census_total_families_num, tenure_type_occupied_private_dwellings_census_rented_pc, households_by_type_census_group_households_num, rnt_mrtgge_pymnts_cnss_avrge_mnthly_hshld_rntl_pymnt, families_type_census_one_parent_non_dependent_children_num, count_children_family_census_average_number_of_all_in_num, method_travel_work_employed_persons_census_of_stated_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_advntg, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_and_pc, households_by_type_census_family_households_num, sa2_maincode_2016, dwelling_structure_private_dwellings_census_total_num, method_travel_work_employed_persons_census_total_employed_num, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_advn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_dvrcd_pc, families_by_type_census_other_families_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_acsd_dwlng_pc, commuting_work_census_median_distance_to_place_kms, hshld_strss_cnss_hshlds_rnt_pymnts_lss_30pc_incme_pc, sco_ecnmc_indxs_ars_sfa_stte_dcls_cnss_dcle_rnkng_indx_rsrcs_ir, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_pc, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_drvr_nm, yr, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_edctn_ocpt
null,499,null,4533,302,31.7,6278,66.3,"Narre Warren South (West)",null,3960,86,158,null,null,29.0,null,6188,1844,85,null,258,null,null,null,420,4634,314,1024,76.2,5991,828,6,11,7,null,469,5.6,null,23.8,590,null,32.3,5.3,null,null,null,58.4,2.5,15.2,3,3.3,null,56.3,50,1.8,null,3.5,11.4,null,2247,31,null,652,3.0,0.3,null,10.4,null,42,33,4235,16.4,82,1388,157,2.1,92,null,1.1,4056,"212031458",4630,7494,null,6.4,47,null,null,94.4,null,6.2,5344,2011,null
null,687,null,3019,518,31.8,4319,33.0,"Clarinda - Oakleigh South",null,3961,578,126,null,null,16.1,null,4917,1851,46,null,291,null,null,null,292,3857,351,970,89.4,3987,321,10,266,39,null,276,6.7,null,10.6,709,null,48.4,6.8,null,null,null,70.2,5.9,43.4,null,2.9,null,53.3,92,3.7,null,3.1,10.4,null,1163,20,null,461,2.6,0.5,null,10.6,null,45,21,3212,19.3,95,1212,219,1.8,113,null,0.3,3072,"212041309",3863,5372,null,6.4,60,null,null,93.3,null,6.5,3467,2011,null
null,747,null,2657,334,35.6,4203,24.1,"Clayton South",null,4287,652,113,null,null,16.2,null,4589,1790,44,null,489,null,null,null,281,4005,337,1118,92.1,3487,417,20,686,27,null,259,12.5,null,7.9,959,3,51.1,8.2,null,null,null,69.8,5.3,37.2,null,2.8,null,51.5,144,3.9,null,3.0,9.3,null,1084,16,null,362,1.9,0.5,10,9.7,null,100,33,3166,34.4,262,1271,260,1.7,106,null,0.3,3001,"212041310",4005,5111,null,5.7,115,null,null,87.5,null,5.5,3045,2011,null
null,2547,null,3759,455,30.4,7564,19.1,"Dandenong",null,8993,681,141,null,null,17.0,null,9152,1600,79,null,470,null,11,null,670,8937,438,2066,92.0,6349,784,25,4052,51,null,671,21.7,null,8.0,1260,3,239.2,11.7,null,null,null,67.0,7.1,25.3,3,2.7,null,50.4,386,5.4,null,3.1,9.2,null,2523,17,null,583,3.3,0.7,441,10.4,null,323,61,6326,49.4,456,1059,430,1.8,266,null,0.3,5936,"212041311",8944,8988,null,8.8,172,null,null,78.3,null,3.9,5484,2011,null
null,1419,null,6440,694,31.6,7453,35.0,"Dandenong North",null,7317,276,171,null,null,17.4,null,8517,1566,94,null,215,null,null,null,569,7345,362,1810,88.9,7045,706,22,620,24,null,615,9.5,null,11.1,729,null,84.8,8.2,null,null,null,68.0,6.2,35.5,null,2.8,null,51.3,184,3.5,null,3.1,10.2,null,2188,25,null,766,2.9,0.9,6,11.5,null,68,38,5939,25.1,194,1074,510,1.9,227,null,0.5,5728,"212041312",7342,8975,null,8.0,107,null,null,90.5,null,5.9,6215,2011,null
null,769,null,3157,332,27.5,4307,40.0,"Dingley Village",null,2990,254,177,null,null,18.3,null,4520,1935,44,null,110,null,null,null,189,3693,193,1030,89.3,4137,407,6,209,25,null,237,3.7,null,10.7,333,null,3.0,4.7,null,null,null,67.8,5.9,46.6,null,2.7,null,56.9,43,2.2,null,3.1,17.6,null,1158,15,null,527,2.7,0.8,55,12.4,null,52,19,2930,10.5,47,1297,157,1.8,100,null,1.0,2880,"212041313",3675,5300,null,7.1,28,null,null,96.3,null,8.2,3791,2011,null
null,868,null,5324,709,30.8,7597,44.0,"Keysborough",null,6184,757,222,null,null,18.9,null,8413,1940,86,null,349,null,6,null,551,6182,392,1547,83.8,7198,671,9,90,26,null,498,5.3,null,16.2,815,null,31.7,7.1,null,null,null,67.1,4.9,37.1,null,3.1,null,55.8,96,3.1,null,3.3,10.3,null,2358,14,null,612,2.5,1.1,4,10.1,null,94,30,5514,14.8,100,1243,305,1.9,235,null,0.3,5213,"212041314",6181,9062,null,6.0,98,null,null,94.7,null,6.5,6346,2011,null
null,515,null,2384,261,32.2,2628,32.9,"Noble Park North",null,2577,49,50,null,null,17.5,null,2896,1610,38,null,97,null,null,null,178,2595,119,660,89.4,2460,262,3,162,18,null,229,8.1,null,10.6,253,null,42.3,7.3,null,null,null,68.3,5.6,36.8,null,2.8,null,50.8,49,3.6,null,3.0,8.5,null,693,8,null,243,3.5,0.3,4,11.1,null,30,7,2087,26.5,75,1116,183,1.8,86,null,0.3,2005,"212041316",2599,3124,null,8.1,50,null,null,91.9,null,6.6,2198,2011,null
null,1428,null,4625,499,33.4,6363,22.8,"Springvale",null,7776,733,165,null,null,15.9,null,7334,1607,74,null,632,null,3,null,484,6489,445,1673,91.4,5282,508,54,1021,34,null,614,13.6,null,8.6,1257,3,97.8,8.8,null,null,null,70.4,6.4,34.6,null,2.9,null,49.6,210,5.9,null,3.1,8.9,null,1806,13,null,406,2.8,1.7,117,9.8,null,197,52,5152,34.9,327,1099,404,1.8,176,null,0.2,4731,"212041317",6499,7555,null,7.7,159,null,null,86.4,null,4.6,4612,2011,null
null,630,null,2976,327,33.5,4214,33.9,"Springvale South",null,4444,345,85,null,null,17.8,null,4403,1575,47,null,172,null,null,null,376,3729,239,848,86.9,3935,400,12,349,15,null,454,9.7,null,13.1,485,4,58.6,7.8,null,null,null,68.8,5.4,37.6,null,3.1,null,49.3,98,3.9,null,3.3,8.7,null,1254,9,null,302,2.9,0.8,45,9.7,null,45,26,3212,23.8,117,1103,239,1.9,107,null,0.3,2986,"212041318",3715,4951,null,8.8,80,null,null,90.3,null,5.4,3418,2011,null
null,1398,null,1757,185,33.3,4022,27.9,"Noble Park - East",null,4343,773,70,null,null,16.7,null,3796,1564,31,null,533,null,3,null,247,4356,269,1029,88.6,3336,470,20,1819,20,null,372,18.1,null,11.4,860,4,122.6,9.6,null,null,null,68.5,6.7,24.2,null,2.4,null,45.8,69,4.3,null,2.9,10.0,null,956,14,null,306,3.7,0.4,8,9.4,null,74,28,2874,43.3,213,1067,248,1.7,116,null,0.3,2741,"212041459",4360,4789,null,10.5,95,null,null,81.9,null,4.9,2973,2011,null
null,1367,null,4067,423,32.0,5532,28.2,"Noble Park - West",null,6377,228,100,null,null,16.6,null,6150,1567,44,null,553,null,null,null,460,5863,339,1411,89.3,4851,545,20,1570,23,null,612,12.8,null,10.7,923,null,123.1,7.7,null,null,null,70.0,7.2,34.5,null,2.8,null,48.1,64,3.9,null,3.1,10.0,null,1551,22,null,458,3.3,0.6,3,9.9,null,92,26,4529,32.9,207,1077,397,1.8,202,null,0.3,4289,"212041460",5868,6629,null,9.5,130,null,null,87.2,null,5.4,4221,2011,null
null,1421,null,4346,342,38.8,6128,31.0,"Ashwood - Chadstone",null,5810,1151,265,null,null,19.0,null,5714,2285,39,null,697,null,null,null,310,5940,568,1477,90.6,5263,931,11,431,82,null,389,11.3,null,9.4,1396,29,50.9,7.1,null,null,null,67.8,5.7,33.2,3,2.6,null,46.3,135,2.6,null,3.0,15.6,null,1571,42,null,680,2.0,0.4,15,11.2,null,129,31,4188,32.7,419,1329,296,1.7,124,null,0.6,4097,"212051319",5943,7761,null,7.2,117,null,null,88.7,null,5.5,4616,2011,null
null,937,null,6160,775,26.9,7312,31.9,"Wheelers Hill",null,5462,102,448,null,null,17.2,null,9241,2117,58,null,256,null,null,null,418,6537,571,2021,91.7,7176,481,18,283,38,null,326,3.4,null,8.3,882,3,13.3,4.5,null,null,null,68.7,5.9,51.5,null,2.8,null,60.8,86,2.1,null,3.1,17.6,null,2158,18,null,846,1.8,3.3,4,11.5,null,73,34,5628,11.3,111,1524,275,1.8,147,null,0.5,5491,"212051327",6549,9328,null,4.8,68,null,null,96.6,null,9.0,6308,2011,null
null,1337,null,3098,247,54.2,5430,16.7,"Clayton",null,7784,1123,136,null,null,10.9,null,4729,1944,31,null,637,null,16,null,337,5745,564,1465,93.9,3988,735,21,1504,67,null,248,26.8,null,6.1,1481,3,143.8,8.1,null,null,null,77.5,4.6,25.0,null,2.6,null,35.6,298,2.9,null,2.8,14.4,null,1064,22,null,720,1.5,1.3,null,6.9,null,558,22,3461,54.2,1070,1404,216,1.6,110,null,0.2,3337,"212051320",5741,6971,null,4.1,221,null,null,73.2,null,3.3,3431,2011,null
null,843,null,1838,125,37.6,2396,24.3,"Ardeer - Albion",null,2849,152,41,null,null,15.3,null,2231,1625,16,null,442,null,6,null,157,2699,187,656,91.5,1848,336,15,660,26,null,236,15.4,null,8.5,678,null,96.7,12.1,null,null,null,67.6,6.8,31.8,null,2.4,null,42.1,49,4.9,null,2.9,9.1,null,528,11,null,236,3.8,0.7,38,9.4,null,45,18,1774,38.4,158,1018,154,1.7,57,null,0.3,1698,"213011328",2694,2913,null,9.7,70,null,null,84.6,null,4.8,1613,2011,null
null,1265,null,6197,590,28.3,7270,28.6,"Glen Waverley - East",null,6365,685,456,null,null,18.1,null,9380,2092,31,null,611,null,null,null,390,7149,633,2107,92.2,6516,460,9,259,33,null,472,6.7,null,7.8,1380,14,28.9,5.3,null,null,null,67.3,5.9,50.7,null,2.8,null,59.2,159,2.3,null,3.1,20.2,null,2348,25,null,838,1.7,0.4,null,11.5,null,195,39,5867,18.0,171,1621,251,1.8,108,null,0.6,5710,"212051321",7141,9307,null,4.9,97,null,null,93.3,null,8.6,5765,2011,null
null,1124,null,4687,456,32.3,6563,27.7,"Glen Waverley - West",null,6207,1053,310,null,null,17.5,null,7616,2147,26,null,719,null,3,null,366,6268,518,1631,91.7,5679,511,18,519,44,null,444,9.2,null,8.3,1368,10,34.3,6.8,null,null,null,68.2,6.0,45.4,null,2.8,null,54.7,137,2.1,null,3.1,18.2,null,2078,23,null,711,1.9,0.7,6,10.3,null,191,27,5026,24.2,249,1592,287,1.7,131,null,0.6,4893,"212051322",6268,8228,null,5.2,130,null,null,90.8,null,6.8,5008,2011,null
null,1073,null,4352,395,29.9,5384,28.1,"Mount Waverley - North",null,4762,649,316,null,null,18.0,null,6601,2180,25,null,580,null,3,null,272,5408,444,1539,92.2,4754,481,7,397,56,null,368,7.2,null,7.8,1099,14,26.7,5.0,null,null,null,68.6,5.5,49.0,null,2.7,null,57.1,87,2.5,null,3.0,21.2,null,1678,20,null,710,1.9,0.6,5,11.9,null,82,28,4255,19.9,162,1561,213,1.8,88,null,0.6,4179,"212051323",5406,6945,null,5.6,69,null,null,92.8,null,7.8,4202,2011,null
null,1348,null,4992,417,29.9,6356,29.7,"Mount Waverley - South",null,5390,738,339,null,null,18.8,null,7357,2147,43,null,673,null,null,null,309,6298,443,1813,91.7,5539,654,13,556,72,null,348,6.8,null,8.3,1210,3,16.0,4.5,null,null,null,69.1,6.7,47.0,null,2.6,null,55.5,119,2.1,null,3.0,19.7,null,1866,33,null,757,1.9,0.5,11,11.4,null,135,28,4822,20.8,237,1508,283,1.8,100,null,0.5,4718,"212051324",6297,8003,null,6.0,93,null,null,93.2,null,7.1,4932,2011,null
null,1066,null,5785,612,29.4,6966,36.3,"Mulgrave",null,5334,270,264,null,null,19.1,null,7922,2008,60,null,224,null,null,null,386,6213,533,1814,88.9,6748,615,10,148,27,null,370,5.6,null,11.1,849,3,40.4,6.1,null,null,null,66.7,6.1,40.9,3,2.8,null,56.9,127,3.1,null,3.0,13.2,null,1918,18,null,703,2.2,0.8,14,11.2,null,116,29,5111,18.9,183,1391,304,1.7,145,null,0.5,4963,"212051325",6217,8611,null,5.4,88,null,null,94.4,null,7.7,5963,2011,null
null,1561,null,5317,500,36.8,7756,31.5,"Oakleigh - Huntingdale",null,6930,406,278,null,null,19.6,null,7505,2086,73,null,1010,null,null,null,393,7214,653,1829,90.7,6281,1088,19,1458,126,null,372,10.3,null,9.3,1867,5,82.1,7.0,null,null,null,67.0,6.0,35.8,null,2.7,null,48.8,234,2.8,null,3.0,14.1,null,2051,43,null,871,2.1,0.4,27,10.9,null,241,38,5270,29.5,523,1410,368,1.7,170,null,0.7,5128,"212051326",7208,9728,null,6.2,159,null,null,89.7,null,5.7,5577,2011,null
null,233,null,2212,235,33.9,3329,62.9,"Cairnlea",null,2637,212,91,null,null,24.7,null,3406,2091,36,null,237,null,null,null,266,2426,232,435,73.3,3143,298,18,null,4,null,303,5.0,null,26.7,474,3,72.3,7.5,null,null,null,61.7,2.3,20.9,null,3.5,null,54.8,14,2.8,null,3.5,7.9,null,1222,8,null,291,3.1,0.2,null,9.8,null,31,15,2322,12.9,40,1339,103,2.0,73,null,0.3,2153,"213011329",2424,4018,null,5.9,40,null,null,95.0,null,5.8,2694,2011,null
null,1171,null,6569,587,35.9,7901,44.5,"Deer Park - Derrimut",null,6796,190,133,null,null,21.6,null,7888,1919,81,null,439,null,3,null,623,7095,612,1780,82.3,7473,1325,25,331,30,null,758,9.4,null,17.7,1129,6,46.5,9.5,null,null,null,62.3,3.6,25.0,null,2.9,null,49.7,106,3.5,null,3.2,8.0,null,2316,27,null,722,3.5,0.3,3,10.3,null,74,38,5955,26.6,237,1186,386,1.9,229,null,0.5,5693,"213011330",7096,9595,null,7.3,136,null,null,90.6,null,6.0,6451,2011,null
null,585,null,5195,750,32.4,7889,42.9,"Taylors Lakes",null,5466,185,225,null,null,20.2,null,8039,1778,78,null,420,null,null,null,493,5423,279,1213,89.5,7429,478,13,39,7,null,376,2.7,null,10.5,713,8,9.0,5.1,null,null,null,68.6,3.2,44.2,null,3.3,null,57.3,25,2.7,null,3.4,11.0,null,2368,16,null,870,2.4,1.1,null,11.9,null,62,36,4958,9.2,43,1350,215,2.0,242,null,0.5,4790,"213011340",5419,9510,null,4.6,44,null,null,97.3,null,5.6,6733,2011,null
null,639,null,4041,546,33.5,4133,35.0,"Kings Park (Vic.)",null,4650,137,79,null,null,16.7,null,5025,1421,41,null,245,null,null,null,335,4264,268,1026,86.9,3875,412,14,74,5,null,579,8.5,null,13.1,538,3,80.8,9.6,null,null,null,66.9,4.4,39.1,null,3.0,null,50.2,46,4.7,null,3.2,7.5,null,1173,8,null,392,3.9,0.4,3,12.0,null,28,31,3714,20.8,98,1014,311,1.9,178,null,0.3,3528,"213011333",4255,5044,null,8.1,72,null,null,91.5,null,6.6,3382,2011,null
null,390,null,2393,255,34.7,3040,47.2,"Delahey",null,2695,71,60,null,null,21.4,null,3139,1578,30,null,192,null,null,null,242,2549,183,478,83.7,2856,304,17,79,7,null,296,8.6,null,16.3,379,null,3.6,8.6,null,null,null,64.5,4.3,29.4,null,3.1,null,50.8,22,3.3,null,3.4,7.7,null,1006,4,null,266,3.1,0.5,null,9.9,null,12,24,2196,19.9,51,1129,116,1.9,99,null,0.4,2104,"213011331",2543,3653,null,6.9,36,null,null,91.4,null,5.2,2493,2011,null
null,612,null,4012,627,34.4,5278,35.7,"Keilor Downs",null,4503,187,108,null,null,16.5,null,5582,1609,64,null,289,null,null,null,348,4335,257,1124,89.8,4995,513,6,125,8,null,385,5.4,null,10.2,552,5,37.3,6.5,null,null,null,69.4,4.0,44.5,7,3.0,null,52.3,25,3.1,null,3.2,9.8,null,1347,15,null,570,3.0,0.3,4,12.1,null,22,27,3794,16.4,81,1107,257,1.9,145,null,0.3,3650,"213011332",4328,6355,null,6.2,54,null,null,94.6,null,7.3,4455,2011,null
null,1459,null,3596,289,31.7,4529,25.1,"Altona",null,3966,526,169,null,null,16.5,null,4543,1987,29,null,643,null,null,null,223,4904,280,1456,93.6,3712,886,16,763,52,null,252,8.8,null,6.4,969,3,31.0,7.1,null,null,null,68.6,7.6,43.4,null,2.3,null,48.7,62,3.0,null,2.8,16.1,null,1015,29,null,507,3.0,0.3,14,12.4,null,83,26,3327,28.1,168,1225,253,1.7,63,null,0.7,3269,"213021341",4899,5545,null,9.1,62,null,null,91.2,null,7.1,3363,2011,null
null,1459,null,6006,556,36.0,7379,35.4,"Altona Meadows",null,6392,163,176,null,null,18.4,null,6910,1610,66,null,556,null,3,null,511,6671,508,1633,90.4,6782,1131,10,490,34,null,579,8.6,null,9.6,1105,null,17.8,7.3,null,null,null,67.3,5.0,36.1,null,2.7,null,47.5,90,3.0,null,3.1,10.5,null,1895,41,null,778,3.5,0.3,null,10.9,null,72,24,5137,25.2,223,1173,380,1.8,190,null,0.5,4992,"213021342",6662,9025,null,8.0,98,null,null,91.4,null,6.4,5964,2011,null
null,1481,null,4916,564,33.8,5397,24.9,"St Albans - North",null,7252,466,105,null,null,15.2,null,6613,1471,67,null,640,null,3,null,403,6428,312,1559,90.3,4589,583,39,1033,11,null,686,12.5,null,9.7,966,3,91.9,12.9,null,null,null,66.3,6.1,38.1,3,2.8,null,47.0,49,6.3,null,3.1,7.4,null,1532,19,null,482,4.0,0.4,10,11.0,null,92,53,4980,30.2,243,1027,474,1.8,203,null,0.2,4703,"213011334",6428,6502,null,9.2,165,null,null,87.5,null,5.3,4020,2011,null
null,986,null,4491,491,32.9,4607,27.7,"St Albans - South",null,6026,144,103,null,null,15.7,null,5579,1493,42,null,664,null,3,null,320,5117,279,1192,89.6,3870,440,21,470,13,null,656,11.1,null,10.4,967,null,62.4,11.7,null,null,null,66.9,6.4,38.9,null,2.9,null,47.8,40,4.7,null,3.1,7.5,null,1378,16,null,400,4.3,0.5,5,10.6,null,61,26,4197,28.1,197,1032,357,1.8,173,null,0.3,3930,"213011335",5113,5571,null,8.6,113,null,null,88.9,null,5.4,3407,2011,null
null,745,null,2392,186,37.8,2904,27.9,"Sunshine",null,3362,212,69,null,null,16.0,null,2819,1682,16,null,442,null,null,null,176,3013,244,727,91.4,2250,465,20,388,30,null,234,13.9,null,8.6,780,null,193.5,10.8,null,null,null,67.8,7.1,33.6,null,2.7,null,44.5,105,4.4,null,3.0,12.5,null,749,18,null,340,3.2,0.6,9,10.2,null,92,13,2184,33.5,181,1090,195,1.7,95,null,0.4,2087,"213011336",3001,3648,null,7.4,90,null,null,86.1,null,5.0,1986,2011,null
null,718,null,2912,326,34.9,3086,27.9,"Sunshine North",null,4051,359,86,null,null,16.1,null,3600,1602,30,null,197,null,null,null,249,3419,233,732,89.2,2758,325,7,138,16,null,394,10.0,null,10.8,504,3,93.0,9.8,null,null,null,68.5,7.6,43.0,null,2.9,null,46.1,94,5.2,null,3.2,7.9,null,935,10,null,236,3.6,0.7,9,10.0,null,67,28,2709,23.1,129,1067,248,1.9,111,null,0.3,2576,"213011337",3418,3748,null,7.8,85,null,null,90.0,null,5.3,2376,2011,null
null,575,null,2547,257,33.1,4622,45.3,"Sydenham",null,3363,264,96,null,null,24.5,null,4263,1719,53,null,566,null,null,null,303,3564,247,741,86.7,3974,527,28,754,10,null,365,9.6,null,13.3,838,8,25.5,9.9,null,null,null,59.6,4.2,23.7,null,3.0,null,52.1,45,2.9,null,3.3,11.0,null,1423,15,null,487,3.4,0.4,null,10.0,null,67,23,2997,27.8,93,1290,167,1.9,114,null,0.7,2900,"213011339",3565,5576,null,7.1,51,null,null,90.4,null,5.4,3508,2011,null
null,991,null,5084,577,34.6,5022,29.5,"Sunshine West",null,6132,141,134,null,null,15.9,null,6095,1565,48,null,321,null,null,null,380,5478,354,1414,89.6,4539,574,15,247,37,null,640,8.1,null,10.4,751,5,75.6,9.7,null,null,null,68.0,6.0,42.7,null,2.9,null,48.2,95,4.6,null,3.1,8.0,null,1397,34,null,461,4.0,0.4,11,10.9,null,81,26,4531,22.8,194,1084,386,1.9,183,null,0.3,4292,"213011338",5483,6148,null,7.2,123,null,null,91.9,null,6.2,3968,2011,null
null,1223,null,3698,330,32.7,3891,23.6,"Altona North",null,4403,493,86,null,null,15.5,null,4519,1944,48,null,156,null,null,null,283,4678,298,1277,91.8,3443,669,19,452,57,null,351,9.3,null,8.2,609,3,38.7,12.2,null,null,null,65.6,9.2,43.3,3,2.5,null,47.6,163,4.0,null,3.0,9.2,null,1026,21,null,378,3.2,0.4,33,11.4,null,108,17,3371,28.6,192,1123,305,1.9,97,null,0.6,3261,"213021343",4676,4756,null,7.3,95,null,null,90.7,null,6.2,3015,2011,null
null,440,null,4248,280,26.7,6081,68.7,"Taylors Hill",null,3063,335,166,null,null,34.6,null,6770,2180,74,null,403,null,null,null,352,4609,363,1059,73.9,5746,710,18,18,8,null,310,4.1,null,26.1,773,null,18.9,4.9,null,null,null,54.9,2.2,15.5,3,3.3,null,64.6,30,2.1,null,3.4,9.6,null,2463,13,null,665,2.2,1.6,null,9.7,null,33,23,4271,12.2,50,1386,118,2.0,117,null,0.6,4111,"213041360",4601,7390,null,4.4,38,null,null,95.9,null,5.0,5135,2011,null
null,1604,null,4173,281,38.0,6672,38.8,"Newport",null,4940,1351,294,null,null,22.9,null,5463,2254,44,null,1033,null,8,null,334,6158,470,1538,91.2,5338,1489,11,592,177,null,388,7.9,null,8.8,1532,7,36.0,7.5,null,null,null,63.0,5.0,29.7,3,2.5,null,45.9,51,1.9,null,3.0,17.3,null,1738,74,null,892,2.8,0.4,41,11.4,null,116,29,4286,29.3,319,1409,238,1.8,113,null,1.1,4233,"213021344",6165,8444,null,8.3,104,null,null,92.1,null,5.6,4786,2011,null
null,236,null,1531,111,32.8,1947,48.6,"Seabrook",null,1347,84,75,null,null,26.8,null,1931,1720,15,null,133,null,null,null,129,1621,143,363,87.0,1839,300,4,11,8,null,139,5.3,null,13.0,282,null,null,6.8,null,null,null,60.4,2.5,31.0,null,2.9,null,54.5,14,2.0,null,3.2,12.0,null,682,12,null,236,2.8,0.3,null,10.0,null,24,7,1366,17.8,45,1232,63,1.8,42,null,0.7,1342,"213021345",1626,2441,null,7.5,20,null,null,94.7,null,5.4,1602,2011,null
