estm_prsnl_incme_yr_end_30_jne_sprnt_anty_erns_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_mdn_tl_excl_gvrnmt_pns_alwncs, slctd_gvrnmnt_pnsns_allwncs_30_jne_dsblty_spprt_pnsn_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_scnd_q, sa2_name_2016, estm_prsnl_incme_yr_end_30_jne_uncrptd_bsn_erns_mdn_age_yrs, estimates_personal_income_year_ended_30_june_mean_investment, exprmntl_hshld_wlth_estmts_mdlld_prvte_dwllngs_mn_nt_wrth, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_1_499_pr_wk_pc, estimates_personal_income_year_ended_30_june_mean_employee, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_n, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_m, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mdn, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_lwst_q, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_nm, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_ernrs_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_pymnt_nm, estimates_personal_income_year_ended_30_june_median_employee, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_nl_pc, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p105_r, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ngtve_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_sngle_nm, estm_prsnl_incme_yr_end_30_jne_mn_tl_excl_gvrnmt_pns_alwncs, estimates_personal_income_year_ended_30_june_total_employee_m, estmts_prsnl_incme_yr_endd_30_jne_mdn_sprnntn_annty, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_0, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_b_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_1, estmts_prsnl_incme_yr_endd_30_jne_ttl_sprnntn_annty_m, estimates_personal_income_year_ended_30_june_median_investment, estmts_prsnl_incme_yr_endd_30_jne_mn_sprnntn_annty, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_3000_pr_wk_pc, estmts_prsnl_incme_yr_endd_30_jne_ttl_unncrprtd_bsnss_m, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p805_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p802_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_gni_cf, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p205_r, estmts_prsnl_incme_yr_endd_30_jne_mn_unncrprtd_bsnss, slctd_gvrnmt_pns_alwncs_30_jne_yth_alwnce_fl_tme_stdnprc_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_500_999_pr_wk_pc, equivalised_total_household_income_census_median_weekly, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_thrd_q, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mn, slctd_gvrnmnt_pnsns_allwncs_30_jne_nwstrt_allwnce_nm, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_prsns_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_cmmnwlth_rnt_assstnce_nm, sa2_maincode_2016, estimates_personal_income_year_ended_30_june_total_investment_m, estmts_prsnl_incme_yr_endd_30_jne_emplye_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_age_pnsn_cntrlnk_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_yth_allwnce_nm, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_o, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_amnt_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_2000_2999_pr_wk_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_allwnce_nm, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_1000_1999_pr_wk_pc, yr, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_indqtly_dscrb_std_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_prtnrd_nm, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_hgst_q, estmts_prsnl_incme_yr_endd_30_jne_mdn_unncrprtd_bsnss, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_mdn_age_yrs
56,0.9,46228,473,29.8,"Pakenham - North",38,3685,null,null,48486,9037,7.4,36,3026,21.0,8798,1193,172,45773,null,0.25,null,422,50395,426.6,10000,15.0,1691,24.7,4.1,64,20098,null,22.8,1.59,3.4,0.368,5279,0.47,19072,151,455.4,null,null,32.8,21762,597,250,null,"212011291",19.5,85.7,1181,116,5.7,1935,5.0,5.4,null,null,null,2015,null,null,203,16.4,11701,37,35
59,1.2,47926,424,24.7,"Berwick - North",47,12891,null,null,56617,13520,6.5,45,4245,24.1,11942,1654,131,47710,null,0.17,null,140,61253,676.1,13255,21.1,1165,32.2,8.6,348,20927,null,38.4,1.87,4.77,0.465,10207,0.39,23205,238,828.1,null,null,25.2,38873,412,1100,null,"212021293",131.6,73.7,2901,46,17.7,1341,8.2,42.8,null,null,null,2015,null,null,411,26.0,13777,48,42
57,0.8,49283,424,25.6,"Berwick - South",42,2645,null,null,56415,13547,6.8,41,2234,21.7,13123,1642,172,49964,null,0.21,null,213,56607,740.3,11141,16.0,1806,26.6,4.7,83,19042,null,32.6,1.73,4.08,0.407,9057,0.42,19839,232,766.9,null,null,28.1,23274,487,545,null,"212021294",24.0,84.3,1105,81,7.7,2140,4.8,12.7,null,null,null,2015,null,null,245,24.7,12996,41,39
57,1.1,38137,873,33.9,"Doveton",36,1275,null,null,39648,4460,13.8,37,2159,29.0,4316,817,275,38695,null,0.21,null,209,40218,171.1,8384,14.0,1105,24.0,1.1,95,12084,null,16.0,1.57,3.71,0.374,2201,0.42,19595,179,179.4,null,null,29.2,16919,803,86,null,"212021295",2.8,79.7,1399,130,5.2,1231,4.0,1.5,null,null,null,2015,null,null,91,8.0,16444,39,36
56,1.1,46453,829,28.3,"Pakenham - South",39,2816,null,null,49319,13936,7.0,38,2650,22.2,13650,1696,309,46044,null,0.23,null,544,50788,673.2,12501,14.7,2530,24.8,8.5,60,28838,null,34.6,1.62,3.68,0.377,8065,0.44,20393,243,707.8,null,null,31.4,18744,870,409,null,"212011292",22.7,84.7,2586,158,6.8,2936,4.4,7.7,null,null,null,2015,null,null,296,18.1,13296,39,36
57,1.3,41818,523,30.5,"Hallam",41,2906,null,null,45685,5339,11.2,41,3493,26.3,4945,873,236,43250,null,0.21,null,103,45954,225.9,11266,15.8,882,25.9,3.1,86,19961,null,18.1,1.62,3.77,0.392,3250,0.43,20706,193,245.3,null,null,29.9,27458,440,134,null,"212021297",9.4,80.2,1060,72,6.9,1045,5.3,3.7,null,null,null,2015,null,null,154,13.3,15037,43,39
57,0.7,45476,480,28.7,"Narre Warren - North East",43,2434,null,null,49982,7382,8.1,42,2474,23.0,7094,960,194,46134,null,0.23,null,158,50283,354.6,9656,15.0,1125,25.3,2.5,92,17486,null,18.2,1.66,3.78,0.388,4766,0.44,18921,199,371.2,null,null,30.2,18862,446,261,null,"212021455",11.6,83.6,1139,67,7.2,1326,4.6,4.9,null,null,null,2015,null,null,143,18.0,16285,43,40
57,1.1,44571,469,29.7,"Narre Warren - South West",41,1666,null,null,46862,7191,8.3,40,1949,23.6,7006,990,190,44911,null,0.22,null,155,47266,328.3,10401,14.2,1097,24.1,3.7,94,22604,null,17.4,1.56,3.49,0.369,4309,0.45,17544,195,339.9,null,null,33.0,14873,435,215,null,"212021456",7.2,84.5,1112,66,5.8,1293,4.2,3.2,null,null,null,2015,null,null,165,13.8,13346,41,38
56,1.2,43440,1012,31.6,"Cranbourne",40,1926,null,null,45182,10044,8.0,40,2880,23.5,9882,1297,349,43537,null,0.22,null,374,46225,446.5,10000,14.4,1912,24.2,5.9,77,27115,null,23.8,1.56,3.42,0.368,5553,0.45,18323,193,464.3,null,null,32.2,129288,938,252,null,"212031300",10.7,85.1,1882,165,5.3,2230,4.3,32.6,null,null,null,2015,null,null,217,12.7,13911,42,38
56,0.6,46554,548,29.5,"Cranbourne North",38,1176,null,null,49058,9868,7.3,37,3288,21.0,9796,1208,210,46330,null,0.26,null,285,49857,480.6,13106,13.8,1789,23.7,2.8,50,20820,null,21.4,1.57,3.38,0.359,5611,0.47,17694,233,492.0,null,null,33.2,21076,625,195,null,"212031302",6.6,87.9,906,122,3.9,2121,3.8,4.1,null,null,null,2015,null,null,136,16.3,12869,38,36
56,0.8,42777,1082,32.8,"Hampton Park - Lynbrook",39,1073,null,null,43666,12363,8.5,39,2297,23.8,12375,1598,434,42637,null,0.24,null,332,44866,540.4,10000,13.8,2497,23.5,4.9,60,21360,null,29.1,1.53,3.34,0.357,6263,0.46,18215,435,554.7,null,null,32.7,16640,1108,203,null,"212031305",6.7,86.7,1668,144,3.7,3011,4.0,3.4,null,null,null,2015,null,null,229,10.7,14201,41,38
57,0.6,49000,256,27.2,"Lynbrook - Lyndhurst",38,1342,null,null,53759,7927,7.9,38,4458,20.2,7650,1066,116,50138,null,0.25,null,117,53291,411.3,12024,14.4,1118,24.4,2.1,44,21029,null,18.7,1.62,3.56,0.371,4785,0.45,17528,165,422.4,null,null,31.9,24436,328,195,null,"212031306",6.4,86.2,477,31,4.9,1386,4.3,4.8,null,null,null,2015,null,null,100,20.6,13320,38,37
57,1.0,45158,221,28.6,"Pearcedale - Tooradin",47,7975,null,null,50137,4492,11.0,45,2642,23.6,4092,791,70,44800,null,0.22,null,62,52514,205.2,17356,17.0,485,27.6,2.3,171,22974,null,17.9,1.71,3.95,0.413,2924,0.43,22617,53,235.9,null,null,28.4,28588,198,203,null,"212031308",23.3,75.7,647,null,11.8,592,5.0,5.8,null,null,null,2015,null,null,100,19.4,15158,47,42
57,0.7,47132,298,26.7,"Narre Warren South (East)",44,4741,null,null,54259,7320,7.5,43,2645,23.1,6902,931,159,47649,null,0.21,null,110,55380,374.5,9985,16.6,1051,27.3,2.9,124,19062,null,19.4,1.79,4.26,0.416,4956,0.42,20858,203,405.4,null,null,26.7,23221,317,351,null,"212031457",23.5,81.7,622,50,9.5,1279,5.1,8.2,null,null,null,2015,null,null,150,23.6,13758,44,41
57,0.7,45798,373,29.0,"Narre Warren South (West)",40,2238,null,null,49328,8535,9.0,40,1626,22.5,8285,1181,199,46328,null,0.25,null,137,50206,408.7,10000,15.0,1316,25.1,2.8,68,20846,null,24.2,1.62,3.62,0.378,4881,0.45,20494,254,428.5,null,null,31.6,32107,397,231,null,"212031458",10.9,84.5,780,63,5.4,1602,4.6,7.4,null,null,null,2015,null,null,136,16.9,15747,41,39
58,1.0,42936,558,28.5,"Clarinda - Oakleigh South",46,3807,null,null,49989,6478,7.6,43,3703,25.9,5989,839,175,45038,null,0.19,null,62,49361,299.4,12788,15.9,578,26.7,3.4,353,22251,null,15.4,1.74,4.3,0.412,4793,0.41,18336,186,319.8,null,null,27.5,26008,333,367,null,"212041309",18.2,78.5,1763,null,12.3,686,4.5,9.5,null,null,null,2015,null,null,154,18.1,13274,45,39
58,0.8,39225,439,29.6,"Clayton South",37,2864,null,null,43381,6665,9.0,35,3296,30.0,6333,991,183,40201,null,0.17,null,76,43562,274.7,10308,15.6,729,26.4,1.9,204,18087,null,17.4,1.69,4.41,0.412,4446,0.38,17589,178,290.3,null,null,27.8,26089,347,235,null,"212041310",12.7,80.3,1628,32,9.4,869,4.6,6.1,null,null,null,2015,null,null,104,12.5,13417,36,33
56,0.8,37000,2037,34.0,"Dandenong",35,4941,null,null,39554,13115,14.5,35,4748,30.7,12119,2651,595,37088,null,0.21,null,357,41083,479.4,9895,17.0,2621,27.3,3.3,125,16021,null,49.7,1.63,3.95,0.411,6909,0.41,18733,560,538.8,null,null,25.9,38537,2242,302,null,"212041311",34.1,76.7,3197,313,7.7,2935,5.8,11.6,null,null,null,2015,null,null,203,9.4,15811,37,34
59,1.4,46209,183,25.2,"Dingley Village",48,8386,null,null,55177,6314,6.4,47,2894,25.5,5604,767,82,47320,null,0.17,null,51,55913,309.2,15919,18.8,441,29.7,4.4,582,22713,null,15.8,1.84,4.92,0.447,4833,0.37,20573,79,353.0,null,null,25.4,23637,190,551,null,"212041313",40.5,74.1,1392,null,17.6,531,6.5,13.0,null,null,null,2015,null,null,195,23.9,12348,49,43
58,1.3,42282,418,30.8,"Noble Park North",43,2386,null,null,46192,3723,8.3,42,1948,24.9,3575,504,158,43634,null,0.2,null,73,45570,165.1,10318,14.2,568,24.5,2.2,198,23476,null,8.1,1.63,3.78,0.383,2421,0.43,16163,124,169.7,null,null,30.8,13979,303,111,null,"212041316",5.8,81.4,1057,35,8.5,678,3.9,1.6,null,null,null,2015,null,null,93,13.4,12388,43,39
58,0.9,44100,759,29.0,"Keysborough",43,4249,null,null,49948,13170,7.3,40,4031,24.6,12323,1621,354,45023,null,0.21,null,211,50347,615.5,10000,17.0,1609,27.4,5.4,192,19211,null,30.1,1.69,3.93,0.409,8779,0.43,18568,432,663.1,null,null,28.8,31204,790,543,null,"212041314",37.3,81.8,2405,51,9.6,1975,5.7,16.9,null,null,null,2015,null,null,280,17.6,13718,41,38
58,0.8,35544,885,31.8,"Springvale",38,3255,null,null,38501,9720,10.5,36,3771,33.3,9367,1478,495,35134,null,0.18,null,185,39915,360.6,9654,16.5,1609,27.2,3.2,199,17915,null,26.7,1.68,4.35,0.417,5827,0.39,18081,457,388.0,null,null,25.2,25563,1002,306,null,"212041317",19.0,79.6,2638,87,8.8,1852,5.2,7.8,null,null,null,2015,null,null,181,9.6,15180,37,34
58,0.7,37869,503,33.3,"Springvale South",41,2024,null,null,40749,6093,8.6,39,3817,30.2,5893,781,226,38050,null,0.2,null,164,41277,240.1,8298,15.3,1103,25.7,1.6,174,15940,null,13.9,1.63,4.04,0.396,3612,0.4,17813,320,251.5,null,null,26.4,29333,607,176,null,"212041318",7.3,82.9,1341,60,7.5,1283,4.3,5.2,null,null,null,2015,null,null,103,10.1,15679,40,36
57,1.1,40519,661,31.8,"Noble Park - East",35,1831,null,null,42371,6085,9.4,35,5065,27.8,5872,910,204,41353,null,0.2,null,176,42447,248.8,9999,14.2,1043,24.3,2.0,105,18060,null,14.6,1.55,3.76,0.38,3536,0.41,16060,225,258.3,null,null,30.2,32181,581,174,null,"212041459",6.5,82.7,1456,64,6.5,1205,4.1,5.6,null,null,null,2015,null,null,112,10.3,11472,36,34
58,0.9,37973,990,32.9,"Noble Park - West",38,1934,null,null,40748,8660,9.5,38,3324,30.0,8322,1201,305,39009,null,0.19,null,264,40769,339.1,9940,14.6,1563,24.7,2.9,160,18142,null,21.3,1.62,4.03,0.388,4958,0.4,17736,338,353.1,null,null,27.9,24890,870,253,null,"212041460",9.6,81.5,2180,97,7.7,1805,4.1,6.3,null,null,null,2015,null,null,161,9.3,15189,40,35
60,1.0,46336,681,24.2,"Ashwood - Chadstone",43,6368,null,null,56955,9944,7.1,39,2737,26.4,9319,1344,165,47327,null,0.16,null,103,57887,530.8,14306,19.2,761,30.7,6.1,403,25770,null,28.2,1.92,5.13,0.46,7731,0.37,20973,280,575.6,null,null,24.3,23390,432,774,null,"212051319",49.2,76.8,1756,47,14.5,852,6.1,18.1,null,null,null,2015,null,null,236,25.1,11162,41,36
58,0.9,36577,369,27.1,"Clayton",35,3722,null,null,40623,8976,6.7,33,2881,34.1,9321,1069,98,33215,null,0.13,null,58,44558,378.6,11242,18.8,712,30.0,2.8,215,19777,null,22.2,1.9,5.95,0.465,6439,0.32,20755,761,400.0,null,null,23.6,27409,380,312,null,"212051320",24.0,81.9,1549,36,10.3,848,6.9,8.6,null,null,null,2015,null,null,142,15.2,10944,34,31
56,0.3,54115,84,21.8,"Point Cook - South",36,1245,null,null,62557,7140,6.2,35,1605,20.4,6884,835,49,55915,null,0.21,null,71,61249,430.6,15606,15.1,647,25.7,1.6,68,21949,null,17.2,1.72,4.17,0.399,4719,0.41,20647,62,437.3,null,null,28.3,9021,164,192,null,"213051466",5.9,86.0,231,22,6.9,721,4.4,1.7,null,null,null,2015,null,null,73,29.5,9826,36,35
65,1.8,41163,304,21.9,"Glen Waverley - East",48,10106,null,null,58201,12677,6.2,47,3283,33.1,10336,1440,116,45098,null,0.11,null,48,57308,601.6,19244,22.9,908,35.3,10.8,1152,25185,null,37.8,2.14,7.48,0.524,10871,0.29,26228,324,726.5,null,null,20.4,25420,307,1538,null,"212051321",109.9,65.4,2747,20,25.7,1046,8.4,39.1,null,null,null,2015,null,null,428,24.6,11845,49,42
65,1.5,41555,311,22.7,"Glen Waverley - West",47,7942,null,null,55304,10991,6.3,45,3472,31.8,9351,1315,99,44074,null,0.11,null,42,54943,517.2,18421,21.3,786,33.5,7.6,764,24572,null,33.0,2.06,6.82,0.507,9168,0.3,25104,288,603.9,null,null,21.8,29170,309,1226,null,"212051322",72.8,69.1,2112,31,22.1,940,7.5,35.8,null,null,null,2015,null,null,308,23.6,11489,46,40
58,1.6,46980,390,27.2,"Werribee - South",47,8681,null,null,52523,6281,8.7,44,2760,22.6,5647,927,106,46766,null,0.21,null,91,55336,296.6,12672,16.6,598,27.5,4.6,351,21589,null,23.4,1.77,4.13,0.413,4466,0.43,25256,104,347.6,null,null,27.3,130877,464,374,null,"213051368",38.8,74.6,1259,45,14.6,667,4.9,48.9,null,null,null,2015,null,null,215,22.8,14835,46,40
63,1.8,44475,221,22.5,"Mount Waverley - North",48,10831,null,null,60436,9247,6.4,47,3072,29.6,7553,1173,74,47634,null,0.12,null,39,60437,456.5,22422,21.8,594,33.9,10.2,1128,28348,null,31.9,2.1,6.68,0.507,7857,0.31,27184,207,558.9,null,null,20.5,23926,213,1154,null,"212051323",85.1,66.0,1719,null,25.0,686,7.8,27.6,null,null,null,2015,null,null,360,27.4,11197,49,42
60,1.6,45109,303,22.8,"Wheelers Hill",51,14708,null,null,60926,12253,6.5,48,3093,28.7,9866,1501,133,48428,null,0.12,null,52,63295,601.1,18225,24.7,651,36.5,11.0,1272,25899,null,44.0,2.06,6.16,0.52,10411,0.33,29346,190,775.5,null,null,21.9,58341,280,1444,null,"212051327",153.1,65.9,2651,null,25.2,774,10.7,84.2,null,null,null,2015,null,null,426,26.6,14434,50,43
57,1.2,48961,566,26.9,"Wyndham Vale",37,1515,null,null,51729,11204,6.0,37,1500,20.5,11178,1158,296,49267,null,0.24,null,498,52420,578.2,12990,14.1,2392,23.9,6.1,60,21598,null,19.8,1.59,3.53,0.366,6231,0.45,17139,217,587.3,null,null,33.1,15041,900,210,null,"213051369",9.4,88.2,949,150,4.4,2679,4.1,3.2,null,null,null,2015,null,null,284,19.6,11613,38,36
65,1.9,45798,361,22.4,"Mount Waverley - South",46,9914,null,null,59763,10821,6.2,45,3125,28.3,9182,1367,93,48083,null,0.12,null,51,60098,548.7,22550,21.1,690,33.0,11.7,842,28353,null,33.7,1.99,6.08,0.492,9024,0.33,24664,236,650.3,null,null,22.7,26270,298,1244,null,"212051324",89.5,69.3,2243,29,22.0,812,7.4,32.7,null,null,null,2015,null,null,411,26.6,10477,46,40
56,0.6,54002,87,20.7,"Point Cook - East",39,6099,null,null,67676,6022,6.2,39,3643,22.6,5664,704,51,55295,null,0.17,null,74,67822,383.3,17991,18.9,669,30.5,2.8,126,27506,null,20.0,1.92,5.14,0.456,4225,0.37,28411,64,408.4,null,null,24.2,36733,169,345,null,"213051464",25.8,80.7,239,23,11.8,746,6.2,12.7,null,null,null,2015,null,null,100,32.5,12646,40,38
59,1.2,45480,466,25.7,"Mulgrave",44,6032,null,null,54414,10845,7.3,42,3092,25.8,9833,1418,199,47623,null,0.17,null,103,54180,535.1,16581,18.3,933,29.3,6.1,351,23019,null,29.8,1.78,4.63,0.441,8228,0.38,20986,247,587.6,null,null,27.2,24512,431,680,null,"212051325",49.6,76.6,2588,33,14.2,1134,6.4,16.7,null,null,null,2015,null,null,266,21.4,11710,43,39
58,0.9,47702,610,24.6,"Oakleigh - Huntingdale",43,5749,null,null,54405,11800,6.9,40,2838,24.7,11361,1577,172,47385,null,0.17,null,85,55850,618.1,12814,17.1,882,28.1,5.2,352,22380,null,29.2,1.79,4.65,0.432,8960,0.38,18530,332,659.0,null,null,26.4,37419,503,729,null,"212051326",51.5,79.2,2421,46,12.5,1010,5.3,27.3,null,null,null,2015,null,null,233,24.3,11042,41,37
57,1.1,40573,338,30.9,"Ardeer - Albion",37,1595,null,null,43390,3763,8.4,35,1926,27.3,3830,518,109,40950,null,0.2,null,124,44318,166.2,12490,14.7,561,25.0,1.4,77,19127,null,7.7,1.65,3.88,0.39,2132,0.43,14923,105,166.8,null,null,29.0,17658,523,92,null,"213011328",3.4,84.9,884,51,5.4,617,4.2,1.6,null,null,null,2015,null,null,71,12.9,11594,37,34
56,0.6,44837,222,26.8,"Cairnlea",42,2499,null,null,50175,5022,8.7,40,3721,25.6,4768,666,163,46358,null,0.2,null,112,50221,239.2,10000,15.9,785,26.3,1.9,142,24445,null,13.8,1.69,4.1,0.405,3113,0.41,20714,210,252.2,null,null,29.4,21153,432,182,null,"213011329",7.8,82.6,380,24,7.7,922,5.0,3.8,null,null,null,2015,null,null,78,18.2,12927,40,38
56,1.0,42898,371,31.5,"Delahey",41,1493,null,null,45489,4273,8.2,40,1523,24.3,4155,501,182,43186,null,0.24,null,123,46129,189.0,10000,13.8,723,23.7,1.7,111,20038,null,9.1,1.62,3.57,0.366,2439,0.45,18139,189,197.1,null,null,30.7,21691,463,97,null,"213011331",3.6,85.2,756,51,5.3,833,3.7,2.1,null,null,null,2015,null,null,83,13.4,16278,42,38
56,0.7,45794,867,27.8,"Deer Park - Derrimut",37,1883,null,null,48926,12680,8.4,37,5619,23.6,12354,1611,446,46653,null,0.22,null,428,48829,604.4,9897,14.3,2315,24.4,3.1,86,17258,null,27.8,1.59,3.72,0.377,7065,0.43,17243,378,619.1,null,null,32.2,24162,1230,294,null,"213011330",13.3,84.9,1835,138,5.8,2701,4.1,7.1,null,null,null,2015,null,null,177,16.4,13222,37,35
56,1.1,36877,1076,31.5,"St Albans - North",37,2535,null,null,40261,8562,10.6,37,6030,32.4,8111,1257,483,37680,null,0.18,null,310,40164,326.6,10000,15.4,1620,25.8,2.5,164,16832,null,22.4,1.67,4.34,0.406,4726,0.38,17848,327,343.9,null,null,26.8,39503,1344,204,null,"213011334",12.0,79.7,2668,134,8.2,1787,4.5,8.1,null,null,null,2015,null,null,147,9.2,14935,39,35
58,1.2,44354,544,28.0,"Keilor Downs",44,4110,null,null,50219,7313,6.9,42,3208,24.8,6881,864,279,45448,null,0.2,null,152,50040,345.6,10000,15.7,851,26.3,3.7,350,17802,null,16.2,1.69,4.07,0.403,5024,0.41,18776,231,365.9,null,null,29.2,34553,579,332,null,"213011332",20.6,80.6,1599,71,11.0,965,4.7,11.5,null,null,null,2015,null,null,208,18.0,12503,45,39
56,0.5,49612,277,25.7,"Taylors Hill",39,2278,null,null,55931,9648,7.5,38,2889,21.3,9145,1190,213,50930,null,0.22,null,164,55529,511.5,11782,15.0,1448,25.4,2.3,92,18229,null,24.1,1.69,3.93,0.392,6058,0.43,20292,219,535.7,null,null,29.2,25690,397,320,null,"213041360",13.8,84.2,806,48,7.3,1723,4.3,8.2,null,null,null,2015,null,null,128,23.8,14875,39,37
57,1.0,41211,751,30.5,"Kings Park (Vic.)",41,1712,null,null,42725,5979,8.6,39,2090,27.6,5882,693,439,41615,null,0.21,null,286,43171,251.3,9976,13.8,1368,23.7,1.9,165,15077,null,12.6,1.57,3.83,0.372,3153,0.41,18187,295,258.1,null,null,31.6,27339,1005,116,null,"213011333",5.4,84.2,1493,75,5.9,1519,3.7,3.2,null,null,null,2015,null,null,129,10.4,15613,41,37
56,0.7,36628,904,31.0,"St Albans - South",37,2028,null,null,39490,7476,10.1,37,3423,32.6,7311,1011,483,36609,null,0.18,null,325,40201,288.7,11269,14.9,1651,25.4,2.1,166,17874,null,17.9,1.7,4.48,0.404,4070,0.38,17663,434,300.5,null,null,26.6,22572,1299,168,null,"213011335",8.3,81.7,2296,126,7.2,1801,4.4,3.8,null,null,null,2015,null,null,115,9.8,15351,38,35
56,0.9,38264,352,31.4,"Sunshine",37,3572,null,null,44183,4838,9.6,36,4014,28.5,4695,703,153,39168,null,0.21,null,111,44873,207.4,10031,16.3,665,27.1,1.5,162,16837,null,12.1,1.78,4.1,0.414,2805,0.43,17153,150,217.1,null,null,26.0,30555,616,149,null,"213011336",10.0,81.4,1030,70,7.8,741,5.0,4.6,null,null,null,2015,null,null,88,14.1,12725,39,35
56,1.0,37665,385,31.6,"Sunshine North",42,3637,null,null,41328,5275,10.6,39,7015,31.6,4992,783,225,38000,null,0.17,null,186,42069,206.3,10000,16.4,1022,27.1,1.7,241,21151,null,15.1,1.69,4.58,0.418,3082,0.37,19236,242,221.9,null,null,25.3,29517,843,160,null,"213011337",11.2,78.6,1415,73,9.5,1126,5.1,4.7,null,null,null,2015,null,null,80,11.5,14730,41,36
56,0.8,45280,377,27.5,"Sydenham",39,2068,null,null,49300,6435,7.2,39,3469,24.1,6318,729,183,45933,null,0.21,null,134,49907,311.5,10000,15.2,945,25.6,2.1,119,17011,null,14.7,1.65,3.87,0.392,3965,0.42,20129,197,321.2,null,null,30.7,22983,441,192,null,"213011339",8.2,84.8,795,58,6.9,1096,4.3,4.4,null,null,null,2015,null,null,122,17.7,13384,40,37
57,1.0,40675,728,30.0,"Sunshine West",39,2506,null,null,44169,8477,8.8,38,3860,28.1,8203,1088,419,41264,null,0.21,null,285,44511,362.3,10597,15.1,1502,25.4,3.0,147,19617,null,19.6,1.64,4.01,0.394,4972,0.41,17973,371,377.3,null,null,29.6,26253,1250,275,null,"213011338",12.5,82.2,2593,109,7.8,1677,4.4,7.2,null,null,null,2015,null,null,152,12.4,14945,40,35
57,0.9,48038,410,25.3,"West Footscray - Tottenham",39,2592,null,null,52710,6588,6.8,36,2612,23.6,6679,879,119,47542,null,0.19,null,87,53792,352.1,10000,15.8,610,26.5,2.4,139,20756,null,15.4,1.7,4.2,0.408,4241,0.41,17477,202,354.4,null,null,28.7,23283,539,255,null,"213031351",11.0,85.7,909,43,6.4,672,4.4,5.9,null,null,null,2015,null,null,118,22.4,9879,38,35
