estm_prsnl_incme_yr_end_30_jne_sprnt_anty_erns_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_mdn_tl_excl_gvrnmt_pns_alwncs, slctd_gvrnmnt_pnsns_allwncs_30_jne_dsblty_spprt_pnsn_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_scnd_q, sa2_name_2016, estm_prsnl_incme_yr_end_30_jne_uncrptd_bsn_erns_mdn_age_yrs, estimates_personal_income_year_ended_30_june_mean_investment, exprmntl_hshld_wlth_estmts_mdlld_prvte_dwllngs_mn_nt_wrth, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_1_499_pr_wk_pc, estimates_personal_income_year_ended_30_june_mean_employee, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_n, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_m, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mdn, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_lwst_q, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_nm, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_ernrs_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_pymnt_nm, estimates_personal_income_year_ended_30_june_median_employee, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_nl_pc, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p105_r, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ngtve_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_sngle_nm, estm_prsnl_incme_yr_end_30_jne_mn_tl_excl_gvrnmt_pns_alwncs, estimates_personal_income_year_ended_30_june_total_employee_m, estmts_prsnl_incme_yr_endd_30_jne_mdn_sprnntn_annty, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_0, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_b_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_1, estmts_prsnl_incme_yr_endd_30_jne_ttl_sprnntn_annty_m, estimates_personal_income_year_ended_30_june_median_investment, estmts_prsnl_incme_yr_endd_30_jne_mn_sprnntn_annty, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_3000_pr_wk_pc, estmts_prsnl_incme_yr_endd_30_jne_ttl_unncrprtd_bsnss_m, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p805_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p802_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_gni_cf, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p205_r, estmts_prsnl_incme_yr_endd_30_jne_mn_unncrprtd_bsnss, slctd_gvrnmt_pns_alwncs_30_jne_yth_alwnce_fl_tme_stdnprc_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_500_999_pr_wk_pc, equivalised_total_household_income_census_median_weekly, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_thrd_q, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mn, slctd_gvrnmnt_pnsns_allwncs_30_jne_nwstrt_allwnce_nm, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_prsns_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_cmmnwlth_rnt_assstnce_nm, sa2_maincode_2016, estimates_personal_income_year_ended_30_june_total_investment_m, estmts_prsnl_incme_yr_endd_30_jne_emplye_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_age_pnsn_cntrlnk_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_yth_allwnce_nm, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_o, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_amnt_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_2000_2999_pr_wk_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_allwnce_nm, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_1000_1999_pr_wk_pc, yr, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_indqtly_dscrb_std_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_prtnrd_nm, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_hgst_q, estmts_prsnl_incme_yr_endd_30_jne_mdn_unncrprtd_bsnss, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_mdn_age_yrs
null,null,null,null,null,"Cranbourne East",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,773,null,null,null,null,null,"212031301",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Melbourne Airport",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,675,null,null,null,null,null,"210051248",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Greenvale - Bulla",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,842,null,null,null,null,null,"210051246",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Roxburgh Park - Somerton",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,620,null,null,null,null,null,"210051249",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Tullamarine",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,720,null,null,null,null,null,"210051250",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Craigieburn - Central",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,692,null,null,null,null,null,"210051441",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Craigieburn - West",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,830,null,null,null,null,null,"210051444",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Craigieburn - North",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,837,null,null,null,null,null,"210051442",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Craigieburn - South",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,727,null,null,null,null,null,"210051443",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Lysterfield",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1021,null,null,null,null,null,"211011255",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Rowville - South",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,923,null,null,null,null,null,"211011258",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Wantirna",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,836,null,null,null,null,null,"211011259",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Wantirna South",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,803,null,null,null,null,null,"211011260",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Rowville - Central",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,846,null,null,null,null,null,"211011256",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Warrandyte - Wonga Park",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1057,null,null,null,null,null,"211021262",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Boronia",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,744,null,null,null,null,null,"211011446",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Ferntree Gully (North)",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,759,null,null,null,null,null,"211011447",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Croydon Hills - Warranwood",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,940,null,null,null,null,null,"211031265",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Cranbourne West",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,691,null,null,null,null,null,"212031304",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Forest Hill",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,719,null,null,null,null,null,"211041269",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Ferntree Gully (South) - Upper Ferntree Gully",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,781,null,null,null,null,null,"211011448",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Ringwood",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,753,null,null,null,null,null,"211031266",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Ringwood East",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,813,null,null,null,null,null,"211031267",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"The Basin",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,840,null,null,null,null,null,"211011449",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Ringwood North",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,940,null,null,null,null,null,"211031268",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Donvale - Park Orchards",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,977,null,null,null,null,null,"211021261",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Bayswater North",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,801,null,null,null,null,null,"211031263",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Croydon - East",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,731,null,null,null,null,null,"211031450",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Croydon - West",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,734,null,null,null,null,null,"211031451",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Lynbrook - Lyndhurst",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,897,null,null,null,null,null,"212031306",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Mitcham (Vic.)",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,879,null,null,null,null,null,"211041270",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Nunawading",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,793,null,null,null,null,null,"211041271",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Vermont",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,828,null,null,null,null,null,"211041272",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Kilsyth",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,708,null,null,null,null,null,"211051277",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Lilydale - Coldstream",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,764,null,null,null,null,null,"211051278",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Monbulk - Silvan",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,715,null,null,null,null,null,"211051279",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
null,null,null,null,null,"Vermont South",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,866,null,null,null,null,null,"211041273",null,null,null,null,null,null,null,null,null,null,null,2011,null,null,null,null,null,null,null
