estm_prsnl_incme_yr_end_30_jne_sprnt_anty_erns_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_mdn_tl_excl_gvrnmt_pns_alwncs, slctd_gvrnmnt_pnsns_allwncs_30_jne_dsblty_spprt_pnsn_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_scnd_q, sa2_name_2016, estm_prsnl_incme_yr_end_30_jne_uncrptd_bsn_erns_mdn_age_yrs, estimates_personal_income_year_ended_30_june_mean_investment, exprmntl_hshld_wlth_estmts_mdlld_prvte_dwllngs_mn_nt_wrth, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_1_499_pr_wk_pc, estimates_personal_income_year_ended_30_june_mean_employee, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_n, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_m, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mdn, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_lwst_q, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_nm, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_ernrs_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_pymnt_nm, estimates_personal_income_year_ended_30_june_median_employee, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_nl_pc, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p105_r, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ngtve_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_sngle_nm, estm_prsnl_incme_yr_end_30_jne_mn_tl_excl_gvrnmt_pns_alwncs, estimates_personal_income_year_ended_30_june_total_employee_m, estmts_prsnl_incme_yr_endd_30_jne_mdn_sprnntn_annty, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_0, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_b_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_1, estmts_prsnl_incme_yr_endd_30_jne_ttl_sprnntn_annty_m, estimates_personal_income_year_ended_30_june_median_investment, estmts_prsnl_incme_yr_endd_30_jne_mn_sprnntn_annty, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_3000_pr_wk_pc, estmts_prsnl_incme_yr_endd_30_jne_ttl_unncrprtd_bsnss_m, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p805_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p802_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_gni_cf, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p205_r, estmts_prsnl_incme_yr_endd_30_jne_mn_unncrprtd_bsnss, slctd_gvrnmt_pns_alwncs_30_jne_yth_alwnce_fl_tme_stdnprc_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_500_999_pr_wk_pc, equivalised_total_household_income_census_median_weekly, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_thrd_q, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mn, slctd_gvrnmnt_pnsns_allwncs_30_jne_nwstrt_allwnce_nm, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_prsns_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_cmmnwlth_rnt_assstnce_nm, sa2_maincode_2016, estimates_personal_income_year_ended_30_june_total_investment_m, estmts_prsnl_incme_yr_endd_30_jne_emplye_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_age_pnsn_cntrlnk_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_yth_allwnce_nm, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_o, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_amnt_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_2000_2999_pr_wk_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_allwnce_nm, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_1000_1999_pr_wk_pc, yr, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_indqtly_dscrb_std_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_prtnrd_nm, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_hgst_q, estmts_prsnl_incme_yr_endd_30_jne_mdn_unncrprtd_bsnss, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_mdn_age_yrs
60,1.5,50280,599,24.1,"Ringwood East",44,6141,null,null,60414,12115,6.2,43,2646,24.2,11006,1503,99,52721,null,0.16,null,121,59038,664.9,20831,17.4,829,28.7,10.7,287,30937,null,28.5,1.83,4.92,0.457,8889,0.37,18984,209,715.2,null,null,25.7,38592,463,872,1023,"211031267",54.6,77.9,2129,59,13.9,1071,5.4,33.7,null,389,null,2017,null,79,347,26.1,10687,45,40
58,0.9,50490,246,24.6,"Belgrave - Selby",46,9683,null,null,59925,6171,8.8,44,3796,23.4,5699,1054,48,51017,null,0.17,null,58,62727,341.5,15955,20.8,438,31.5,3.8,177,27173,null,20.5,1.82,4.71,0.459,4380,0.39,19425,86,387.1,null,null,26.3,76441,256,373,265,"211051274",42.4,77.0,705,20,12.2,596,8.6,28.5,null,195,null,2017,null,17,139,25.7,11083,46,42
58,1.0,50594,162,25.9,"The Basin",44,7344,null,null,55516,2628,7.8,43,2491,22.3,2447,371,40,49212,null,0.17,null,49,57941,135.8,11008,17.1,249,27.7,1.4,157,20114,null,9.1,1.71,4.28,0.418,1874,0.4,24588,42,152.3,null,null,28.3,30502,130,146,232,"211011449",13.8,78.5,532,11,11.8,314,6.1,4.5,null,114,null,2017,null,16,69,23.5,12582,45,41
58,1.0,49855,403,26.2,"Bayswater North",44,5313,null,null,55514,7009,6.6,42,2755,22.0,6617,854,75,50015,null,0.21,null,96,56324,367.3,11133,16.3,643,26.5,3.2,131,18885,null,17.3,1.69,4.06,0.401,4864,0.42,20232,95,394.8,null,null,30.2,27885,291,366,454,"211031263",25.8,82.4,1018,34,9.6,831,5.6,10.2,null,274,null,2017,null,30,172,21.7,12912,43,39
59,1.2,48752,532,27.2,"Croydon - East",43,3703,null,null,55123,8678,6.9,40,2781,22.4,8107,1089,110,50228,null,0.19,null,146,54370,446.9,14031,15.0,784,25.4,5.1,143,22783,null,21.7,1.71,4.12,0.397,5897,0.41,19968,129,471.8,null,null,29.1,69050,420,444,860,"211031450",21.8,81.6,1979,50,9.7,1002,4.3,30.7,null,340,null,2017,null,70,224,21.4,11413,43,38
66,1.8,48598,441,24.8,"Croydon - West",45,7126,null,null,58910,7780,5.9,44,2540,25.0,6881,914,91,51016,null,0.14,null,121,57938,405.4,22565,17.9,655,29.3,7.5,251,28016,null,16.4,1.84,5.01,0.448,5659,0.37,17974,108,450.8,null,null,26.5,28015,349,576,715,"211031451",40.3,75.6,1649,41,15.7,836,5.5,16.1,null,281,null,2017,null,63,267,23.7,10518,46,40
57,1.2,45153,954,31.1,"Cranbourne",39,1983,null,null,47735,10563,7.6,39,8620,23.3,10292,1383,334,45525,null,0.21,null,384,47948,491.3,9945,14.2,1778,24.1,4.5,54,18926,null,25.6,1.57,3.58,0.371,5846,0.44,18512,194,506.5,null,null,32.1,33811,893,285,1654,"212031300",11.6,84.9,1910,104,5.8,2180,4.0,9.6,null,723,null,2017,null,133,239,13.4,12735,41,38
60,1.9,49905,179,25.1,"Croydon South",44,4764,null,null,57694,2715,7.1,42,3116,23.7,2483,336,39,52782,null,0.16,null,51,56606,143.3,21463,15.9,262,26.8,2.8,170,30076,null,7.5,1.73,4.57,0.417,1895,0.38,22228,43,153.7,null,null,27.7,25818,138,179,287,"211031452",9.0,78.7,657,14,11.8,333,4.6,4.6,null,113,null,2017,null,23,94,23.5,13252,44,40
65,1.5,44518,277,24.1,"Forest Hill",45,5804,null,null,58376,6100,6.0,43,2474,28.9,5352,760,71,49503,null,0.13,null,41,55585,312.4,20085,18.7,391,30.3,4.5,405,25517,null,13.4,1.95,5.94,0.469,4738,0.33,17608,126,339.1,null,null,23.7,31898,191,532,368,"211041269",27.5,74.7,1426,26,17.1,536,6.0,17.0,null,228,null,2017,null,17,176,23.2,9738,45,40
60,1.4,50774,412,23.0,"Mitcham (Vic.)",43,6034,null,null,63715,10137,6.0,42,2192,24.6,9090,1230,70,54099,null,0.14,null,53,62012,579.2,19326,18.3,554,29.5,7.4,363,27706,null,26.8,1.88,5.27,0.453,7773,0.36,21784,170,628.6,null,null,24.1,26974,283,878,610,"211041270",46.9,77.5,1523,17,14.5,742,6.1,23.7,null,273,null,2017,null,33,266,28.3,10344,43,39
58,1.0,47881,203,28.0,"Pearcedale - Tooradin",47,9185,null,null,53672,4680,10.5,45,3808,22.4,4187,843,75,47570,null,0.22,null,63,55725,224.7,15803,17.1,391,27.7,2.6,126,26470,null,18.9,1.73,4.06,0.417,3026,0.43,22444,41,260.8,null,null,28.5,71092,181,200,253,"212031308",27.8,76.0,670,20,11.9,561,5.5,14.2,null,211,null,2017,null,17,98,21.0,15841,47,42
64,1.5,48849,331,23.1,"Nunawading",41,5378,null,null,60300,6983,6.2,41,2897,26.6,6319,848,61,51341,null,0.13,null,41,58876,381.0,18833,18.1,419,29.6,6.1,339,31373,null,17.3,1.9,5.58,0.458,5304,0.34,20366,102,411.1,null,null,24.7,29436,231,522,482,"211041271",28.5,77.2,1289,11,14.5,553,5.5,15.4,null,231,null,2017,null,30,194,25.6,9700,43,38
58,1.2,47862,593,27.0,"Lilydale - Coldstream",46,8776,null,null,54257,11457,7.0,44,3331,23.6,10429,1514,122,47662,null,0.18,null,178,56658,565.8,15523,18.3,902,29.1,7.7,191,25770,null,31.0,1.77,4.35,0.434,8068,0.41,20458,132,649.1,null,null,27.5,45344,442,653,844,"211051278",70.8,77.6,2169,56,13.5,1220,6.2,29.6,null,442,null,2017,null,33,300,22.0,11735,46,40
59,1.0,44915,156,27.4,"Monbulk - Silvan",49,12038,null,null,50356,3497,11.2,46,2983,26.1,3114,685,39,42490,null,0.16,null,49,56035,156.8,16743,19.8,269,31.1,1.9,334,24555,null,17.4,1.86,4.85,0.462,2585,0.38,25388,32,196.0,null,null,24.9,27188,122,222,203,"211051279",31.1,70.3,576,9,16.6,364,6.8,6.0,null,126,null,2017,null,12,79,21.5,12961,47,42
65,1.5,46970,203,23.3,"Vermont",44,6189,null,null,62055,6306,6.4,44,3258,27.8,5369,762,47,51788,null,0.11,null,37,58903,333.2,18521,19.0,400,30.6,4.8,376,23991,null,17.3,1.99,6.38,0.475,4956,0.31,22672,79,371.4,null,null,22.9,23683,127,574,313,"211041272",30.7,73.5,1149,15,17.7,549,6.4,13.6,null,187,null,2017,null,20,200,25.9,10418,46,41
59,1.7,48432,209,23.1,"Mount Dandenong - Olinda",49,8680,null,null,63087,6087,10.3,48,4191,26.8,5234,1148,50,50870,null,0.14,null,58,62514,330.2,15911,20.0,347,31.7,5.3,322,26667,null,24.6,1.96,5.84,0.481,4485,0.34,21452,58,380.5,null,null,22.1,110530,198,479,250,"211051282",38.9,70.8,853,12,16.3,478,6.8,52.9,null,167,null,2017,null,27,198,27.9,12885,50,45
58,1.0,41992,1058,31.6,"Dandenong North",39,3189,null,null,47754,11533,10.6,40,3222,26.5,10479,2000,446,44057,null,0.19,null,216,47033,500.4,11932,15.9,1485,26.4,5.6,123,26145,null,37.6,1.68,4.07,0.405,7085,0.41,18779,350,542.4,null,null,28.1,33508,958,422,1406,"212041312",22.6,78.1,2986,98,9.5,1926,5.0,14.1,null,879,null,2017,null,168,215,13.8,14362,42,37
64,1.5,42437,141,23.6,"Vermont South",48,11451,null,null,59837,7373,6.2,48,3151,31.2,5946,883,58,46149,null,0.13,null,23,59615,355.8,21910,23.1,318,35.1,6.4,791,28261,null,21.7,2.15,6.87,0.519,6181,0.31,24571,118,439.5,null,null,21.0,47783,122,833,221,"211041273",70.8,67.8,1393,15,23.3,478,9.2,39.8,null,252,null,2017,null,17,228,24.2,11356,50,43
59,1.4,43147,508,29.3,"Healesville - Yarra Glen",50,8573,null,null,51341,7908,10.3,46,4808,26.4,6880,1500,117,44422,null,0.17,null,128,52092,353.2,13822,18.5,733,29.5,5.9,211,26067,null,26.8,1.83,4.62,0.447,5514,0.4,17853,67,411.9,null,null,25.4,43436,338,484,593,"211051276",47.3,72.9,1807,48,14.5,927,6.3,21.0,null,349,null,2017,null,28,226,18.9,12124,49,42
59,1.1,49304,223,25.2,"Chirnside Park",46,8369,null,null,57043,6479,6.7,44,5834,23.9,5671,822,69,50045,null,0.16,null,59,57778,323.5,16439,17.8,401,28.7,3.7,231,22490,null,19.4,1.77,4.71,0.436,4784,0.38,23551,99,374.3,null,null,27.8,45875,189,412,303,"211051275",40.0,75.9,1143,17,15.4,539,5.8,18.9,null,238,null,2017,null,17,166,23.1,13392,47,40
58,1.4,43275,769,30.0,"Yarra Valley",48,6542,null,null,48468,8968,10.3,45,4636,25.9,8173,1639,154,43568,null,0.2,null,234,49383,396.1,12425,16.5,1104,27.2,5.4,137,22362,null,27.5,1.73,4.1,0.421,5692,0.42,16751,104,442.9,null,null,27.8,42426,594,396,889,"211051286",37.2,76.5,1903,54,11.0,1434,5.4,16.8,null,439,null,2017,null,70,243,16.4,12369,48,43
59,1.8,47591,305,27.8,"Kilsyth",43,5404,null,null,53595,5304,6.8,42,2467,23.1,4827,648,79,49265,null,0.19,null,86,53601,258.7,14889,15.9,484,26.3,4.4,158,23542,null,16.1,1.67,4.05,0.4,3653,0.41,24801,50,284.3,null,null,30.1,30881,224,289,436,"211051277",19.7,78.8,1447,36,12.1,624,4.8,8.9,null,241,null,2017,null,29,188,19.0,15008,45,39
58,0.7,52486,192,25.3,"Beaconsfield - Officer",42,6408,null,null,59052,9147,6.4,39,6686,20.5,8621,1160,79,52600,null,0.22,null,115,60920,509.1,14761,17.5,715,27.8,3.8,88,23447,null,25.9,1.69,4.01,0.412,6335,0.42,22338,105,557.2,null,null,29.2,168220,229,435,589,"212011287",40.6,83.2,837,32,9.2,938,6.1,73.2,null,277,null,2017,null,42,163,25.1,10482,41,37
59,1.0,49794,160,26.2,"Montrose",48,7924,null,null,58134,4091,8.7,44,2432,22.5,3595,627,43,50818,null,0.2,null,40,58637,209.0,13523,18.0,249,28.7,2.2,223,26345,null,16.7,1.74,4.3,0.426,2930,0.4,26598,38,239.9,null,null,27.8,30396,88,276,173,"211051280",23.2,75.9,738,18,13.7,357,6.4,8.4,null,150,null,2017,null,null,83,23.6,16311,47,41
59,1.1,49058,670,26.9,"Mooroolbark",43,4835,null,null,55644,13191,6.9,41,3562,22.4,12233,1683,163,49723,null,0.19,null,191,56125,680.7,17533,16.2,1151,26.8,8.6,137,27144,null,39.1,1.73,4.14,0.407,9123,0.42,23220,209,740.3,null,null,28.6,32133,510,623,998,"211051281",44.1,81.3,2199,75,10.1,1501,5.1,20.0,null,540,null,2017,null,81,316,22.2,13337,44,38
59,0.9,44303,184,28.7,"Bunyip - Garfield",52,8783,null,null,51786,5195,11.4,46,5266,25.3,4641,1161,62,43742,null,0.18,null,65,53570,240.3,12268,17.4,366,28.4,2.4,217,20924,null,20.0,1.86,4.38,0.439,3709,0.43,17199,53,278.3,null,null,25.0,32354,184,330,232,"212011288",32.6,72.1,885,20,15.0,542,5.6,10.7,null,172,null,2017,null,19,117,21.0,8759,48,42
58,1.0,48793,380,26.4,"Emerald - Cockatoo",47,9724,null,null,57171,10803,8.7,45,5214,23.2,9876,1823,110,48055,null,0.19,null,130,60040,564.6,15055,19.5,774,30.4,5.8,192,23051,null,39.9,1.83,4.53,0.449,7545,0.4,21876,116,648.6,null,null,25.6,96641,305,674,405,"212011289",73.4,76.1,1442,35,13.5,1111,7.1,65.1,null,394,null,2017,null,44,252,24.7,11471,46,43
56,0.8,44652,199,30.2,"Koo Wee Rup",52,9526,null,null,47266,4311,13.0,43,4956,23.8,4059,1010,58,41317,null,0.21,null,97,52552,191.9,10562,18.9,418,29.2,2.0,148,21808,null,19.6,1.73,4.03,0.439,2850,0.43,19391,48,226.6,null,null,28.2,77818,197,217,319,"212011290",27.2,74.1,788,18,11.7,589,7.5,16.9,null,194,null,2017,null,23,90,17.8,12455,46,38
59,0.9,43385,482,30.4,"Hallam",39,4670,null,null,47820,5515,11.3,40,7154,25.8,5088,951,243,45024,null,0.2,null,120,48566,243.3,12976,16.6,810,26.6,2.1,71,21013,null,19.1,1.67,3.97,0.403,3281,0.42,20105,181,267.8,null,null,29.6,34221,423,147,681,"212021297",15.3,80.2,1171,50,7.0,1031,6.1,5.0,null,430,null,2017,null,112,99,14.2,15485,42,38
58,1.1,47003,255,27.9,"Mount Evelyn",45,5956,null,null,53464,5834,9.5,43,4633,23.6,5351,917,61,47574,null,0.19,null,85,55022,286.1,12272,16.4,459,27.1,3.1,123,22478,null,23.4,1.79,4.37,0.417,3921,0.41,25494,71,321.0,null,null,26.5,40901,171,261,278,"211051283",23.4,77.8,865,25,10.8,641,4.9,10.7,null,231,null,2017,null,15,140,22.0,15833,45,40
58,0.8,50080,127,24.9,"Narre Warren North",50,21294,null,null,59441,5079,8.2,46,6847,23.5,4246,767,51,46748,null,0.2,null,12,69624,252.4,17097,23.9,171,35.5,2.8,626,26501,null,23.5,2.0,5.09,0.498,3999,0.39,30600,55,353.6,null,null,23.2,74603,75,451,87,"212021299",85.2,68.9,551,10,21.1,277,10.5,33.6,null,171,null,2017,null,13,107,28.4,15016,48,42
58,1.0,46517,422,27.7,"Endeavour Hills - North",43,6550,null,null,53160,6486,8.4,42,3873,24.5,5966,942,192,47690,null,0.19,null,100,54144,317.1,17820,19.1,682,29.3,3.1,153,24332,null,18.5,1.71,4.14,0.431,4318,0.41,19591,159,351.2,null,null,28.8,31019,402,267,490,"212021453",28.3,79.6,1175,40,10.3,906,7.8,8.3,null,434,null,2017,null,72,128,19.0,13275,44,40
59,1.2,51408,219,25.1,"Upwey - Tecoma",46,4165,null,null,59465,6163,7.8,44,2200,21.8,5801,949,51,52450,null,0.2,null,64,58940,345.0,15115,15.6,384,26.3,4.1,157,23021,null,19.0,1.76,4.32,0.408,4322,0.41,19995,79,363.2,null,null,27.2,24645,204,371,278,"211051284",18.0,80.4,721,24,9.9,516,4.5,9.1,null,174,null,2017,null,9,178,25.8,10577,46,42
59,0.8,47013,143,27.4,"Wandin - Seville",49,11025,null,null,51654,4856,10.9,45,4522,24.0,4261,950,44,45000,null,0.19,null,62,56818,220.1,13062,19.7,354,30.4,2.4,199,24818,null,24.1,1.77,4.36,0.446,3504,0.41,25361,49,275.9,null,null,27.2,59505,114,274,197,"211051285",38.6,72.8,663,13,14.9,503,7.5,16.3,null,155,null,2017,null,14,97,21.4,15990,46,40
59,1.2,49083,396,24.6,"Berwick - North",46,12641,null,null,59377,13852,6.1,45,4277,24.7,12128,1723,146,50000,null,0.17,null,162,62974,720.1,14288,20.8,957,32.1,9.5,266,24154,null,38.0,1.91,5.1,0.471,10462,0.37,22064,204,872.3,null,null,24.3,74472,347,1148,895,"212021293",132.2,74.3,2846,46,17.5,1226,8.0,85.5,null,507,null,2017,null,36,395,26.4,11417,47,42
53,1.1,48702,473,28.5,"Pakenham - North",38,3268,null,null,51235,10443,7.2,36,4429,21.1,10099,1359,202,48437,null,0.23,null,442,52501,517.4,11675,14.5,1734,24.4,5.8,48,23526,null,27.8,1.6,3.59,0.372,6111,0.45,20492,124,548.3,null,null,32.7,37446,631,297,1433,"212011291",20.0,85.1,1334,79,6.2,2072,4.3,11.1,null,532,null,2017,null,118,246,17.7,12625,37,35
57,0.6,51645,407,24.9,"Berwick - South",42,3046,null,null,59313,14686,6.9,41,3972,21.8,14029,1896,195,52442,null,0.19,null,226,59411,832.1,10450,16.4,1570,27.1,5.4,60,21504,null,41.9,1.74,4.29,0.414,9852,0.41,22097,230,872.5,null,null,28.2,45848,453,632,943,"212021294",30.0,83.9,1172,52,7.9,2137,5.2,29.0,null,601,null,2017,null,103,251,25.1,11297,42,39
53,1.1,38878,785,35.4,"Doveton",35,808,null,null,41700,5048,17.3,36,2435,28.2,4541,1217,258,40754,null,0.21,null,214,41075,189.4,9828,13.6,1045,23.7,1.5,49,14253,null,25.7,1.58,3.6,0.372,2434,0.44,21123,154,207.3,null,null,28.8,25108,702,78,1064,"212021295",2.0,76.2,1372,82,5.1,1247,3.6,2.0,null,485,null,2017,null,132,104,7.7,18667,37,36
57,1.0,47372,813,28.3,"Pakenham - South",39,3233,null,null,51406,15355,7.0,38,4921,22.8,14799,1890,345,47753,null,0.21,null,522,52076,760.8,13403,14.9,2314,25.2,7.2,48,21967,null,39.0,1.65,3.87,0.389,9012,0.43,20644,239,799.6,null,null,30.7,39016,843,478,1873,"212011292",29.1,84.1,2829,153,7.3,2963,4.3,18.6,null,899,null,2017,null,185,328,18.2,12737,39,36
58,0.7,46930,449,28.5,"Narre Warren - North East",43,2411,null,null,52341,7736,8.1,42,6603,23.4,7285,1019,204,47726,null,0.21,null,152,51939,381.3,11254,15.0,948,25.4,2.3,75,16864,null,20.9,1.69,4.02,0.396,5033,0.42,20532,186,401.8,null,null,29.4,36766,416,279,757,"212021455",12.1,83.3,1184,58,7.3,1261,4.5,10.3,null,432,null,2017,null,80,134,18.7,16043,43,39
58,1.1,46024,436,30.9,"Narre Warren - South West",40,1481,null,null,48898,7522,8.7,39,6145,22.4,7284,1065,200,46519,null,0.23,null,147,49224,356.2,14296,14.2,928,24.2,3.8,57,24065,null,21.5,1.58,3.56,0.37,4402,0.45,20166,177,370.3,null,null,32.5,32667,401,201,736,"212021456",6.5,84.1,1156,57,5.8,1232,4.1,6.6,null,420,null,2017,null,82,158,14.2,15063,41,37
55,0.5,48956,392,29.3,"Cranbourne West",35,755,null,null,50985,9049,7.5,35,5882,19.9,8863,1210,169,49365,null,0.26,null,249,51173,451.9,9910,13.1,1419,22.8,3.0,28,22932,null,21.6,1.53,3.25,0.348,4739,0.47,17832,152,463.1,null,null,35.3,26208,461,149,755,"212031304",3.6,88.4,602,53,3.3,1803,3.6,3.9,null,375,null,2017,null,113,131,15.5,12151,35,35
56,0.8,48130,535,29.4,"Cranbourne North",37,1081,null,null,51959,11463,7.7,37,2520,20.9,11171,1572,235,48688,null,0.25,null,280,52312,580.4,10000,14.0,1775,24.1,3.9,35,22301,null,31.4,1.62,3.56,0.368,6536,0.45,19946,244,599.7,null,null,32.0,26617,614,208,1054,"212031302",7.1,87.1,995,107,4.2,2292,3.9,5.5,null,554,null,2017,null,165,175,17.8,12201,38,36
57,0.9,44183,981,32.5,"Hampton Park - Lynbrook",37,1206,null,null,45963,12832,9.4,39,4342,23.6,12526,1934,449,44788,null,0.23,null,376,46356,575.7,10336,13.7,2303,23.3,5.4,38,24300,null,34.5,1.55,3.44,0.36,6624,0.45,17856,424,594.8,null,null,32.7,26433,984,230,1623,"212031305",8.0,85.4,1779,134,4.0,2939,4.0,6.1,null,873,null,2017,null,266,223,11.2,14318,40,37
57,0.7,50336,227,27.5,"Lynbrook - Lyndhurst",38,1738,null,null,56110,8733,7.6,38,9877,20.2,8278,1279,123,52038,null,0.25,null,95,57186,464.5,12311,17.8,956,27.6,2.8,33,22451,null,39.0,1.65,3.69,0.401,5300,0.45,30460,150,499.4,null,null,31.4,27545,310,287,480,"212031306",9.2,85.6,587,36,5.6,1293,7.8,7.9,null,293,null,2017,null,95,124,20.9,11461,39,37
58,0.7,48581,295,26.9,"Narre Warren South (East)",45,5178,null,null,56839,7631,7.2,43,3744,22.9,7129,1007,167,48885,null,0.21,null,109,57894,405.2,12244,16.9,857,27.8,3.0,88,22264,null,21.8,1.8,4.37,0.424,5202,0.41,21690,198,441.8,null,null,26.1,29677,287,359,475,"212031457",26.9,81.9,665,50,9.7,1188,5.2,10.7,null,400,null,2017,null,100,133,24.1,13096,44,41
57,0.7,46509,365,29.8,"Narre Warren South (West)",40,2659,null,null,51223,8871,9.1,40,4377,22.6,8483,1324,211,47144,null,0.23,null,140,51862,434.5,13704,15.4,1078,25.6,3.8,49,27504,null,26.5,1.65,3.76,0.386,5140,0.44,19992,249,460.1,null,null,30.4,45482,361,229,596,"212031458",13.7,84.4,830,60,5.4,1490,4.8,10.4,null,500,null,2017,null,126,138,17.1,14091,41,38
58,0.8,45207,483,27.7,"Clarinda - Oakleigh South",43,3625,null,null,53455,6638,7.6,42,3028,26.0,6048,904,178,47658,null,0.18,null,49,51783,323.3,12285,16.2,468,27.2,2.7,227,19675,null,17.2,1.75,4.35,0.42,4765,0.4,19016,144,343.7,null,null,27.5,37273,258,389,486,"212041309",17.3,79.1,1790,34,11.7,633,4.5,14.5,null,460,null,2017,null,34,139,18.8,13495,44,39
59,0.7,40149,375,29.2,"Clayton South",36,2868,null,null,45374,7015,9.3,35,3035,30.4,6582,1110,167,41356,null,0.17,null,64,45685,298.6,11438,16.1,590,27.1,2.2,128,21729,null,20.7,1.74,4.58,0.423,4530,0.38,18659,154,320.5,null,null,26.4,37124,303,223,668,"212041310",13.0,80.4,1575,24,8.9,804,4.8,8.3,null,387,null,2017,null,50,99,14.0,12168,36,33
55,0.8,37323,1828,35.9,"Dandenong",35,5442,null,null,41342,14768,16.1,35,8302,29.1,13048,3545,587,38633,null,0.21,null,385,42502,539.4,9974,17.0,2582,27.3,4.1,83,18701,null,69.1,1.69,3.81,0.41,7677,0.44,19505,431,627.7,null,null,25.4,39344,2019,319,4301,"212041311",41.8,74.6,3260,212,7.8,3058,6.0,12.6,null,1039,null,2017,null,448,219,9.6,17705,37,34
60,1.4,48051,183,24.3,"Dingley Village",48,8950,null,null,58343,6421,6.9,47,2500,26.0,5559,815,75,50118,null,0.15,null,36,58626,324.3,17465,18.8,339,30.1,4.8,469,26423,null,18.8,1.85,5.17,0.453,4836,0.36,23009,77,376.4,null,null,25.3,30239,151,491,236,"212041313",43.3,73.9,1313,12,17.0,474,6.4,14.8,null,247,null,2017,null,12,182,24.4,13265,49,43
59,1.3,43704,377,30.1,"Noble Park North",41,2446,null,null,48607,3821,8.2,41,1667,25.8,3573,544,160,45527,null,0.2,null,67,47407,173.7,13420,14.8,474,25.2,2.0,110,23064,null,9.1,1.64,4.01,0.396,2422,0.41,16693,106,181.1,null,null,29.7,42566,283,117,457,"212041316",5.9,81.4,1060,40,8.4,614,4.2,5.0,null,344,null,2017,null,35,88,14.4,12767,43,39
