estm_prsnl_incme_yr_end_30_jne_sprnt_anty_erns_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_mdn_tl_excl_gvrnmt_pns_alwncs, slctd_gvrnmnt_pnsns_allwncs_30_jne_dsblty_spprt_pnsn_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_scnd_q, sa2_name_2016, estm_prsnl_incme_yr_end_30_jne_uncrptd_bsn_erns_mdn_age_yrs, estimates_personal_income_year_ended_30_june_mean_investment, exprmntl_hshld_wlth_estmts_mdlld_prvte_dwllngs_mn_nt_wrth, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_1_499_pr_wk_pc, estimates_personal_income_year_ended_30_june_mean_employee, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_n, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_m, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mdn, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_lwst_q, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_nm, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_ernrs_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_pymnt_nm, estimates_personal_income_year_ended_30_june_median_employee, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_nl_pc, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p105_r, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ngtve_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_sngle_nm, estm_prsnl_incme_yr_end_30_jne_mn_tl_excl_gvrnmt_pns_alwncs, estimates_personal_income_year_ended_30_june_total_employee_m, estmts_prsnl_incme_yr_endd_30_jne_mdn_sprnntn_annty, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_0, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_b_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_1, estmts_prsnl_incme_yr_endd_30_jne_ttl_sprnntn_annty_m, estimates_personal_income_year_ended_30_june_median_investment, estmts_prsnl_incme_yr_endd_30_jne_mn_sprnntn_annty, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_3000_pr_wk_pc, estmts_prsnl_incme_yr_endd_30_jne_ttl_unncrprtd_bsnss_m, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p805_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p802_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_gni_cf, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p205_r, estmts_prsnl_incme_yr_endd_30_jne_mn_unncrprtd_bsnss, slctd_gvrnmt_pns_alwncs_30_jne_yth_alwnce_fl_tme_stdnprc_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_500_999_pr_wk_pc, equivalised_total_household_income_census_median_weekly, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_thrd_q, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mn, slctd_gvrnmnt_pnsns_allwncs_30_jne_nwstrt_allwnce_nm, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_prsns_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_cmmnwlth_rnt_assstnce_nm, sa2_maincode_2016, estimates_personal_income_year_ended_30_june_total_investment_m, estmts_prsnl_incme_yr_endd_30_jne_emplye_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_age_pnsn_cntrlnk_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_yth_allwnce_nm, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_o, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_amnt_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_2000_2999_pr_wk_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_allwnce_nm, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_1000_1999_pr_wk_pc, yr, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_indqtly_dscrb_std_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_prtnrd_nm, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_hgst_q, estmts_prsnl_incme_yr_endd_30_jne_mdn_unncrprtd_bsnss, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_mdn_age_yrs
59,1.2,46680,444,26.9,"Bayswater",41,3510,null,null,52743,7021,6.4,40,2127,25.1,6611,862,94,48207,null,0.17,null,138,52117,348.7,12960,15.9,701,26.3,4.0,136,24293,null,16.0,1.7,4.32,0.41,4899,0.39,18601,108,365.9,null,null,29.2,31085,354,328,741,"211011251",17.2,81.4,1534,34,10.3,874,4.9,10.2,null,301,null,2017,null,34,164,18.8,11091,42,38
55,1.0,37000,1061,33.0,"Meadow Heights",39,2623,null,null,41322,5532,15.1,37,9171,31.3,5086,1133,895,38761,null,0.2,null,255,41252,210.2,10000,15.0,1567,25.5,2.2,83,20497,null,20.4,1.73,4.22,0.407,2522,0.41,18037,375,228.2,null,null,26.3,24835,1255,88,1177,"210051247",6.6,76.6,1296,167,6.2,1916,4.4,2.2,null,1215,null,2017,null,304,105,9.4,16285,39,35
59,0.9,47376,305,26.0,"Knoxfield - Scoresby",43,4114,null,null,56726,9104,6.2,42,2619,24.8,8389,1031,98,50000,null,0.16,null,108,55621,475.9,14698,17.6,710,28.4,4.6,177,23250,null,23.3,1.78,4.61,0.434,6737,0.39,22600,195,506.4,null,null,27.4,21424,325,556,520,"211011254",27.7,80.1,1628,35,12.0,965,6.0,11.9,null,326,null,2017,null,38,196,21.8,12220,44,39
56,1.2,35553,1137,31.1,"Campbellfield - Coolaroo",39,5957,null,null,41603,6009,14.9,37,11172,33.4,5413,1257,956,37077,null,0.19,null,229,42682,225.2,10000,18.6,1583,29.1,2.8,120,22819,null,25.2,1.78,4.45,0.438,2781,0.4,20075,339,256.5,null,null,25.2,45461,1181,134,1305,"210051243",16.6,74.2,2257,107,9.1,1881,7.1,6.1,null,1382,null,2017,null,341,122,10.3,15004,40,34
59,1.6,48406,555,27.0,"Gladstone Park - Westmeadows",43,4452,null,null,54571,9906,6.3,43,4237,23.0,9282,1124,381,49566,null,0.2,null,157,54159,506.5,16013,15.8,946,26.3,6.5,168,22613,null,19.6,1.68,4.05,0.406,6642,0.41,17453,227,536.5,null,null,29.7,26348,710,479,867,"210051245",29.6,80.6,2370,77,11.1,1221,4.8,12.6,null,821,null,2017,null,71,288,20.3,13306,45,40
58,0.8,50279,381,26.1,"Greenvale - Bulla",45,10361,null,null,58439,10544,7.8,41,6919,21.5,9398,1462,315,50116,null,0.22,null,96,61184,549.2,16785,18.4,758,29.4,5.5,259,28298,null,33.3,1.8,4.24,0.435,7595,0.42,22796,225,645.1,null,null,26.8,92124,365,555,391,"210051246",78.7,77.0,1078,28,13.7,1046,6.5,51.1,null,668,null,2017,null,81,193,25.5,15015,44,37
58,0.6,50947,398,27.1,"Cranbourne East",36,1551,null,null,55295,17511,7.2,35,5022,19.8,16552,2416,248,52205,null,0.24,null,354,54500,915.2,13008,14.1,2341,24.0,5.2,35,23184,null,42.3,1.57,3.45,0.365,10278,0.46,17491,216,954.3,null,null,34.0,32766,544,387,1404,"212031301",15.9,86.6,1898,74,5.3,3119,4.1,12.7,null,622,null,2017,null,169,226,19.1,9825,36,35
57,0.7,41104,1058,30.0,"Roxburgh Park - Somerton",40,3818,null,null,47015,9247,12.5,39,8571,28.3,8496,1665,1121,42968,null,0.22,null,222,47044,399.4,10000,15.8,2081,26.4,3.3,70,20503,null,30.4,1.74,4.24,0.408,4797,0.41,18275,482,435.0,null,null,27.4,27939,1357,189,1380,"210051249",18.3,79.6,1141,171,6.6,2707,4.7,5.3,null,1450,null,2017,null,390,161,14.3,15019,40,37
56,1.0,45816,346,31.5,"Craigieburn - Central",36,2215,null,null,48545,4363,7.4,38,2818,22.1,4291,533,296,45862,null,0.23,null,170,49550,208.3,10000,14.2,1194,24.2,2.1,58,25826,null,10.1,1.61,3.54,0.368,2301,0.45,18868,146,216.2,null,null,31.4,33488,522,104,781,"210051441",5.1,86.0,574,66,5.0,1504,4.0,3.5,null,482,null,2017,null,154,82,15.0,14506,40,37
56,0.5,48145,379,28.1,"Craigieburn - North",37,2382,null,null,53338,6082,8.4,37,9500,22.2,5859,862,323,49269,null,0.24,null,183,53313,312.5,9892,14.7,1310,25.0,1.6,40,18706,null,13.9,1.66,3.84,0.383,3432,0.43,16129,158,324.2,null,null,30.5,30031,576,117,857,"210051442",8.2,85.3,627,76,5.2,1640,4.2,3.5,null,528,null,2017,null,169,86,19.2,12412,38,36
57,0.8,46676,508,29.3,"Craigieburn - South",36,1654,null,null,50824,8962,8.9,36,3577,22.6,8581,1338,435,47776,null,0.23,null,247,50651,436.1,10175,14.4,1755,24.6,3.1,53,19237,null,20.5,1.62,3.72,0.38,4887,0.44,15323,215,453.9,null,null,31.5,17821,768,206,1145,"210051443",8.1,85.5,837,97,4.3,2205,4.0,3.7,null,708,null,2017,null,225,160,16.6,11817,38,36
55,0.6,46931,179,28.9,"Craigieburn - West",34,1505,null,null,51647,7497,9.9,34,7561,22.8,7009,1308,155,48689,null,0.22,null,92,51004,362.0,10701,14.2,632,24.3,1.7,36,16465,null,19.9,1.64,3.78,0.378,3962,0.44,15247,75,382.4,null,null,31.0,22081,275,128,414,"210051444",6.0,84.5,301,32,4.4,791,4.0,2.8,null,257,null,2017,null,84,104,17.3,10184,35,34
59,1.0,49996,123,24.7,"Rowville - North",45,3529,null,null,61603,5000,5.7,44,2609,23.7,4612,543,50,52459,null,0.17,null,32,59852,284.1,16480,16.7,306,28.0,2.5,150,23732,null,12.5,1.85,4.75,0.43,3687,0.39,23064,69,299.3,null,null,25.1,21260,119,316,143,"211011257",13.0,81.3,625,13,11.6,425,4.9,6.7,null,175,null,2017,null,14,104,26.5,12906,45,41
58,1.1,52858,87,25.2,"Lysterfield",48,13847,null,null,64813,4480,5.7,45,5443,20.5,4051,540,31,51055,null,0.22,null,19,70468,262.6,15072,21.2,149,32.6,3.0,346,29337,null,13.1,1.94,4.62,0.466,3490,0.42,24250,48,315.7,null,null,23.8,65859,74,351,85,"211011255",48.3,76.4,319,9,16.2,240,8.0,23.1,null,115,null,2017,null,8,103,30.5,11016,46,42
58,0.8,51125,168,24.5,"Rowville - South",48,5628,null,null,61465,6875,6.5,45,2602,22.8,6272,804,67,52303,null,0.18,null,28,61937,385.5,13669,18.1,348,29.2,4.8,211,31597,null,21.5,1.85,4.71,0.439,5151,0.39,26788,118,425.8,null,null,25.9,34849,153,488,198,"211011258",29.0,80.2,847,18,12.0,529,5.9,17.0,null,248,null,2017,null,18,153,26.8,13881,46,42
60,1.3,45406,284,25.3,"Wantirna",45,5243,null,null,57481,8487,5.9,44,2772,27.2,7453,967,83,49745,null,0.15,null,80,54898,428.4,14432,17.4,567,28.7,5.6,349,21237,null,20.0,1.88,5.29,0.445,6541,0.36,20654,134,465.9,null,null,24.7,34637,293,669,520,"211011259",34.3,76.3,1611,22,15.8,791,5.2,23.2,null,324,null,2017,null,34,263,22.8,11599,46,40
60,1.3,45470,350,24.9,"Wantirna South",46,5978,null,null,58455,11019,5.9,46,3121,27.7,9652,1296,140,48358,null,0.13,null,69,57115,564.2,15227,19.9,562,31.4,7.5,349,22708,null,28.7,1.92,5.6,0.474,8793,0.34,22139,175,629.3,null,null,24.2,28979,285,1010,528,"211011260",52.6,75.0,2203,49,16.7,793,6.7,29.3,null,425,null,2017,null,36,331,23.2,10655,48,41
60,1.4,49979,188,21.6,"Donvale - Park Orchards",50,18152,null,null,69713,10206,6.7,48,null,27.1,8308,1326,76,49466,null,0.13,null,30,73972,579.2,19773,25.4,370,38.1,9.1,1080,29684,null,40.4,2.13,6.4,0.538,8491,0.33,30436,137,755.0,null,null,20.5,null,174,null,310,"211021261",154.1,64.8,1503,12,25.9,534,10.0,null,null,300,null,2017,null,25,306,30.8,13103,49,43
59,0.9,48443,288,26.3,"Rowville - Central",45,5209,null,null,57438,9528,5.9,43,3886,23.6,8813,1088,131,49875,null,0.18,null,69,57342,506.2,15573,17.5,610,28.4,5.3,206,23728,null,23.3,1.79,4.42,0.429,7122,0.4,21433,174,546.4,null,null,27.2,49556,283,662,420,"211011256",37.1,80.5,1338,23,12.1,859,5.6,32.8,null,381,null,2017,null,15,222,22.9,12996,45,40
59,1.2,54155,147,22.6,"Warrandyte - Wonga Park",50,28450,null,null,70334,6791,7.4,48,5436,23.1,5674,983,25,49414,null,0.16,null,25,84300,399.1,22332,27.7,175,39.4,6.0,1062,30147,null,31.1,2.17,6.01,0.542,5629,0.36,31618,58,572.5,null,null,20.3,72703,69,686,151,"211021262",160.1,65.3,619,12,25.3,269,13.3,49.9,null,167,null,2017,null,8,198,34.1,13851,49,44
59,1.4,47526,808,27.7,"Boronia",45,3381,null,null,53658,12903,6.9,41,2321,23.2,11966,1595,192,49494,null,0.18,null,232,52485,642.1,14281,15.3,1222,25.7,8.0,144,22273,null,32.2,1.67,4.05,0.399,8940,0.41,20178,196,677.2,null,null,30.2,24320,632,617,1146,"211011446",30.2,80.6,2622,59,10.3,1549,4.6,15.0,null,550,null,2017,null,76,360,18.9,12487,43,38
58,1.0,50678,147,27.2,"Cranbourne South",46,9416,null,null,58341,5620,9.7,42,4023,20.2,4961,891,60,50401,null,0.24,null,68,60548,289.4,14188,17.9,338,28.4,3.3,148,26307,null,23.5,1.76,3.96,0.419,3840,0.44,26357,40,340.3,null,null,27.6,47260,136,296,198,"212031303",36.2,76.5,825,16,12.4,496,6.3,14.0,null,199,null,2017,null,14,126,25.0,19618,44,39
59,1.0,48232,465,26.3,"Ferntree Gully (North)",44,3839,null,null,54881,8122,6.8,42,2235,23.9,7570,1067,112,49992,null,0.19,null,117,54243,415.5,12761,15.9,672,26.3,4.2,165,21704,null,20.2,1.72,4.32,0.408,5592,0.4,18939,112,440.6,null,null,28.6,17527,354,445,615,"211011447",21.5,81.0,1585,42,10.4,865,5.1,7.8,null,355,null,2017,null,35,195,21.2,12184,44,39
59,1.3,51268,362,24.6,"Croydon Hills - Warranwood",46,6944,null,null,62680,11572,6.1,45,2322,22.9,10689,1324,92,51472,null,0.18,null,99,63648,670.0,16758,17.9,590,29.3,9.2,262,29472,null,31.3,1.91,4.96,0.444,8768,0.38,23672,162,736.5,null,null,23.8,25738,224,862,468,"211031265",60.9,79.1,1358,30,12.7,821,5.6,22.2,null,350,null,2017,null,22,313,28.8,11856,47,42
58,1.0,48124,509,27.0,"Ferntree Gully (South) - Upper Ferntree Gully",45,2863,null,null,55644,8886,6.9,43,2998,23.2,8377,1136,120,49287,null,0.19,null,127,55086,466.1,11324,15.5,733,26.3,4.2,130,20097,null,25.0,1.75,4.26,0.408,6237,0.41,21970,119,489.5,null,null,27.9,31152,390,434,673,"211011448",17.9,82.1,1743,43,9.3,947,4.4,13.5,null,389,null,2017,null,37,209,21.9,12454,44,40
60,1.3,46758,620,25.5,"Ringwood",40,4695,null,null,56019,9980,6.3,40,2789,26.2,9202,1268,124,48971,null,0.14,null,116,54646,515.5,18854,17.5,874,28.5,6.4,205,25614,null,22.7,1.81,5.08,0.442,7092,0.36,17897,171,545.4,null,null,26.4,27488,545,645,1224,"211031266",33.3,79.1,1934,55,12.6,1100,5.6,17.7,null,375,null,2017,null,124,250,22.0,8986,42,37
