exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_2_p, households_by_type_census_lone_person_households_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_4_a, dwelling_structure_private_dwellings_census_separate_house_num, families_type_census_couple_families_non_dependent_children_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_nvr_mrrd_pc, method_travel_work_employed_persons_census_used_one_total_num, tenure_type_occupied_private_dwellings_census_owned_mortgage_pc, sa2_name_2016, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_3_p, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_nm, dwlng_strce_prvte_dwlngs_cns_smi_dtch_rw_trce_hse_twnhse_etc_nm, method_travel_work_employed_persons_census_worked_home_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_to_at_indqtly_dscrb_std_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_spre_nm, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_crd_chldchldrn_pc, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_edctn_ocptn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_mrrge_nm, rent_mortgage_payments_census_average_monthly_household_payment, method_travel_work_employed_persons_census_used_one_truck_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_dsvntg, method_travel_work_employed_persons_census_used_one_train_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_1_d, dwelling_structure_private_dwellings_census_stated_num, gftsdntns_rprtd_txpyrs_yr_endd_30_jne_prsns_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_pssngr_nm, households_by_type_census_total_households_num, method_travel_work_employed_persons_census_total_used_one, families_by_type_census_couple_families_without_children_num, hshld_strss_cnss_hshlds_mrtgge_rpymnts_lss_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsn_cns_ple_trvld_to_cr_drv_psngr_nm, scl_mrtl_st_rgstd_prsn_agd_15_yrs_cns_mrd_de_fcto_mrge_nm, method_travel_work_employed_persons_census_used_one_taxi_num, dwelling_structure_private_dwellings_census_flat_apartment_num, method_travel_work_employed_persons_census_used_one_bicycle_num, commuting_work_census_average_distance_to_place_kms, fmls_type_cnss_one_prnt_chldrn_15_andr_dpndnt_stdnts_nm, hshld_strss_cnss_hshlds_rnt_pymnts_grtr_eql_30pc_incme_pc, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_scre_nt_a, hshld_strss_cnss_hshlds_mrtgge_rpymnts_grtr_eql_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsns_cnss_pple_trvlld_to_pblc_trnsprt_nm, method_travel_work_employed_persons_census_used_one_tram_num, homelessness_census_homeless_rate_per_10000_persons_rate, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_sttd_pc, giftsdonations_reported_by_taxpayers_year_ended_30_june_median, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_dsvn, accss_intrnt_hme_occpd_prvte_dwllngs_cnss_accssd_dwllng_pc, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_prvde_pc, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_wdwd_pc, tenure_type_occupied_private_dwellings_census_owned_outright_pc, method_travel_work_employed_persons_census_used_one_ferry_num, households_by_type_census_average_household_size_no_of_persons, cmmtng_wrk_cnss_avrge_dstnce_plce_usl_rsdnce_kms, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_pc, method_travel_work_employed_persons_census_used_one_bus_num, tenure_type_occupied_private_dwellings_census_stated_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_extra_bdrms_ndd_nm, families_by_type_census_average_family_size_no_of_persons, unpd_wrk_prsns_agd_15_yrs_cnss_undrtkng_vlntry_orgnstn_grp_pc, commuting_work_census_median_distance_place_usual_residence_kms, fmls_type_cnss_cple_chldrn_15_andr_dpndnt_stdnts_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_mtr_bksctr_nm, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_ndd_spre_nm, method_travel_work_employed_persons_census_go_to_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_sprtd_pc, tenure_type_occupied_private_dwellings_census_tenure_type_pc, dwelling_structure_private_dwellings_census_other_dwelling_num, unpd_wrk_prsns_agd_15_yrs_cnss_prvdd_assstnce_prsn_a_dsblty_pc, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rsc_ir, method_travel_work_employed_persons_census_used_one_walked_num, method_travel_work_employed_persons_census_used_one_method_num, families_by_type_census_total_families_num, tenure_type_occupied_private_dwellings_census_rented_pc, households_by_type_census_group_households_num, rnt_mrtgge_pymnts_cnss_avrge_mnthly_hshld_rntl_pymnt, families_type_census_one_parent_non_dependent_children_num, count_children_family_census_average_number_of_all_in_num, method_travel_work_employed_persons_census_of_stated_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_advntg, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_and_pc, households_by_type_census_family_households_num, sa2_maincode_2016, dwelling_structure_private_dwellings_census_total_num, method_travel_work_employed_persons_census_total_employed_num, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_advn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_dvrcd_pc, families_by_type_census_other_families_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_acsd_dwlng_pc, commuting_work_census_median_distance_to_place_kms, hshld_strss_cnss_hshlds_rnt_pymnts_lss_30pc_incme_pc, sco_ecnmc_indxs_ars_sfa_stte_dcls_cnss_dcle_rnkng_indx_rsrcs_ir, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_pc, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_drvr_nm, yr, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_edctn_ocpt
17.2,1081,34.1,2538,199,31.8,4257,39.1,"Cheltenham - Highett (West)",17.9,3157,1074,330,2.1,2972,25.1,9,3982,2358,9,9,601,18.5,22,2491,178,4088,312,941,93.2,3544,754,9,410,71,15.9,260,9.0,12.4,6.8,933,null,25.2,5.8,132,9,86.8,61.9,5.2,31.6,null,2.5,12.3,50.8,39,2.1,88,3.1,20.4,12.6,1300,26,817,502,2.4,0.5,36,11.4,8,114,21,2919,26.6,123,1635,178,1.8,31,9,1.1,2887,"208011171",4080,5435,9,9.6,36,10.9,11.6,91.0,8,6.0,3176,2016,9
21.1,710,25.5,2904,303,33.5,3502,26.7,"Burwood East",23.0,3663,637,174,2.1,2721,17.6,7,4166,2015,14,6,215,19.4,11,1966,217,3632,395,1000,93.2,3201,394,4,89,15,16.8,192,9.1,10.8,6.8,764,103,45.4,4.7,108,6,82.6,70.4,6.1,44.5,null,2.7,13.2,52.7,60,2.4,112,3.0,18.4,11.3,1013,8,597,371,1.7,2.7,null,11.5,6,55,34,2765,23.8,238,1711,199,1.7,29,7,0.4,2686,"207031166",3641,4471,7,6.1,51,15.4,12.6,90.9,5,7.0,2767,2016,8
24.6,3398,11.0,7067,354,42.0,8300,29.8,"Ballarat - South",15.3,8986,2469,273,3.1,7264,17.9,3,6357,1306,50,1,85,33.4,45,5010,548,9868,166,2245,94.8,7817,2169,42,282,65,10.9,1002,16.3,15.8,5.2,303,null,31.0,9.3,70,2,76.6,63.6,6.6,27.4,10,2.2,13.9,36.5,101,3.3,216,2.9,19.2,5.6,1749,21,1772,1153,4.0,0.6,15,12.3,1,223,34,5929,38.9,591,1029,444,1.8,94,1,1.1,5880,"201011004",9878,9991,2,10.9,133,20.3,5.5,83.7,1,8.1,7131,2016,4
20.6,498,18.3,1982,145,31.8,2027,48.1,"Bacchus Marsh Region",22.3,1516,20,207,2.6,1660,20.3,4,2154,1696,45,5,90,18.0,9,1469,123,2079,99,668,90.5,1879,521,null,49,10,21.8,136,4.3,21.1,9.5,177,null,13.9,9.4,80,6,80.1,62.6,5.4,35.6,null,2.6,40.7,51.1,6,2.5,41,3.0,24.9,39.2,543,3,255,321,2.8,1.0,13,13.6,7,65,12,1584,12.7,42,1048,67,1.9,50,5,0.7,1544,"201021009",2073,2698,5,9.0,12,17.0,14.7,95.7,7,7.0,1676,2016,5
23.6,887,12.2,2482,157,29.5,2361,35.9,"Creswick - Clunes",19.6,2128,73,309,3.5,2306,16.3,5,2680,1341,37,4,20,25.2,45,1551,99,2933,39,956,93.4,2187,652,null,10,4,20.9,179,5.3,19.6,6.6,65,3,5.2,11.7,75,4,76.9,62.4,7.0,42.9,null,2.3,24.8,49.3,13,4.1,62,2.8,27.0,18.5,584,15,388,412,3.6,1.1,313,13.1,5,107,13,2021,16.0,56,866,122,1.9,42,3,0.7,1987,"201021010",2923,3167,4,10.4,21,19.7,12.6,94.7,4,8.9,2049,2016,5
17.7,1192,11.5,3421,163,32.8,2745,33.3,"Daylesford",16.5,2520,48,519,3.4,2716,15.4,7,2869,1542,39,5,45,17.0,57,1820,128,3612,108,1185,91.6,2503,990,3,41,8,19.1,191,7.1,37.2,8.4,151,4,24.7,10.8,100,5,78.4,66.0,6.9,45.2,3,2.2,29.9,45.4,11,3.3,73,2.7,29.1,12.0,631,3,595,465,3.2,0.7,54,12.9,5,180,26,2328,17.3,119,1100,125,1.8,60,5,0.8,2299,"201021011",3621,3891,5,11.9,18,18.3,7.1,92.9,5,7.0,2286,2016,8
20.0,414,29.9,2198,148,33.8,2579,41.4,"Buninyong",24.2,1628,49,162,1.9,1856,21.7,8,2663,1700,21,8,29,14.3,7,1704,113,2281,73,697,94.2,2447,435,6,17,11,18.2,133,5.6,11.5,5.8,110,3,null,7.8,99,9,88.6,60.5,3.8,39.7,null,2.8,20.9,53.5,29,1.8,33,3.1,28.9,11.1,735,3,245,449,2.2,0.4,null,12.2,8,86,10,1788,16.6,94,1277,60,2.0,26,8,0.8,1768,"201011005",2271,3287,8,6.7,13,9.2,9.2,94.4,8,9.1,2278,2016,8
22.0,437,18.2,1931,141,29.5,2023,46.0,"Gordon (Vic.)",23.8,1416,null,198,2.5,1543,19.5,5,2161,1533,52,6,31,16.2,17,1239,97,1964,83,625,91.3,1915,422,3,7,3,18.3,105,2.2,19.6,8.7,98,null,14.4,10.3,85,6,81.4,61.4,4.2,40.9,null,2.6,33.1,54.7,6,2.6,50,3.0,26.7,22.0,556,13,243,313,2.9,0.5,3,13.6,8,64,19,1518,9.9,42,770,77,2.0,43,5,0.7,1493,"201021012",1958,2660,6,8.9,14,16.2,8.7,97.8,8,8.2,1743,2016,6
23.6,1886,8.8,4758,260,36.8,4586,29.8,"Wendouree - Miners Rest",15.4,4777,648,147,3.5,4218,18.9,1,4223,1348,30,1,30,36.9,8,3144,343,5667,57,1372,94.7,4322,1180,8,242,40,14.2,536,13.4,15.3,5.3,130,null,51.8,9.0,70,2,73.1,62.6,8.1,32.7,null,2.3,13.9,41.3,59,3.2,128,2.9,18.3,5.9,1117,12,989,642,4.1,0.4,4,12.5,1,122,17,3623,34.0,189,944,254,1.9,71,1,0.9,3584,"201011008",5660,5503,1,9.7,71,23.4,7.6,86.6,1,8.6,3924,2016,1
22.9,1263,5.3,2977,126,31.1,2140,25.4,"Maryborough (Vic.)",11.6,2779,293,83,4.1,2629,14.9,1,2466,1080,25,1,3,43.9,13,1367,144,3374,16,951,95.9,1926,592,null,40,30,15.3,287,11.2,16.3,4.1,16,null,33.2,10.8,66,1,66.1,67.0,10.9,41.3,null,2.1,12.8,42.3,3,4.1,67,2.7,20.7,2.0,479,6,483,316,4.1,1.5,47,12.5,1,153,12,2019,27.6,112,840,153,1.8,33,1,0.6,2002,"201031016",3370,2586,1,11.6,20,29.8,3.1,88.8,1,6.8,1768,2016,1
24.0,677,5.5,2038,123,29.2,1428,32.7,"Maryborough Region",16.0,1661,29,155,3.0,1654,14.6,1,1865,1056,14,1,3,31.0,8,897,77,2164,11,711,93.4,1327,454,4,35,3,22.3,123,3.8,23.6,6.6,10,null,19.5,9.2,61,2,71.6,68.7,6.8,50.2,null,2.2,25.1,46.5,3,3.7,54,2.8,25.7,11.7,355,null,327,214,4.5,0.9,51,15.0,3,74,10,1436,12.7,77,663,103,1.8,28,1,0.6,1415,"201031017",2161,1840,1,13.0,18,25.6,8.9,96.2,2,6.7,1244,2016,2
20.9,2140,12.4,4960,194,41.6,5063,25.8,"Bendigo",14.9,5378,687,185,3.6,4298,15.8,3,3662,1329,29,1,39,31.0,23,3105,338,5885,85,1389,96.0,4200,1233,20,201,91,13.6,574,15.5,20.7,4.0,148,3,39.9,11.3,62,2,75.9,64.2,6.9,28.0,3,2.2,12.9,36.0,69,3.7,160,2.8,20.7,3.1,917,25,1039,665,4.6,0.4,16,12.9,1,620,27,3469,42.2,327,1044,303,1.8,55,1,0.8,3414,"202011018",5887,6047,2,10.8,94,20.5,5.7,84.5,1,7.8,3799,2016,4
21.4,339,25.5,2296,162,28.1,2795,52.4,"Bendigo Region - South",27.5,1490,3,226,1.6,1950,24.0,6,2950,1671,54,8,11,11.2,37,1489,161,2356,33,818,90.7,2662,594,null,4,5,24.4,117,2.3,14.3,9.3,43,3,12.8,7.6,55,8,90.0,58.9,3.1,37.3,null,2.8,23.7,58.8,8,1.8,39,3.1,26.7,16.9,828,11,258,422,2.5,0.1,15,13.6,9,52,9,2008,8.3,36,1073,74,1.9,41,7,0.9,1982,"202021026",2355,3523,7,7.5,16,8.6,13.8,97.7,9,8.6,2469,2016,6
25.7,1470,8.2,4240,198,39.0,3895,32.9,"California Gully - Eaglehawk",15.7,4126,262,122,3.2,3488,18.6,1,3254,1281,50,1,12,34.1,30,2279,270,4577,46,1090,94.1,3678,963,8,42,23,11.1,525,13.9,16.5,5.9,99,3,36.8,11.0,50,1,74.0,60.1,6.4,30.3,3,2.4,14.1,39.0,61,3.2,107,2.9,18.7,6.5,859,26,713,552,4.5,0.3,7,13.2,2,59,19,2963,33.3,195,1020,234,1.9,55,1,1.0,2919,"202011019",4581,4667,1,11.1,58,23.0,6.3,86.1,1,9.2,3369,2016,1
22.9,566,8.4,1748,98,25.3,1214,35.0,"Heathcote",13.4,1328,7,132,5.1,1395,13.9,2,1678,1379,23,2,3,27.5,18,676,46,1826,19,636,91.8,1132,336,null,17,3,26.9,110,5.0,27.4,8.2,14,null,13.6,11.9,65,3,73.6,66.6,8.1,45.3,null,2.2,35.3,50.1,null,5.5,49,2.7,22.1,22.9,299,null,247,188,4.3,0.3,28,13.8,4,50,19,1223,14.2,56,860,66,1.8,16,2,0.5,1201,"202021029",1818,1576,2,12.1,16,21.0,14.3,95.0,4,7.0,1072,2016,3
21.2,961,18.3,3251,184,31.4,3178,39.2,"Kyneton",21.1,2648,156,378,2.9,2772,18.4,6,3325,1708,42,5,178,19.3,23,1954,181,3532,149,1096,92.1,2826,825,3,71,13,21.8,228,7.3,20.1,7.9,319,3,32.4,9.4,100,6,81.1,63.8,6.5,38.6,null,2.4,30.9,48.6,4,3.1,48,2.9,26.5,11.4,840,7,503,534,3.4,0.7,38,11.8,7,182,20,2516,18.7,93,1217,144,1.8,52,5,1.0,2481,"202021030",3539,4291,6,10.1,30,16.1,11.5,92.7,6,7.3,2534,2016,7
17.1,500,30.4,2287,131,29.0,2307,43.3,"Woodend",23.5,1653,72,269,1.9,1947,23.5,8,2587,1885,18,9,224,12.2,17,1636,101,2377,128,688,94.0,2041,532,3,8,14,18.2,157,5.0,16.9,6.0,357,null,7.4,10.3,120,9,88.4,57.3,5.0,38.2,null,2.6,38.6,54.5,13,2.5,37,3.0,30.8,33.9,790,5,259,414,2.6,0.4,null,12.1,9,66,19,1865,15.4,35,1328,84,1.9,44,8,1.3,1845,"202021031",2384,3166,8,8.9,27,9.8,9.9,95.0,9,7.6,1852,2016,8
23.8,382,14.3,1544,104,27.8,1526,42.2,"Bendigo Region - North",23.2,1119,11,211,3.5,1265,19.5,3,1688,1403,24,4,3,21.8,5,780,68,1593,8,525,91.0,1397,339,null,3,7,22.9,98,3.0,16.9,9.0,14,null,9.4,9.1,60,5,75.5,61.1,4.6,41.5,null,2.5,23.7,53.7,8,3.3,30,2.9,27.8,17.0,412,6,211,207,3.4,0.7,29,14.7,7,75,9,1203,12.0,32,799,51,1.9,24,4,0.9,1180,"202031032",1592,1973,4,10.3,11,21.1,17.7,97.0,7,9.1,1324,2016,4
18.9,955,6.6,2619,104,26.3,1851,25.7,"Loddon",15.1,1997,11,475,4.3,2149,14.0,4,2504,980,42,2,null,28.9,33,975,72,2775,17,921,96.2,1527,438,null,50,11,28.3,135,3.0,30.4,3.8,8,null,60.9,13.8,65,3,68.1,64.7,8.4,52.3,null,2.2,27.9,50.7,3,4.4,61,2.8,31.8,14.8,481,15,379,245,4.1,1.2,66,13.6,4,233,34,1753,16.5,86,545,104,1.9,49,2,0.5,1736,"202031033",2779,2638,3,10.4,21,27.7,13.3,97.0,3,7.0,1438,2016,5
22.9,244,25.5,1944,119,28.2,2469,57.4,"Bannockburn",29.7,1262,3,118,1.7,1619,29.3,5,2507,1873,17,8,22,11.8,3,1550,137,1956,44,582,89.5,2396,498,null,3,3,17.1,119,5.1,10.2,10.5,65,null,9.5,7.1,100,8,89.5,54.5,3.6,28.1,null,3.1,28.5,59.4,9,2.0,33,3.3,22.6,22.7,838,3,207,369,2.9,0.2,6,11.4,9,48,9,1731,12.0,24,1255,57,2.0,32,6,1.0,1685,"203011034",1959,3035,7,5.7,13,8.6,13.2,94.9,10,7.9,2217,2016,5
23.5,439,20.5,2295,173,29.0,2530,53.3,"Golden Plains - South",25.2,1590,14,288,1.8,1846,24.2,5,2742,1622,46,6,9,14.4,10,1481,83,2339,47,739,89.1,2404,530,null,19,5,24.0,128,2.0,16.4,10.9,59,null,7.5,7.3,100,7,84.5,59.6,3.7,35.2,null,2.8,36.2,56.6,14,2.2,43,3.1,26.1,32.9,763,7,320,360,3.1,0.6,6,13.4,8,75,14,1900,8.4,40,837,75,1.9,63,5,0.9,1867,"203011035",2344,3294,6,7.8,12,13.9,17.7,98.0,8,8.2,2269,2016,5
19.7,398,21.0,1963,136,28.6,2037,40.1,"Winchelsea",23.0,1390,3,324,2.5,1563,19.9,6,2287,1777,37,7,15,16.8,13,1101,83,1994,35,678,91.5,1885,424,4,9,13,17.9,109,4.7,19.4,8.5,53,null,8.9,8.3,103,7,83.4,62.3,5.2,41.4,null,2.7,28.8,55.4,14,3.1,37,3.0,28.1,24.0,578,5,256,379,2.7,0.7,14,13.2,9,84,19,1589,14.8,35,990,68,1.9,34,6,1.0,1560,"203011036",2002,2812,6,8.0,19,14.0,12.3,95.3,9,8.5,1767,2016,7
24.6,3018,4.9,8616,622,42.4,7403,26.7,"Corio - Norlane",11.5,10070,877,131,4.4,6511,17.1,1,6753,1241,61,1,118,43.5,31,4086,590,9767,148,2009,94.5,6841,1836,30,188,61,17.0,1370,16.8,15.4,5.5,382,null,61.6,10.8,100,1,70.0,64.0,6.6,27.9,6,2.4,17.5,36.1,156,4.1,506,3.0,13.0,9.1,1748,21,2084,976,4.5,0.6,56,12.9,1,186,48,6550,40.7,356,940,668,1.9,165,1,0.8,6393,"203021038",9768,8825,1,10.4,134,25.6,10.5,83.2,1,7.3,6123,2016,1
21.7,1727,17.2,4336,211,33.9,4928,25.2,"East Bendigo - Kennington",18.5,4468,941,218,2.5,4262,15.9,6,4489,1532,26,4,27,26.0,12,3024,336,5340,72,1515,96.2,4580,861,9,56,50,12.3,419,12.6,16.6,3.8,107,null,35.6,7.5,78,5,80.2,66.8,8.2,39.2,null,2.3,13.9,45.6,45,2.5,90,2.8,25.1,4.2,1015,30,715,680,3.0,0.7,7,12.9,3,197,16,3410,32.3,248,1115,184,1.8,38,4,0.7,3371,"202011020",5352,5945,5,9.2,70,17.3,6.7,87.4,3,9.2,4185,2016,7
20.2,1578,31.3,6646,423,33.1,8458,38.4,"Highton",22.6,5791,824,537,1.8,5988,21.7,8,8732,1886,28,9,218,14.6,21,5237,522,7515,281,2200,94.6,8026,1175,20,22,79,14.5,394,7.6,11.2,5.4,564,4,22.1,5.6,126,9,88.5,63.3,4.3,38.9,5,2.7,18.1,54.2,125,1.8,98,3.1,26.6,7.0,2443,21,998,1288,2.1,0.3,null,12.1,8,140,43,5727,20.7,282,1438,215,1.9,55,8,0.7,5660,"203021042",7513,10614,8,6.2,59,9.7,6.6,92.4,8,8.7,7255,2016,8
25.8,1097,21.1,5268,421,33.5,6768,45.5,"Lara",24.2,4465,505,326,2.4,4507,22.0,4,6345,1750,70,6,366,16.0,16,4277,392,5814,268,1664,91.8,6321,1422,12,31,11,21.9,455,7.2,13.0,8.2,620,null,18.8,12.5,100,6,85.9,56.7,4.4,30.3,3,2.8,26.4,50.7,24,2.3,105,3.1,17.6,17.3,1890,26,850,896,3.7,0.7,3,11.2,8,101,42,4713,21.2,114,1315,230,1.9,74,5,0.8,4604,"203021043",5823,8334,6,7.6,55,11.8,15.9,92.8,8,8.0,5730,2016,5
25.9,1980,7.4,5121,333,35.3,4960,31.1,"Newcomb - Moolap",15.7,5345,672,129,3.1,4319,15.7,1,4443,1340,46,1,81,35.8,16,3130,328,5900,128,1492,93.6,4621,1083,20,32,48,13.7,547,14.2,15.2,6.4,279,null,50.8,8.7,100,2,74.5,66.6,8.3,33.8,3,2.3,13.8,41.0,101,3.3,125,2.8,15.6,6.0,989,17,1091,679,3.8,1.3,58,13.4,2,101,24,3783,30.5,204,1089,355,1.8,60,1,0.7,3716,"203021045",5899,5953,1,11.5,74,22.4,8.8,85.8,2,8.2,4191,2016,1
26.9,843,19.1,3958,214,35.1,4669,46.2,"White Hills - Ascot",22.5,3130,119,137,2.5,3346,24.4,4,3916,1534,39,5,19,19.8,12,2641,277,4118,43,1152,92.6,4449,1103,10,17,29,13.0,418,8.7,11.6,7.4,89,null,2.6,7.8,50,5,84.6,57.7,3.9,26.3,null,2.7,15.3,48.7,50,2.4,80,3.0,20.2,7.9,1207,17,460,722,3.7,0.4,19,12.5,6,82,19,3188,24.7,138,1200,159,1.9,68,4,1.2,3133,"202011025",4125,5639,4,8.6,33,12.9,7.6,91.3,6,8.8,4131,2016,4
26.3,411,24.7,1597,147,31.4,2145,45.6,"Chelsea Heights",20.1,1582,169,75,2.0,1482,22.8,5,2041,1835,16,7,111,21.0,5,1165,90,1920,116,474,91.8,2024,387,null,149,17,14.0,142,5.6,8.0,8.2,237,null,15.3,5.7,100,7,87.2,63.1,5.2,37.2,null,2.7,17.3,51.3,18,2.6,32,3.1,17.1,14.6,615,10,299,247,2.8,0.7,null,11.3,7,27,12,1499,14.1,43,1419,109,1.8,21,6,0.9,1466,"208031187",1920,2612,6,9.3,15,11.0,11.2,94.4,7,7.5,1846,2016,6
20.6,1472,15.1,3788,150,35.9,3011,31.2,"Castlemaine",19.7,3287,246,324,3.1,3104,15.8,6,2897,1321,17,4,187,25.0,32,2493,202,4115,135,1102,94.0,2587,963,3,30,64,22.1,327,9.7,19.4,6.0,298,null,43.2,18.1,60,4,77.7,57.7,7.5,42.7,null,2.2,25.9,41.0,7,3.4,85,2.8,28.2,4.3,734,10,664,517,3.7,0.7,11,12.4,3,200,19,2507,22.1,158,1108,152,1.7,57,4,1.2,2487,"202021027",4107,4042,4,11.8,44,19.1,10.7,90.3,3,7.3,2294,2016,7
22.4,987,14.0,3265,162,29.3,2641,37.6,"Castlemaine Region",21.1,2374,20,378,2.0,2665,15.8,6,2989,1391,30,5,46,18.6,29,1808,114,3373,90,1170,91.0,2470,883,6,27,17,20.0,164,4.1,23.9,9.0,132,7,24.4,10.0,65,5,80.8,65.2,5.4,47.5,null,2.3,30.8,48.7,8,2.3,67,2.8,31.9,17.9,649,8,476,482,3.3,1.1,28,13.9,6,114,18,2298,11.5,103,954,124,1.8,56,5,1.1,2282,"202021028",3369,3646,5,13.3,26,17.3,8.6,95.9,6,7.8,2274,2016,7
22.8,1943,17.5,4390,204,36.5,5312,30.4,"Belmont",17.8,4836,1095,210,2.5,4152,18.9,6,4399,1559,24,4,102,27.5,14,3163,322,5733,190,1423,95.2,4911,1104,10,60,79,13.7,453,12.6,14.5,4.8,412,null,73.5,7.0,100,5,79.1,65.6,8.0,33.8,null,2.3,15.5,42.2,154,2.3,102,2.9,21.4,5.1,1190,20,1120,714,3.3,0.6,168,12.1,3,137,21,3532,33.0,295,1223,206,1.8,56,4,0.8,3499,"203021037",5727,6480,5,10.0,60,18.5,5.6,87.4,2,7.8,4446,2016,6
22.4,383,29.2,2515,182,28.6,4067,57.2,"Epping - West",25.9,2574,623,143,2.6,2311,33.6,5,4327,1973,34,5,308,11.4,3,2182,208,3192,333,618,81.7,3810,443,26,41,3,14.5,277,10.9,11.1,18.3,660,3,25.8,6.1,100,5,89.2,55.1,2.2,13.3,null,3.3,18.4,60.5,43,2.2,144,3.4,10.8,16.0,1625,17,577,378,3.0,0.4,null,11.0,7,39,24,2861,27.0,78,1510,120,1.9,41,5,0.8,2724,"209041433",3182,4967,6,5.6,39,8.4,10.0,89.1,7,4.4,3359,2016,6
13.9,827,42.0,2178,216,33.8,3981,32.7,"Surrey Hills (East) - Mont Albert",22.1,3052,996,327,1.8,2629,22.1,10,3959,2537,15,10,815,9.7,10,2464,146,3561,261,863,94.5,2939,526,3,373,54,13.8,187,7.8,12.3,5.5,1174,84,16.3,4.4,200,10,91.0,65.6,4.7,39.5,null,2.6,12.4,53.8,35,1.8,79,3.1,26.8,11.7,1239,20,678,500,1.9,0.7,3,12.7,9,147,22,2639,25.2,131,1929,103,1.8,28,10,0.6,2607,"207031167",3560,5098,10,5.7,38,7.2,9.8,92.2,9,7.4,2652,2016,10
19.8,1894,18.0,3655,180,40.5,5155,27.5,"Geelong",18.1,4487,1076,251,2.5,3740,15.9,7,3704,1713,22,5,236,23.1,19,3138,294,5226,183,1340,95.2,4032,1097,25,456,110,15.9,315,14.1,20.9,4.8,486,null,64.5,8.9,130,5,80.3,66.8,5.9,30.3,null,2.1,16.3,39.5,106,2.7,117,2.8,20.8,3.6,932,20,1049,654,3.3,0.6,22,11.9,3,693,26,3035,38.8,333,1267,202,1.7,61,5,0.7,3000,"203021039",5228,6301,6,10.7,70,17.0,8.3,85.9,2,7.7,3612,2016,7
20.9,2680,20.8,6086,295,38.0,7874,31.5,"Geelong West - Hamlyn Heights",17.7,6671,869,320,2.6,5659,19.7,7,6175,1635,36,5,264,25.9,24,4681,409,7966,265,1904,95.6,6977,1624,28,965,154,11.5,525,12.6,14.9,4.4,632,3,27.9,7.5,120,5,79.0,63.8,5.9,31.1,6,2.3,17.3,43.3,141,2.7,174,2.9,21.6,5.3,1801,26,1693,1140,3.3,0.4,15,12.4,3,390,42,4928,34.3,398,1216,314,1.8,109,5,1.0,4891,"203021040",7959,9707,6,9.6,98,18.4,6.2,87.4,3,8.0,6385,2016,7
25.0,1968,20.1,7258,459,34.2,9111,39.8,"Grovedale",22.4,6786,833,316,2.5,6574,20.9,6,8178,1606,53,6,191,20.6,18,5308,480,8315,218,2375,93.4,8621,1805,10,100,66,11.5,598,8.1,11.9,6.6,488,null,46.8,6.8,100,7,84.9,63.1,6.9,31.7,null,2.6,18.2,48.9,142,2.5,134,3.0,20.6,8.5,2244,30,1100,1262,2.8,2.5,103,11.9,6,122,35,6067,23.4,358,1372,307,1.9,75,5,0.9,5988,"203021041",8312,10982,6,7.2,86,12.5,6.4,91.9,6,8.3,7974,2016,6
