exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_2_p, households_by_type_census_lone_person_households_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_4_a, dwelling_structure_private_dwellings_census_separate_house_num, families_type_census_couple_families_non_dependent_children_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_nvr_mrrd_pc, method_travel_work_employed_persons_census_used_one_total_num, tenure_type_occupied_private_dwellings_census_owned_mortgage_pc, sa2_name_2016, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_3_p, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_nm, dwlng_strce_prvte_dwlngs_cns_smi_dtch_rw_trce_hse_twnhse_etc_nm, method_travel_work_employed_persons_census_worked_home_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_to_at_indqtly_dscrb_std_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_spre_nm, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_crd_chldchldrn_pc, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_edctn_ocptn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_mrrge_nm, rent_mortgage_payments_census_average_monthly_household_payment, method_travel_work_employed_persons_census_used_one_truck_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_dsvntg, method_travel_work_employed_persons_census_used_one_train_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_1_d, dwelling_structure_private_dwellings_census_stated_num, gftsdntns_rprtd_txpyrs_yr_endd_30_jne_prsns_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_pssngr_nm, households_by_type_census_total_households_num, method_travel_work_employed_persons_census_total_used_one, families_by_type_census_couple_families_without_children_num, hshld_strss_cnss_hshlds_mrtgge_rpymnts_lss_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsn_cns_ple_trvld_to_cr_drv_psngr_nm, scl_mrtl_st_rgstd_prsn_agd_15_yrs_cns_mrd_de_fcto_mrge_nm, method_travel_work_employed_persons_census_used_one_taxi_num, dwelling_structure_private_dwellings_census_flat_apartment_num, method_travel_work_employed_persons_census_used_one_bicycle_num, commuting_work_census_average_distance_to_place_kms, fmls_type_cnss_one_prnt_chldrn_15_andr_dpndnt_stdnts_nm, hshld_strss_cnss_hshlds_rnt_pymnts_grtr_eql_30pc_incme_pc, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_scre_nt_a, hshld_strss_cnss_hshlds_mrtgge_rpymnts_grtr_eql_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsns_cnss_pple_trvlld_to_pblc_trnsprt_nm, method_travel_work_employed_persons_census_used_one_tram_num, homelessness_census_homeless_rate_per_10000_persons_rate, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_sttd_pc, giftsdonations_reported_by_taxpayers_year_ended_30_june_median, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_dsvn, accss_intrnt_hme_occpd_prvte_dwllngs_cnss_accssd_dwllng_pc, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_prvde_pc, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_wdwd_pc, tenure_type_occupied_private_dwellings_census_owned_outright_pc, method_travel_work_employed_persons_census_used_one_ferry_num, households_by_type_census_average_household_size_no_of_persons, cmmtng_wrk_cnss_avrge_dstnce_plce_usl_rsdnce_kms, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_pc, method_travel_work_employed_persons_census_used_one_bus_num, tenure_type_occupied_private_dwellings_census_stated_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_extra_bdrms_ndd_nm, families_by_type_census_average_family_size_no_of_persons, unpd_wrk_prsns_agd_15_yrs_cnss_undrtkng_vlntry_orgnstn_grp_pc, commuting_work_census_median_distance_place_usual_residence_kms, fmls_type_cnss_cple_chldrn_15_andr_dpndnt_stdnts_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_mtr_bksctr_nm, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_ndd_spre_nm, method_travel_work_employed_persons_census_go_to_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_sprtd_pc, tenure_type_occupied_private_dwellings_census_tenure_type_pc, dwelling_structure_private_dwellings_census_other_dwelling_num, unpd_wrk_prsns_agd_15_yrs_cnss_prvdd_assstnce_prsn_a_dsblty_pc, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rsc_ir, method_travel_work_employed_persons_census_used_one_walked_num, method_travel_work_employed_persons_census_used_one_method_num, families_by_type_census_total_families_num, tenure_type_occupied_private_dwellings_census_rented_pc, households_by_type_census_group_households_num, rnt_mrtgge_pymnts_cnss_avrge_mnthly_hshld_rntl_pymnt, families_type_census_one_parent_non_dependent_children_num, count_children_family_census_average_number_of_all_in_num, method_travel_work_employed_persons_census_of_stated_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_advntg, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_and_pc, households_by_type_census_family_households_num, sa2_maincode_2016, dwelling_structure_private_dwellings_census_total_num, method_travel_work_employed_persons_census_total_employed_num, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_advn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_dvrcd_pc, families_by_type_census_other_families_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_acsd_dwlng_pc, commuting_work_census_median_distance_to_place_kms, hshld_strss_cnss_hshlds_rnt_pymnts_lss_30pc_incme_pc, sco_ecnmc_indxs_ars_sfa_stte_dcls_cnss_dcle_rnkng_indx_rsrcs_ir, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_pc, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_drvr_nm, yr, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_edctn_ocpt
18.9,308,39.8,3803,289,26.3,6019,68.2,"Lynbrook - Lyndhurst",25.8,3217,224,210,2.3,3076,31.5,5,6319,2076,56,7,607,6.7,9,3257,361,4059,314,866,81.6,5428,667,15,23,5,13.2,250,5.1,8.8,18.4,907,5,33.0,6.6,100,7,93.0,55.6,3.3,12.6,null,3.5,20.4,63.0,31,2.4,171,3.5,13.6,18.3,2389,18,609,556,2.3,0.2,null,9.9,9,45,26,3952,16.5,69,1685,115,1.9,58,7,0.7,3684,"212031306",4059,7151,7,5.1,42,4.8,9.6,94.9,10,5.6,4848,2016,6
26.8,466,17.1,2486,250,32.8,3167,53.5,"Pearcedale - Tooradin",29.6,2065,8,222,2.7,1961,22.1,2,2803,1783,86,6,25,14.7,7,1704,133,2554,71,735,87.3,3021,686,3,23,3,16.8,180,3.9,11.9,12.7,83,null,5.2,8.5,75,7,86.8,60.0,3.2,31.4,null,2.8,23.5,50.6,7,2.5,57,3.1,17.3,21.5,806,13,367,392,3.9,0.5,20,12.2,9,64,16,2090,11.9,51,1230,108,1.9,52,5,0.8,2030,"212031308",2544,3906,5,9.4,25,10.5,13.5,96.1,9,8.6,2824,2016,3
20.2,261,34.5,3483,407,31.8,5529,62.5,"Narre Warren South (East)",32.7,3481,143,281,2.0,2817,26.3,5,5412,1885,52,8,207,6.4,null,2840,358,3630,234,793,87.8,5301,578,3,4,12,7.8,270,2.5,6.5,12.2,453,null,21.5,4.5,100,8,93.3,60.8,2.4,25.5,null,3.5,19.8,57.9,49,1.8,105,3.5,16.8,15.1,1850,11,467,526,2.5,0.5,null,11.7,10,36,39,3484,9.8,36,1747,124,2.1,43,7,0.9,3329,"212031457",3630,6605,7,5.3,38,4.7,2.4,97.5,10,7.5,4758,2016,6
25.5,457,25.2,4156,387,33.3,6428,60.9,"Narre Warren South (West)",30.2,4641,444,233,2.8,3242,26.8,2,6224,1771,71,4,284,11.4,5,3366,396,4611,304,971,85.0,6111,878,12,null,7,9.3,456,6.0,7.7,15.0,624,null,104.3,5.9,100,5,90.6,60.6,3.0,17.5,3,3.5,19.9,54.5,64,2.8,276,3.5,13.3,16.6,2260,16,806,563,2.9,0.3,null,11.3,8,36,33,4337,18.6,81,1536,212,2.1,76,4,0.8,4076,"212031458",4605,7608,5,6.2,42,6.6,4.5,94.0,8,5.9,5502,2016,3
22.9,699,22.0,3519,491,31.6,4347,31.6,"Clarinda - Oakleigh South",21.4,3990,356,137,2.3,2740,16.2,4,4764,1927,33,4,366,23.3,3,2200,297,3900,354,1018,92.1,3970,416,10,20,33,15.5,255,7.0,10.4,7.9,785,null,66.5,6.2,100,5,81.2,70.3,6.2,44.5,null,2.8,12.8,52.9,89,2.6,189,3.1,12.5,9.9,1130,7,712,440,2.8,0.8,null,12.0,6,51,25,3212,20.7,99,1449,264,1.8,49,5,0.4,3099,"212041309",3898,5321,5,6.6,66,16.3,10.9,93.0,6,7.0,3427,2016,5
23.0,806,16.5,2456,337,34.9,4501,23.7,"Clayton South",24.1,4504,1409,121,3.1,2572,17.6,4,4862,1772,27,3,692,24.3,17,1882,298,4292,389,1188,93.6,3665,555,21,396,22,18.6,225,15.0,11.9,6.4,1160,3,67.6,6.7,100,3,79.8,70.1,5.0,33.2,null,2.8,13.9,52.3,94,2.8,380,3.0,11.1,11.2,1246,12,1087,341,1.8,0.6,6,10.6,2,110,35,3366,39.6,285,1492,270,1.7,50,4,0.3,3201,"212041310",4284,5407,4,6.1,103,17.1,14.2,85.0,2,5.2,3189,2016,5
23.2,2575,8.1,4261,444,32.0,9255,19.4,"Dandenong",17.1,11166,3472,225,5.3,4685,17.9,1,9630,1596,96,1,600,34.2,42,4191,686,9789,472,2038,93.7,7976,925,34,1907,37,19.1,786,23.2,17.4,6.3,1374,null,228.4,11.1,100,1,73.9,66.9,6.1,21.9,8,2.8,14.3,50.4,375,4.9,1446,3.2,10.1,10.6,2896,16,2909,630,3.7,0.6,114,9.9,1,265,80,6854,53.3,754,1243,474,1.9,167,1,0.3,6469,"212041311",9796,10741,1,7.8,204,20.8,14.8,76.8,1,3.8,7055,2016,1
26.5,1447,15.4,6177,661,31.1,7561,33.8,"Dandenong North",19.8,7617,812,212,3.5,4922,18.3,2,8344,1647,66,2,291,27.4,11,3968,439,7388,340,1808,90.9,7145,875,17,246,20,11.7,607,9.9,10.8,9.1,720,3,109.9,7.1,100,2,80.2,68.0,5.9,34.6,null,2.9,14.5,51.9,143,3.4,534,3.1,12.3,11.2,2223,18,1425,655,3.3,0.8,143,12.2,3,54,44,5952,27.3,222,1252,518,1.9,111,2,0.4,5712,"212041312",7389,8881,3,7.8,133,16.4,7.5,90.1,3,6.2,6461,2016,3
23.7,735,27.2,2934,345,27.5,4246,41.6,"Dingley Village",23.3,2926,634,197,2.2,2893,20.1,7,4413,2012,35,9,141,16.3,10,2323,219,3626,186,1000,91.7,4022,495,3,null,21,15.3,208,3.7,9.6,8.3,365,null,3.0,5.8,100,9,87.0,64.7,5.8,44.8,null,2.7,12.8,56.5,54,2.3,36,3.1,20.1,9.7,1154,20,505,477,2.8,1.1,47,13.2,9,82,22,2901,10.0,60,1580,165,1.8,32,8,0.7,2834,"212041313",3625,5136,8,7.4,26,11.0,9.9,96.3,9,8.6,3650,2016,7
27.5,531,15.7,2314,250,31.9,2591,33.2,"Noble Park North",19.0,2642,44,76,2.4,1811,18.1,2,2823,1635,25,2,126,27.6,3,1371,147,2573,133,640,91.4,2428,307,10,217,8,17.6,225,10.7,10.4,8.6,287,null,51.3,6.5,91,3,81.6,68.3,5.3,36.8,null,2.8,14.0,50.9,45,2.5,154,3.0,11.3,11.2,687,7,474,217,3.4,0.6,null,11.8,3,22,21,2065,27.0,61,1292,189,1.8,43,2,0.3,1977,"212041316",2578,3063,3,8.5,62,16.3,15.8,89.3,3,6.8,2177,2016,3
24.0,1011,28.5,7027,797,30.7,10092,47.2,"Keysborough",22.8,7868,625,337,2.7,5680,21.3,3,10545,2065,81,4,551,16.3,6,5049,668,7836,582,2014,85.4,9619,1175,14,170,24,16.2,654,5.7,8.6,14.6,1191,3,31.0,5.0,100,4,86.7,67.0,4.6,32.4,null,3.2,14.9,55.7,126,2.6,482,3.2,11.9,11.5,3161,16,1223,747,2.6,0.7,7,10.7,8,84,59,7126,17.0,156,1587,389,1.8,85,5,0.4,6667,"212041314",7835,11846,5,6.4,119,10.6,13.7,94.3,8,6.3,8461,2016,4
24.9,1362,12.0,4677,536,34.5,6849,22.6,"Springvale",18.6,8666,1277,186,4.8,3474,16.7,1,7363,1615,70,1,716,32.1,26,2783,520,6662,474,1552,92.5,5764,725,36,599,32,14.6,571,15.6,12.3,7.5,1333,5,174.3,8.1,100,1,76.7,70.0,5.9,33.5,null,3.1,13.7,48.4,192,4.9,955,3.2,10.6,10.6,2017,16,1707,473,3.0,2.0,92,10.6,1,185,63,5311,37.2,416,1320,444,1.8,122,1,0.3,4878,"212041317",6671,8099,1,8.1,188,18.5,10.8,84.4,1,4.9,5012,2016,1
28.8,613,13.5,3234,367,32.7,4419,33.7,"Springvale South",22.5,4695,356,89,3.2,2145,18.4,1,4556,1610,47,1,233,26.3,4,2141,371,3731,282,869,88.5,4146,420,6,100,11,10.2,466,9.4,8.8,11.5,574,3,102.9,6.9,90,1,83.0,68.0,4.9,37.5,null,3.2,13.8,50.9,86,2.9,477,3.2,10.4,9.8,1290,5,854,275,2.8,0.4,26,9.4,2,42,22,3293,25.4,132,1340,227,1.8,55,1,0.5,2988,"212041318",3720,5123,1,8.8,66,13.7,6.2,90.6,2,6.2,3586,2016,1
26.3,1291,11.7,2573,190,32.7,4558,27.3,"Noble Park - East",19.9,4496,727,87,4.4,2412,18.7,2,4145,1548,33,1,589,28.2,10,2010,264,4510,278,1092,91.8,3873,591,23,1187,17,12.5,371,17.2,14.0,8.2,927,5,142.5,8.3,100,2,76.1,68.5,5.7,21.5,null,2.5,14.8,47.4,75,4.2,478,2.9,10.4,11.3,1129,9,1308,349,3.7,0.5,3,9.7,1,51,34,3108,46.6,245,1254,232,1.6,75,1,0.3,2975,"212041459",4500,5350,2,10.4,100,19.4,10.2,82.8,1,4.3,3452,2016,3
27.9,1366,11.2,4474,445,32.6,6074,28.2,"Noble Park - West",19.3,6929,784,144,4.1,3419,18.1,1,6389,1576,40,1,635,30.2,32,2971,449,6070,401,1393,90.8,5379,650,14,777,10,12.5,616,14.4,11.6,9.2,1054,3,104.5,7.6,100,1,79.0,68.9,6.5,31.4,null,2.9,14.3,48.5,76,4.0,731,3.1,10.5,10.6,1748,12,1524,484,3.2,0.5,3,9.6,1,77,43,4760,35.8,257,1267,417,1.8,115,1,0.3,4451,"212041460",6070,7204,1,9.3,141,16.8,10.2,85.6,1,5.0,4706,2016,1
16.1,1549,29.2,4094,322,38.3,6823,30.9,"Ashwood - Chadstone",20.3,6289,1141,336,2.7,4428,20.0,8,6187,2254,25,6,916,19.9,32,3426,334,6501,548,1615,92.1,5763,1093,21,1239,84,14.8,444,14.5,14.5,7.9,1584,28,73.1,7.7,126,7,84.8,66.5,5.3,29.0,null,2.6,12.5,46.8,135,2.5,248,3.0,17.8,11.7,1776,38,1458,718,2.4,0.8,3,11.2,5,133,42,4596,36.9,477,1580,315,1.7,69,8,0.6,4475,"212051319",6509,8500,8,7.2,111,12.4,11.0,85.5,4,5.3,5083,2016,9
20.6,1082,33.7,5982,677,25.5,6947,30.3,"Wheelers Hill",22.2,5646,399,512,2.2,5496,18.1,8,9139,2157,40,9,311,13.0,13,4205,354,6727,604,2113,92.7,6762,558,7,331,39,11.7,406,4.0,10.5,7.3,951,5,7.2,4.8,130,9,86.7,67.4,6.7,50.7,3,2.8,14.0,61.2,86,2.5,110,3.0,19.6,11.7,2191,15,698,652,1.8,3.2,6,12.6,9,77,41,5729,13.1,101,1821,285,1.8,65,9,0.4,5548,"212051327",6731,8778,9,4.7,73,11.1,8.4,96.0,9,9.3,5971,2016,8
24.8,1674,15.5,2679,246,60.0,6175,17.0,"Clayton",23.7,9980,2608,186,3.1,3426,10.9,9,5229,1898,23,4,836,21.3,58,2227,325,6973,681,1583,94.5,4434,962,24,1619,88,18.9,266,32.7,14.6,5.5,1793,10,139.3,6.6,100,4,85.6,79.3,3.6,19.2,null,2.7,13.2,31.6,301,2.8,631,2.8,18.8,10.8,1339,26,2510,798,1.3,0.9,3,6.7,1,661,39,3835,60.1,1585,1614,222,1.5,47,6,0.2,3713,"212051320",6967,7896,7,3.6,181,11.3,14.5,67.3,1,2.9,3845,2016,9
18.6,1180,35.3,6470,541,28.0,7024,28.6,"Glen Waverley - East",22.7,6462,505,492,1.8,5564,20.5,9,9464,2175,22,8,737,12.8,7,4108,401,7084,668,1956,92.4,6185,503,16,101,43,15.6,452,7.1,10.6,7.6,1504,12,19.2,4.5,150,9,89.0,66.8,5.6,47.6,6,2.9,14.6,60.1,146,2.0,182,3.1,22.7,12.3,2621,20,940,683,1.6,0.7,null,11.9,8,160,59,5929,21.1,170,1916,252,1.8,81,9,0.4,5734,"212051321",7083,8935,9,4.6,96,9.1,11.3,92.9,8,7.7,5401,2016,9
18.6,1118,32.4,4745,469,32.6,6703,27.6,"Glen Waverley - West",22.4,6547,866,408,2.1,4689,19.6,9,7704,2306,19,7,818,14.0,20,3425,362,6406,562,1528,91.7,5697,588,12,769,38,13.6,513,10.8,12.5,8.3,1496,8,23.2,5.1,136,7,88.8,68.7,5.1,41.0,null,2.9,13.8,55.3,154,2.0,291,3.1,19.7,11.9,2274,27,1077,637,1.8,0.4,null,10.9,6,207,34,5170,29.0,284,1858,270,1.7,59,8,0.4,5005,"212051322",6400,8372,8,5.2,116,9.1,10.1,89.2,6,6.1,5022,2016,9
23.2,897,11.8,1802,117,38.2,2642,25.9,"Ardeer - Albion",17.0,3133,510,51,5.5,1611,16.7,2,2251,1609,18,1,459,32.1,13,1430,165,2867,232,649,93.3,2133,467,9,517,18,17.9,220,15.0,15.7,6.7,720,null,146.4,11.0,100,1,72.1,67.2,6.6,27.8,null,2.5,14.4,42.6,38,5.7,300,2.9,12.1,13.2,620,16,740,245,3.8,0.8,25,9.6,1,33,11,1839,39.8,196,1174,152,1.7,43,1,0.4,1778,"213011328",2867,3219,2,8.8,79,22.6,12.2,85.0,1,4.9,1874,2016,2
18.3,1023,33.7,3988,398,30.6,5509,29.0,"Mount Waverley - North",22.5,4945,274,324,2.0,4163,19.6,9,6502,2272,18,8,703,13.8,18,3158,266,5401,412,1440,92.8,4764,512,9,1112,54,10.9,372,7.6,11.7,7.2,1183,14,18.6,4.8,150,9,88.2,67.6,5.3,45.8,null,2.8,12.9,56.8,76,2.3,152,3.0,23.6,11.0,1773,18,785,600,1.7,0.3,4,12.2,8,84,23,4293,22.6,192,1878,226,1.7,47,9,0.5,4184,"212051323",5396,6894,9,5.6,83,9.8,7.3,92.4,7,7.6,4235,2016,9
26.4,599,21.3,2433,308,33.2,4683,40.9,"Sydenham",25.3,3772,1121,119,2.6,2474,22.1,3,4219,1689,35,4,659,16.2,9,2729,248,3659,274,753,90.4,4008,613,12,106,6,11.2,352,11.0,10.6,9.6,951,3,23.6,9.0,100,5,86.8,62.8,5.2,24.6,null,3.0,19.2,49.9,33,2.7,205,3.2,12.0,18.8,1388,13,741,474,3.9,0.3,null,10.0,5,47,26,3086,31.6,97,1436,216,1.8,59,4,0.5,2959,"213011339",3669,5606,5,7.7,64,10.6,5.2,89.0,5,5.6,3600,2016,4
17.6,1308,32.7,4306,446,30.8,6640,30.2,"Mount Waverley - South",22.0,5658,658,410,2.2,4859,20.7,9,7533,2208,31,8,853,15.1,18,3893,300,6361,448,1672,92.4,5592,719,7,1378,83,18.6,360,8.0,12.6,7.6,1414,9,19.3,6.0,136,9,87.3,66.0,5.9,43.7,3,2.7,12.9,56.1,131,2.2,173,3.0,21.5,11.6,2124,27,985,731,1.9,0.5,3,12.4,7,132,34,4965,23.4,233,1834,268,1.7,70,9,0.6,4821,"212051324",6363,8308,9,5.4,99,10.5,14.1,92.0,7,6.7,5043,2016,9
22.4,1077,29.1,5261,591,29.6,7221,36.6,"Mulgrave",22.3,5736,1191,305,2.5,5027,20.1,7,8096,2004,54,7,340,16.4,7,3824,340,6504,526,1839,90.8,6901,793,14,40,22,19.9,398,7.2,9.9,9.2,964,3,32.1,6.4,100,7,86.0,65.9,6.1,38.8,null,2.8,14.3,56.5,122,2.7,169,3.0,15.6,12.0,2107,21,934,669,2.2,0.6,6,11.7,7,76,40,5390,21.3,215,1692,350,1.7,83,7,0.4,5212,"212051325",6505,8813,7,5.7,106,11.5,16.1,92.8,7,7.1,6184,2016,7
19.4,1630,27.1,5546,471,37.6,8139,31.6,"Oakleigh - Huntingdale",21.1,7310,1076,340,2.6,4963,19.9,7,7624,2105,49,6,1225,19.3,32,4082,374,7502,677,1848,93.1,6486,1257,15,839,101,15.6,368,11.9,13.1,6.9,2094,3,38.5,6.5,105,7,83.4,68.1,5.6,33.2,4,2.7,12.3,48.4,231,2.5,317,3.0,16.2,11.3,2221,37,1757,855,2.3,0.6,13,11.5,5,235,51,5492,32.0,517,1631,402,1.7,62,7,0.5,5352,"212051326",7506,10070,7,6.2,168,14.0,11.4,88.1,5,5.1,5805,2016,8
29.1,495,15.2,2043,320,34.9,3020,41.8,"Delahey",21.9,2958,470,64,3.0,1616,18.3,1,3026,1528,31,1,213,23.7,5,1865,220,2639,196,544,88.9,2826,387,13,114,4,9.7,281,9.7,10.2,11.1,405,null,59.1,6.6,100,2,82.9,69.2,4.8,32.0,null,3.0,17.8,48.5,22,3.4,187,3.3,10.4,16.8,867,5,661,251,3.5,0.6,null,10.4,3,10,18,2210,22.4,31,1233,155,1.9,50,2,0.3,2109,"213011331",2632,3587,2,8.3,30,13.8,4.4,90.3,3,5.7,2486,2016,1
22.3,210,34.2,2315,310,34.9,3640,56.6,"Cairnlea",27.0,3050,242,108,2.7,1787,23.5,3,3643,1958,27,3,309,9.1,3,2152,258,2564,271,498,81.0,3383,385,12,null,7,7.4,309,4.5,7.4,19.0,589,null,74.6,5.6,110,4,91.3,63.4,2.5,27.9,null,3.7,15.7,53.5,25,2.4,168,3.5,11.4,13.7,1248,7,429,314,3.0,0.6,null,11.6,8,32,18,2524,12.5,50,1470,119,2.0,42,5,0.4,2301,"213011329",2560,4375,5,6.1,42,6.0,3.7,95.5,8,7.1,2945,2016,4
25.3,1226,21.4,7056,596,32.9,9073,44.3,"Deer Park - Derrimut",21.4,7882,728,220,3.3,5375,24.9,2,9125,1813,81,2,679,20.5,7,5195,617,7868,640,1719,86.4,8401,1376,35,61,20,20.2,833,9.4,11.3,13.6,1391,10,69.5,8.2,100,3,83.3,60.4,3.8,24.7,3,3.1,16.3,51.7,113,3.3,588,3.3,10.4,14.8,3035,24,1423,818,3.8,0.4,11,11.3,5,82,58,6772,27.3,231,1370,470,1.9,138,3,0.6,6412,"213011330",7863,10888,3,7.8,125,13.4,14.7,90.6,4,5.9,7350,2016,3
21.8,628,29.6,4866,827,32.8,7705,40.0,"Taylors Lakes",26.2,5415,460,235,2.1,4076,17.5,5,7629,1792,56,7,529,13.5,null,4863,393,5379,322,1363,92.2,7177,680,14,42,23,11.2,331,3.1,8.9,7.8,847,3,14.0,5.5,100,8,87.1,69.4,3.5,46.4,3,3.1,17.2,56.5,28,2.5,132,3.3,13.1,16.4,2049,12,797,731,2.3,1.3,7,13.3,9,59,32,4876,9.8,48,1552,257,1.9,82,7,0.4,4698,"213011340",5375,9089,7,5.0,59,10.8,6.2,96.9,9,7.1,6561,2016,6
26.8,685,18.6,3819,545,32.4,4976,34.2,"Keilor Downs",21.9,4368,488,121,2.4,3184,17.0,2,5283,1690,49,3,306,22.1,5,3189,310,4354,231,1216,91.7,4624,583,19,40,16,10.4,393,6.4,10.6,8.3,534,5,24.5,5.3,100,4,82.8,68.5,4.6,44.0,null,2.9,16.0,52.5,22,2.7,186,3.1,11.3,14.8,1224,17,721,438,3.8,0.4,null,14.0,5,44,31,3745,18.6,83,1314,300,1.8,89,4,0.6,3590,"213011332",4352,5851,4,6.6,66,14.7,6.6,93.6,5,8.6,4165,2016,4
20.8,1577,22.5,3103,286,32.4,4951,27.2,"Altona",18.5,4076,1602,221,2.8,3846,19.2,7,4539,2078,28,6,800,23.7,13,3196,204,5129,307,1411,95.0,4021,1061,12,402,57,21.2,277,9.7,14.3,5.0,1125,null,27.3,7.6,100,7,79.6,65.9,6.8,38.8,null,2.3,15.2,48.4,46,2.9,111,2.9,18.2,15.2,1163,25,917,510,3.2,0.6,11,12.6,5,119,28,3438,30.4,172,1482,228,1.7,36,7,0.6,3381,"213021341",5131,6025,7,9.2,72,17.6,15.2,90.3,5,6.6,3619,2016,7
29.7,731,9.3,4206,495,33.1,4101,35.1,"Kings Park (Vic.)",18.3,4912,113,83,3.8,2815,17.4,1,4832,1404,34,1,248,32.1,8,2583,289,4371,284,1063,87.5,3868,594,10,42,4,8.5,566,8.2,10.5,12.5,548,null,73.6,8.8,100,1,77.7,66.4,4.7,38.4,3,3.0,16.6,48.7,45,4.0,392,3.1,8.5,14.8,1202,10,873,370,4.5,0.4,3,12.3,2,26,26,3736,21.9,110,1196,340,1.9,108,1,0.3,3523,"213011333",4372,4945,1,9.0,76,18.3,4.2,91.8,2,7.1,3405,2016,1
26.4,1565,18.4,5169,608,34.7,7278,33.8,"Altona Meadows",21.2,6403,1371,188,2.4,4974,19.2,3,6797,1581,47,3,659,24.0,12,4727,372,6874,541,1704,93.3,6618,1374,9,316,45,9.4,545,9.5,10.0,6.7,1220,4,27.0,6.3,100,4,82.4,67.4,5.2,35.8,null,2.6,17.4,47.4,77,2.5,304,3.0,12.6,16.4,1862,34,1208,811,4.0,0.3,3,12.0,4,68,41,5247,27.5,196,1320,439,1.7,89,4,0.5,5117,"213021342",6871,8906,4,8.6,104,15.3,5.1,90.5,4,6.5,5930,2016,4
25.8,1525,7.9,4758,504,34.6,5837,23.1,"St Albans - North",16.5,7779,1108,144,4.9,3980,16.7,1,6416,1452,57,1,760,34.6,18,3048,438,6652,383,1555,92.4,5003,870,20,738,12,11.0,756,13.9,15.1,7.6,1158,4,113.9,10.8,100,1,70.9,67.0,5.9,35.8,null,2.8,15.9,46.1,47,4.8,677,3.0,9.2,14.1,1653,9,1496,451,4.5,0.6,29,11.5,1,75,47,5104,35.6,309,1203,503,1.8,138,1,0.3,4816,"213011334",6651,6961,1,8.9,150,24.2,6.5,86.1,1,5.2,4354,2016,1
25.8,1028,9.6,4279,471,34.5,5156,25.5,"St Albans - South",17.5,6749,580,92,4.6,3071,16.0,1,5583,1504,37,1,799,34.2,17,2584,375,5299,329,1231,92.0,4254,611,33,414,15,16.5,627,12.6,13.0,8.0,1152,3,109.0,9.9,100,1,73.7,68.3,5.9,37.1,null,3.0,15.7,46.3,61,4.7,653,3.1,9.2,13.6,1451,11,1194,391,4.3,0.6,10,11.1,1,75,41,4343,32.1,231,1172,431,1.8,125,1,0.3,4036,"213011335",5300,6093,1,9.0,136,21.7,11.7,87.4,1,5.4,3713,2016,1
