,Region,Census year,Mean rent per person,Cost of living proportion
143,Burwood East,2016,124.49230769230768,0.8999747793190416
144,Cairnlea,2006,65.48148148148148,0.7064966605950213
145,Cairnlea,2011,86.05761316872427,0.7739593874384403
146,Cairnlea,2016,102.57089552238806,0.828101296794715
147,Camberwell,2006,115.80684410646388,0.8714978495293897
148,Camberwell,2011,159.17375366568916,1.0136844382481611
149,Camberwell,2016,193.2680756395996,1.1254691004577035
150,Campbellfield - Coolaroo,2006,70.06489675516224,0.7215242516562697
151,Campbellfield - Coolaroo,2011,97.03800904977376,0.8099606854090943
152,Campbellfield - Coolaroo,2016,103.87800963081862,0.8323869168223561
153,Carlton,2006,141.6159780985565,0.9561179609788738
154,Carlton,2011,202.42730746028556,1.1554993687222477
155,Carlton,2016,230.10596235963945,1.2462490569168505
156,Carlton North - Princes Hill,2006,126.8513101767215,0.9077092136941688
157,Carlton North - Princes Hill,2011,183.7202998846597,1.094164917654622
158,Carlton North - Princes Hill,2016,207.41809290953543,1.1718625997033947
159,Carnegie,2006,105.81452991452991,0.8387361636541965
160,Carnegie,2011,159.17862481315396,1.0137004092234556
161,Carnegie,2016,192.1491909385113,1.1218006260279059
162,Caroline Springs,2006,75.38775510204081,0.7389762462361994
163,Caroline Springs,2011,100.2098901098901,0.8203602954422626
164,Caroline Springs,2016,114.77031509121062,0.8680993937416741
165,Carrum - Patterson Lakes,2006,79.3723797780518,0.7520405894362354
166,Carrum - Patterson Lakes,2011,110.31271878646442,0.8534843238900472
167,Carrum - Patterson Lakes,2016,130.41601779755285,0.9193967796641077
168,Carrum Downs,2006,66.5937984496124,0.710143601474139
169,Carrum Downs,2011,95.30337078651684,0.8042733468410388
170,Carrum Downs,2016,111.88026052104208,0.8586238049870233
171,Caulfield - North,2006,113.88049713193118,0.8651819578096104
172,Caulfield - North,2011,156.48647506339813,1.004873688732453
173,Caulfield - North,2016,189.45394976337823,1.1129637697159942
174,Caulfield - South,2006,107.39367816091956,0.8439136988882607
175,Caulfield - South,2011,152.28211749515816,0.9910889098201907
176,Caulfield - South,2016,182.0637054354179,1.088733460443993
177,Chelsea - Bonbeach,2006,73.6716129032258,0.7333495505023797
178,Chelsea - Bonbeach,2011,113.1758823529412,0.8628717454194793
179,Chelsea - Bonbeach,2016,135.61611639619474,0.9364462832662123
180,Chelsea Heights,2006,75.87209302325581,0.7405642394205109
181,Chelsea Heights,2011,112.390625,0.860297131147541
182,Chelsea Heights,2016,108.52,0.8476065573770492
183,Cheltenham - Highett (East),2006,87.84118016321406,0.7798071480761117
184,Cheltenham - Highett (East),2011,124.56379988757728,0.9002091799592697
185,Cheltenham - Highett (East),2016,154.64278982092367,0.9988288190849957
186,Cheltenham - Highett (West),2006,86.48525469168901,0.775361490792423
187,Cheltenham - Highett (West),2011,122.08371040723982,0.8920777390401307
188,Cheltenham - Highett (West),2016,154.23595505617976,0.9974949346104255
189,Chirnside Park,2006,68.05376344086022,0.7149303719372466
190,Chirnside Park,2011,97.74342105263158,0.8122735116479723
191,Chirnside Park,2016,110.6075,0.8544508196721312
192,Clarinda - Oakleigh South,2006,65.45017182130584,0.7063940059714946
193,Clarinda - Oakleigh South,2011,92.45616641901933,0.7949382505541617
194,Clarinda - Oakleigh South,2016,109.97983870967742,0.8523929138022212
195,Clayton,2006,94.13881349360216,0.8004551262085317
196,Clayton,2011,126.8833276969902,0.9078141891704596
197,Clayton,2016,153.6117911566325,0.9954484955955165
198,Clayton South,2006,73.01850220264318,0.7312082039430924
199,Clayton South,2011,111.672454617206,0.8579424741547736
200,Clayton South,2016,138.26394984326018,0.9451277044041319
201,Coburg,2006,87.27114769090078,0.7779381891504943
202,Coburg,2011,135.10157480314962,0.9347592616496708
203,Coburg,2016,160.52320675105483,1.0181088745936224
204,Coburg North,2006,68.72631578947369,0.7171354616048318
205,Coburg North,2011,109.64668769716089,0.8513006154005275
206,Coburg North,2016,126.3108108108108,0.9059370846256093
207,Collingwood,2006,102.77146720757268,0.8287589088772875
208,Collingwood,2011,152.4979154258487,0.9917964440191761
209,Collingwood,2016,207.53547297297297,1.1722474523704032
210,Craigieburn - Central,2006,61.59289617486338,0.6937472005733225
211,Craigieburn - Central,2011,89.23789473684211,0.7843865401207939
212,Craigieburn - Central,2016,100.35472370766487,0.8208351596972618
213,Craigieburn - North,2006,69.86538461538461,0.7208701134930643
214,Craigieburn - North,2011,96.502538071066,0.8082050428559541
215,Craigieburn - North,2016,107.25806451612902,0.8434690639873083
216,Craigieburn - South,2006,66.20654911838791,0.708873931535698
217,Craigieburn - South,2011,91.08280254777073,0.7904354181894122
218,Craigieburn - South,2016,104.84569983136592,0.835559671578249
219,Craigieburn - West,2006,0.0,0.4918032786885246
220,Craigieburn - West,2011,104.0,0.8327868852459016
221,Craigieburn - West,2016,113.32434514637904,0.8633585086766526
222,Cranbourne,2006,61.61752136752136,0.6938279389099061
223,Cranbourne,2011,85.87910798122066,0.7733741245285923
224,Cranbourne,2016,100.60073645449762,0.8216417588672054
225,Cranbourne East,2006,68.91925465838509,0.7177680480602789
226,Cranbourne East,2011,102.14221218961625,0.826695777670873
227,Cranbourne East,2016,107.5638852672751,0.8444717549746725
228,Cranbourne North,2006,58.08743169398908,0.6822538744065216
229,Cranbourne North,2011,88.21115973741794,0.7810201958603867
230,Cranbourne North,2016,99.00545171339564,0.8164113170931004
231,Cranbourne South,2006,68.19166666666666,0.7153825136612022
232,Cranbourne South,2011,99.70731707317071,0.8187125149940023
233,Cranbourne South,2016,109.2741116751269,0.8500790546725472
234,Cranbourne West,2006,62.52609603340292,0.6968068722406653
235,Cranbourne West,2011,87.48048048048048,0.7786245261655098
236,Cranbourne West,2016,99.57142857142856,0.8182669789227166
237,Croydon - East,2006,73.44156804733728,0.732595305073237
238,Croydon - East,2011,106.3103666245259,0.8403618577853308
239,Croydon - East,2016,118.48978400467016,0.8802943737858037
240,Croydon - West,2006,70.40129032258065,0.7226271813855103
241,Croydon - West,2011,100.15309842041312,0.8201740931816824
242,Croydon - West,2016,117.0265748031496,0.8754969665677037
243,Croydon Hills - Warranwood,2006,74.33695652173913,0.7355310049893086
244,Croydon Hills - Warranwood,2011,98.65414710485132,0.8152594987044306
245,Croydon Hills - Warranwood,2016,111.0747922437673,0.855982925389401
246,Croydon South,2006,67.21311475409836,0.7121741467347487
247,Croydon South,2011,89.17977528089888,0.7841959845275372
248,Croydon South,2016,102.38078291814946,0.8274779767808179
249,Dandenong,2006,70.41722045651545,0.7226794113328375
250,Dandenong,2011,104.61783132530118,0.834812561722299
251,Dandenong,2016,123.77092155676549,0.8976095788746409
252,Dandenong North,2006,60.15672131147541,0.6890384305294275
253,Dandenong North,2011,86.91296728971962,0.7767638271794086
254,Dandenong North,2016,100.05194123819516,0.8198424302891645
255,Deer Park - Derrimut,2006,58.19347581552306,0.6826015600508953
256,Deer Park - Derrimut,2011,86.73340961098398,0.776175113478636
257,Deer Park - Derrimut,2016,99.8193677872554,0.819079894384444
258,Delahey,2006,64.23529411764706,0.7024108003857281
259,Delahey,2011,89.73809523809524,0.7860265417642467
260,Delahey,2016,109.77551020408164,0.8517229842756775
261,Dingley Village,2006,77.33680555555556,0.7453665755919854
262,Dingley Village,2011,112.16510903426791,0.8595577345385833
263,Dingley Village,2016,133.19016393442624,0.9284923407686105
264,Docklands,2006,211.0,1.1836065573770491
265,Docklands,2011,284.9334565619224,1.4260113329899096
266,Docklands,2016,286.5104094378904,1.4311816702881652
267,Doncaster,2006,88.36430062630481,0.7815222971354256
268,Doncaster,2011,130.58133971291866,0.9199388187308808
269,Doncaster,2016,162.08755760368663,1.023237893782579
270,Doncaster East (North),2006,93.44843049327356,0.7981915753877822
271,Doncaster East (North),2011,121.96086105675148,0.891674954284431
272,Doncaster East (North),2016,143.43333333333334,0.9620765027322404
273,Doncaster East (South),2006,82.84267453294002,0.7634186050260329
274,Doncaster East (South),2011,119.34261603375528,0.8830905443729682
275,Doncaster East (South),2016,144.46861313868612,0.9654708627497905
276,Donvale - Park Orchards,2006,84.28066528066529,0.7681333287890665
277,Donvale - Park Orchards,2011,117.30534351145036,0.8764109623326242
278,Donvale - Park Orchards,2016,123.20284697508896,0.8957470392625868
279,Doreen,2006,72.0,0.7278688524590164
280,Doreen,2011,101.0,0.8229508196721311
281,Doreen,2016,98.84779516358464,0.8158944103724086
282,Doveton,2006,51.59797979797981,0.660976982944196
283,Doveton,2011,82.7958833619211,0.7632651913505609
284,Doveton,2016,97.18083573487031,0.8104289696225255
285,Dromana,2006,63.4248788368336,0.6997537011043725
286,Dromana,2011,96.4390243902439,0.8079968012794883
287,Dromana,2016,113.88782358581015,0.8652059789698694
288,East Melbourne,2006,167.31746031746027,1.0403851157949515
289,East Melbourne,2011,240.3012244897959,1.2796761458681833
290,East Melbourne,2016,269.6808134394341,1.376002667014538
291,Edithvale - Aspendale,2006,79.56724367509986,0.7526794874593438
292,Edithvale - Aspendale,2011,117.01494252873565,0.8754588279630677
293,Edithvale - Aspendale,2016,142.30076004343107,0.9583631476833806
294,Elsternwick,2006,121.14150943396226,0.8889885555211877
295,Elsternwick,2011,169.25306416726747,1.0467313579254671
296,Elsternwick,2016,198.818473380372,1.1436671258372852
297,Eltham,2006,78.98380566801619,0.7507665759607088
298,Eltham,2011,105.89769820971868,0.8390088465892416
299,Eltham,2016,125.78215223097112,0.9042037778064627
300,Elwood,2006,139.77578197584393,0.9500845310683408
301,Elwood,2011,198.52868174296748,1.1427169893212048
302,Elwood,2016,220.51095085470084,1.2147900028022978
303,Emerald - Cockatoo,2006,60.80452674897119,0.6911623827835122
304,Emerald - Cockatoo,2011,82.69794050343249,0.7629440672243689
305,Emerald - Cockatoo,2016,98.81896551724138,0.8157998869417751
306,Endeavour Hills - North,2006,53.35135135135135,0.6667257421355782
307,Endeavour Hills - North,2011,79.5408163265306,0.7525928404148544
308,Endeavour Hills - North,2016,92.20840064620356,0.7941259037580445
309,Endeavour Hills - South,2006,60.51525423728813,0.6902139483189775
310,Endeavour Hills - South,2011,87.6973058637084,0.7793354290613389
311,Endeavour Hills - South,2016,98.6580226904376,0.8152722055424184
312,Epping - East,2006,67.88143176733782,0.7143653500568452
313,Epping - East,2011,95.41389728096678,0.804635728790055
314,Epping - East,2016,104.3579604578564,0.8339605260913324
315,Epping - South,2006,65.12732919254658,0.7053355055493331
316,Epping - South,2011,95.3637532133676,0.8044713220110413
317,Epping - South,2016,100.95947556615018,0.8228179526759022
318,Epping - West,2006,71.28421052631579,0.7255220017256255
319,Epping - West,2011,99.468438538206,0.8179293066826426
320,Epping - West,2016,114.03030303030305,0.8656731246895182
321,Essendon - Aberfeldie,2006,94.4232283464567,0.8013876339228089
322,Essendon - Aberfeldie,2011,139.42432915921287,0.9489322267515177
323,Essendon - Aberfeldie,2016,166.5964961853631,1.0380212989684037
324,Essendon Airport,2006,0.0,0.4918032786885246
325,Essendon Airport,2011,0.0,0.4918032786885246
326,Essendon Airport,2016,0.0,0.4918032786885246
327,Fawkner,2006,68.86206896551724,0.7175805539853024
328,Fawkner,2011,100.8198689956332,0.8223602262151909
329,Fawkner,2016,116.39685314685316,0.8734323053995187
330,Ferntree Gully (North),2006,69.00436681222706,0.7180471043023838
331,Ferntree Gully (North),2011,95.04902962206332,0.8034394413838141
332,Ferntree Gully (North),2016,109.66822429906544,0.8513712272100507
333,Ferntree Gully (South) - Upper Ferntree Gully,2006,63.76287051482059,0.7008618705403953
334,Ferntree Gully (South) - Upper Ferntree Gully,2011,90.13434903047091,0.7873257345261341
335,Ferntree Gully (South) - Upper Ferntree Gully,2016,104.00125628140704,0.8327910042013346
336,Fitzroy,2006,111.2157248157248,0.856444999395819
337,Fitzroy,2011,161.62341772151896,1.0217161236771115
338,Fitzroy,2016,198.6776755852843,1.1432054937222436
339,Fitzroy North,2006,112.40644846116268,0.8603490113480743
340,Fitzroy North,2011,162.11483693155716,1.0233273342018268
341,Fitzroy North,2016,199.1893142616744,1.1448829975792605
342,Flemington,2006,79.75070501974055,0.7532810000647232
343,Flemington,2011,129.06451612903226,0.9149656266525648
344,Flemington,2016,153.2154488517745,0.9941490126287689
345,Flemington Racecourse,2006,0.0,0.4918032786885246
346,Flemington Racecourse,2011,165.0,1.0327868852459017
347,Flemington Racecourse,2016,72.0,0.7278688524590164
348,Flinders,2006,60.631578947368425,0.690595340811044
349,Flinders,2011,90.0,0.7868852459016393
350,Flinders,2016,115.0,0.8688524590163934
351,Footscray,2006,78.91507118311242,0.7505412169938112
352,Footscray,2011,128.49803304484658,0.9131083050650708
353,Footscray,2016,157.27321960465747,1.0074531790316639
354,Forest Hill,2006,74.10555555555555,0.7347723132969035
355,Forest Hill,2011,101.98901098901098,0.826193478652495
356,Forest Hill,2016,119.75025906735752,0.884427078909369
357,Frankston,2006,68.11309323460115,0.7151248958511512
358,Frankston,2011,100.11898734177214,0.8200622535795807
359,Frankston,2016,115.13090241343129,0.8692816472571517
360,Frankston North,2006,58.842654028436016,0.684730013207987
361,Frankston North,2011,81.0585657370518,0.7575690679903337
362,Frankston North,2016,95.07454401268834,0.8035230951235683
363,Frankston South,2006,69.71018276762402,0.7203612549758165
364,Frankston South,2011,97.22947368421052,0.8105884383088869
365,Frankston South,2016,116.9509394572025,0.8752489818268934
366,Gisborne,2006,67.59610705596107,0.7134298591998723
367,Gisborne,2011,90.0884086444008,0.7871751103095108
368,Gisborne,2016,111.00171821305842,0.8557433384034703
369,Gladstone Park - Westmeadows,2006,60.90588235294118,0.6914946962391514
370,Gladstone Park - Westmeadows,2011,88.66777041942603,0.7825172800636919
371,Gladstone Park - Westmeadows,2016,103.04191033138402,0.8296456076438821
372,Glen Iris - East,2006,109.323155216285,0.8502398531681475
373,Glen Iris - East,2011,165.79417879417878,1.0353907501448485
374,Glen Iris - East,2016,192.1194731890875,1.1217031907838935
375,Glen Waverley - East,2006,85.23044838373306,0.7712473717499445
376,Glen Waverley - East,2011,120.62057335581788,0.8872805683797308
377,Glen Waverley - East,2016,131.10586552217455,0.9216585754825395
378,Glen Waverley - West,2006,87.54537743850722,0.7788373030770729
379,Glen Waverley - West,2011,120.12517882689556,0.8856563240226083
380,Glen Waverley - West,2016,140.7826086956522,0.9533856022808268
381,Glenroy,2006,70.21111111111111,0.7220036429872495
382,Glenroy,2011,105.15202876219826,0.8365640287285189
383,Glenroy,2016,126.57026713124276,0.9067877610860419
384,Gowanbrae,2006,82.35245901639345,0.7618113410373556
385,Gowanbrae,2011,106.8074074074074,0.8419914996964176
386,Gowanbrae,2016,129.35714285714286,0.9159250585480094
387,Greensborough,2006,77.362,0.7454491803278689
388,Greensborough,2011,102.38729874776384,0.8274993401566028
389,Greensborough,2016,121.23464163822526,0.8892939070105745
390,Greenvale - Bulla,2006,70.8695652173913,0.7241625089094798
391,Greenvale - Bulla,2011,100.91954022988506,0.8226870171471641
392,Greenvale - Bulla,2016,108.050139275766,0.8460660304123476
393,Hadfield,2006,64.97538461538461,0.7048373266078184
394,Hadfield,2011,99.95767195767196,0.8195333506808916
395,Hadfield,2016,111.98419864559818,0.8589645857232728
396,Hallam,2006,64.8822463768116,0.7045319553338085
397,Hallam,2011,91.59476117103236,0.7921139710525651
398,Hallam,2016,100.24338624338624,0.8204701188307745
399,Hampton,2006,95.38758029978588,0.8045494436058553
400,Hampton,2011,135.55172413793105,0.9362351611079707
401,Hampton,2016,164.84461152882204,1.032277414848597
402,Hampton Park - Lynbrook,2006,60.56236162361624,0.6903683987659549
403,Hampton Park - Lynbrook,2011,86.76543209876543,0.7762801052418539
404,Hampton Park - Lynbrook,2016,99.71304347826089,0.8187312900926587
405,Hastings - Somers,2006,57.51212938005391,0.6803676373116522
406,Hastings - Somers,2011,82.78904109589041,0.763242757691444
407,Hastings - Somers,2016,96.8985650667986,0.8095034920222904
408,Hawthorn,2006,130.5467875233271,0.9198255328633675
409,Hawthorn,2011,183.0410465674508,1.0919378575981993
410,Hawthorn,2016,212.9688964635705,1.190061955618264
411,Hawthorn East,2006,125.92327903310562,0.904666488633133
412,Hawthorn East,2011,180.50074147305983,1.0836089884362619
413,Hawthorn East,2016,208.78648540583765,1.1763491324781563
414,Healesville - Yarra Glen,2006,59.6875,0.6875
415,Healesville - Yarra Glen,2011,83.55569155446756,0.7657563657523526
416,Healesville - Yarra Glen,2016,97.05670103092784,0.8100219705932061
417,Heidelberg - Rosanna,2006,90.08984725965858,0.7871798270808479
418,Heidelberg - Rosanna,2011,131.44688922610015,0.9227766859872136
419,Heidelberg - Rosanna,2016,152.1583769633508,0.9906832031585272
420,Heidelberg West,2006,63.15154586923467,0.6988575274401136
421,Heidelberg West,2011,92.33794025858224,0.7945506237986303
422,Heidelberg West,2016,109.7722816399287,0.8517123988194383
423,Hillside,2006,65.58955223880596,0.7068509909469048
424,Hillside,2011,91.8110918544194,0.792823251981703
425,Hillside,2016,104.20815752461324,0.8334693689331582
426,Hoppers Crossing - North,2006,61.54085155350978,0.6935765624705239
427,Hoppers Crossing - North,2011,82.91858237547893,0.7636674831982916
428,Hoppers Crossing - North,2016,93.1125718981101,0.7970903996659348
429,Hoppers Crossing - South,2006,62.946246524559776,0.6981844148346222
430,Hoppers Crossing - South,2011,82.16869300911854,0.7612088295380937
431,Hoppers Crossing - South,2016,95.42305334150828,0.8046657486606829
432,Hughesdale,2006,92.14179104477611,0.7939075116222167
433,Hughesdale,2011,130.90941176470585,0.9210144648023143
434,Hughesdale,2016,163.7433439829606,1.0286667015834774
435,Hurstbridge,2006,61.10714285714286,0.6921545667447306
436,Hurstbridge,2011,96.4,0.8078688524590164
437,Hurstbridge,2016,117.247311827957,0.8762206945178918
438,Ivanhoe,2006,92.9735849056604,0.7966347046087227
439,Ivanhoe,2011,141.84595959595958,0.9568719986752773
440,Ivanhoe,2016,166.86567164179107,1.0389038414484955
441,Ivanhoe East - Eaglemont,2006,109.32121212121211,0.8502334823646299
442,Ivanhoe East - Eaglemont,2011,142.9430894308943,0.9604691456750633
443,Ivanhoe East - Eaglemont,2016,164.26582278481015,1.0303797468354432
444,Keilor,2006,68.5724907063197,0.7166311170699006
445,Keilor,2011,99.08361204013376,0.8166675804594549
446,Keilor,2016,116.46540880503144,0.8736570780492833
447,Keilor Downs,2006,57.19748653500898,0.6793360214262589
448,Keilor Downs,2011,81.62519936204146,0.7594268831542342
449,Keilor Downs,2016,93.87245590230664,0.7995818226305136
450,Keilor East,2006,69.84829991281605,0.7208140980748068
451,Keilor East,2011,100.37751937984495,0.820909899606049
452,Keilor East,2016,114.8701044386423,0.8684265719299749
453,Kensington (Vic.),2006,108.62756264236904,0.8479592217782592
454,Kensington (Vic.),2011,147.3784186971656,0.9750112088431659
455,Kensington (Vic.),2016,175.87562189054722,1.0684446619362205
456,Kew,2006,119.66249398170436,0.8841393245301782
457,Kew,2011,169.40715883668904,1.0472365863498
458,Kew,2016,191.10871302957636,1.1183892230477914
459,Kew East,2006,102.99076212471132,0.8294779086056109
460,Kew East,2011,150.26612903225805,0.984479111581174
461,Kew East,2016,173.76050420168067,1.0615098498415758
462,Keysborough,2006,60.75971731448763,0.6910154666048774
463,Keysborough,2011,91.8189448441247,0.7928489994889334
464,Keysborough,2016,111.8804979253112,0.8586245833616761
465,Kilsyth,2006,65.17155756207676,0.705480516596973
466,Kilsyth,2011,94.95728155339806,0.803138628043928
