estm_prsnl_incme_yr_end_30_jne_sprnt_anty_erns_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_mdn_tl_excl_gvrnmt_pns_alwncs, slctd_gvrnmnt_pnsns_allwncs_30_jne_dsblty_spprt_pnsn_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_scnd_q, sa2_name_2016, estm_prsnl_incme_yr_end_30_jne_uncrptd_bsn_erns_mdn_age_yrs, estimates_personal_income_year_ended_30_june_mean_investment, exprmntl_hshld_wlth_estmts_mdlld_prvte_dwllngs_mn_nt_wrth, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_1_499_pr_wk_pc, estimates_personal_income_year_ended_30_june_mean_employee, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_n, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_m, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mdn, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_lwst_q, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_nm, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_ernrs_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_pymnt_nm, estimates_personal_income_year_ended_30_june_median_employee, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_nl_pc, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p105_r, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ngtve_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_sngle_nm, estm_prsnl_incme_yr_end_30_jne_mn_tl_excl_gvrnmt_pns_alwncs, estimates_personal_income_year_ended_30_june_total_employee_m, estmts_prsnl_incme_yr_endd_30_jne_mdn_sprnntn_annty, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_0, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_b_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_1, estmts_prsnl_incme_yr_endd_30_jne_ttl_sprnntn_annty_m, estimates_personal_income_year_ended_30_june_median_investment, estmts_prsnl_incme_yr_endd_30_jne_mn_sprnntn_annty, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_3000_pr_wk_pc, estmts_prsnl_incme_yr_endd_30_jne_ttl_unncrprtd_bsnss_m, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p805_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p802_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_gni_cf, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p205_r, estmts_prsnl_incme_yr_endd_30_jne_mn_unncrprtd_bsnss, slctd_gvrnmt_pns_alwncs_30_jne_yth_alwnce_fl_tme_stdnprc_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_500_999_pr_wk_pc, equivalised_total_household_income_census_median_weekly, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_thrd_q, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mn, slctd_gvrnmnt_pnsns_allwncs_30_jne_nwstrt_allwnce_nm, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_prsns_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_cmmnwlth_rnt_assstnce_nm, sa2_maincode_2016, estimates_personal_income_year_ended_30_june_total_investment_m, estmts_prsnl_incme_yr_endd_30_jne_emplye_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_age_pnsn_cntrlnk_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_yth_allwnce_nm, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_o, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_amnt_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_2000_2999_pr_wk_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_allwnce_nm, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_1000_1999_pr_wk_pc, yr, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_indqtly_dscrb_std_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_prtnrd_nm, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_hgst_q, estmts_prsnl_incme_yr_endd_30_jne_mdn_unncrprtd_bsnss, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_mdn_age_yrs
null,null,null,211,null,"Mount Dandenong - Olinda",null,null,null,null,null,null,null,null,4935,null,null,null,42,null,null,null,null,54,null,null,null,null,321,null,null,null,null,null,null,null,null,null,null,null,null,46,null,null,null,null,64586,172,538,222,"211051282",null,null,833,8,null,451,null,34.7,null,165,null,2018,null,21,null,null,null,null,null
null,null,null,1045,null,"Dandenong North",null,null,null,null,null,null,null,null,4025,null,null,null,455,null,null,null,null,213,null,null,null,null,1439,null,null,null,null,null,null,null,null,null,null,null,null,311,null,null,null,null,40254,881,472,1289,"212041312",null,null,2901,75,null,1822,null,19.0,null,875,null,2018,null,141,null,null,null,null,null
null,null,null,208,null,"Vermont",null,null,null,null,null,null,null,null,2652,null,null,null,47,null,null,null,null,37,null,null,null,null,387,null,null,null,null,null,null,null,null,null,null,null,null,63,null,null,null,null,37673,151,633,298,"211041272",null,null,1088,14,null,538,null,23.8,null,198,null,2018,null,17,null,null,null,null,null
null,null,null,142,null,"Vermont South",null,null,null,null,null,null,null,null,3798,null,null,null,65,null,null,null,null,19,null,null,null,null,279,null,null,null,null,null,null,null,null,null,null,null,null,116,null,null,null,null,29710,125,871,222,"211041273",null,null,1389,13,null,443,null,25.9,null,265,null,2018,null,11,null,null,null,null,null
null,null,null,496,null,"Healesville - Yarra Glen",null,null,null,null,null,null,null,null,4490,null,null,null,123,null,null,null,null,117,null,null,null,null,690,null,null,null,null,null,null,null,null,null,null,null,null,51,null,null,null,null,43439,337,492,563,"211051276",null,null,1801,33,null,883,null,21.4,null,356,null,2018,null,21,null,null,null,null,null
null,null,null,221,null,"Chirnside Park",null,null,null,null,null,null,null,null,3382,null,null,null,71,null,null,null,null,61,null,null,null,null,415,null,null,null,null,null,null,null,null,null,null,null,null,78,null,null,null,null,42607,175,484,293,"211051275",null,null,1110,25,null,528,null,20.6,null,245,null,2018,null,16,null,null,null,null,null
null,null,null,748,null,"Yarra Valley",null,null,null,null,null,null,null,null,6224,null,null,null,166,null,null,null,null,218,null,null,null,null,1040,null,null,null,null,null,null,null,null,null,null,null,null,78,null,null,null,null,57116,585,415,820,"211051286",null,null,1867,66,null,1356,null,23.7,null,470,null,2018,null,48,null,null,null,null,null
null,null,null,313,null,"Kilsyth",null,null,null,null,null,null,null,null,2300,null,null,null,81,null,null,null,null,80,null,null,null,null,453,null,null,null,null,null,null,null,null,null,null,null,null,44,null,null,null,null,33386,204,279,400,"211051277",null,null,1414,26,null,593,null,9.3,null,240,null,2018,null,29,null,null,null,null,null
null,null,null,237,null,"Beaconsfield - Officer",null,null,null,null,null,null,null,null,7876,null,null,null,103,null,null,null,null,146,null,null,null,null,883,null,null,null,null,null,null,null,null,null,null,null,null,123,null,null,null,null,106716,290,522,729,"212011287",null,null,941,36,null,1113,null,55.7,null,349,null,2018,null,39,null,null,null,null,null
null,null,null,160,null,"Montrose",null,null,null,null,null,null,null,null,2711,null,null,null,40,null,null,null,null,36,null,null,null,null,232,null,null,null,null,null,null,null,null,null,null,null,null,32,null,null,null,null,31993,120,273,184,"211051280",null,null,752,11,null,320,null,8.7,null,169,null,2018,null,null,null,null,null,null,null
null,null,null,653,null,"Mooroolbark",null,null,null,null,null,null,null,null,2603,null,null,null,168,null,null,null,null,183,null,null,null,null,1109,null,null,null,null,null,null,null,null,null,null,null,null,183,null,null,null,null,26809,533,752,1033,"211051281",null,null,2173,63,null,1433,null,20.2,null,577,null,2018,null,81,null,null,null,null,null
null,null,null,181,null,"Bunyip - Garfield",null,null,null,null,null,null,null,null,7514,null,null,null,61,null,null,null,null,67,null,null,null,null,331,null,null,null,null,null,null,null,null,null,null,null,null,42,null,null,null,null,56715,170,325,240,"212011288",null,null,871,18,null,486,null,18.4,null,171,null,2018,null,11,null,null,null,null,null
null,null,null,365,null,"Emerald - Cockatoo",null,null,null,null,null,null,null,null,3937,null,null,null,123,null,null,null,null,123,null,null,null,null,727,null,null,null,null,null,null,null,null,null,null,null,null,111,null,null,null,null,116696,305,726,401,"212011289",null,null,1411,27,null,991,null,84.7,null,401,null,2018,null,31,null,null,null,null,null
null,null,null,201,null,"Koo Wee Rup",null,null,null,null,null,null,null,null,12073,null,null,null,67,null,null,null,null,93,null,null,null,null,421,null,null,null,null,null,null,null,null,null,null,null,null,36,null,null,null,null,105594,195,222,291,"212011290",null,null,767,21,null,577,null,23.4,null,194,null,2018,null,23,null,null,null,null,null
null,null,null,469,null,"Hallam",null,null,null,null,null,null,null,null,10746,null,null,null,258,null,null,null,null,116,null,null,null,null,778,null,null,null,null,null,null,null,null,null,null,null,null,181,null,null,null,null,40430,413,160,661,"212021297",null,null,1168,43,null,998,null,6.5,null,423,null,2018,null,106,null,null,null,null,null
null,null,null,257,null,"Mount Evelyn",null,null,null,null,null,null,null,null,4724,null,null,null,59,null,null,null,null,74,null,null,null,null,407,null,null,null,null,null,null,null,null,null,null,null,null,67,null,null,null,null,83489,156,311,264,"211051283",null,null,847,20,null,558,null,26.0,null,235,null,2018,null,19,null,null,null,null,null
null,null,null,124,null,"Narre Warren North",null,null,null,null,null,null,null,null,9527,null,null,null,45,null,null,null,null,24,null,null,null,null,173,null,null,null,null,null,null,null,null,null,null,null,null,52,null,null,null,null,214504,72,468,89,"212021299",null,null,549,14,null,275,null,100.4,null,183,null,2018,null,11,null,null,null,null,null
null,null,null,218,null,"Upwey - Tecoma",null,null,null,null,null,null,null,null,2602,null,null,null,54,null,null,null,null,53,null,null,null,null,353,null,null,null,null,null,null,null,null,null,null,null,null,74,null,null,null,null,23587,184,368,250,"211051284",null,null,699,19,null,474,null,8.7,null,187,null,2018,null,6,null,null,null,null,null
null,null,null,137,null,"Wandin - Seville",null,null,null,null,null,null,null,null,5028,null,null,null,49,null,null,null,null,53,null,null,null,null,299,null,null,null,null,null,null,null,null,null,null,null,null,40,null,null,null,null,53435,120,279,192,"211051285",null,null,651,20,null,443,null,14.9,null,161,null,2018,null,16,null,null,null,null,null
null,null,null,385,null,"Berwick - North",null,null,null,null,null,null,null,null,4168,null,null,null,146,null,null,null,null,164,null,null,null,null,904,null,null,null,null,null,null,null,null,null,null,null,null,185,null,null,null,null,102268,345,1223,856,"212021293",null,null,2770,38,null,1181,null,125.1,null,518,null,2018,null,30,null,null,null,null,null
null,null,null,507,null,"Pakenham - North",null,null,null,null,null,null,null,null,7666,null,null,null,227,null,null,null,null,456,null,null,null,null,1719,null,null,null,null,null,null,null,null,null,null,null,null,117,null,null,null,null,59699,618,337,1397,"212011291",null,null,1400,86,null,2050,null,20.1,null,575,null,2018,null,105,null,null,null,null,null
null,null,null,416,null,"Berwick - South",null,null,null,null,null,null,null,null,5432,null,null,null,202,null,null,null,null,206,null,null,null,null,1454,null,null,null,null,null,null,null,null,null,null,null,null,214,null,null,null,null,74545,413,746,916,"212021294",null,null,1193,72,null,2014,null,55.6,null,634,null,2018,null,83,null,null,null,null,null
null,null,null,773,null,"Doveton",null,null,null,null,null,null,null,null,2257,null,null,null,274,null,null,null,null,213,null,null,null,null,1054,null,null,null,null,null,null,null,null,null,null,null,null,151,null,null,null,null,36173,644,84,1000,"212021295",null,null,1300,63,null,1243,null,3.0,null,494,null,2018,null,124,null,null,null,null,null
null,null,null,817,null,"Pakenham - South",null,null,null,null,null,null,null,null,5928,null,null,null,357,null,null,null,null,520,null,null,null,null,2306,null,null,null,null,null,null,null,null,null,null,null,null,209,null,null,null,null,39292,879,526,1877,"212011292",null,null,2857,121,null,2888,null,20.7,null,916,null,2018,null,160,null,null,null,null,null
null,null,null,409,null,"Endeavour Hills - North",null,null,null,null,null,null,null,null,5401,null,null,null,193,null,null,null,null,94,null,null,null,null,636,null,null,null,null,null,null,null,null,null,null,null,null,144,null,null,null,null,40688,390,343,472,"212021453",null,null,1174,34,null,852,null,14.0,null,429,null,2018,null,52,null,null,null,null,null
null,null,null,449,null,"Narre Warren - North East",null,null,null,null,null,null,null,null,3985,null,null,null,217,null,null,null,null,159,null,null,null,null,911,null,null,null,null,null,null,null,null,null,null,null,null,169,null,null,null,null,34032,403,317,726,"212021455",null,null,1147,61,null,1189,null,10.8,null,439,null,2018,null,66,null,null,null,null,null
null,null,null,432,null,"Narre Warren - South West",null,null,null,null,null,null,null,null,3072,null,null,null,208,null,null,null,null,150,null,null,null,null,887,null,null,null,null,null,null,null,null,null,null,null,null,160,null,null,null,null,32213,392,207,712,"212021456",null,null,1116,58,null,1158,null,6.7,null,429,null,2018,null,66,null,null,null,null,null
null,null,null,378,null,"Cranbourne West",null,null,null,null,null,null,null,null,11434,null,null,null,206,null,null,null,null,246,null,null,null,null,1416,null,null,null,null,null,null,null,null,null,null,null,null,136,null,null,null,null,39549,436,197,738,"212031304",null,null,716,59,null,1870,null,7.8,null,419,null,2018,null,108,null,null,null,null,null
null,null,null,562,null,"Cranbourne North",null,null,null,null,null,null,null,null,7252,null,null,null,267,null,null,null,null,297,null,null,null,null,1785,null,null,null,null,null,null,null,null,null,null,null,null,229,null,null,null,null,33106,557,310,1057,"212031302",null,null,967,82,null,2292,null,10.3,null,602,null,2018,null,165,null,null,null,null,null
null,null,null,963,null,"Hampton Park - Lynbrook",null,null,null,null,null,null,null,null,3910,null,null,null,471,null,null,null,null,334,null,null,null,null,2251,null,null,null,null,null,null,null,null,null,null,null,null,373,null,null,null,null,40229,919,248,1599,"212031305",null,null,1777,110,null,2829,null,10.0,null,865,null,2018,null,250,null,null,null,null,null
null,null,null,226,null,"Lynbrook - Lyndhurst",null,null,null,null,null,null,null,null,7609,null,null,null,119,null,null,null,null,106,null,null,null,null,931,null,null,null,null,null,null,null,null,null,null,null,null,144,null,null,null,null,48336,274,284,477,"212031306",null,null,596,31,null,1278,null,13.7,null,299,null,2018,null,81,null,null,null,null,null
null,null,null,300,null,"Narre Warren South (East)",null,null,null,null,null,null,null,null,3944,null,null,null,176,null,null,null,null,98,null,null,null,null,819,null,null,null,null,null,null,null,null,null,null,null,null,176,null,null,null,null,37173,298,390,439,"212031457",null,null,678,41,null,1112,null,14.5,null,397,null,2018,null,88,null,null,null,null,null
null,null,null,372,null,"Narre Warren South (West)",null,null,null,null,null,null,null,null,3478,null,null,null,218,null,null,null,null,125,null,null,null,null,1028,null,null,null,null,null,null,null,null,null,null,null,null,216,null,null,null,null,35997,380,259,551,"212031458",null,null,848,52,null,1395,null,9.3,null,500,null,2018,null,115,null,null,null,null,null
null,null,null,460,null,"Clarinda - Oakleigh South",null,null,null,null,null,null,null,null,3021,null,null,null,179,null,null,null,null,63,null,null,null,null,462,null,null,null,null,null,null,null,null,null,null,null,null,129,null,null,null,null,39768,262,381,480,"212041309",null,null,1809,15,null,602,null,15.2,null,440,null,2018,null,36,null,null,null,null,null
null,null,null,368,null,"Clayton South",null,null,null,null,null,null,null,null,4450,null,null,null,167,null,null,null,null,57,null,null,null,null,524,null,null,null,null,null,null,null,null,null,null,null,null,157,null,null,null,null,38770,287,271,608,"212041310",null,null,1547,16,null,748,null,10.5,null,390,null,2018,null,39,null,null,null,null,null
null,null,null,1814,null,"Dandenong",null,null,null,null,null,null,null,null,8580,null,null,null,585,null,null,null,null,365,null,null,null,null,2464,null,null,null,null,null,null,null,null,null,null,null,null,423,null,null,null,null,69460,1822,382,4052,"212041311",null,null,3211,159,null,2931,null,26.5,null,1034,null,2018,null,392,null,null,null,null,null
null,null,null,178,null,"Dingley Village",null,null,null,null,null,null,null,null,3138,null,null,null,78,null,null,null,null,45,null,null,null,null,329,null,null,null,null,null,null,null,null,null,null,null,null,78,null,null,null,null,33479,135,525,247,"212041313",null,null,1302,13,null,439,null,17.6,null,249,null,2018,null,13,null,null,null,null,null
null,null,null,357,null,"Noble Park North",null,null,null,null,null,null,null,null,3168,null,null,null,161,null,null,null,null,61,null,null,null,null,436,null,null,null,null,null,null,null,null,null,null,null,null,101,null,null,null,null,18731,241,130,416,"212041316",null,null,1036,34,null,583,null,2.4,null,344,null,2018,null,34,null,null,null,null,null
null,null,null,652,null,"Keysborough",null,null,null,null,null,null,null,null,4303,null,null,null,355,null,null,null,null,198,null,null,null,null,1378,null,null,null,null,null,null,null,null,null,null,null,null,330,null,null,null,null,32411,616,698,957,"212041314",null,null,2544,55,null,1915,null,22.6,null,756,null,2018,null,125,null,null,null,null,null
null,null,null,757,null,"Springvale",null,null,null,null,null,null,null,null,4508,null,null,null,497,null,null,null,null,165,null,null,null,null,1265,null,null,null,null,null,null,null,null,null,null,null,null,325,null,null,null,null,45840,887,378,1447,"212041317",null,null,2522,57,null,1668,null,17.3,null,778,null,2018,null,155,null,null,null,null,null
null,null,null,423,null,"Springvale South",null,null,null,null,null,null,null,null,3010,null,null,null,225,null,null,null,null,152,null,null,null,null,884,null,null,null,null,null,null,null,null,null,null,null,null,237,null,null,null,null,42389,509,194,607,"212041318",null,null,1323,22,null,1157,null,8.2,null,409,null,2018,null,83,null,null,null,null,null
null,null,null,571,null,"Noble Park - East",null,null,null,null,null,null,null,null,5022,null,null,null,207,null,null,null,null,136,null,null,null,null,873,null,null,null,null,null,null,null,null,null,null,null,null,169,null,null,null,null,34326,481,188,916,"212041459",null,null,1381,46,null,1101,null,6.5,null,366,null,2018,null,80,null,null,null,null,null
null,null,null,854,null,"Noble Park - West",null,null,null,null,null,null,null,null,4691,null,null,null,314,null,null,null,null,203,null,null,null,null,1304,null,null,null,null,null,null,null,null,null,null,null,null,254,null,null,null,null,35650,724,299,1374,"212041460",null,null,2068,68,null,1648,null,10.7,null,545,null,2018,null,117,null,null,null,null,null
null,null,null,627,null,"Ashwood - Chadstone",null,null,null,null,null,null,null,null,2486,null,null,null,141,null,null,null,null,89,null,null,null,null,611,null,null,null,null,null,null,null,null,null,null,null,null,205,null,null,null,null,30953,391,946,771,"212051319",null,null,1686,37,null,745,null,29.3,null,425,null,2018,null,27,null,null,null,null,null
null,null,null,320,null,"Clayton",null,null,null,null,null,null,null,null,3049,null,null,null,108,null,null,null,null,56,null,null,null,null,520,null,null,null,null,null,null,null,null,null,null,null,null,726,null,null,null,null,32240,318,420,1238,"212051320",null,null,1366,25,null,660,null,13.5,null,278,null,2018,null,20,null,null,null,null,null
null,null,null,243,null,"Glen Waverley - East",null,null,null,null,null,null,null,null,3617,null,null,null,109,null,null,null,null,43,null,null,null,null,573,null,null,null,null,null,null,null,null,null,null,null,null,259,null,null,null,null,34348,219,1641,512,"212051321",null,null,2259,14,null,859,null,56.4,null,389,null,2018,null,22,null,null,null,null,null
null,null,null,201,null,"Truganina",null,null,null,null,null,null,null,null,6598,null,null,null,185,null,null,null,null,268,null,null,null,null,2258,null,null,null,null,null,null,null,null,null,null,null,null,198,null,null,null,null,31440,432,424,1268,"213051366",null,null,501,48,null,2796,null,13.3,null,421,null,2018,null,245,null,null,null,null,null
null,null,null,266,null,"Glen Waverley - West",null,null,null,null,null,null,null,null,4172,null,null,null,81,null,null,null,null,37,null,null,null,null,554,null,null,null,null,null,null,null,null,null,null,null,null,244,null,null,null,null,47018,251,1286,611,"212051322",null,null,1809,17,null,816,null,60.5,null,331,null,2018,null,29,null,null,null,null,null
null,null,null,193,null,"Mount Waverley - North",null,null,null,null,null,null,null,null,3096,null,null,null,59,null,null,null,null,22,null,null,null,null,394,null,null,null,null,null,null,null,null,null,null,null,null,167,null,null,null,null,29169,171,1208,397,"212051323",null,null,1374,16,null,549,null,35.2,null,277,null,2018,null,17,null,null,null,null,null
null,null,null,400,null,"Mulgrave",null,null,null,null,null,null,null,null,3867,null,null,null,196,null,null,null,null,86,null,null,null,null,656,null,null,null,null,null,null,null,null,null,null,null,null,152,null,null,null,null,38416,319,757,536,"212051325",null,null,2414,24,null,923,null,29.1,null,543,null,2018,null,32,null,null,null,null,null
null,null,null,367,null,"Werribee - South",null,null,null,null,null,null,null,null,5899,null,null,null,116,null,null,null,null,105,null,null,null,null,535,null,null,null,null,null,null,null,null,null,null,null,null,95,null,null,null,null,93755,396,395,817,"213051368",null,null,1238,35,null,659,null,37.0,null,355,null,2018,null,54,null,null,null,null,null
null,null,null,238,null,"Wheelers Hill",null,null,null,null,null,null,null,null,4388,null,null,null,121,null,null,null,null,45,null,null,null,null,458,null,null,null,null,null,null,null,null,null,null,null,null,131,null,null,null,null,52522,189,1475,368,"212051327",null,null,2441,15,null,638,null,77.5,null,438,null,2018,null,19,null,null,null,null,null
null,null,null,497,null,"Wyndham Vale",null,null,null,null,null,null,null,null,3739,null,null,null,290,null,null,null,null,387,null,null,null,null,1891,null,null,null,null,null,null,null,null,null,null,null,null,190,null,null,null,null,28929,727,323,1339,"213051369",null,null,939,79,null,2247,null,9.3,null,637,null,2018,null,141,null,null,null,null,null
null,null,null,333,null,"Mount Waverley - South",null,null,null,null,null,null,null,null,3723,null,null,null,95,null,null,null,null,43,null,null,null,null,485,null,null,null,null,null,null,null,null,null,null,null,null,215,null,null,null,null,36219,204,1383,518,"212051324",null,null,1853,9,null,681,null,50.1,null,403,null,2018,null,6,null,null,null,null,null
null,null,null,301,null,"Ardeer - Albion",null,null,null,null,null,null,null,null,2192,null,null,null,109,null,null,null,null,118,null,null,null,null,481,null,null,null,null,null,null,null,null,null,null,null,null,79,null,null,null,null,33638,453,110,784,"213011328",null,null,871,33,null,571,null,3.7,null,219,null,2018,null,43,null,null,null,null,null
null,null,null,489,null,"Oakleigh - Huntingdale",null,null,null,null,null,null,null,null,3151,null,null,null,166,null,null,null,null,76,null,null,null,null,636,null,null,null,null,null,null,null,null,null,null,null,null,259,null,null,null,null,41372,378,878,776,"212051326",null,null,2238,26,null,849,null,36.3,null,511,null,2018,null,32,null,null,null,null,null
null,null,null,202,null,"Cairnlea",null,null,null,null,null,null,null,null,6985,null,null,null,172,null,null,null,null,115,null,null,null,null,610,null,null,null,null,null,null,null,null,null,null,null,null,193,null,null,null,null,44128,355,201,333,"213011329",null,null,480,29,null,813,null,8.9,null,351,null,2018,null,53,null,null,null,null,null
null,null,null,92,null,"Point Cook - East",null,null,null,null,null,null,null,null,6278,null,null,null,64,null,null,null,null,91,null,null,null,null,637,null,null,null,null,null,null,null,null,null,null,null,null,73,null,null,null,null,57146,174,463,414,"213051464",null,null,302,14,null,803,null,26.5,null,208,null,2018,null,47,null,null,null,null,null
null,null,null,326,null,"Delahey",null,null,null,null,null,null,null,null,3552,null,null,null,189,null,null,null,null,88,null,null,null,null,549,null,null,null,null,null,null,null,null,null,null,null,null,144,null,null,null,null,31789,413,110,506,"213011331",null,null,823,36,null,709,null,3.5,null,388,null,2018,null,46,null,null,null,null,null
null,null,null,746,null,"Deer Park - Derrimut",null,null,null,null,null,null,null,null,5783,null,null,null,471,null,null,null,null,384,null,null,null,null,2137,null,null,null,null,null,null,null,null,null,null,null,null,319,null,null,null,null,39556,1108,419,1534,"213011330",null,null,1981,114,null,2608,null,16.6,null,978,null,2018,null,205,null,null,null,null,null
null,null,null,444,null,"Keilor Downs",null,null,null,null,null,null,null,null,7756,null,null,null,285,null,null,null,null,157,null,null,null,null,697,null,null,null,null,null,null,null,null,null,null,null,null,176,null,null,null,null,48794,537,381,507,"213011332",null,null,1732,47,null,885,null,18.6,null,716,null,2018,null,57,null,null,null,null,null
null,null,null,626,null,"Kings Park (Vic.)",null,null,null,null,null,null,null,null,6229,null,null,null,466,null,null,null,null,237,null,null,null,null,1237,null,null,null,null,null,null,null,null,null,null,null,null,231,null,null,null,null,38058,787,136,759,"213011333",null,null,1631,61,null,1495,null,5.2,null,827,null,2018,null,121,null,null,null,null,null
null,null,null,938,null,"St Albans - North",null,null,null,null,null,null,null,null,5311,null,null,null,538,null,null,null,null,350,null,null,null,null,1661,null,null,null,null,null,null,null,null,null,null,null,null,280,null,null,null,null,73466,1255,247,1765,"213011334",null,null,2606,96,null,1990,null,18.1,null,1050,null,2018,null,194,null,null,null,null,null
null,null,null,756,null,"St Albans - South",null,null,null,null,null,null,null,null,7438,null,null,null,463,null,null,null,null,261,null,null,null,null,1357,null,null,null,null,null,null,null,null,null,null,null,null,313,null,null,null,null,45114,1116,194,1217,"213011335",null,null,2194,66,null,1643,null,8.8,null,866,null,2018,null,127,null,null,null,null,null
null,null,null,326,null,"Sunshine",null,null,null,null,null,null,null,null,2904,null,null,null,138,null,null,null,null,82,null,null,null,null,549,null,null,null,null,null,null,null,null,null,null,null,null,99,null,null,null,null,40988,534,195,713,"213011336",null,null,898,24,null,659,null,8.0,null,264,null,2018,null,82,null,null,null,null,null
null,null,null,343,null,"Sydenham",null,null,null,null,null,null,null,null,3451,null,null,null,189,null,null,null,null,112,null,null,null,null,689,null,null,null,null,null,null,null,null,null,null,null,null,142,null,null,null,null,32086,380,221,646,"213011339",null,null,920,40,null,910,null,7.1,null,409,null,2018,null,59,null,null,null,null,null
null,null,null,347,null,"Sunshine North",null,null,null,null,null,null,null,null,5645,null,null,null,234,null,null,null,null,169,null,null,null,null,883,null,null,null,null,null,null,null,null,null,null,null,null,229,null,null,null,null,37242,759,164,822,"213011337",null,null,1319,52,null,1079,null,6.1,null,454,null,2018,null,114,null,null,null,null,null
null,null,null,643,null,"Sunshine West",null,null,null,null,null,null,null,null,3771,null,null,null,443,null,null,null,null,239,null,null,null,null,1306,null,null,null,null,null,null,null,null,null,null,null,null,293,null,null,null,null,38941,1030,312,1117,"213011338",null,null,2506,77,null,1643,null,12.1,null,903,null,2018,null,133,null,null,null,null,null
null,null,null,443,null,"Altona North",null,null,null,null,null,null,null,null,3397,null,null,null,237,null,null,null,null,134,null,null,null,null,733,null,null,null,null,null,null,null,null,null,null,null,null,173,null,null,null,null,47775,466,371,629,"213021343",null,null,2167,33,null,886,null,17.7,null,561,null,2018,null,97,null,null,null,null,null
null,null,null,86,null,"Burnside",null,null,null,null,null,null,null,null,4956,null,null,null,61,null,null,null,null,47,null,null,null,null,307,null,null,null,null,null,null,null,null,null,null,null,null,60,null,null,null,null,37894,130,100,177,"213041461",null,null,274,11,null,407,null,3.8,null,157,null,2018,null,24,null,null,null,null,null
null,null,null,327,null,"Newport",null,null,null,null,null,null,null,null,3023,null,null,null,116,null,null,null,null,57,null,null,null,null,456,null,null,null,null,null,null,null,null,null,null,null,null,133,null,null,null,null,35602,323,904,557,"213021344",null,null,1253,14,null,582,null,32.2,null,396,null,2018,null,23,null,null,null,null,null
