estm_prsnl_incme_yr_end_30_jne_sprnt_anty_erns_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_mdn_tl_excl_gvrnmt_pns_alwncs, slctd_gvrnmnt_pnsns_allwncs_30_jne_dsblty_spprt_pnsn_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_scnd_q, sa2_name_2016, estm_prsnl_incme_yr_end_30_jne_uncrptd_bsn_erns_mdn_age_yrs, estimates_personal_income_year_ended_30_june_mean_investment, exprmntl_hshld_wlth_estmts_mdlld_prvte_dwllngs_mn_nt_wrth, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_1_499_pr_wk_pc, estimates_personal_income_year_ended_30_june_mean_employee, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_n, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_m, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mdn, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_lwst_q, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_nm, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_ernrs_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_pymnt_nm, estimates_personal_income_year_ended_30_june_median_employee, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_nl_pc, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p105_r, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ngtve_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_sngle_nm, estm_prsnl_incme_yr_end_30_jne_mn_tl_excl_gvrnmt_pns_alwncs, estimates_personal_income_year_ended_30_june_total_employee_m, estmts_prsnl_incme_yr_endd_30_jne_mdn_sprnntn_annty, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_0, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_b_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_1, estmts_prsnl_incme_yr_endd_30_jne_ttl_sprnntn_annty_m, estimates_personal_income_year_ended_30_june_median_investment, estmts_prsnl_incme_yr_endd_30_jne_mn_sprnntn_annty, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_3000_pr_wk_pc, estmts_prsnl_incme_yr_endd_30_jne_ttl_unncrprtd_bsnss_m, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p805_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p802_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_gni_cf, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p205_r, estmts_prsnl_incme_yr_endd_30_jne_mn_unncrprtd_bsnss, slctd_gvrnmt_pns_alwncs_30_jne_yth_alwnce_fl_tme_stdnprc_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_500_999_pr_wk_pc, equivalised_total_household_income_census_median_weekly, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_thrd_q, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mn, slctd_gvrnmnt_pnsns_allwncs_30_jne_nwstrt_allwnce_nm, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_prsns_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_cmmnwlth_rnt_assstnce_nm, sa2_maincode_2016, estimates_personal_income_year_ended_30_june_total_investment_m, estmts_prsnl_incme_yr_endd_30_jne_emplye_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_age_pnsn_cntrlnk_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_yth_allwnce_nm, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_o, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_amnt_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_2000_2999_pr_wk_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_allwnce_nm, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_1000_1999_pr_wk_pc, yr, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_indqtly_dscrb_std_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_prtnrd_nm, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_hgst_q, estmts_prsnl_incme_yr_endd_30_jne_mdn_unncrprtd_bsnss, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_mdn_age_yrs
null,null,null,1044,null,"Meadow Heights",null,null,null,null,null,null,null,null,14227,null,null,null,937,null,null,null,null,244,null,null,null,null,1518,null,null,null,null,null,null,null,null,null,null,null,null,353,null,null,null,null,37440,1168,113,1174,"210051247",null,null,1274,121,null,1868,null,4.2,null,1233,null,2018,null,284,null,null,null,null,null
null,null,null,555,null,"Gladstone Park - Westmeadows",null,null,null,null,null,null,null,null,3890,null,null,null,410,null,null,null,null,138,null,null,null,null,878,null,null,null,null,null,null,null,null,null,null,null,null,198,null,null,null,null,29694,651,498,820,"210051245",null,null,2361,60,null,1138,null,14.8,null,871,null,2018,null,80,null,null,null,null,null
null,null,null,404,null,"Greenvale - Bulla",null,null,null,null,null,null,null,null,10786,null,null,null,339,null,null,null,null,94,null,null,null,null,799,null,null,null,null,null,null,null,null,null,null,null,null,187,null,null,null,null,77197,374,652,407,"210051246",null,null,1129,27,null,1101,null,50.3,null,734,null,2018,null,77,null,null,null,null,null
null,null,null,490,null,"Cranbourne East",null,null,null,null,null,null,null,null,8095,null,null,null,281,null,null,null,null,417,null,null,null,null,2753,null,null,null,null,null,null,null,null,null,null,null,null,256,null,null,null,null,37478,603,576,1659,"212031301",null,null,2202,67,null,3637,null,21.6,null,726,null,2018,null,222,null,null,null,null,null
null,null,null,1055,null,"Roxburgh Park - Somerton",null,null,null,null,null,null,null,null,20000,null,null,null,1200,null,null,null,null,241,null,null,null,null,2045,null,null,null,null,null,null,null,null,null,null,null,null,504,null,null,null,null,46502,1264,267,1395,"210051249",null,null,1171,155,null,2665,null,12.4,null,1555,null,2018,null,365,null,null,null,null,null
null,null,null,366,null,"Craigieburn - Central",null,null,null,null,null,null,null,null,2916,null,null,null,350,null,null,null,null,165,null,null,null,null,1262,null,null,null,null,null,null,null,null,null,null,null,null,138,null,null,null,null,31657,543,136,826,"210051441",null,null,605,56,null,1573,null,4.3,null,555,null,2018,null,163,null,null,null,null,null
null,null,null,403,null,"Craigieburn - North",null,null,null,null,null,null,null,null,19697,null,null,null,382,null,null,null,null,182,null,null,null,null,1382,null,null,null,null,null,null,null,null,null,null,null,null,151,null,null,null,null,48113,595,207,908,"210051442",null,null,660,61,null,1722,null,10.0,null,605,null,2018,null,182,null,null,null,null,null
null,null,null,541,null,"Craigieburn - South",null,null,null,null,null,null,null,null,4316,null,null,null,513,null,null,null,null,241,null,null,null,null,1855,null,null,null,null,null,null,null,null,null,null,null,null,205,null,null,null,null,27795,801,246,1220,"210051443",null,null,888,87,null,2320,null,6.8,null,817,null,2018,null,246,null,null,null,null,null
null,null,null,193,null,"Craigieburn - West",null,null,null,null,null,null,null,null,16046,null,null,null,183,null,null,null,null,86,null,null,null,null,663,null,null,null,null,null,null,null,null,null,null,null,null,73,null,null,null,null,36592,286,181,436,"210051444",null,null,319,27,null,830,null,6.6,null,291,null,2018,null,86,null,null,null,null,null
null,null,null,138,null,"Rowville - North",null,null,null,null,null,null,null,null,3826,null,null,null,51,null,null,null,null,22,null,null,null,null,265,null,null,null,null,null,null,null,null,null,null,null,null,70,null,null,null,null,26594,108,351,130,"211011257",null,null,602,14,null,385,null,9.3,null,178,null,2018,null,12,null,null,null,null,null
null,null,null,164,null,"Rowville - South",null,null,null,null,null,null,null,null,3403,null,null,null,69,null,null,null,null,29,null,null,null,null,309,null,null,null,null,null,null,null,null,null,null,null,null,111,null,null,null,null,33059,141,525,191,"211011258",null,null,951,8,null,451,null,17.4,null,251,null,2018,null,19,null,null,null,null,null
null,null,null,82,null,"Lysterfield",null,null,null,null,null,null,null,null,7463,null,null,null,29,null,null,null,null,25,null,null,null,null,159,null,null,null,null,null,null,null,null,null,null,null,null,39,null,null,null,null,43449,52,357,89,"211011255",null,null,305,8,null,239,null,15.5,null,111,null,2018,null,6,null,null,null,null,null
null,null,null,266,null,"Wantirna",null,null,null,null,null,null,null,null,2858,null,null,null,87,null,null,null,null,74,null,null,null,null,571,null,null,null,null,null,null,null,null,null,null,null,null,119,null,null,null,null,41969,267,745,444,"211011259",null,null,1601,21,null,759,null,31.3,null,329,null,2018,null,31,null,null,null,null,null
null,null,null,346,null,"Wantirna South",null,null,null,null,null,null,null,null,3716,null,null,null,126,null,null,null,null,69,null,null,null,null,558,null,null,null,null,null,null,null,null,null,null,null,null,177,null,null,null,null,41195,287,1040,509,"211011260",null,null,2187,35,null,799,null,42.8,null,375,null,2018,null,36,null,null,null,null,null
null,null,null,179,null,"Donvale - Park Orchards",null,null,null,null,null,null,null,null,4448,null,null,null,79,null,null,null,null,20,null,null,null,null,350,null,null,null,null,null,null,null,null,null,null,null,null,102,null,null,null,null,95695,159,1307,292,"211021261",null,null,1454,12,null,507,null,125.1,null,299,null,2018,null,20,null,null,null,null,null
null,null,null,286,null,"Rowville - Central",null,null,null,null,null,null,null,null,3263,null,null,null,126,null,null,null,null,65,null,null,null,null,574,null,null,null,null,null,null,null,null,null,null,null,null,144,null,null,null,null,34727,258,672,412,"211011256",null,null,1248,18,null,798,null,23.3,null,381,null,2018,null,18,null,null,null,null,null
null,null,null,141,null,"Warrandyte - Wonga Park",null,null,null,null,null,null,null,null,6769,null,null,null,25,null,null,null,null,18,null,null,null,null,161,null,null,null,null,null,null,null,null,null,null,null,null,50,null,null,null,null,79180,70,736,143,"211021262",null,null,601,11,null,241,null,58.3,null,151,null,2018,null,null,null,null,null,null,null
null,null,null,818,null,"Boronia",null,null,null,null,null,null,null,null,2088,null,null,null,192,null,null,null,null,216,null,null,null,null,1159,null,null,null,null,null,null,null,null,null,null,null,null,172,null,null,null,null,24253,658,697,1126,"211011446",null,null,2568,59,null,1458,null,16.9,null,568,null,2018,null,52,null,null,null,null,null
null,null,null,143,null,"Cranbourne South",null,null,null,null,null,null,null,null,5920,null,null,null,63,null,null,null,null,89,null,null,null,null,403,null,null,null,null,null,null,null,null,null,null,null,null,48,null,null,null,null,83712,143,347,223,"212031303",null,null,836,22,null,556,null,29.0,null,218,null,2018,null,16,null,null,null,null,null
null,null,null,459,null,"Ferntree Gully (North)",null,null,null,null,null,null,null,null,3102,null,null,null,111,null,null,null,null,109,null,null,null,null,639,null,null,null,null,null,null,null,null,null,null,null,null,102,null,null,null,null,35026,330,490,591,"211011447",null,null,1574,39,null,812,null,17.2,null,360,null,2018,null,29,null,null,null,null,null
null,null,null,339,null,"Croydon Hills - Warranwood",null,null,null,null,null,null,null,null,2470,null,null,null,83,null,null,null,null,99,null,null,null,null,543,null,null,null,null,null,null,null,null,null,null,null,null,116,null,null,null,null,32988,196,982,435,"211031265",null,null,1313,26,null,756,null,32.4,null,337,null,2018,null,18,null,null,null,null,null
null,null,null,507,null,"Ferntree Gully (South) - Upper Ferntree Gully",null,null,null,null,null,null,null,null,2368,null,null,null,124,null,null,null,null,123,null,null,null,null,698,null,null,null,null,null,null,null,null,null,null,null,null,107,null,null,null,null,71709,360,453,653,"211011448",null,null,1733,38,null,888,null,32.5,null,394,null,2018,null,34,null,null,null,null,null
null,null,null,611,null,"Ringwood",null,null,null,null,null,null,null,null,2491,null,null,null,127,null,null,null,null,110,null,null,null,null,821,null,null,null,null,null,null,null,null,null,null,null,null,151,null,null,null,null,23092,470,704,1131,"211031266",null,null,1901,57,null,1020,null,16.3,null,380,null,2018,null,84,null,null,null,null,null
null,null,null,590,null,"Ringwood East",null,null,null,null,null,null,null,null,3138,null,null,null,115,null,null,null,null,100,null,null,null,null,794,null,null,null,null,null,null,null,null,null,null,null,null,154,null,null,null,null,28738,444,928,944,"211031267",null,null,2004,44,null,994,null,26.7,null,405,null,2018,null,75,null,null,null,null,null
null,null,null,221,null,"Belgrave - Selby",null,null,null,null,null,null,null,null,3946,null,null,null,54,null,null,null,null,54,null,null,null,null,382,null,null,null,null,null,null,null,null,null,null,null,null,74,null,null,null,null,76507,251,419,237,"211051274",null,null,682,16,null,527,null,32.1,null,194,null,2018,null,12,null,null,null,null,null
null,null,null,165,null,"The Basin",null,null,null,null,null,null,null,null,2106,null,null,null,36,null,null,null,null,43,null,null,null,null,239,null,null,null,null,null,null,null,null,null,null,null,null,39,null,null,null,null,26577,131,156,226,"211011449",null,null,522,15,null,299,null,4.1,null,119,null,2018,null,9,null,null,null,null,null
null,null,null,398,null,"Bayswater North",null,null,null,null,null,null,null,null,2215,null,null,null,82,null,null,null,null,94,null,null,null,null,580,null,null,null,null,null,null,null,null,null,null,null,null,85,null,null,null,null,44503,267,347,430,"211031263",null,null,1015,40,null,748,null,15.4,null,285,null,2018,null,16,null,null,null,null,null
null,null,null,513,null,"Croydon - East",null,null,null,null,null,null,null,null,2495,null,null,null,123,null,null,null,null,141,null,null,null,null,774,null,null,null,null,null,null,null,null,null,null,null,null,111,null,null,null,null,25838,386,488,813,"211031450",null,null,1956,41,null,966,null,12.6,null,363,null,2018,null,64,null,null,null,null,null
null,null,null,429,null,"Croydon - West",null,null,null,null,null,null,null,null,3246,null,null,null,99,null,null,null,null,113,null,null,null,null,643,null,null,null,null,null,null,null,null,null,null,null,null,89,null,null,null,null,52600,319,629,679,"211031451",null,null,1631,34,null,802,null,33.1,null,304,null,2018,null,52,null,null,null,null,null
null,null,null,174,null,"Croydon South",null,null,null,null,null,null,null,null,2893,null,null,null,37,null,null,null,null,43,null,null,null,null,256,null,null,null,null,null,null,null,null,null,null,null,null,33,null,null,null,null,32358,126,168,267,"211031452",null,null,646,12,null,322,null,5.4,null,117,null,2018,null,24,null,null,null,null,null
null,null,null,266,null,"Forest Hill",null,null,null,null,null,null,null,null,3145,null,null,null,66,null,null,null,null,46,null,null,null,null,372,null,null,null,null,null,null,null,null,null,null,null,null,104,null,null,null,null,24914,186,569,366,"211041269",null,null,1406,18,null,516,null,14.2,null,228,null,2018,null,18,null,null,null,null,null
null,null,null,388,null,"Mitcham (Vic.)",null,null,null,null,null,null,null,null,2901,null,null,null,78,null,null,null,null,50,null,null,null,null,506,null,null,null,null,null,null,null,null,null,null,null,null,128,null,null,null,null,45208,268,981,526,"211041270",null,null,1430,20,null,680,null,44.3,null,289,null,2018,null,18,null,null,null,null,null
null,null,null,203,null,"Pearcedale - Tooradin",null,null,null,null,null,null,null,null,12528,null,null,null,73,null,null,null,null,60,null,null,null,null,360,null,null,null,null,null,null,null,null,null,null,null,null,41,null,null,null,null,131645,175,246,235,"212031308",null,null,643,17,null,498,null,32.4,null,198,null,2018,null,13,null,null,null,null,null
null,null,null,339,null,"Nunawading",null,null,null,null,null,null,null,null,2503,null,null,null,63,null,null,null,null,31,null,null,null,null,369,null,null,null,null,null,null,null,null,null,null,null,null,75,null,null,null,null,21346,200,577,427,"211041271",null,null,1245,11,null,493,null,12.3,null,229,null,2018,null,20,null,null,null,null,null
null,null,null,579,null,"Lilydale - Coldstream",null,null,null,null,null,null,null,null,4136,null,null,null,129,null,null,null,null,173,null,null,null,null,854,null,null,null,null,null,null,null,null,null,null,null,null,123,null,null,null,null,48392,458,673,828,"211051278",null,null,2168,38,null,1114,null,32.6,null,446,null,2018,null,19,null,null,null,null,null
null,null,null,160,null,"Monbulk - Silvan",null,null,null,null,null,null,null,null,3738,null,null,null,35,null,null,null,null,45,null,null,null,null,245,null,null,null,null,null,null,null,null,null,null,null,null,35,null,null,null,null,44020,100,252,195,"211051279",null,null,568,8,null,339,null,11.1,null,129,null,2018,null,9,null,null,null,null,null
