estm_prsnl_incme_yr_end_30_jne_sprnt_anty_erns_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_mdn_tl_excl_gvrnmt_pns_alwncs, slctd_gvrnmnt_pnsns_allwncs_30_jne_dsblty_spprt_pnsn_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_scnd_q, sa2_name_2016, estm_prsnl_incme_yr_end_30_jne_uncrptd_bsn_erns_mdn_age_yrs, estimates_personal_income_year_ended_30_june_mean_investment, exprmntl_hshld_wlth_estmts_mdlld_prvte_dwllngs_mn_nt_wrth, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_1_499_pr_wk_pc, estimates_personal_income_year_ended_30_june_mean_employee, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_n, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_m, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mdn, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_lwst_q, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_nm, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_ernrs_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_pymnt_nm, estimates_personal_income_year_ended_30_june_median_employee, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_nl_pc, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p105_r, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ngtve_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_sngle_nm, estm_prsnl_incme_yr_end_30_jne_mn_tl_excl_gvrnmt_pns_alwncs, estimates_personal_income_year_ended_30_june_total_employee_m, estmts_prsnl_incme_yr_endd_30_jne_mdn_sprnntn_annty, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_0, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_b_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_1, estmts_prsnl_incme_yr_endd_30_jne_ttl_sprnntn_annty_m, estimates_personal_income_year_ended_30_june_median_investment, estmts_prsnl_incme_yr_endd_30_jne_mn_sprnntn_annty, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_3000_pr_wk_pc, estmts_prsnl_incme_yr_endd_30_jne_ttl_unncrprtd_bsnss_m, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p805_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p802_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_gni_cf, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p205_r, estmts_prsnl_incme_yr_endd_30_jne_mn_unncrprtd_bsnss, slctd_gvrnmt_pns_alwncs_30_jne_yth_alwnce_fl_tme_stdnprc_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_500_999_pr_wk_pc, equivalised_total_household_income_census_median_weekly, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_thrd_q, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mn, slctd_gvrnmnt_pnsns_allwncs_30_jne_nwstrt_allwnce_nm, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_prsns_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_cmmnwlth_rnt_assstnce_nm, sa2_maincode_2016, estimates_personal_income_year_ended_30_june_total_investment_m, estmts_prsnl_incme_yr_endd_30_jne_emplye_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_age_pnsn_cntrlnk_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_yth_allwnce_nm, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_o, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_amnt_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_2000_2999_pr_wk_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_allwnce_nm, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_1000_1999_pr_wk_pc, yr, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_indqtly_dscrb_std_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_prtnrd_nm, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_hgst_q, estmts_prsnl_incme_yr_endd_30_jne_mdn_unncrprtd_bsnss, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_mdn_age_yrs
59,1.1,44521,null,28.1,"Bayswater",43,3782,null,null,48588,6595,5.9,40,2530,23.9,6263,701,null,44869,null,0.19,null,null,49025,304.3,12190,15.6,799,25.8,3.1,200,20376,null,13.2,1.65,3.89,0.394,4463,0.42,18882,null,323.3,null,null,30.7,27008,null,285,null,"211011251",16.9,82.7,null,null,9.8,942,5.0,7.7,null,null,null,2014,null,null,152,17.4,11724,43,38
59,1.0,44398,null,26.0,"Knoxfield - Scoresby",46,4143,null,null,51422,8134,6.5,43,2600,25.8,7447,930,null,46049,null,0.16,null,null,51216,382.9,10175,17.0,925,27.7,3.9,269,18395,null,18.7,1.76,4.47,0.424,5849,0.39,20054,null,416.6,null,null,27.4,29250,null,471,null,"211011254",24.2,80.7,null,null,11.2,1090,5.6,13.8,null,null,null,2014,null,null,212,20.8,12487,45,40
57,1.3,34044,null,32.5,"Campbellfield - Coolaroo",39,6053,null,null,38995,5485,14.3,38,2806,33.3,4936,1051,null,34955,null,0.18,null,null,39456,192.5,9980,18.3,1741,28.5,1.8,255,15184,null,18.4,1.74,4.4,0.432,2556,0.4,17487,null,216.4,null,null,25.1,38800,null,104,null,"210051243",15.5,74.1,null,null,9.7,1882,7.6,4.0,null,null,null,2014,null,null,120,9.1,15079,42,34
59,1.7,44923,null,26.9,"Gladstone Park - Westmeadows",44,4059,null,null,50070,9642,6.0,43,2941,24.2,8947,1053,null,45500,null,0.2,null,null,50380,448.0,12738,16.3,1097,26.7,6.6,282,21077,null,20.1,1.67,4.06,0.406,6670,0.41,19114,null,485.8,null,null,30.0,22196,null,439,null,"210051245",27.1,80.6,null,null,11.3,1290,5.0,9.7,null,null,null,2014,null,null,314,18.9,13427,46,41
58,0.8,49288,null,23.9,"Rowville - North",45,4044,null,null,57060,4634,5.8,43,2516,22.6,4328,497,null,49994,null,0.19,null,null,57360,247.0,11415,16.5,473,27.4,2.0,207,20756,null,11.0,1.77,4.47,0.42,3399,0.4,22145,null,265.8,null,null,26.8,19191,null,286,null,"211011257",13.7,82.1,null,null,10.6,562,4.9,5.5,null,null,null,2014,null,null,97,26.7,14768,44,41
58,0.9,46116,null,26.5,"Greenvale - Bulla",47,11134,null,null,52915,8538,7.6,43,4301,23.3,7520,1188,null,44078,null,0.21,null,null,57732,397.9,16403,20.1,752,31.0,5.0,431,23721,null,24.2,1.81,4.25,0.448,6456,0.43,20372,null,492.9,null,null,25.8,31533,null,465,null,"210051246",71.9,75.8,null,null,15.0,915,7.6,14.7,null,null,null,2014,null,null,211,24.4,13930,45,40
58,0.8,47706,null,27.1,"Cranbourne East",36,2046,null,null,50899,8211,5.9,35,2810,20.3,7764,921,null,48629,null,0.23,null,null,50486,395.2,10000,14.0,1309,23.7,2.7,72,19233,null,15.8,1.54,3.29,0.358,4517,0.47,17194,null,414.5,null,null,35.6,28182,null,177,null,"212031301",9.2,86.8,null,null,6.1,1640,4.2,5.0,null,null,null,2014,null,null,138,17.1,10936,36,34
52,0.8,39857,null,29.0,"Roxburgh Park - Somerton",40,3634,null,null,44120,8598,11.4,39,5068,28.4,7973,1376,null,41259,null,0.21,null,null,44762,351.8,10000,16.1,2369,26.4,3.3,88,22748,null,23.4,1.71,4.12,0.41,4411,0.41,16992,null,384.9,null,null,28.4,44377,null,160,null,"210051249",16.0,80.7,null,null,6.7,2697,5.3,7.1,null,null,null,2014,null,null,146,14.2,14844,40,37
55,0.9,43116,null,30.8,"Craigieburn - Central",38,1603,null,null,44943,4209,6.8,39,1386,23.2,4205,448,null,42457,null,0.24,null,null,46560,189.0,8558,14.4,1010,24.3,1.6,100,18560,null,8.5,1.6,3.54,0.37,2262,0.45,19054,null,196.0,null,null,31.6,13198,null,109,null,"210051441",3.6,87.8,null,null,4.0,1179,4.4,1.4,null,null,null,2014,null,null,88,14.4,13532,41,37
54,0.7,46197,null,28.0,"Craigieburn - West",34,1473,null,null,49354,4847,8.1,33,1251,21.4,4597,619,null,47653,null,0.24,null,null,49189,226.9,10000,13.5,532,23.2,1.2,60,15310,null,10.2,1.58,3.53,0.359,2518,0.45,16469,null,238.4,null,null,33.2,15037,null,75,null,"210051444",3.7,87.3,null,null,3.6,621,3.9,1.1,null,null,null,2014,null,null,77,17.4,12047,34,33
55,0.5,47222,null,27.3,"Craigieburn - North",37,2140,null,null,51226,5265,7.7,37,2262,20.8,5107,616,null,47570,null,0.25,null,null,51873,261.6,14147,14.6,1106,24.5,1.2,52,19255,null,10.6,1.62,3.55,0.371,2834,0.46,17148,null,273.1,null,null,32.3,26481,null,90,null,"210051442",6.1,87.2,null,null,4.5,1290,4.4,2.4,null,null,null,2014,null,null,64,19.5,14021,37,36
56,0.8,44626,null,29.2,"Craigieburn - South",38,953,null,null,46643,6909,6.6,38,1624,22.5,6852,773,null,44252,null,0.23,null,null,47298,319.6,10000,13.8,1486,23.6,2.1,77,14773,null,10.5,1.56,3.47,0.365,3732,0.45,13534,null,326.8,null,null,33.1,14349,null,110,null,"210051443",3.6,89.0,null,null,3.4,1734,3.8,1.6,null,null,null,2014,null,null,140,15.3,10599,40,36
57,1.0,50285,null,24.4,"Lysterfield",46,13560,null,null,58642,4239,5.8,45,3675,21.3,3884,500,null,46712,null,0.22,null,null,65968,227.8,14885,21.1,243,32.7,2.8,398,26158,null,11.1,1.91,4.6,0.464,3218,0.41,22287,null,279.6,null,null,23.9,54011,null,256,null,"211011255",43.6,78.0,null,null,14.8,286,7.3,13.8,null,null,null,2014,null,null,106,30.3,11981,46,42
58,0.7,47931,null,25.0,"Rowville - South",47,4913,null,null,56445,6605,6.3,44,1829,22.5,6060,755,null,48582,null,0.2,null,null,57383,342.1,11930,18.1,536,28.9,3.1,279,20586,null,19.6,1.8,4.37,0.43,4906,0.41,25941,null,379.0,null,null,27.4,13106,null,393,null,"211011258",24.1,81.0,null,null,11.4,630,6.2,5.2,null,null,null,2014,null,null,151,25.1,12230,46,42
59,1.6,43719,null,26.3,"Wantirna",47,5187,null,null,53245,8431,6.1,45,2275,26.0,7511,954,null,45814,null,0.17,null,null,52519,399.9,14498,17.4,744,28.5,6.8,473,21570,null,18.5,1.85,4.68,0.436,6453,0.4,19404,null,442.8,null,null,25.2,21387,null,597,null,"211011259",33.5,77.0,null,null,14.8,829,5.4,12.8,null,null,null,2014,null,null,315,22.5,10659,47,41
59,1.5,43356,null,25.3,"Wantirna South",48,5951,null,null,54524,10611,5.8,46,1932,27.1,9363,1161,null,44710,null,0.16,null,null,54449,510.5,13114,19.5,812,30.9,7.5,489,20145,null,24.9,1.91,5.12,0.462,8467,0.37,21484,null,577.8,null,null,24.4,20418,null,824,null,"211011260",50.4,76.4,null,null,15.7,958,6.4,16.8,null,null,null,2014,null,null,370,23.2,12404,48,42
60,1.4,46935,null,22.4,"Donvale - Park Orchards",50,19351,null,null,65313,9752,6.5,47,3196,26.6,7914,1331,null,45782,null,0.15,null,null,71817,516.9,17569,27.3,489,39.7,7.8,1376,24667,null,35.8,2.11,6.06,0.544,8172,0.35,26869,null,700.4,null,null,21.1,65093,null,1143,null,"211021261",158.1,65.9,null,null,25.3,604,11.9,74.4,null,null,null,2014,null,null,317,29.9,10984,48,43
58,1.1,45875,null,27.2,"Rowville - Central",46,5342,null,null,53029,9197,6.0,44,2088,22.8,8597,1038,null,45256,null,0.2,null,null,54602,455.9,13714,17.8,868,28.5,6.3,305,25059,null,19.8,1.77,4.11,0.424,6796,0.43,19121,null,502.2,null,null,27.1,21031,null,562,null,"211011256",36.3,81.5,null,null,11.0,1032,6.0,11.8,null,null,null,2014,null,null,251,23.0,12213,45,41
58,1.2,50959,null,22.7,"Warrandyte - Wonga Park",49,25783,null,null,63568,6600,7.5,47,3479,23.0,5506,1020,null,45577,null,0.17,null,null,77847,350.0,20616,28.0,285,39.9,5.0,1218,25410,null,27.0,2.08,5.52,0.541,5447,0.38,26440,null,513.8,null,null,20.8,60313,null,659,null,"211021262",140.4,66.9,null,null,23.4,361,12.5,39.7,null,null,null,2014,null,null,196,33.5,10419,48,44
59,1.4,44225,null,28.5,"Boronia",45,4173,null,null,48835,12252,6.9,42,1618,23.5,11335,1474,null,45034,null,0.19,null,null,49322,553.5,10694,16.2,1436,26.5,8.2,216,21461,null,28.4,1.65,3.91,0.401,8402,0.42,19249,null,604.3,null,null,30.3,22459,null,603,null,"211011446",35.1,81.0,null,null,10.1,1692,5.4,13.5,null,null,null,2014,null,null,383,17.7,13008,45,39
58,1.4,44810,null,27.8,"Ferntree Gully (North)",44,4175,null,null,49909,7698,6.8,42,1370,23.6,7112,942,null,46056,null,0.19,null,null,49880,355.0,12407,15.9,871,26.2,4.4,241,19463,null,18.0,1.67,4.01,0.401,5301,0.42,19139,null,384.0,null,null,29.9,11662,null,388,null,"211011447",22.1,80.8,null,null,10.5,1029,5.0,4.5,null,null,null,2014,null,null,226,18.7,12980,45,40
58,1.4,47801,null,25.3,"Croydon Hills - Warranwood",46,6786,null,null,56891,11011,6.1,45,2249,22.7,10129,1298,null,46895,null,0.2,null,null,59091,576.2,15198,18.3,841,29.4,8.2,355,23369,null,26.9,1.86,4.52,0.439,8419,0.41,20743,null,650.6,null,null,24.4,22425,null,776,null,"211031265",57.1,79.5,null,null,12.4,1014,5.8,17.4,null,null,null,2014,null,null,353,27.6,11387,46,42
58,1.3,45109,null,26.1,"Belgrave - Selby",48,10379,null,null,53076,5860,8.9,45,3063,24.7,5372,1010,null,44688,null,0.18,null,null,57724,285.1,12880,22.4,586,32.9,4.5,253,25008,null,18.6,1.83,4.56,0.47,4090,0.4,18462,null,338.3,null,null,25.2,31262,null,317,null,"211051274",42.5,77.1,null,null,12.1,718,10.2,9.9,null,null,null,2014,null,null,179,24.0,10552,47,42
59,0.9,45366,null,27.7,"Ferntree Gully (South) - Upper Ferntree Gully",45,3219,null,null,50871,8513,6.7,43,1972,23.0,7992,1020,null,45804,null,0.21,null,null,50991,406.6,10000,15.3,957,25.8,3.6,190,17046,null,20.4,1.72,3.97,0.395,5929,0.43,20015,null,434.1,null,null,28.9,17610,null,398,null,"211011448",19.1,82.7,null,null,9.1,1132,4.4,7.0,null,null,null,2014,null,null,213,20.4,13001,44,40
59,1.6,43980,null,26.7,"Ringwood",43,5255,null,null,50742,9203,6.2,41,1868,25.8,8498,1120,null,44524,null,0.17,null,null,51438,431.2,16850,16.9,1108,27.8,6.9,300,24018,null,18.9,1.8,4.62,0.426,6609,0.39,16916,null,473.4,null,null,26.3,23189,null,550,null,"211031266",34.7,79.1,null,null,12.6,1209,5.2,12.8,null,null,null,2014,null,null,288,21.3,9766,43,38
60,1.6,46571,null,24.0,"Ringwood East",45,6161,null,null,54746,11345,6.2,43,2409,25.2,10171,1367,null,47884,null,0.16,null,null,54787,556.8,17452,17.3,1053,28.2,9.2,368,24318,null,25.0,1.81,4.86,0.433,8376,0.37,18284,null,621.6,null,null,26.0,20555,null,805,null,"211031267",51.6,77.5,null,null,14.2,1203,5.5,16.5,null,null,null,2014,null,null,377,24.8,10240,45,40
