children_wh_valid_scores_count_2018, children_wh_valid_scores_count_2009, development_vulnerable_perc_2015, development_vulnerable_perc_2018, development_vulnerable_count_2015, development_vulnerable_count_2012, development_vulnerable_perc_2009, name, children_wh_valid_scores_count_2012, sa2_main16, children_wh_valid_scores_count_2015, code, development_vulnerable_perc_2012, development_vulnerable_count_2018, development_vulnerable_count_2009
129,95,9.022556,15.503876,12,9,9.473684,"Craigieburn - Central",112,"210051441",133,"21441",8.035714,20,9
420,0,7.826087,9.285714,18,2,null,"Craigieburn - West",52,"210051444",230,"21444",3.8461537,39,null
112,136,7.2580647,5.357143,9,9,9.558824,"Bayswater",127,"211011251",124,"21251",7.086614,6,13
184,135,5.319149,5.4347825,10,8,12.592592,"Knoxfield - Scoresby",153,"211011254",188,"21254",5.2287583,10,17
302,132,10.695188,7.94702,20,9,7.5757575,"Craigieburn - South",169,"210051443",187,"21443",5.3254437,24,10
51,94,2.5,13.725491,2,2,6.382979,"Lysterfield",76,"211011255",80,"21255",2.631579,7,6
92,118,5.5118113,5.4347825,7,4,7.6271186,"Rowville - North",109,"211011257",127,"21257",3.6697247,5,9
75,110,3.508772,9.333333,4,6,7.2727275,"Rowville - South",91,"211011258",114,"21258",6.5934067,7,8
158,124,1.8867924,9.49367,3,12,12.096774,"Wantirna",158,"211011259",159,"21259",7.594937,15,15
156,127,5.844156,3.8461537,9,12,4.7244096,"Wantirna South",160,"211011260",154,"21260",7.5,6,6
138,169,5.1282053,3.6231885,8,10,8.284023,"Rowville - Central",144,"211011256",156,"21256",6.9444447,5,14
227,204,8.298756,11.894273,20,12,12.254902,"Boronia",196,"211011446",241,"21446",6.122449,27,25
165,141,7.6923075,6.6666665,11,20,4.255319,"Ferntree Gully (North)",151,"211011447",143,"21447",13.245033,11,6
221,228,4.9079757,7.6923075,8,12,5.7017546,"Croydon Hills - Warranwood",203,"211031265",163,"21265",5.91133,17,13
212,135,6.878307,3.7735848,13,11,8.148149,"Ringwood",204,"211031266",189,"21266",5.392157,8,11
0,0,null,null,null,null,null,"Ferntree Gully (South) - Upper Ferntree Gully",0,"211011448",0,"21448",null,null,null
258,202,7.755102,5.0387597,19,11,4.9504952,"Ringwood East",229,"211031267",245,"21267",4.8034935,13,10
128,105,7.6923075,4.6875,9,5,3.8095238,"Ringwood North",115,"211031268",117,"21268",4.347826,6,4
58,40,6.8965516,10.344828,4,4,10.0,"The Basin",68,"211011449",58,"21449",5.882353,6,4
158,177,3.0769231,5.063291,4,5,8.474576,"Donvale - Park Orchards",153,"211021261",130,"21261",3.267974,8,15
93,142,2.9411764,8.602151,2,3,5.633803,"Warrandyte - Wonga Park",114,"211021262",68,"21262",2.631579,8,8
138,164,7.8125,14.492754,15,11,7.9268293,"Croydon - East",136,"211031450",192,"21450",8.088235,20,13
131,134,9.580838,5.3435116,16,6,7.4626865,"Croydon - West",117,"211031451",167,"21451",5.1282053,7,10
138,116,7.518797,9.42029,10,4,5.172414,"Bayswater North",146,"211031263",133,"21263",2.739726,13,6
138,120,4.6153846,1.4492754,6,3,4.1666665,"Vermont",144,"211041272",130,"21272",2.0833333,2,5
70,101,3.7037036,4.285714,4,4,3.960396,"Vermont South",107,"211041273",108,"21273",3.7383177,3,4
178,220,7.1823206,8.988764,13,10,6.818182,"Narre Warren - North East",182,"212021455",181,"21455",5.4945054,16,15
147,134,4.5454545,10.204082,6,8,8.208955,"Nunawading",120,"211041271",132,"21271",6.6666665,15,11
100,111,11.594203,6.0,16,6,9.009009,"Belgrave - Selby",134,"211051274",138,"21274",4.477612,6,10
132,106,9.345795,9.848485,10,6,5.6603775,"Chirnside Park",103,"211051275",107,"21275",5.8252425,13,6
162,96,12.5,11.111111,18,14,12.5,"Healesville - Yarra Glen",177,"211051276",144,"21276",7.9096045,18,12
98,119,6.930693,3.0612245,7,11,8.403361,"Kilsyth",91,"211051277",101,"21277",12.087913,3,10
208,243,7.9831934,7.2115383,19,10,6.995885,"Lilydale - Coldstream",227,"211051278",238,"21278",4.4052863,15,17
52,55,6.25,11.538462,4,3,12.727273,"Monbulk - Silvan",66,"211051279",64,"21279",4.5454545,6,7
92,81,7.7922077,10.869565,6,4,9.876543,"Montrose",64,"211051280",77,"21280",6.25,10,8
242,266,3.5335689,8.677686,10,12,5.6390977,"Mooroolbark",274,"211051281",283,"21281",4.379562,21,15
124,114,6.837607,12.096774,8,8,5.263158,"Mount Dandenong - Olinda",132,"211051282",117,"21282",6.060606,15,6
374,152,6.5068493,7.486631,19,20,7.236842,"Pakenham - North",232,"212011291",292,"21291",8.620689,28,11
128,137,2.7027028,7.03125,3,9,3.649635,"Mount Evelyn",133,"211051283",111,"21283",6.766917,9,5
164,161,4.7619047,8.536586,7,14,6.8322983,"Endeavour Hills - South",156,"212021454",147,"21454",8.974359,14,11
350,142,9.150327,8.285714,28,10,7.746479,"Lynbrook - Lyndhurst",253,"212031306",306,"21306",3.9525692,29,11
105,116,10.0,6.6666665,10,4,6.034483,"Pearcedale - Tooradin",112,"212031308",100,"21308",3.5714285,7,7
112,109,7.6923075,5.357143,9,10,11.926605,"Upwey - Tecoma",126,"211051284",117,"21284",7.9365077,6,13
92,107,3.5294118,8.695652,3,6,3.7383177,"Wandin - Seville",113,"211051285",85,"21285",5.3097343,8,4
186,168,9.142858,7.5268817,16,15,10.119047,"Yarra Valley",204,"211051286",175,"21286",7.352941,14,17
250,108,7.0422535,10.0,10,4,6.4814816,"Beaconsfield - Officer",118,"212011287",142,"21287",3.3898306,25,7
116,118,9.523809,6.034483,8,5,10.169492,"Bunyip - Garfield",97,"212011288",84,"21288",5.1546392,7,12
236,210,4.7413793,8.474576,11,15,8.095238,"Emerald - Cockatoo",253,"212011289",232,"21289",5.928854,20,17
101,64,7.7777777,6.930693,7,8,6.25,"Koo Wee Rup",90,"212011290",90,"21290",8.888889,7,4
536,248,6.2,5.4104476,31,20,6.451613,"Pakenham - South",399,"212011292",500,"21292",5.0125313,29,16
266,241,6.367041,4.511278,17,8,8.298756,"Berwick - North",286,"212021293",267,"21293",2.7972028,12,20
438,405,3.712297,7.305936,16,24,7.4074073,"Berwick - South",484,"212021294",431,"21294",4.958678,32,30
147,126,8.280254,11.564626,13,11,10.31746,"Doveton",144,"212021295",157,"21295",7.638889,17,13
139,104,5.9602647,8.633094,9,6,9.615385,"Hallam",130,"212021297",151,"21297",4.6153846,12,10
61,82,4.9382715,1.6393442,4,4,7.3170733,"Narre Warren North",81,"212021299",81,"21299",4.9382715,1,6
122,140,4.255319,3.2786884,6,10,3.5714285,"Endeavour Hills - North",145,"212021453",141,"21453",6.8965516,4,5
164,233,7.582938,5.487805,16,20,8.154507,"Narre Warren - South West",193,"212021456",211,"21456",10.362695,9,19
459,159,8.741259,7.1895423,25,15,8.176101,"Cranbourne North",249,"212031302",286,"21302",6.0240965,33,13
147,44,10.309278,13.605442,10,8,18.181818,"Cranbourne South",91,"212031303",97,"21303",8.791209,20,8
184,203,7.9069767,6.521739,17,11,11.82266,"Narre Warren South (East)",227,"212031457",215,"21457",4.845815,12,24
261,286,6.617647,9.578544,18,14,8.741259,"Narre Warren South (West)",313,"212031458",272,"21458",4.4728436,25,25
135,78,2.7027028,10.37037,3,7,7.6923075,"Clarinda - Oakleigh South",122,"212041309",111,"21309",5.7377048,14,6
146,120,9.459459,11.643836,14,9,11.666667,"Clayton South",112,"212041310",148,"21310",8.035714,17,14
414,229,11.13924,9.42029,44,18,13.973799,"Dandenong",353,"212041311",395,"21311",5.09915,39,32
256,240,9.349593,6.25,23,31,6.25,"Dandenong North",263,"212041312",246,"21312",11.787072,16,15
99,114,4.285714,3.030303,6,8,8.77193,"Dingley Village",118,"212041313",140,"21313",6.779661,3,10
117,120,8.823529,8.5470085,12,9,10.0,"Noble Park - East",116,"212041459",136,"21459",7.7586207,10,12
319,240,6.9204154,5.015674,20,18,6.25,"Keysborough",249,"212041314",289,"21314",7.2289157,16,15
82,60,12.345679,8.536586,10,5,11.666667,"Noble Park North",68,"212041316",81,"21316",7.352941,7,7
246,249,12.946428,9.756098,29,33,11.646586,"Springvale",189,"212041317",224,"21317",17.460318,24,29
175,141,7.4712644,9.142858,13,16,7.8014183,"Springvale South",129,"212041318",174,"21318",12.403101,16,11
218,209,8.585858,7.3394494,17,4,10.047847,"Noble Park - West",202,"212041460",198,"21460",1.980198,16,21
209,150,3.9215686,6.6985645,8,14,6.0,"Ashwood - Chadstone",197,"212051319",204,"21319",7.106599,14,9
143,147,5.970149,6.993007,8,3,6.802721,"Clayton",111,"212051320",134,"21320",2.7027028,10,10
275,198,1.8691589,3.2727273,4,2,3.5353534,"Glen Waverley - East",185,"212051321",214,"21321",1.081081,9,7
227,165,3.8461537,7.9295154,8,7,7.2727275,"Glen Waverley - West",151,"212051322",208,"21322",4.6357617,18,12
170,121,4.324324,5.2941175,8,5,2.479339,"Mount Waverley - North",113,"212051323",185,"21323",4.424779,9,3
224,182,7.772021,7.142857,15,6,5.4945054,"Mount Waverley - South",177,"212051324",193,"21324",3.3898306,16,10
237,164,7.2033896,5.485232,17,16,7.9268293,"Mulgrave",176,"212051325",236,"21325",9.090909,13,13
227,210,5.6277056,5.2863436,13,16,7.6190476,"Oakleigh - Huntingdale",240,"212051326",231,"21326",6.6666665,12,16
205,195,7.035176,6.8292685,14,5,5.1282053,"Wheelers Hill",132,"212051327",199,"21327",3.7878788,14,10
94,60,5.633803,9.574468,4,2,5.0,"Ardeer - Albion",62,"213011328",71,"21328",3.2258065,9,3
154,147,11.304348,4.5454545,13,11,5.442177,"Cairnlea",146,"213011329",115,"21329",7.5342464,7,8
166,132,8.403361,6.0240965,10,15,4.5454545,"Keilor Downs",132,"213011332",119,"21332",11.363636,10,6
463,228,9.018568,4.75162,34,16,12.719298,"Deer Park - Derrimut",386,"213011330",377,"21330",4.1450777,22,29
77,120,6.122449,11.688312,6,16,14.166667,"Delahey",108,"213011331",98,"21331",14.814815,9,17
182,89,6.395349,4.945055,11,7,5.6179776,"Kings Park (Vic.)",157,"213011333",172,"21333",4.4585986,9,5
267,234,10.434783,11.985019,24,21,7.6923075,"St Albans - North",228,"213011334",230,"21334",9.210526,32,18
144,105,8.695652,8.333333,12,14,11.428572,"Altona North",146,"213021343",138,"21343",9.589041,12,12
202,197,10.91954,7.920792,19,16,9.137055,"St Albans - South",193,"213011335",174,"21335",8.290155,16,18
151,110,10.687023,2.6490066,14,8,8.181818,"Sunshine North",103,"213011337",131,"21337",7.76699,4,9
118,147,7.76699,3.3898306,8,8,7.482993,"Sunshine",81,"213011336",103,"21336",9.876543,4,11
121,137,7.4074073,4.958678,10,8,9.489051,"Sydenham",125,"213011339",135,"21339",6.4,6,13
211,145,4.716981,7.109005,10,8,7.586207,"Sunshine West",192,"213011338",212,"21338",4.1666665,15,11
141,223,5.732484,9.929078,9,12,6.278027,"Taylors Lakes",191,"213011340",157,"21340",6.2827225,14,14
151,112,8.783784,2.6490066,13,2,10.714286,"Altona",116,"213021341",148,"21341",1.7241379,4,12
272,200,5.3639846,7.352941,14,15,7.0,"Newport",216,"213021344",261,"21344",6.9444447,20,14
106,62,4.9382715,7.5471697,4,1,1.6129032,"Seabrook",75,"213021345",81,"21345",1.3333334,8,1
193,180,3.4482758,8.8082905,5,9,6.111111,"Williamstown",174,"213021346",145,"21346",5.172414,17,11
145,83,2.2900763,3.4482758,3,6,8.433735,"West Footscray - Tottenham",113,"213031351",131,"21351",5.3097343,5,7
191,152,5.3398056,3.6649215,11,14,4.605263,"Braybrook",199,"213031347",206,"21347",7.035176,7,7
136,105,4.132231,8.823529,5,7,15.238095,"Footscray",91,"213031348",121,"21348",7.6923075,12,16
117,93,4.716981,8.5470085,5,3,7.5268817,"Maribyrnong",97,"213031349",106,"21349",3.0927835,10,7
135,71,5.0,4.4444447,7,4,11.267606,"Seddon - Kingsville",102,"213031350",140,"21350",3.9215686,6,8
210,168,8.597285,6.1904764,19,11,8.928572,"Yarraville",191,"213031352",221,"21352",5.7591624,13,15
284,232,8.181818,4.2253523,18,10,3.4482758,"Bacchus Marsh",250,"213041353",220,"21353",4.0,12,8
316,163,6.122449,8.544304,15,16,7.3619633,"Hillside",200,"213041355",245,"21355",8.0,27,12
295,253,4.4,10.169492,11,24,7.5098815,"Melton",240,"213041356",250,"21356",10.0,30,19
488,169,8.264462,8.606558,30,13,9.467456,"Melton South",215,"213041357",363,"21357",6.0465117,42,16
311,178,7.4733095,9.324759,21,15,11.797752,"Melton West",212,"213041358",281,"21358",7.075472,29,21
44,22,12.5,4.5454545,2,2,0.0,"Rockbank - Mount Cottrell",17,"213041359",16,"21359",11.764706,2,0
327,164,5.1679587,7.9510703,20,22,6.707317,"Taylors Hill",276,"213041360",387,"21360",7.9710145,26,11
83,41,8.474576,9.638555,5,2,7.3170733,"Burnside",64,"213041461",59,"21461",3.125,8,3
285,252,8.730159,3.8596492,22,16,11.904762,"Hoppers Crossing - South",236,"213051362",252,"21362",6.779661,11,30
166,51,2.3255813,3.0120482,3,7,9.803922,"Burnside Heights",99,"213041462",129,"21462",7.070707,5,5
329,352,6.705539,4.863222,23,10,3.409091,"Caroline Springs",304,"213041463",343,"21463",3.2894738,16,12
241,257,11.111111,7.0539417,26,14,7.3929963,"Hoppers Crossing - North",228,"213051361",234,"21361",6.140351,17,19
129,42,10.714286,17.054264,12,9,11.904762,"Laverton",68,"213051363",112,"21363",13.235294,22,5
867,257,9.210526,7.727797,63,45,8.949416,"Tarneit",482,"213051365",684,"21365",9.3361,67,23
638,87,5.958549,6.2695923,23,8,11.494253,"Truganina",200,"213051366",386,"21366",4.0,40,10
132,103,5.8252425,3.030303,6,4,15.53398,"Werribee - South",109,"213051368",103,"21368",3.6697247,4,16
475,220,4.5673075,9.684211,19,24,8.636364,"Wyndham Vale",336,"213051369",416,"21369",7.142857,46,19
291,106,9.59596,8.934708,19,11,9.433962,"Point Cook - East",122,"213051464",198,"21464",9.016394,26,10
450,304,7.6252723,5.5555553,35,21,8.552631,"Point Cook - North",352,"213051465",459,"21465",5.965909,25,26
293,256,6.614786,8.87372,17,20,7.03125,"Werribee - East",247,"213051467",257,"21467",8.097166,26,18
169,126,9.285714,11.242603,13,12,6.3492064,"Werribee - West",129,"213051468",140,"21468",9.302325,19,8
287,241,9.090909,8.36237,25,31,10.373444,"Carrum Downs",302,"214011370",275,"21370",10.2649,24,25
218,205,8.333333,8.256881,20,14,5.8536587,"Frankston",212,"214011371",240,"21371",6.6037736,18,12
225,215,14.644351,8.888889,35,40,15.348837,"Frankston North",229,"214011372",239,"21372",17.467249,20,33
236,159,7.109005,6.779661,15,15,8.176101,"Frankston South",202,"214011373",211,"21373",7.4257426,16,13
304,286,5.279503,8.881579,17,17,8.741259,"Langwarrin",330,"214011374",322,"21374",5.151515,27,25
194,151,6.547619,5.670103,11,15,9.933775,"Seaford (Vic.)",174,"214011375",168,"21375",8.620689,11,15
180,141,7.4468083,11.666667,14,12,8.510638,"Skye - Sandhurst",160,"214011376",188,"21376",7.5,21,12
118,83,14.049587,6.779661,17,5,7.2289157,"Dromana",83,"214021377",121,"21377",6.0240965,8,6
52,40,5.882353,1.9230769,3,3,0.0,"Flinders",60,"214021378",51,"21378",5.0,1,0
286,257,8.212561,7.6923075,17,25,9.727627,"Hastings - Somers",293,"214021379",207,"21379",8.532423,22,25
233,267,7.0945945,5.579399,21,21,9.363296,"Mornington",302,"214021380",296,"21380",6.9536424,13,25
282,225,5.223881,3.9007092,14,9,6.2222223,"Mount Eliza",206,"214021381",268,"21381",4.3689322,11,14
206,220,4.296875,4.854369,11,9,13.181818,"Mount Martha",233,"214021382",256,"21382",3.862661,10,29
169,155,5.7416267,10.650887,12,10,16.129032,"Point Nepean",198,"214021383",209,"21383",5.050505,18,25
209,196,7.582938,7.6555023,16,8,10.714286,"Rosebud - McCrae",197,"214021384",211,"21384",4.0609136,16,21
112,108,10.280374,14.285714,11,17,7.4074073,"Mooroopna",121,"216031415",107,"21415",14.049587,16,8
223,190,9.929078,10.313901,28,13,7.894737,"Shepparton - North",244,"216031416",282,"21416",5.327869,23,15
210,206,2.8735633,8.095238,5,13,7.2815533,"Somerville",191,"214021385",174,"21385",6.8062825,17,15
347,297,9.226191,11.815562,31,28,6.060606,"Shepparton - South",339,"216031417",336,"21417",8.259587,41,18
45,44,7.142857,4.4444447,3,7,4.5454545,"Shepparton Region - East",60,"216031418",42,"21418",11.666667,2,2
110,123,6.081081,2.7272727,9,7,4.0650406,"Shepparton Region - West",146,"216031419",148,"21419",4.7945204,3,5
85,97,12.35955,8.235294,11,10,8.247422,"Glenelg (Vic.)",88,"217011420",89,"21420",11.363636,7,8
98,131,6.722689,9.183674,8,4,7.633588,"Hamilton (Vic.)",105,"217011421",119,"21421",3.8095238,9,10
103,156,9.734513,13.592233,11,5,6.4102564,"Portland",132,"217011422",113,"21422",3.7878788,14,10
70,67,2.5316455,15.714286,2,2,8.955224,"Southern Grampians",68,"217011423",79,"21423",2.9411764,11,6
79,90,13.580247,12.658228,11,8,5.5555553,"Ararat",97,"215011386",81,"21386",8.247422,10,5
40,28,6.6666665,5.0,2,6,17.857143,"Ararat Region",32,"215011387",30,"21387",18.75,2,5
39,49,11.764706,10.256411,4,2,4.0816326,"Rochester",38,"216011409",34,"21409",5.263158,4,2
205,189,9.859155,11.219512,21,14,8.465609,"Horsham",222,"215011388",213,"21388",6.3063064,23,16
37,34,4.6511626,5.4054055,2,1,5.882353,"Horsham Region",34,"215011389",43,"21389",2.9411764,2,2
73,85,7.352941,9.589041,5,7,11.764706,"Nhill Region",62,"215011390",68,"21390",11.290322,7,10
93,88,7.4626865,4.3010755,5,6,15.909091,"Stawell",92,"215011392",67,"21392",6.521739,4,14
31,31,10.256411,25.806452,4,0,6.451613,"West Wimmera",19,"215011393",39,"21393",0.0,8,2
89,68,4.4444447,7.8651686,4,1,14.705882,"Irymple",84,"215021395",90,"21395",1.1904762,7,10
56,54,14.285714,1.7857143,8,4,7.4074073,"Merbein",62,"215021396",56,"21396",6.451613,1,4
203,168,7.7777777,9.359606,14,24,8.928572,"Mildura - South",220,"215021470",180,"21470",10.909091,19,15
52,62,11.47541,11.538462,7,10,9.67742,"Buloke",81,"215031400",61,"21400",12.345679,6,6
69,54,11.111111,7.246377,7,4,14.814815,"Gannawarra",80,"215031401",63,"21401",5.0,5,8
27,40,6.451613,7.4074073,2,2,12.5,"Kerang",32,"215031402",31,"21402",6.25,2,5
55,65,8.333333,1.8181819,6,1,12.307693,"Robinvale",55,"215031403",72,"21403",1.8181819,1,8
166,146,8.264462,9.638555,10,8,16.438356,"Swan Hill",130,"215031404",121,"21404",6.1538463,16,24
73,52,10.638298,8.219178,10,8,5.769231,"Swan Hill Region",92,"215031405",94,"21405",8.695652,6,3
189,208,7.26257,8.465609,13,10,4.8076925,"Echuca",191,"216011406",179,"21406",5.235602,16,10
46,43,6.0,15.217391,3,5,2.3255813,"Lockington - Gunbower",49,"216011408",50,"21408",10.204082,7,1
61,75,6.4102564,13.114754,5,5,5.3333335,"Cobram",72,"216021411",78,"21411",6.9444447,8,4
24,22,4.7619047,4.1666665,1,2,18.181818,"Moira",24,"216021412",21,"21412",8.333333,1,4
136,144,8.403361,5.147059,10,9,9.722222,"Numurkah",159,"216021413",119,"21413",5.6603775,7,14
93,61,6.3157897,13.978495,6,0,8.196721,"Yarrawonga",92,"216021414",95,"21414",0.0,13,5
45,30,8.823529,15.555555,3,4,6.6666665,"Camperdown",46,"217031471",34,"21471",8.695652,7,2
167,149,13.609468,13.173653,23,13,6.0402684,"Colac",169,"217031472",169,"21472",7.6923075,22,9
58,56,5.357143,8.620689,3,3,7.142857,"Colac Region",59,"217031473",56,"21473",5.084746,5,4
63,64,3.508772,14.285714,2,10,10.9375,"Corangamite - North",72,"217031474",57,"21474",13.888889,9,7
97,100,11.235955,9.278351,10,10,6.0,"Corangamite - South",95,"217031475",89,"21475",10.526316,9,6
28,36,20.0,10.714286,6,7,8.333333,"Otway",32,"217031476",30,"21476",21.875,3,3
74,87,2.020202,1.3513514,2,3,5.7471266,"Moyne - East",103,"217041477",99,"21477",2.9126213,1,5
109,119,13.385827,6.4220185,17,14,5.882353,"Moyne - West",143,"217041478",127,"21478",9.79021,7,7
209,260,7.6642337,6.6985645,21,21,8.846154,"Warrnambool - North",266,"217041479",274,"21479",7.894737,14,23
138,146,10.457517,2.8985507,16,6,13.013699,"Warrnambool - South",127,"217041480",153,"21480",4.7244096,4,19
