children_wh_valid_scores_count_2018, children_wh_valid_scores_count_2009, development_vulnerable_perc_2015, development_vulnerable_perc_2018, development_vulnerable_count_2015, development_vulnerable_count_2012, development_vulnerable_perc_2009, name, children_wh_valid_scores_count_2012, sa2_main16, children_wh_valid_scores_count_2015, code, development_vulnerable_perc_2012, development_vulnerable_count_2018, development_vulnerable_count_2009
75,75,10.958904,1.3333334,8,4,5.3333335,"Chelsea Heights",72,"208031187",73,"21187",5.5555553,1,4
195,192,7.623318,10.256411,17,16,11.979167,"Altona Meadows",184,"213021342",223,"21342",8.695652,20,23
90,115,22.093023,11.111111,19,14,3.4782608,"Castlemaine",110,"202021027",86,"21027",12.727273,10,4
63,76,6.849315,9.523809,5,6,10.526316,"Castlemaine Region",75,"202021028",73,"21028",8.0,6,8
53,22,10.869565,18.867924,5,3,9.090909,"Heathcote",35,"202021029",46,"21029",8.571428,10,2
107,91,5.172414,3.7383177,6,5,8.791209,"Kyneton",112,"202021030",116,"21030",4.464286,4,8
97,81,5.5555553,4.123711,5,7,7.4074073,"Woodend",105,"202021031",90,"21031",6.6666665,4,6
51,55,1.5384616,3.9215686,1,4,9.090909,"Bendigo Region - North",54,"202031032",65,"21032",7.4074073,2,5
63,78,16.923077,17.460318,11,4,11.538462,"Loddon",67,"202031033",65,"21033",5.970149,11,9
116,82,8.256881,4.3103447,9,3,2.4390244,"Bannockburn",82,"203011034",109,"21034",3.6585367,5,2
82,93,0.990099,8.536586,1,2,3.2258065,"Golden Plains - South",96,"203011035",101,"21035",2.0833333,7,3
53,80,13.333333,7.5471697,8,8,7.5,"Winchelsea",63,"203011036",60,"21036",12.698413,4,6
137,156,7.0422535,4.379562,10,12,8.333333,"Belmont",155,"203021037",142,"21037",7.7419353,6,13
289,316,8.881579,14.186852,27,34,11.392406,"Corio - Norlane",342,"203021038",304,"21038",9.941521,41,36
136,133,8.264462,7.352941,10,6,6.0150375,"Geelong",100,"203021039",121,"21039",6.0,10,8
243,215,6.382979,5.761317,15,6,3.7209303,"Geelong West - Hamlyn Heights",202,"203021040",235,"21040",2.970297,14,8
163,137,5.263158,3.0674846,10,4,5.839416,"Carnegie",164,"208021176",190,"21176",2.4390244,5,8
296,210,7.3170733,6.418919,18,18,4.7619047,"Grovedale",219,"203021041",246,"21041",8.219178,19,10
228,163,4.326923,3.9473684,9,9,7.97546,"Highton",206,"203021042",208,"21042",4.3689322,9,13
231,190,6.6945605,6.060606,16,16,10.0,"Lara",216,"203021043",239,"21043",7.4074073,14,19
172,117,3.8461537,8.139535,5,13,2.5641026,"Leopold",148,"203021044",130,"21044",8.783784,14,3
147,168,13.986014,12.92517,20,20,10.119047,"Newcomb - Moolap",156,"203021045",143,"21045",12.820513,19,17
124,130,4.4117646,5.645161,6,6,3.8461537,"Newtown (Vic.)",140,"203021046",136,"21046",4.285714,7,5
158,132,5.050505,6.329114,5,15,18.181818,"North Geelong - Bell Park",127,"203021047",99,"21047",11.811024,10,24
299,288,6.185567,4.347826,18,17,5.9027777,"Coburg",289,"206011108",291,"21108",5.882353,13,17
159,98,4.4117646,4.402516,6,6,3.0612245,"Clifton Springs",138,"203031048",136,"21048",4.347826,7,3
47,57,9.090909,8.510638,4,3,1.754386,"Lorne - Anglesea",58,"203031049",44,"21049",5.172414,4,1
357,202,5.8252425,5.602241,18,16,3.4653466,"Ocean Grove - Barwon Heads",249,"203031050",309,"21050",6.425703,20,7
62,51,7.8125,3.2258065,5,3,3.9215686,"Portarlington",63,"203031051",64,"21051",4.7619047,2,2
19,32,2.4390244,5.263158,1,0,0.0,"Point Lonsdale - Queenscliff",38,"203031052",41,"21052",0.0,1,0
321,204,6.875,4.0498443,22,6,2.4509804,"Torquay",270,"203031053",320,"21053",2.2222223,13,5
45,60,2.0833333,4.4444447,1,5,3.3333333,"Alexandra",66,"204011054",48,"21054",7.5757575,2,2
49,51,7.352941,2.0408163,5,2,5.882353,"Euroa",45,"204011055",68,"21055",4.4444447,1,3
64,47,6.6666665,7.8125,3,1,4.255319,"Beechworth",56,"204031068",45,"21068",1.7857143,5,2
84,74,4.5454545,10.714286,4,0,6.756757,"Bright - Mount Beauty",76,"204031069",88,"21069",0.0,9,5
31,36,6.6666665,6.451613,2,6,2.7777777,"Chiltern - Indigo Valley",33,"204031070",30,"21070",18.181818,2,1
45,50,9.756098,6.6666665,4,5,14.0,"Myrtleford",44,"204031071",41,"21071",11.363636,3,7
58,65,15.254237,12.068966,9,3,7.6923075,"Towong",57,"204031072",59,"21072",5.263158,7,5
220,81,5.91133,8.636364,12,16,12.345679,"West Wodonga",215,"204031073",203,"21073",7.4418607,19,10
367,353,7.97546,9.536785,26,25,11.898017,"Wodonga",265,"204031074",326,"21074",9.433962,35,42
63,74,6.521739,11.111111,3,2,2.7027028,"Yackandandah",72,"204031075",46,"21075",2.7777777,7,2
114,106,1.5503876,7.017544,2,4,6.6037736,"Brunswick West",99,"206011107",129,"21107",4.040404,8,7
103,96,2.9411764,3.883495,3,2,6.25,"Alphington - Fairfield",97,"206021110",102,"21110",2.0618556,4,6
135,121,4.9295774,6.6666665,7,7,4.132231,"Ormond - Glen Huntly",112,"208021182",142,"21182",6.25,9,5
270,224,5.782313,4.4444447,17,14,5.803571,"Northcote",285,"206021111",294,"21111",4.9122806,12,13
0,0,null,null,null,null,null,"West Melbourne",0,"206041127",null,"21127",null,null,null
183,177,6.2176166,6.557377,12,3,5.6497173,"Thornbury",183,"206021112",193,"21112",1.6393442,12,10
79,70,6.9444447,7.594937,5,10,7.142857,"South Melbourne",82,"206051132",72,"21132",12.195122,6,5
182,145,5.0,3.8461537,9,17,0.6896552,"Ascot Vale",162,"206031113",180,"21113",10.493827,7,1
290,258,5.4744525,2.7586207,15,9,7.751938,"Essendon - Aberfeldie",224,"206031114",274,"21114",4.017857,8,20
91,116,10.679611,10.989011,11,13,5.172414,"Flemington",103,"206031115",103,"21115",12.621359,10,6
165,157,3.4246576,1.2121212,5,6,3.821656,"Moonee Ponds",115,"206031116",146,"21116",5.2173915,2,6
74,54,15.277778,6.756757,11,3,7.4074073,"Carlton",56,"206041117",72,"21117",5.357143,5,4
133,52,6.1538463,7.518797,8,8,9.615385,"North Melbourne",96,"206041123",130,"21123",8.333333,10,5
33,21,0.0,0.0,0,3,4.7619047,"Parkville",24,"206041124",22,"21124",12.5,0,1
161,103,3.1746032,5.590062,4,4,5.8252425,"Albert Park",129,"206051128",126,"21128",3.1007752,9,6
136,102,1.9354838,8.088235,3,10,4.901961,"Elwood",160,"206051129",155,"21129",6.25,11,5
111,70,13.483146,8.1081085,12,5,11.428572,"St Kilda",76,"206051133",89,"21133",6.5789475,9,8
119,100,6.6666665,7.563025,8,9,9.0,"St Kilda East",110,"206051134",120,"21134",8.181818,9,9
116,59,11.688312,5.172414,9,4,10.169492,"South Yarra - East",67,"206061137",77,"21137",5.970149,6,6
63,75,2.9411764,6.3492064,2,1,4.0,"Toorak",62,"206061138",68,"21138",1.6129032,4,3
31,31,6.060606,12.903226,2,3,9.67742,"Abbotsford",31,"206071139",33,"21139",9.67742,4,3
53,63,5.5555553,5.6603775,3,5,4.7619047,"Carlton North - Princes Hill",72,"206071140",54,"21140",6.9444447,3,3
120,122,4.878049,7.5,6,4,7.377049,"Ashburton (Vic.)",113,"207011146",123,"21146",3.539823,9,9
156,123,4.861111,1.9230769,7,2,5.6910567,"Balwyn",150,"207011147",144,"21147",1.3333334,3,7
244,308,3.8461537,4.508197,9,5,5.844156,"Camberwell",231,"207011149",234,"21149",2.1645021,11,18
154,189,2.7777777,4.5454545,5,7,6.3492064,"Surrey Hills (West) - Canterbury",162,"207011155",180,"21155",4.3209877,7,12
70,132,12.903226,4.285714,12,4,5.3030305,"Bulleen",91,"207021156",93,"21156",4.3956046,3,7
210,149,6.060606,5.714286,10,5,6.7114096,"Doncaster",168,"207021157",165,"21157",2.9761906,12,10
151,179,3.3898306,7.94702,4,3,6.1452513,"Templestowe",168,"207021159",118,"21159",1.7857143,12,11
246,222,3.5714285,4.878049,8,12,4.5045047,"Balwyn North",213,"207011148",224,"21148",5.633803,12,10
183,238,4.3290043,7.103825,10,9,6.722689,"Kew",185,"207011153",231,"21153",4.864865,13,16
202,233,6.329114,3.960396,15,13,5.579399,"Glen Iris - East",229,"207011150",237,"21150",5.676856,8,13
132,163,7.1942444,4.5454545,10,4,3.0674846,"Hawthorn",155,"207011151",139,"21151",2.580645,6,5
157,128,3.7735848,6.3694267,6,5,4.6875,"Hawthorn East",158,"207011152",159,"21152",3.164557,10,6
56,85,3.7037036,7.142857,3,4,4.7058825,"Kew East",85,"207011154",81,"21154",4.7058825,4,4
114,142,5.970149,3.508772,8,5,4.2253523,"Templestowe Lower",112,"207021160",134,"21160",4.464286,4,6
174,172,6.875,3.4482758,11,15,8.139535,"Box Hill",198,"207031163",160,"21163",7.5757575,6,14
175,126,1.6666666,9.142858,2,9,6.3492064,"Doncaster East (North)",130,"207021424",120,"21424",6.923077,16,8
206,133,2.9850745,6.7961164,4,4,9.022556,"Doncaster East (South)",136,"207021425",134,"21425",2.9411764,14,12
238,219,4.347826,5.882353,10,9,3.652968,"Blackburn",228,"207031161",230,"21161",3.9473684,14,8
163,169,3.7037036,6.7484665,5,6,5.3254437,"Caulfield - North",164,"208021177",135,"21177",3.6585367,11,9
81,93,10.666667,3.7037036,8,3,6.451613,"Burwood",100,"207031165",75,"21165",3.0,3,6
208,197,5.5555553,5.2884617,11,7,4.0609136,"Box Hill North",206,"207031164",198,"21164",3.3980582,11,8
161,147,9.815951,4.968944,16,7,4.0816326,"Beaumaris",184,"208011168",163,"21168",3.8043478,8,6
162,161,5.4455447,8.024692,11,9,3.10559,"Caulfield - South",188,"208021178",202,"21178",4.787234,13,5
221,318,4.7826085,4.072398,11,9,5.6603775,"Brighton (Vic.)",241,"208011169",230,"21169",3.7344398,9,18
93,109,2.6785715,2.1505377,3,6,2.7522936,"Elsternwick",135,"208021179",112,"21179",4.4444447,2,3
160,194,2.6041667,2.5,5,6,4.123711,"Sandringham - Black Rock",237,"208011173",192,"21173",2.5316455,4,8
144,132,5.0,7.638889,6,7,6.818182,"Carrum - Patterson Lakes",150,"208031185",120,"21185",4.6666665,11,9
177,105,5.844156,3.9548023,9,3,6.6666665,"Chelsea - Bonbeach",133,"208031186",154,"21186",2.255639,7,7
253,217,4.5936394,4.743083,13,10,2.764977,"Cheltenham - Highett (East)",241,"208031188",283,"21188",4.149378,12,6
135,127,6.060606,1.4814814,8,6,5.5118113,"Mentone",126,"208031190",132,"21190",4.7619047,2,7
157,141,4.324324,10.191083,8,15,5.673759,"Edithvale - Aspendale",171,"208031189",185,"21189",8.77193,16,8
82,113,5.681818,2.4390244,5,7,4.424779,"Bundoora - East",124,"209011196",88,"21196",5.645161,2,5
241,231,2.9045644,5.394191,7,14,5.6277056,"Greensborough",228,"209011197",241,"21197",6.140351,13,13
104,90,6.6666665,6.730769,7,7,6.6666665,"Watsonia",105,"209011204",105,"21204",6.6666665,7,6
88,91,5.8139534,4.5454545,5,9,7.6923075,"Kingsbury",102,"209021205",86,"21205",8.823529,4,7
284,228,6.451613,5.633803,18,13,7.894737,"Reservoir - East",266,"209021207",279,"21207",4.887218,16,18
269,216,6.614786,6.6914496,17,15,8.796296,"Reservoir - West",257,"209021208",257,"21208",5.836576,18,19
95,50,9.722222,5.263158,7,3,8.0,"Coburg North",68,"210031236",72,"21236",4.4117646,5,4
220,132,11.518325,5.909091,22,3,5.3030305,"Fawkner",170,"210031237",191,"21237",1.7647059,13,7
151,187,7.142857,5.9602647,13,6,5.347594,"Malvern - Glen Iris",158,"208041194",182,"21194",3.7974684,9,10
186,150,10.691824,6.9892473,17,12,6.0,"Preston - West",156,"209021429",159,"21429",7.6923075,13,9
213,241,6.756757,5.633803,15,9,4.9792533,"Malvern East",225,"208041195",222,"21195",4.0,12,12
265,336,3.7288136,8.679245,11,6,5.0595236,"Eltham",303,"209031209",295,"21209",1.980198,23,17
54,48,4.255319,5.5555553,2,2,8.333333,"Hurstbridge",51,"209031210",47,"21210",3.9215686,3,4
45,44,5.5555553,6.6666665,3,7,6.818182,"Kinglake",53,"209031211",54,"21211",13.207547,3,3
36,57,1.9607843,2.7777777,1,4,7.017544,"Panton Hill - St Andrews",65,"209031212",51,"21212",6.1538463,1,4
106,120,8.695652,1.8867924,10,7,11.666667,"Plenty - Yarrambat",121,"209031213",115,"21213",5.785124,2,14
81,78,1.2820513,4.9382715,1,7,2.5641026,"Research - North Warrandyte",111,"209031214",78,"21214",6.3063064,4,2
196,147,9.392265,6.632653,17,13,2.0408163,"Heidelberg - Rosanna",149,"209011198",181,"21198",8.724833,13,3
42,52,5.263158,7.142857,2,7,9.615385,"Bundoora - West",59,"209041217",38,"21217",11.864407,3,5
239,250,11.284047,9.205021,29,15,12.0,"Lalor",195,"209041219",257,"21219",7.6923075,22,30
167,119,8.86076,8.383233,14,22,7.563025,"Heidelberg West",163,"209011199",158,"21199",13.496933,14,9
115,120,6.9565215,0.8695652,8,12,6.6666665,"Ivanhoe",136,"209011200",115,"21200",8.823529,1,8
86,99,11.392406,1.1627907,9,4,5.050505,"Ivanhoe East - Eaglemont",110,"209011201",79,"21201",3.6363637,1,5
197,173,5.7591624,3.5532994,11,11,6.936416,"Montmorency - Briar Hill",184,"209011202",191,"21202",5.978261,7,12
243,224,4.016064,4.526749,10,17,5.803571,"Viewbank - Yallambie",215,"209011203",249,"21203",7.9069767,11,13
196,177,5.4187193,8.163265,11,10,11.299435,"Preston - East",182,"209021428",203,"21428",5.4945054,16,20
162,189,5.3254437,4.3209877,9,9,6.878307,"Wattle Glen - Diamond Creek",166,"209031215",169,"21215",5.4216866,7,13
171,165,5.7291665,14.619883,11,15,4.242424,"Epping - East",203,"209041431",192,"21431",7.3891625,25,7
101,91,9.836065,8.910892,12,7,8.791209,"Epping - South",115,"209041432",122,"21432",6.0869565,9,8
60,63,6.779661,1.6666666,4,5,7.9365077,"Bundoora - North",76,"209041216",59,"21216",6.5789475,1,5
261,48,6.1611376,8.429119,13,10,6.25,"Epping - West",114,"209041433",211,"21433",8.77193,22,3
208,151,6.077348,3.3653846,11,9,5.298013,"South Morang (North)",218,"209041435",181,"21435",4.1284404,7,8
164,266,6.741573,5.487805,12,13,7.518797,"Mill Park - North",227,"209041220",178,"21220",5.7268724,9,20
124,157,4.347826,12.096774,5,12,6.3694267,"Mill Park - South",130,"209041221",115,"21221",9.230769,15,10
199,207,6.7961164,6.030151,14,18,8.212561,"Thomastown",210,"209041223",206,"21223",8.571428,12,17
284,195,4.814815,6.6901407,13,11,9.230769,"Wallan",204,"209041224",270,"21224",5.392157,19,18
81,50,4.237288,9.876543,5,9,2.0,"Whittlesea",93,"209041225",118,"21225",9.67742,8,1
456,63,4.032258,6.140351,15,12,9.523809,"Doreen",138,"209041430",372,"21430",8.695652,28,6
147,155,4.137931,8.163265,6,10,7.096774,"South Morang (South)",183,"209041436",145,"21436",5.464481,12,11
76,81,5.8139534,3.9473684,5,5,6.1728396,"Keilor",89,"210011228",86,"21228",5.6179776,3,5
283,208,8.095238,5.3003535,17,17,11.057693,"Keilor East",258,"210011229",210,"21229",6.589147,15,23
59,77,11.428572,6.779661,4,5,7.7922077,"Niddrie - Essendon West",81,"210011230",35,"21230",6.1728396,4,6
134,128,5.4545455,6.716418,6,5,8.59375,"Strathmore",120,"210011231",110,"21231",4.1666665,9,11
223,157,5.9459457,6.278027,11,8,5.0955415,"Gisborne",164,"210021232",185,"21232",4.878049,14,8
323,377,8.888889,12.383901,28,25,7.9575596,"Cranbourne",261,"212031300",315,"21300",9.578544,40,30
730,31,8.847185,6.712329,33,7,9.67742,"Cranbourne East",171,"212031301",373,"21301",4.0935674,49,3
32,49,1.754386,9.375,1,2,14.285714,"Macedon",51,"210021233",57,"21233",3.9215686,3,7
57,57,9.259259,5.263158,5,5,3.508772,"Riddells Creek",63,"210021234",54,"21234",7.9365077,3,2
122,93,3.4782608,1.6393442,4,13,5.376344,"Romsey",115,"210021235",115,"21235",11.304348,2,5
300,203,9.589041,10.666667,21,10,6.8965516,"Glenroy",226,"210031438",219,"21438",4.424779,32,14
112,111,4.7619047,8.035714,5,9,5.4054055,"Forest Hill",103,"211041269",105,"21269",8.7378645,9,6
205,201,5.1813474,5.365854,10,10,3.9800994,"Mitcham (Vic.)",196,"211041270",193,"21270",5.102041,11,8
256,164,5.7017546,6.640625,13,11,4.878049,"Pascoe Vale",189,"210031239",228,"21239",5.820106,17,8
27,38,0.0,3.7037036,0,4,5.263158,"Gowanbrae",58,"210031439",29,"21439",6.8965516,1,2
205,184,10.382514,10.731708,19,16,15.217391,"Broadmeadows",160,"210051242",183,"21242",10.0,22,28
239,204,7.66129,11.297071,19,25,11.764706,"Meadow Heights",251,"210051247",248,"21247",9.960159,27,24
228,199,6.3063064,17.105263,14,26,9.547739,"Campbellfield - Coolaroo",245,"210051243",222,"21243",10.612245,39,19
201,104,4.6783624,9.452736,8,6,5.769231,"Gladstone Park - Westmeadows",120,"210051245",171,"21245",5.0,19,6
166,168,5.3254437,9.036144,9,6,8.928572,"Greenvale - Bulla",169,"210051246",169,"21246",3.5502958,15,15
41,42,4.83871,17.073172,3,4,7.142857,"Croydon South",54,"211031452",62,"21452",7.4074073,7,3
338,284,10.588235,9.1715975,36,33,5.9859157,"Roxburgh Park - Somerton",365,"210051249",340,"21249",9.041096,31,17
