children_wh_valid_scores_count_2018, development_at_risk_count_2018, development_at_risk_perc_2018, development_at_risk_count_2015, development_at_risk_perc_2012, development_vulnerable_perc_2009, development_at_risk_perc_2015, development_on_track_perc_2009, development_at_risk_count_2012, development_on_track_count_2012, name, development_on_track_count_2009, development_vulnerable_count_2009, children_wh_valid_scores_count_2009, development_vulnerable_perc_2015, development_vulnerable_perc_2018, development_at_risk_count_2009, code, development_vulnerable_perc_2012, development_at_risk_perc_2009, development_on_track_count_2015, development_vulnerable_count_2015, development_vulnerable_count_2012, development_on_track_count_2018, children_wh_valid_scores_count_2012, sa2_main16, development_on_track_perc_2012, children_wh_valid_scores_count_2015, development_on_track_perc_2015, development_vulnerable_count_2018, development_on_track_perc_2018
225,42,18.666666,49,14.912281,18.60465,20.502092,62.7907,34,156,"Frankston North",135,40,215,10.878661,11.111111,40,"21372",16.666666,18.60465,164,26,38,158,228,"214011372",68.42105,239,68.61925,25,70.22222
235,20,8.510638,28,13.5,7.5471697,13.270143,79.245285,27,163,"Frankston South",126,12,159,10.42654,4.680851,21,"21373",5.0,13.207547,161,22,10,204,200,"214011373",81.5,211,76.303314,11,86.80851
298,41,13.758389,65,15.454545,7.6923075,20.440252,76.22378,51,252,"Langwarrin",218,22,286,10.377358,9.060403,46,"21374",8.181818,16.083916,220,33,27,230,330,"214011374",76.36364,318,69.18239,27,77.181206
194,22,11.340206,26,14.450867,10.596026,15.476191,70.19868,25,137,"Seaford (Vic.)",106,16,151,8.333333,7.731959,29,"21375",6.3583813,19.205297,128,14,11,157,173,"214011375",79.19075,168,76.190475,15,80.92783
180,27,15.0,37,16.25,8.510638,19.786097,71.6312,26,122,"Skye - Sandhurst",101,12,141,5.347594,10.0,28,"21376",7.5,19.858156,140,10,12,135,160,"214011376",76.25,187,74.86631,18,75.0
118,21,17.79661,18,14.457831,9.876543,14.876033,69.1358,12,65,"Dromana",56,8,81,9.090909,11.864407,17,"21377",7.2289157,20.987654,92,11,6,83,83,"214021377",78.313255,121,76.03306,14,70.33898
52,8,15.384615,8,8.196721,7.5,15.686275,85.0,5,53,"Flinders",34,3,40,9.803922,7.6923075,3,"21378",4.9180326,7.5,38,5,3,40,61,"214021378",86.88525,51,74.5098,4,76.92308
285,66,23.157894,27,13.651877,11.462451,13.043478,72.72727,40,231,"Hastings - Somers",184,29,253,16.425121,12.982456,40,"21379",7.5085325,15.810277,146,34,22,182,293,"214021379",78.83959,207,70.5314,37,63.85965
233,32,13.733906,49,11.589404,10.861423,16.554054,74.906364,35,248,"Mornington",200,29,267,7.4324327,9.871244,38,"21380",6.291391,14.23221,225,22,19,178,302,"214021380",82.1192,296,76.01351,23,76.39485
282,35,12.411347,34,6.7961164,4.910714,12.734082,86.16071,14,188,"Mount Eliza",193,11,224,4.8689137,2.1276596,20,"21381",1.9417475,8.928572,220,13,4,241,206,"214021381",91.26214,267,82.397,6,85.46099
205,24,11.707317,28,9.871244,5.909091,10.9375,85.0,23,200,"Mount Martha",187,13,220,1.953125,4.390244,20,"21382",4.2918453,9.090909,223,5,10,172,233,"214021382",85.83691,256,87.109375,9,83.902435
161,15,9.316771,33,12.121212,13.548388,15.789474,70.96774,24,158,"Point Nepean",110,21,155,9.090909,6.21118,24,"21383",8.080808,15.483871,157,19,16,136,198,"214021383",79.79798,209,75.11961,10,84.472046
207,30,14.492754,31,13.065327,10.204082,14.691943,73.97959,26,146,"Rosebud - McCrae",145,20,196,7.582938,8.212561,31,"21384",13.56784,15.816326,164,16,27,160,199,"214021384",73.36684,211,77.72512,17,77.294685
112,13,11.607142,23,25.210085,10.377358,21.495327,63.207546,30,66,"Mooroopna",67,11,106,14.018692,31.25,28,"21415",19.32773,26.415094,69,15,23,64,119,"216031415",55.462185,107,64.485985,35,57.142857
223,28,12.556054,44,14.859438,11.170213,15.602837,69.14893,37,197,"Shepparton - North",130,21,188,10.638298,14.349775,37,"21416",6.0240965,19.680851,208,30,15,163,249,"216031416",79.11646,282,73.758865,32,73.09417
209,41,19.617226,27,14.136126,9.708738,15.517241,76.21359,27,149,"Somerville",157,20,206,10.91954,7.6555023,29,"21385",7.853403,14.07767,128,19,15,152,191,"214021385",78.01047,174,73.56322,16,72.72727
347,50,14.409222,47,19.461079,8.163265,13.988095,78.23129,65,244,"Shepparton - South",230,24,294,16.666666,12.9683,40,"21417",7.48503,13.605442,233,56,25,252,334,"216031417",73.053894,336,69.34524,45,72.622475
45,4,8.888889,6,3.3333333,6.818182,14.285714,79.545456,2,55,"Shepparton Region - East",35,3,44,11.904762,11.111111,6,"21418",5.0,13.636364,31,5,3,36,60,"216031418",91.666664,42,73.809525,5,80.0
110,15,13.636364,14,8.219178,8.130081,9.523809,79.6748,12,127,"Shepparton Region - West",98,10,123,3.4013605,4.5454545,15,"21419",4.7945204,12.195122,128,5,7,90,146,"216031419",86.9863,147,87.07483,5,81.818184
85,15,17.647058,18,20.430107,2.0618556,20.22472,86.59794,19,70,"Glenelg (Vic.)",84,2,97,31.460674,9.411765,11,"21420",4.3010755,11.340206,43,28,4,62,93,"217011420",75.268814,89,48.314606,8,72.94118
98,16,16.32653,14,9.523809,9.160305,11.666667,77.862595,10,87,"Hamilton (Vic.)",102,12,131,7.5,12.244898,17,"21421",7.6190476,12.977099,97,9,8,70,105,"217011421",82.85714,120,80.833336,12,71.42857
103,15,14.563107,13,7.9365077,7.051282,11.504425,78.20513,10,106,"Portland",122,11,156,7.964602,24.271845,23,"21422",7.9365077,14.743589,91,9,10,63,126,"217011422",84.12698,113,80.530975,25,61.165047
70,15,21.428572,10,11.764706,5.970149,12.658228,83.58209,8,59,"Southern Grampians",56,4,67,2.5316455,10.0,7,"21423",1.4705882,10.447762,67,2,1,48,68,"217011423",86.76471,79,84.81013,7,68.57143
79,22,27.8481,10,13.402061,6.6666665,12.345679,80.0,13,81,"Ararat",72,6,90,7.4074073,20.253164,12,"21386",3.0927835,13.333333,65,6,3,41,97,"215011386",83.50516,81,80.24691,16,51.898735
40,3,7.5,5,9.375,10.714286,16.666666,75.0,3,25,"Ararat Region",21,3,28,3.3333333,12.5,4,"21387",12.5,14.285714,24,1,4,32,32,"215011387",78.125,30,80.0,5,80.0
39,4,10.256411,5,23.68421,6.122449,14.705882,85.71429,9,26,"Rochester",42,3,49,8.823529,5.1282053,4,"21409",7.894737,8.163265,26,3,3,33,38,"216011409",68.42105,34,76.47059,2,84.61539
205,37,18.04878,49,17.857143,10.05291,23.004694,74.07407,40,156,"Horsham",140,19,189,13.615024,14.146341,30,"21388",12.5,15.873015,135,29,28,139,224,"215011388",69.64286,213,63.380283,29,67.80488
37,5,13.513514,4,15.151515,0.0,9.523809,73.52941,5,26,"Horsham Region",25,0,34,7.142857,10.810811,9,"21389",6.060606,26.470589,35,3,2,28,33,"215011389",78.78788,42,83.333336,4,75.675674
73,7,9.589041,18,4.83871,5.882353,26.470589,76.47059,3,56,"Nhill Region",65,5,85,8.823529,13.69863,15,"21390",4.83871,17.647058,44,6,3,56,62,"215011390",90.32258,68,64.70588,10,76.712326
93,17,18.27957,16,16.27907,17.045454,23.880596,69.318184,14,69,"Stawell",61,15,88,14.925373,7.5268817,12,"21392",3.488372,13.636364,41,10,3,69,86,"215011392",80.23256,67,61.19403,7,74.19355
31,4,12.903226,10,14.285714,16.129032,25.641026,80.645164,3,18,"West Wimmera",25,5,31,10.256411,16.129032,1,"21393",0.0,3.2258065,25,4,0,22,21,"215011393",85.71429,39,64.10256,5,70.96774
89,14,15.730337,25,15.476191,7.352941,28.40909,76.47059,13,69,"Irymple",52,5,68,3.409091,7.8651686,11,"21395",2.3809524,16.17647,60,3,2,68,84,"215021395",82.14286,88,68.181816,7,76.404495
57,11,19.298246,7,12.903226,5.5555553,12.5,81.48148,8,49,"Merbein",44,3,54,7.142857,5.263158,7,"21396",8.064516,12.962963,45,4,5,43,62,"215021396",79.03226,56,80.35714,3,75.4386
203,41,20.197044,31,15.981735,11.976048,17.222221,74.251495,35,167,"Mildura - South",124,20,167,12.777778,11.33005,23,"21470",7.762557,13.772455,126,23,17,139,219,"215021470",76.25571,180,70.0,23,68.47291
52,11,21.153847,9,17.28395,8.064516,14.754098,69.354836,14,57,"Buloke",43,5,62,1.6393442,9.615385,14,"21400",12.345679,22.580645,51,1,10,36,81,"215031400",70.37037,61,83.60656,5,69.23077
69,9,13.043478,10,13.75,12.962963,15.873015,81.48148,11,66,"Gannawarra",44,7,54,6.3492064,2.8985507,3,"21401",3.75,5.5555553,49,4,3,58,80,"215031401",82.5,63,77.77778,2,84.05797
27,3,11.111111,10,12.5,15.0,32.258064,62.5,4,27,"Kerang",25,6,40,12.903226,3.7037036,9,"21402",3.125,22.5,17,4,1,23,32,"215031402",84.375,31,54.83871,1,85.18519
52,2,3.8461537,12,7.2727275,12.698413,16.666666,58.73016,4,41,"Robinvale",37,8,63,15.277778,3.8461537,18,"21403",18.181818,28.571428,49,11,10,48,55,"215031403",74.545456,72,68.05556,2,92.30769
166,41,24.698795,21,8.461538,4.7945204,17.355371,83.561646,11,112,"Swan Hill",122,7,146,11.570248,12.650602,17,"21404",5.3846154,11.643836,86,14,7,104,130,"215031404",86.15385,121,71.07438,21,62.650604
73,13,17.80822,21,18.681318,13.461538,22.340425,69.23077,17,72,"Swan Hill Region",36,7,52,12.765958,5.479452,9,"21405",2.1978023,17.307692,61,12,2,56,91,"215031405",79.12088,94,64.893616,4,76.712326
189,30,15.873015,20,13.089005,5.769231,11.299435,82.69231,25,145,"Echuca",172,12,208,11.864407,8.465609,24,"21406",10.994764,11.538462,136,21,21,143,191,"216011406",75.91623,177,76.83616,16,75.66138
46,6,13.043478,5,22.44898,4.6511626,10.0,79.06977,11,34,"Lockington - Gunbower",34,2,43,6.0,2.173913,7,"21408",8.163265,16.27907,42,3,4,39,49,"216011408",69.38776,50,84.0,1,84.78261
61,10,16.393442,14,18.055555,5.3333335,17.948717,70.666664,13,52,"Cobram",53,4,75,15.384615,3.2786884,18,"21411",9.722222,24.0,52,12,7,49,72,"216021411",72.22222,78,66.666664,2,80.327866
23,3,13.043478,1,12.5,5.0,4.7619047,85.0,3,20,"Moira",17,1,20,9.523809,4.347826,2,"21412",4.1666665,10.0,18,2,1,19,24,"216021412",83.333336,21,85.71429,1,82.608696
136,14,10.294118,26,12.578616,6.9444447,21.84874,77.083336,20,127,"Numurkah",111,10,144,8.403361,7.352941,23,"21413",7.5471697,15.972222,83,10,12,112,159,"216021413",79.874214,119,69.7479,10,82.35294
85,19,22.352942,15,13.043478,10.0,15.789474,76.666664,12,78,"Yarrawonga",46,6,60,5.263158,9.411765,8,"21414",2.173913,13.333333,75,5,2,58,92,"216021414",84.78261,95,78.947365,8,68.23529
45,10,22.222221,4,10.869565,10.0,11.764706,80.0,5,38,"Camperdown",24,3,30,11.764706,4.4444447,3,"21471",6.521739,10.0,26,4,3,33,46,"217031471",82.608696,34,76.47059,2,73.333336
167,26,15.568862,30,10.059172,8.053691,17.75148,78.52349,17,136,"Colac",117,12,149,15.384615,11.976048,20,"21472",9.467456,13.422819,113,26,16,121,169,"217031472",80.47337,169,66.86391,20,72.45509
58,15,25.862068,7,5.084746,8.928572,12.5,76.78571,3,53,"Colac Region",43,5,56,3.5714285,5.172414,8,"21473",5.084746,14.285714,47,2,3,40,59,"217031473",89.830505,56,83.92857,3,68.965515
63,14,22.222221,4,11.111111,10.9375,7.017544,70.3125,8,58,"Corangamite - North",45,7,64,8.77193,12.698413,12,"21474",8.333333,18.75,48,5,6,41,72,"217031474",80.55556,57,84.210526,8,65.07937
97,16,16.494844,13,14.736842,5.0,14.772727,81.0,14,73,"Corangamite - South",81,5,100,10.227273,9.278351,14,"21475",8.421053,14.0,66,9,8,72,95,"217031475",76.8421,88,75.0,9,74.22681
28,4,14.285714,10,18.75,0.0,33.333332,94.44444,6,20,"Otway",34,0,36,20.0,14.285714,2,"21476",18.75,5.5555553,14,6,6,20,32,"217031476",62.5,30,46.666668,4,71.42857
74,4,5.4054055,9,7.6923075,4.597701,9.090909,87.35632,8,96,"Moyne - East",76,4,87,5.050505,1.3513514,7,"21477",0.0,8.045977,85,5,0,69,104,"217041477",92.30769,99,85.85859,1,93.24324
109,15,13.761468,16,10.489511,12.605042,12.598425,72.268906,15,111,"Moyne - West",86,15,119,6.2992125,9.174312,18,"21478",11.888112,15.12605,103,8,17,84,143,"217041478",77.622375,127,81.10236,10,77.06422
209,13,6.2200956,39,13.653136,11.153846,14.233577,74.61539,37,218,"Warrnambool - North",194,29,260,5.109489,5.7416267,37,"21479",5.904059,14.230769,221,14,16,184,271,"217041479",80.4428,274,80.65694,12,88.03828
138,10,7.246377,18,12.403101,9.589041,11.764706,81.50685,16,107,"Warrnambool - South",119,14,146,5.882353,4.347826,13,"21480",4.6511626,8.90411,126,9,6,122,129,"217041480",82.94574,153,82.35294,6,88.4058
