children_wh_valid_scores_count_2018, children_wh_valid_scores_count_2009, development_vulnerable_perc_2015, development_vulnerable_perc_2018, development_vulnerable_count_2015, development_vulnerable_count_2012, development_vulnerable_perc_2009, name, children_wh_valid_scores_count_2012, sa2_main16, children_wh_valid_scores_count_2015, code, development_vulnerable_perc_2012, development_vulnerable_count_2018, development_vulnerable_count_2009
90,126,26.31579,23.333334,30,21,13.492064,"Benalla",131,"204021063",114,"21063",16.030535,21,17
29,16,13.513514,13.793103,5,4,18.75,"Benalla Region",37,"204021064",37,"21064",10.810811,4,3
100,74,2.9411764,6.0,2,10,5.4054055,"Burwood East",97,"207031166",68,"21166",10.309278,6,4
37,50,7.894737,16.216217,3,6,8.0,"Rutherglen",56,"204021065",38,"21065",10.714286,6,4
220,220,9.865471,6.818182,22,17,5.4545455,"Wangaratta",222,"204021066",223,"21066",7.6576576,15,12
104,115,10.091743,8.653846,11,4,4.347826,"Wangaratta Region",105,"204021067",109,"21067",3.8095238,9,5
185,134,9.895833,13.513514,19,20,14.179105,"Drouin",156,"205011076",192,"21076",12.820513,25,19
58,56,12.307693,37.931034,8,5,7.142857,"Mount Baw Baw Region",64,"205011077",65,"21077",7.8125,22,4
108,55,10.679611,12.037037,11,8,7.2727275,"Trafalgar (Vic.)",82,"205011078",103,"21078",9.756098,13,4
205,213,12.446352,18.536585,29,13,15.962441,"Warragul",182,"205011079",233,"21079",7.142857,38,34
164,175,8.421053,21.95122,16,35,14.857142,"Bairnsdale",181,"205021081",190,"21081",19.337017,36,26
0,0,null,null,null,null,null,"Lake King",0,"205021083",0,"21083",null,null,null
116,73,6.4220185,9.4827585,7,3,23.287672,"Lakes Entrance",84,"205021084",109,"21084",3.5714285,11,17
56,56,8.333333,25.0,6,14,16.071428,"Orbost",76,"205021085",72,"21085",18.421053,14,9
47,40,28.88889,8.510638,13,2,10.0,"Paynesville",28,"205021086",45,"21086",7.142857,4,4
133,118,14.141414,16.541353,14,10,17.79661,"Korumburra",110,"205031089",99,"21089",9.090909,22,21
136,139,7.746479,11.764706,11,7,6.47482,"Leongatha",65,"205031090",142,"21090",10.769231,16,9
242,218,8.050847,13.636364,19,19,12.385321,"Wonthaggi - Inverloch",186,"205031093",236,"21093",10.215054,33,27
157,132,16.883118,16.560509,26,12,8.333333,"Churchill",125,"205041094",154,"21094",9.6,26,11
196,231,10.204082,25.510204,15,32,16.017317,"Moe - Newborough",180,"205041095",147,"21095",17.777779,50,37
168,155,33.333332,40.47619,55,35,18.064516,"Morwell",167,"205041096",165,"21096",20.958084,68,28
324,279,6.3492064,10.802469,16,18,10.752688,"Traralgon",243,"205041097",252,"21097",7.4074073,35,30
63,62,17.307692,11.111111,9,10,8.064516,"Yallourn North - Glengarry",59,"205041098",52,"21098",16.949152,7,5
0,0,null,null,null,null,null,"Alps - West",0,"205051099",0,"21099",null,null,null
194,160,8.522727,12.371134,15,22,8.125,"Maffra",190,"205051101",176,"21101",11.578947,24,13
52,41,7.2727275,19.23077,4,5,7.3170733,"Rosedale",47,"205051102",55,"21102",10.638298,10,3
48,56,2.3809524,12.5,1,1,12.5,"Yarram",65,"205051104",42,"21104",1.5384616,6,7
184,116,7.9710145,5.4347825,11,8,10.344828,"Cheltenham - Highett (West)",139,"208011171",138,"21171",5.755396,10,12
207,224,4.2918453,5.3140097,10,12,13.839286,"Hampton",193,"208011172",233,"21172",6.2176166,11,31
162,141,5.670103,6.1728396,11,8,8.510638,"Brunswick",169,"206011105",194,"21105",4.733728,10,12
47,61,2.9411764,12.765958,2,2,18.032787,"Brunswick East",73,"206011106",68,"21106",2.739726,6,11
123,115,6.3636365,5.6910567,7,3,4.347826,"Pascoe Vale South",110,"206011109",110,"21109",2.7272727,7,5
61,8,4.1666665,13.114754,1,2,null,"Docklands",16,"206041118",24,"21118",12.5,8,null
70,64,12.0,7.142857,9,1,6.25,"Armadale",58,"206061135",75,"21135",1.7241379,5,4
159,163,6.467662,8.805032,13,21,15.95092,"Bentleigh East (North)",174,"208021426",201,"21426",12.068966,14,26
154,99,9.032258,16.883118,14,16,6.060606,"Alfredton",125,"201011001",155,"21001",12.8,26,6
93,90,7.751938,2.1505377,10,15,11.111111,"Fitzroy North",108,"206071143",129,"21143",13.888889,2,10
182,194,10.439561,14.285714,19,22,15.463918,"Richmond (Vic.)",162,"206071144",182,"21144",13.580247,26,30
96,61,8.695652,7.2916665,8,4,14.754098,"Yarra - North",94,"206071145",92,"21145",4.255319,7,9
116,197,6.034483,9.4827585,7,14,10.152285,"Ballarat",99,"201011002",116,"21002",14.141414,11,20
27,17,null,3.7037036,null,1,5.882353,"South Yarra - West",26,"206041125",null,"21125",3.8461537,1,1
188,115,4.2168674,6.9148936,7,15,5.2173915,"Bentleigh East (South)",117,"208021427",166,"21427",12.820513,13,6
282,179,8.527132,9.574468,22,23,7.26257,"Ballarat - North",290,"201011003",258,"21003",7.9310346,27,13
279,238,10.26616,5.017921,27,30,9.663865,"Bentleigh - McKinnon",237,"208021174",263,"21174",12.658228,14,23
281,185,14.760148,16.014235,40,36,14.594595,"Ballarat - South",281,"201011004",271,"21004",12.811388,45,27
107,75,4.7058825,8.411215,4,3,13.333333,"Buninyong",83,"201011005",85,"21005",3.6144578,9,10
103,59,17.204302,22.330097,16,10,15.254237,"Delacombe",99,"201011006",93,"21006",10.10101,23,9
128,140,5.357143,6.25,6,8,4.285714,"Aspendale Gardens - Waterways",126,"208031183",112,"21183",6.3492064,8,6
50,52,0.0,12.0,0,5,7.6923075,"Smythes Creek",53,"201011007",59,"21007",9.433962,6,4
85,82,23.376623,34.117645,18,32,19.512196,"Maryborough (Vic.)",96,"201031016",77,"21016",33.333332,29,16
43,30,28.846153,23.255814,15,9,20.0,"Maryborough Region",39,"201031017",52,"21017",23.076923,10,6
87,95,1.9607843,9.195402,2,5,2.1052632,"Murrumbeena",101,"208021181",102,"21181",4.9504952,8,2
170,222,16.32653,18.82353,24,25,19.81982,"Bendigo",190,"202011018",147,"21018",13.157895,32,44
379,350,19.46472,17.414248,80,63,14.0,"Hampton Park - Lynbrook",392,"212031305",411,"21305",16.071428,66,49
194,99,11.678832,22.680412,16,20,12.121212,"California Gully - Eaglehawk",128,"202011019",137,"21019",15.625,44,12
46,15,5.714286,13.043478,2,1,null,"Southbank",22,"206041126",35,"21126",4.5454545,6,null
151,81,10.062893,8.609271,16,13,9.876543,"East Bendigo - Kennington",124,"202011020",159,"21020",10.483871,13,8
75,75,10.958904,2.6666667,8,6,12.0,"Chelsea Heights",72,"208031187",73,"21187",8.333333,2,9
195,192,15.246636,9.743589,34,27,13.020833,"Altona Meadows",185,"213021342",223,"21342",14.594595,19,25
90,114,10.465117,22.222221,9,11,5.263158,"Castlemaine",110,"202021027",86,"21027",10.0,20,6
63,76,15.068493,19.047619,11,11,10.526316,"Castlemaine Region",75,"202021028",73,"21028",14.666667,12,8
53,22,32.608696,39.622643,15,11,22.727272,"Heathcote",35,"202021029",46,"21029",31.428572,21,5
107,91,3.4482758,10.280374,4,5,5.4945054,"Kyneton",112,"202021030",116,"21030",4.464286,11,5
97,81,5.5555553,6.185567,5,8,6.1728396,"Woodend",105,"202021031",90,"21031",7.6190476,6,5
51,55,1.5384616,5.882353,1,3,1.8181819,"Bendigo Region - North",54,"202031032",65,"21032",5.5555553,3,1
63,78,20.0,23.809525,13,9,8.974359,"Loddon",67,"202031033",65,"21033",13.432836,15,7
117,82,6.4220185,7.6923075,7,3,2.4390244,"Bannockburn",82,"203011034",109,"21034",3.6585367,9,2
82,93,6.930693,6.097561,7,8,10.752688,"Golden Plains - South",96,"203011035",101,"21035",8.333333,5,10
53,80,11.666667,5.6603775,7,13,6.25,"Winchelsea",63,"203011036",60,"21036",20.63492,3,5
137,156,11.267606,6.569343,16,13,12.179487,"Belmont",155,"203021037",142,"21037",8.387096,9,19
289,316,21.710526,18.685122,66,60,16.455696,"Corio - Norlane",342,"203021038",304,"21038",17.54386,54,52
136,133,13.223141,16.17647,16,12,10.526316,"Geelong",100,"203021039",121,"21039",12.0,22,14
243,215,7.2340426,6.995885,17,12,6.976744,"Geelong West - Hamlyn Heights",202,"203021040",235,"21040",5.940594,17,15
163,137,6.8421054,4.2944784,13,15,2.919708,"Carnegie",164,"208021176",190,"21176",9.146341,7,4
296,210,13.00813,11.148648,32,22,7.6190476,"Grovedale",219,"203021041",246,"21041",10.045662,33,16
228,163,5.769231,9.649123,12,13,4.2944784,"Highton",206,"203021042",208,"21042",6.3106794,22,7
231,190,7.949791,8.658009,19,17,7.894737,"Lara",216,"203021043",239,"21043",7.8703704,20,15
172,117,10.852714,12.209302,14,10,7.6923075,"Leopold",148,"203021044",129,"21044",6.756757,21,9
146,168,24.475525,28.767124,35,42,17.857143,"Newcomb - Moolap",156,"203021045",143,"21045",26.923077,42,30
124,130,5.882353,8.064516,8,3,7.6923075,"Newtown (Vic.)",140,"203021046",136,"21046",2.142857,10,10
158,132,12.121212,10.126582,12,16,11.363636,"North Geelong - Bell Park",127,"203021047",99,"21047",12.598425,16,15
299,288,5.1546392,9.0301,15,27,7.986111,"Coburg",289,"206011108",291,"21108",9.342561,27,23
159,98,8.088235,11.949685,11,13,2.0408163,"Clifton Springs",138,"203031048",136,"21048",9.42029,19,2
47,57,15.909091,10.638298,7,11,15.789474,"Lorne - Anglesea",58,"203031049",44,"21049",18.965517,5,9
357,202,5.1779933,10.644258,16,24,8.415842,"Ocean Grove - Barwon Heads",249,"203031050",309,"21050",9.638555,38,17
62,51,7.8125,14.516129,5,15,5.882353,"Portarlington",63,"203031051",64,"21051",23.809525,9,3
19,32,17.073172,15.789474,7,2,3.125,"Point Lonsdale - Queenscliff",38,"203031052",41,"21052",5.263158,3,1
321,204,6.25,5.6074767,20,23,4.4117646,"Torquay",270,"203031053",320,"21053",8.518518,18,9
45,60,10.416667,13.333333,5,7,3.3333333,"Alexandra",66,"204011054",48,"21054",10.606061,6,2
49,51,13.235294,12.244898,9,2,0.0,"Euroa",45,"204011055",68,"21055",4.4444447,6,0
64,47,11.111111,32.8125,5,6,17.021276,"Beechworth",56,"204031068",45,"21068",10.714286,21,8
84,74,9.090909,14.285714,8,10,6.756757,"Bright - Mount Beauty",76,"204031069",88,"21069",13.157895,12,5
31,36,3.3333333,3.2258065,1,7,2.7777777,"Chiltern - Indigo Valley",33,"204031070",30,"21070",21.212122,1,1
45,50,7.3170733,11.111111,3,2,8.0,"Myrtleford",44,"204031071",41,"21071",4.5454545,5,4
58,65,11.864407,6.8965516,7,3,7.6923075,"Towong",57,"204031072",59,"21072",5.263158,4,5
220,81,11.82266,14.090909,24,19,16.049383,"West Wodonga",215,"204031073",203,"21073",8.83721,31,13
367,353,8.895705,15.531335,29,47,18.696884,"Wodonga",265,"204031074",326,"21074",17.73585,57,66
63,74,6.521739,6.3492064,3,9,4.0540543,"Yackandandah",72,"204031075",46,"21075",12.5,4,3
114,106,7.751938,9.649123,10,10,8.490566,"Brunswick West",99,"206011107",129,"21107",10.10101,11,9
103,96,12.745098,4.854369,13,6,8.333333,"Alphington - Fairfield",97,"206021110",102,"21110",6.185567,5,8
135,121,9.154929,4.4444447,13,6,14.876033,"Ormond - Glen Huntly",112,"208021182",142,"21182",5.357143,6,18
270,224,6.122449,7.037037,18,23,7.589286,"Northcote",286,"206021111",294,"21111",8.041958,19,17
0,0,null,null,null,null,null,"West Melbourne",0,"206041127",null,"21127",null,null,null
183,177,6.735751,8.74317,13,4,7.3446326,"Thornbury",183,"206021112",193,"21112",2.1857924,16,13
79,70,11.111111,15.189874,8,10,10.0,"South Melbourne",82,"206051132",72,"21132",12.195122,12,7
182,145,6.6666665,6.5934067,12,21,5.5172415,"Ascot Vale",166,"206031113",180,"21113",12.650602,12,8
290,258,4.379562,6.551724,12,16,6.589147,"Essendon - Aberfeldie",224,"206031114",274,"21114",7.142857,19,17
92,116,15.53398,13.043478,16,16,13.793103,"Flemington",103,"206031115",103,"21115",15.53398,12,16
165,157,8.219178,3.030303,12,12,5.0955415,"Moonee Ponds",115,"206031116",146,"21116",10.434783,5,8
74,54,22.222221,10.810811,16,4,37.037037,"Carlton",56,"206041117",72,"21117",7.142857,8,20
133,52,13.846154,9.022556,18,24,21.153847,"North Melbourne",96,"206041123",130,"21123",25.0,12,11
33,21,4.5454545,12.121212,1,5,14.285714,"Parkville",24,"206041124",22,"21124",20.833334,4,3
161,103,7.9365077,4.347826,10,5,8.7378645,"Albert Park",129,"206051128",126,"21128",3.875969,7,9
136,102,8.387096,2.9411764,13,8,6.8627453,"Elwood",160,"206051129",155,"21129",5.0,4,7
111,70,12.35955,9.009009,11,5,4.285714,"St Kilda",76,"206051133",89,"21133",6.5789475,10,3
119,100,5.8333335,7.563025,7,10,12.0,"St Kilda East",110,"206051134",120,"21134",9.090909,9,12
116,59,15.584415,11.206897,12,2,10.169492,"South Yarra - East",67,"206061137",77,"21137",2.9850745,13,6
63,75,5.882353,9.523809,4,1,5.3333335,"Toorak",62,"206061138",68,"21138",1.6129032,6,4
31,31,6.060606,25.806452,2,3,3.2258065,"Abbotsford",31,"206071139",33,"21139",9.67742,8,1
53,63,7.4074073,3.7735848,4,12,15.873015,"Carlton North - Princes Hill",72,"206071140",54,"21140",16.666666,2,10
120,122,7.3170733,6.6666665,9,4,2.4590163,"Ashburton (Vic.)",113,"207011146",123,"21146",3.539823,8,3
156,123,9.027778,13.461538,13,9,5.6910567,"Balwyn",150,"207011147",144,"21147",6.0,21,7
244,308,4.700855,6.967213,11,16,3.5714285,"Camberwell",231,"207011149",234,"21149",6.926407,17,11
154,189,7.7777777,1.2987013,14,10,5.820106,"Surrey Hills (West) - Canterbury",162,"207011155",180,"21155",6.1728396,2,11
70,132,9.67742,10.0,9,6,6.060606,"Bulleen",91,"207021156",93,"21156",6.5934067,7,8
210,149,12.727273,10.952381,21,14,8.053691,"Doncaster",168,"207021157",165,"21157",8.333333,23,12
150,179,5.084746,9.333333,6,14,9.497207,"Templestowe",168,"207021159",118,"21159",8.333333,14,17
245,222,7.589286,8.979591,17,9,6.756757,"Balwyn North",213,"207011148",224,"21148",4.2253523,22,15
183,238,7.3593073,13.114754,17,5,6.302521,"Kew",185,"207011153",231,"21153",2.7027028,24,15
202,233,2.9535866,3.4653466,7,4,4.72103,"Glen Iris - East",229,"207011150",237,"21150",1.7467248,7,11
132,163,3.5971222,5.3030305,5,6,9.815951,"Hawthorn",155,"207011151",139,"21151",3.8709676,7,16
157,128,8.86076,8.917197,14,14,16.40625,"Hawthorn East",158,"207011152",158,"21152",8.86076,14,21
56,85,6.1728396,5.357143,5,3,4.7058825,"Kew East",85,"207011154",81,"21154",3.5294118,3,4
114,142,4.477612,3.508772,6,13,6.338028,"Templestowe Lower",112,"207021160",134,"21160",11.607142,4,9
174,172,5.625,9.770115,9,20,6.976744,"Box Hill",198,"207031163",160,"21163",10.10101,17,12
175,126,5.8333335,7.428571,7,11,11.904762,"Doncaster East (North)",130,"207021424",120,"21424",8.461538,13,15
206,133,6.716418,7.2815533,9,10,12.781955,"Doncaster East (South)",136,"207021425",134,"21425",7.352941,15,17
238,219,8.26087,10.084034,19,23,7.762557,"Blackburn",228,"207031161",230,"21161",10.087719,24,17
163,169,3.7037036,6.134969,5,11,11.834319,"Caulfield - North",164,"208021177",135,"21177",6.707317,10,20
81,93,10.666667,6.1728396,8,10,8.602151,"Burwood",100,"207031165",75,"21165",10.0,5,8
208,197,8.585858,4.8076925,17,9,6.5989847,"Box Hill North",206,"207031164",198,"21164",4.3689322,10,13
161,147,10.429448,7.4534163,17,13,5.442177,"Beaumaris",184,"208011168",163,"21168",7.0652175,12,8
161,161,7.4257426,6.21118,15,13,10.559006,"Caulfield - South",188,"208021178",202,"21178",6.9148936,10,17
221,318,3.9130435,4.524887,9,23,4.402516,"Brighton (Vic.)",241,"208011169",230,"21169",9.543569,10,14
93,109,1.7857143,6.451613,2,12,6.4220185,"Elsternwick",135,"208021179",112,"21179",8.888889,6,7
160,194,3.125,3.75,6,9,3.6082475,"Sandringham - Black Rock",237,"208011173",192,"21173",3.7974684,6,7
144,132,11.764706,9.027778,14,17,11.363636,"Carrum - Patterson Lakes",150,"208031185",119,"21185",11.333333,13,15
177,105,7.7922077,10.169492,12,10,7.6190476,"Chelsea - Bonbeach",133,"208031186",154,"21186",7.518797,18,8
253,217,8.833922,7.5098815,25,21,2.764977,"Cheltenham - Highett (East)",241,"208031188",283,"21188",8.713693,19,6
135,127,6.818182,5.185185,9,10,11.811024,"Mentone",126,"208031190",132,"21190",7.9365077,7,15
157,141,3.7837837,3.1847134,7,19,4.255319,"Edithvale - Aspendale",171,"208031189",185,"21189",11.111111,5,6
82,114,11.363636,17.073172,10,22,4.385965,"Bundoora - East",124,"209011196",88,"21196",17.741936,14,5
241,231,6.639004,8.298756,16,20,5.194805,"Greensborough",228,"209011197",241,"21197",8.77193,20,12
104,90,10.476191,8.653846,11,7,4.4444447,"Watsonia",105,"209011204",105,"21204",6.6666665,9,4
88,91,13.953488,7.9545455,12,11,7.6923075,"Kingsbury",102,"209021205",86,"21205",10.784314,7,7
284,229,7.5268817,11.619719,21,30,9.606987,"Reservoir - East",266,"209021207",279,"21207",11.278195,33,22
269,216,9.727627,7.434944,25,29,14.814815,"Reservoir - West",257,"209021208",257,"21208",11.284047,20,32
95,50,15.277778,9.473684,11,3,12.0,"Coburg North",68,"210031236",72,"21236",4.4117646,9,6
220,132,24.60733,14.545455,47,13,10.606061,"Fawkner",170,"210031237",191,"21237",7.647059,32,14
151,187,6.0439563,5.298013,11,11,3.2085562,"Malvern - Glen Iris",158,"208041194",182,"21194",6.962025,8,6
186,150,7.5471697,6.451613,12,12,4.6666665,"Preston - West",156,"209021429",159,"21429",7.6923075,12,7
213,241,4.5045047,9.859155,10,15,4.5643153,"Malvern East",225,"208041195",222,"21195",6.6666665,21,11
265,336,5.084746,7.1698112,15,13,4.1666665,"Eltham",303,"209031209",295,"21209",4.290429,19,14
54,48,2.1276596,9.259259,1,4,0.0,"Hurstbridge",51,"209031210",47,"21210",7.8431373,5,0
45,44,3.7037036,15.555555,2,17,15.909091,"Kinglake",53,"209031211",54,"21211",32.07547,7,7
36,57,1.9607843,11.111111,1,2,7.017544,"Panton Hill - St Andrews",65,"209031212",51,"21212",3.0769231,4,4
106,120,9.565217,5.6603775,11,5,10.0,"Plenty - Yarrambat",121,"209031213",115,"21213",4.132231,6,12
81,78,6.4102564,2.4691358,5,3,3.8461537,"Research - North Warrandyte",111,"209031214",78,"21214",2.7027028,2,3
196,147,9.392265,5.102041,17,12,3.4013605,"Heidelberg - Rosanna",149,"209011198",181,"21198",8.053691,10,5
42,52,7.894737,11.904762,3,8,5.769231,"Bundoora - West",59,"209041217",38,"21217",13.559322,5,3
239,250,15.175097,10.041841,39,31,22.4,"Lalor",195,"209041219",257,"21219",15.897436,24,56
167,119,12.658228,11.377246,20,37,13.445378,"Heidelberg West",163,"209011199",158,"21199",22.699387,19,16
115,120,5.2173915,2.6086957,6,5,4.1666665,"Ivanhoe",136,"209011200",115,"21200",3.6764705,3,5
86,99,12.658228,2.3255813,10,3,4.040404,"Ivanhoe East - Eaglemont",110,"209011201",79,"21201",2.7272727,2,4
197,173,6.8421054,7.614213,13,17,5.780347,"Montmorency - Briar Hill",184,"209011202",190,"21202",9.23913,15,10
243,224,5.2208834,4.526749,13,11,5.357143,"Viewbank - Yallambie",215,"209011203",249,"21203",5.116279,11,12
196,176,7.8817735,11.22449,16,16,13.636364,"Preston - East",182,"209021428",203,"21428",8.791209,22,24
162,189,7.1005917,2.4691358,12,5,7.4074073,"Wattle Glen - Diamond Creek",166,"209031215",169,"21215",3.0120482,4,14
171,165,9.895833,20.467836,19,26,9.69697,"Epping - East",203,"209041431",192,"21431",12.807881,35,16
101,91,12.295082,13.861386,15,12,6.5934067,"Epping - South",115,"209041432",122,"21432",10.434783,14,6
60,63,5.084746,16.666666,3,5,11.111111,"Bundoora - North",76,"209041216",59,"21216",6.5789475,10,7
261,48,5.21327,12.260536,11,14,12.5,"Epping - West",114,"209041433",211,"21433",12.280702,32,6
208,150,6.629834,7.6923075,12,13,6.6666665,"South Morang (North)",218,"209041435",181,"21435",5.9633026,16,10
164,266,4.494382,9.146341,8,18,8.646617,"Mill Park - North",228,"209041220",178,"21220",7.894737,15,23
124,157,11.304348,15.32258,13,20,5.732484,"Mill Park - South",130,"209041221",115,"21221",15.384615,19,9
199,207,11.165049,12.060302,23,27,15.942029,"Thomastown",210,"209041223",206,"21223",12.857142,24,33
284,195,4.4444447,10.915493,12,21,14.871795,"Wallan",204,"209041224",270,"21224",10.294118,31,29
81,50,14.406779,13.580247,17,5,12.0,"Whittlesea",93,"209041225",118,"21225",5.376344,11,6
456,63,6.9892473,7.236842,26,9,12.698413,"Doreen",138,"209041430",372,"21430",6.521739,33,8
147,155,3.4482758,12.244898,5,7,7.096774,"South Morang (South)",183,"209041436",145,"21436",3.8251367,18,11
76,81,15.116279,5.263158,13,7,6.1728396,"Keilor",89,"210011228",86,"21228",7.8651686,4,5
283,208,14.285714,7.0671377,30,26,6.730769,"Keilor East",258,"210011229",210,"21229",10.077519,20,14
59,77,8.571428,5.084746,3,3,5.194805,"Niddrie - Essendon West",81,"210011230",35,"21230",3.7037036,3,4
134,128,4.5454545,5.970149,5,4,2.34375,"Strathmore",120,"210011231",110,"21231",3.3333333,8,3
223,157,7.5675673,11.659193,14,8,3.1847134,"Gisborne",164,"210021232",185,"21232",4.878049,26,5
323,377,14.285714,13.931889,45,47,15.119364,"Cranbourne",261,"212031300",315,"21300",18.007664,45,57
729,31,9.651475,12.208505,36,13,9.67742,"Cranbourne East",171,"212031301",373,"21301",7.6023393,89,3
32,49,0.0,0.0,0,2,10.204082,"Macedon",51,"210021233",57,"21233",3.9215686,0,5
57,57,7.4074073,7.017544,4,4,1.754386,"Riddells Creek",63,"210021234",54,"21234",6.3492064,4,1
122,93,6.0869565,6.557377,7,11,11.827957,"Romsey",115,"210021235",115,"21235",9.565217,8,11
300,203,14.746544,15.666667,32,35,15.270936,"Glenroy",226,"210031438",217,"21438",15.486726,47,31
112,111,9.523809,5.357143,10,17,9.90991,"Forest Hill",103,"211041269",105,"21269",16.504854,6,11
205,201,8.333333,5.365854,16,8,4.477612,"Mitcham (Vic.)",196,"211041270",192,"21270",4.0816326,11,9
256,164,10.526316,6.25,24,15,10.365853,"Pascoe Vale",189,"210031239",228,"21239",7.9365077,16,17
27,38,13.793103,11.111111,4,3,5.263158,"Gowanbrae",58,"210031439",29,"21439",5.172414,3,2
205,184,17.48634,22.926828,32,39,22.282608,"Broadmeadows",160,"210051242",183,"21242",24.375,47,41
239,204,16.59919,23.849373,41,59,18.62745,"Meadow Heights",251,"210051247",247,"21247",23.505976,57,38
228,199,17.117117,27.631578,38,69,22.110552,"Campbellfield - Coolaroo",245,"210051243",222,"21243",28.163265,63,44
201,104,7.6023393,10.447762,13,10,9.615385,"Gladstone Park - Westmeadows",120,"210051245",171,"21245",8.333333,21,10
166,168,11.242603,12.048193,19,19,13.095238,"Greenvale - Bulla",169,"210051246",169,"21246",11.242603,20,22
41,42,8.196721,12.195122,5,1,2.3809524,"Croydon South",54,"211031452",61,"21452",1.8518518,5,1
337,285,15.294118,23.145401,52,43,12.982456,"Roxburgh Park - Somerton",365,"210051249",340,"21249",11.780822,78,37
129,95,13.533834,14.728683,18,18,11.578947,"Craigieburn - Central",112,"210051441",133,"21441",16.071428,19,11
420,0,16.956522,15.714286,39,7,null,"Craigieburn - West",52,"210051444",230,"21444",13.461538,66,null
111,136,17.741936,13.513514,22,11,12.5,"Bayswater",127,"211011251",124,"21251",8.661417,15,17
