children_wh_valid_scores_count_2018, development_at_risk_count_2018, development_at_risk_perc_2018, development_at_risk_count_2015, development_at_risk_perc_2012, development_vulnerable_perc_2009, development_at_risk_perc_2015, development_on_track_perc_2009, development_at_risk_count_2012, development_on_track_count_2012, name, development_on_track_count_2009, development_vulnerable_count_2009, children_wh_valid_scores_count_2009, development_vulnerable_perc_2015, development_vulnerable_perc_2018, development_at_risk_count_2009, code, development_vulnerable_perc_2012, development_at_risk_perc_2009, development_on_track_count_2015, development_vulnerable_count_2015, development_vulnerable_count_2012, development_on_track_count_2018, children_wh_valid_scores_count_2012, sa2_main16, development_on_track_perc_2012, children_wh_valid_scores_count_2015, development_on_track_perc_2015, development_vulnerable_count_2018, development_on_track_perc_2018
104,14,13.461538,19,5.714286,5.2173915,17.431192,79.13043,6,96,"Wangaratta Region",91,6,115,3.6697247,3.8461537,18,"21067",2.857143,15.652174,86,4,3,86,105,"204021067",91.42857,109,78.899086,4,82.69231
185,23,12.432432,36,9.090909,10.447762,18.75,71.64179,14,132,"Drouin",96,14,134,6.25,5.9459457,24,"21076",5.194805,17.910448,144,12,8,151,154,"205011076",85.71429,192,75.0,11,81.62162
58,12,20.689655,15,9.375,3.5714285,23.076923,78.57143,6,54,"Mount Baw Baw Region",44,2,56,9.230769,15.517241,10,"21077",6.25,17.857143,44,6,4,37,64,"205011077",84.375,65,67.69231,9,63.793102
108,12,11.111111,27,12.048193,12.727273,26.213593,47.272728,10,65,"Trafalgar (Vic.)",26,7,55,4.854369,0.0,22,"21078",9.638555,40.0,71,5,8,96,83,"205011078",78.313255,103,68.93204,0,88.888885
205,30,14.634147,40,11.538462,5.633803,17.167381,77.93427,21,152,"Warragul",166,12,213,6.0085835,8.780488,35,"21079",4.945055,16.431925,179,14,9,157,182,"205011079",83.51649,233,76.824036,18,76.585365
164,28,17.073172,31,18.232044,9.142858,16.31579,74.85714,33,128,"Bairnsdale",131,16,175,12.631579,6.707317,28,"21081",11.049724,16.0,135,24,20,125,181,"205021081",70.71823,190,71.052635,11,76.21951
0,null,null,null,null,null,null,null,null,null,"Lake King",null,null,0,null,null,null,"21083",null,null,null,null,null,null,0,"205021083",null,0,null,null,null
116,25,21.551723,14,16.666666,21.917809,12.844037,53.424656,14,62,"Lakes Entrance",39,16,73,3.6697247,6.8965516,18,"21084",9.523809,24.657534,91,4,8,83,84,"205021084",73.809525,109,83.48624,8,71.55173
56,3,5.357143,12,14.473684,15.789474,16.666666,63.157894,11,60,"Orbost",36,9,57,12.5,14.285714,12,"21085",6.5789475,21.052631,51,9,5,45,76,"205021085",78.947365,72,70.833336,8,80.35714
47,6,12.765958,10,17.857143,7.5,22.222221,85.0,5,19,"Paynesville",34,3,40,6.6666665,6.382979,3,"21086",14.285714,7.5,32,3,4,38,28,"205021086",67.85714,45,71.111115,3,80.85107
133,19,14.285714,17,13.636364,7.6271186,17.171717,78.81356,15,90,"Korumburra",93,9,118,12.121212,8.270677,16,"21089",4.5454545,13.559322,70,12,5,103,110,"205031089",81.818184,99,70.70707,11,77.44361
136,15,11.029411,13,12.307693,4.316547,9.154929,80.57554,8,54,"Leongatha",112,6,139,4.2253523,8.088235,21,"21090",4.6153846,15.107914,123,6,3,110,65,"205031090",83.07692,142,86.61972,11,80.882355
242,30,12.396694,28,20.855616,10.185185,11.814346,69.90741,39,118,"Wonthaggi - Inverloch",151,22,216,5.907173,8.677686,43,"21093",16.04278,19.907408,195,14,30,191,187,"205031093",63.101604,237,82.27848,21,78.92562
157,19,12.101911,26,11.111111,9.090909,16.883118,73.48485,14,100,"Churchill",97,12,132,10.38961,10.191083,23,"21094",9.523809,17.424242,112,16,12,122,126,"205041094",79.36508,154,72.72727,16,77.70701
196,30,15.306123,18,18.88889,15.151515,12.244898,69.69697,34,129,"Moe - Newborough",161,35,231,16.32653,13.265306,35,"21095",9.444445,15.151515,105,24,17,140,180,"205041095",71.666664,147,71.42857,26,71.42857
168,19,11.309524,33,19.161676,15.483871,20.0,63.225807,32,97,"Morwell",98,24,155,25.454546,33.333332,33,"21096",22.754492,21.290323,90,42,38,93,167,"205041096",58.08383,165,54.545456,56,55.357143
324,56,17.28395,47,21.721312,6.8100357,18.650793,72.401436,53,176,"Traralgon",202,19,279,1.1904762,6.4814816,58,"21097",6.147541,20.78853,202,3,15,247,244,"205041097",72.13115,252,80.15873,21,76.234566
63,11,17.460318,5,27.868853,12.903226,9.615385,46.774193,17,42,"Yallourn North - Glengarry",29,8,62,7.6923075,1.5873016,25,"21098",3.2786884,40.322582,43,4,2,51,61,"205041098",68.85246,52,82.69231,1,80.95238
0,null,null,null,null,null,null,null,null,null,"Alps - West",null,null,0,null,null,null,"21099",null,null,null,null,null,null,0,"205051099",null,0,null,null,null
194,25,12.886598,10,20.942408,8.695652,5.681818,69.565216,40,139,"Maffra",112,14,161,5.681818,6.7010307,35,"21101",6.2827225,21.73913,156,10,12,156,191,"205051101",72.77487,176,88.63636,13,80.41237
52,16,30.76923,5,10.416667,12.195122,9.090909,63.414635,5,36,"Rosedale",26,5,41,9.090909,9.615385,10,"21102",14.583333,24.390244,45,5,7,31,48,"205051102",75.0,55,81.818184,5,59.615383
48,9,18.75,2,10.769231,5.357143,4.7619047,82.14286,7,56,"Yarram",46,3,56,0.0,8.333333,7,"21104",3.0769231,12.5,40,0,2,35,65,"205051104",86.15385,42,95.2381,4,72.916664
184,14,7.6086955,17,10.791367,4.3103447,12.318841,82.75862,15,117,"Cheltenham - Highett (West)",96,5,116,2.173913,2.7173913,15,"21171",5.035971,12.931034,118,3,7,165,139,"208011171",84.17266,138,85.50725,5,89.67391
207,24,11.594203,23,12.953368,3.5714285,9.871244,88.39286,25,160,"Hampton",198,8,224,1.7167382,3.8647344,18,"21172",4.1450777,8.035714,206,4,8,175,193,"208011172",82.90156,233,88.41202,8,84.54106
162,18,11.111111,14,8.284023,5.673759,7.216495,87.23404,14,151,"Brunswick",123,8,141,1.5463917,1.8518518,10,"21105",2.366864,7.0921984,177,3,4,141,169,"206011105",89.34911,194,91.237114,3,87.03704
47,1,2.1276596,6,15.068493,4.9180326,8.823529,88.52459,11,57,"Brunswick East",54,3,61,0.0,0.0,4,"21106",6.849315,6.557377,62,0,5,46,73,"206011106",78.08219,68,91.17647,0,97.87234
123,16,13.00813,14,8.181818,3.4782608,12.727273,83.478264,9,97,"Pascoe Vale South",96,4,115,0.90909094,2.4390244,15,"21109",3.6363637,13.043478,95,1,4,104,110,"206011109",88.181816,110,86.36364,3,84.55285
61,8,13.114754,5,25.0,null,20.833334,null,4,10,"Docklands",null,null,8,8.333333,11.47541,null,"21118",12.5,null,17,2,2,46,16,"206041118",62.5,24,70.833336,7,75.409836
154,23,14.935065,25,24.0,0.0,16.129032,90.90909,30,88,"Alfredton",90,0,99,4.516129,6.4935064,9,"21001",5.6,9.090909,123,7,7,121,125,"201011001",70.4,155,79.354836,10,78.57143
116,7,6.034483,10,13.131313,5.5837564,8.5470085,86.80203,13,83,"Ballarat",171,11,197,7.6923075,4.3103447,15,"21002",3.030303,7.614213,98,9,3,104,99,"201011002",83.83839,117,83.76068,5,89.655174
27,3,11.111111,null,7.6923075,17.647058,null,64.70588,2,23,"South Yarra - West",11,3,17,null,3.7037036,3,"21125",3.8461537,17.647058,null,null,1,23,26,"206041125",88.46154,null,null,1,85.18519
188,40,21.276596,18,10.256411,5.2173915,10.843373,86.08696,12,99,"Bentleigh East (South)",99,6,115,5.4216866,3.1914895,10,"21427",5.1282053,8.695652,139,9,6,142,117,"208021427",84.61539,166,83.73494,6,75.53191
282,26,9.219858,31,12.413794,5.586592,11.969112,79.88827,36,244,"Ballarat - North",143,10,179,6.177606,3.9007092,26,"21003",3.4482758,14.52514,212,16,10,245,290,"201011003",84.13793,259,81.85328,11,86.87943
279,20,7.168459,26,13.080169,3.7815125,9.885932,86.97479,31,198,"Bentleigh - McKinnon",207,9,238,2.2813687,3.5842295,22,"21174",3.3755274,9.243697,231,6,8,249,237,"208021174",83.544304,263,87.8327,10,89.247314
281,38,13.523131,31,16.370108,7.027027,11.397058,76.75676,46,215,"Ballarat - South",142,13,185,7.720588,6.7615657,30,"21004",7.117438,16.216217,220,21,20,224,281,"201011004",76.51246,272,80.882355,19,79.7153
107,16,14.953271,5,6.0240965,2.7027028,5.882353,82.432434,5,75,"Buninyong",61,2,74,3.5294118,6.542056,11,"21005",3.6144578,14.864865,77,3,3,84,83,"201011005",90.36144,85,90.588234,7,78.50467
103,12,11.650485,9,16.0,6.779661,9.67742,64.40678,16,76,"Delacombe",38,4,59,6.451613,7.76699,17,"21006",8.0,28.813559,78,6,8,83,100,"201011006",76.0,93,83.870964,8,80.58253
128,13,10.15625,12,6.3492064,5.0,10.714286,87.85714,8,109,"Aspendale Gardens - Waterways",123,7,140,7.142857,3.90625,10,"21183",7.142857,7.142857,92,8,9,110,126,"208031183",86.507935,112,82.14286,5,85.9375
50,6,12.0,5,12.962963,5.769231,8.474576,82.69231,7,45,"Smythes Creek",43,3,52,3.3898306,4.0,6,"21007",3.7037036,11.538462,52,2,2,42,54,"201011007",83.333336,59,88.13559,2,84.0
85,17,20.0,16,11.458333,13.414634,20.77922,70.731705,11,74,"Maryborough (Vic.)",58,11,82,14.285714,14.117647,13,"21016",11.458333,15.853659,50,11,11,56,96,"201031016",77.083336,77,64.93507,12,65.882355
43,6,13.953488,3,16.27907,10.0,5.769231,80.0,7,33,"Maryborough Region",24,3,30,5.769231,11.627907,3,"21017",6.976744,10.0,46,3,3,32,43,"201031017",76.74419,52,88.46154,5,74.4186
87,4,4.597701,7,8.910892,2.1052632,6.8627453,90.52631,9,86,"Murrumbeena",86,2,95,0.0,1.1494253,7,"21181",5.940594,7.368421,95,0,6,82,101,"208021181",85.14851,102,93.13725,1,94.25288
170,20,11.764706,23,19.473684,14.864865,15.646258,65.315315,37,122,"Bendigo",145,33,222,10.884354,12.941176,44,"21018",16.31579,19.81982,108,16,31,128,190,"202011018",64.210526,147,73.46939,22,75.29412
159,19,11.949685,18,10.91954,3.6809816,9.0,87.730064,19,148,"Bentleigh East (North)",143,6,163,5.5,8.805032,14,"21426",4.0229883,8.588957,171,11,7,126,174,"208021426",85.05747,200,85.5,14,79.245285
194,45,23.195877,18,14.84375,14.141414,13.138686,73.73737,19,100,"California Gully - Eaglehawk",73,14,99,5.839416,17.525774,12,"21019",7.03125,12.121212,111,8,9,115,128,"202011019",78.125,137,81.0219,34,59.27835
46,10,21.73913,3,18.181818,null,8.571428,null,4,16,"Southbank",null,null,15,14.285714,8.695652,null,"21126",9.090909,null,27,5,2,32,22,"206041126",72.72727,35,77.14286,4,69.565216
151,16,10.596026,17,15.32258,13.580247,10.691824,76.54321,19,89,"East Bendigo - Kennington",62,11,81,4.402516,4.6357617,8,"21020",12.903226,9.876543,135,7,16,128,124,"202011020",71.77419,159,84.90566,7,84.76821
75,5,6.6666665,7,9.722222,6.6666665,9.589041,90.666664,7,57,"Chelsea Heights",68,5,75,6.849315,1.3333334,2,"21187",11.111111,2.6666667,61,5,8,69,72,"208031187",79.166664,73,83.561646,1,92.0
241,21,8.713693,15,7.894737,1.7316017,6.2240663,92.207794,18,200,"Greensborough",213,4,231,2.4896266,2.4896266,14,"21197",4.385965,6.060606,220,6,10,214,228,"209011197",87.7193,241,91.28631,6,88.796684
90,26,28.88889,15,22.727272,4.347826,17.44186,84.347824,25,73,"Castlemaine",97,5,115,8.139535,13.333333,13,"21027",10.909091,11.304348,64,7,12,52,110,"202021027",66.36364,86,74.4186,12,57.77778
63,10,15.873015,10,18.666666,9.210526,13.69863,76.31579,14,57,"Castlemaine Region",58,7,76,10.958904,1.5873016,11,"21028",5.3333335,14.473684,55,8,4,52,75,"202021028",76.0,73,75.34247,1,82.53968
53,13,24.528301,7,20.0,9.090909,15.217391,77.27273,7,25,"Heathcote",17,2,22,10.869565,13.207547,3,"21029",8.571428,13.636364,34,5,3,33,35,"202021029",71.42857,46,73.91304,7,62.264153
107,8,7.4766355,4,9.821428,6.5934067,3.4482758,78.02198,11,97,"Kyneton",71,6,91,0.86206895,3.7383177,14,"21030",3.5714285,15.384615,111,1,4,95,112,"202021030",86.60714,116,95.68965,4,88.78505
97,9,9.278351,3,26.666666,7.4074073,3.3333333,77.77778,28,67,"Woodend",63,6,81,1.1111112,1.0309278,12,"21031",9.523809,14.814815,86,1,10,87,105,"202021031",63.809525,90,95.55556,1,89.69072
51,5,9.803922,6,14.814815,3.6363637,9.230769,81.818184,8,44,"Bendigo Region - North",45,2,55,1.5384616,3.9215686,8,"21032",3.7037036,14.545455,58,1,2,44,54,"202031032",81.48148,65,89.23077,2,86.27451
63,10,15.873015,10,16.41791,12.820513,15.384615,69.23077,11,53,"Loddon",54,10,78,9.230769,14.285714,14,"21033",4.477612,17.948717,49,6,3,44,67,"202031033",79.10448,65,75.38461,9,69.84127
117,8,6.837607,13,10.97561,6.097561,11.926605,84.14634,9,68,"Bannockburn",69,5,82,1.8348624,5.1282053,8,"21034",6.097561,9.756098,94,2,5,103,82,"203011034",82.92683,109,86.23853,6,88.03419
82,22,26.829268,15,11.458333,7.5268817,14.851485,78.49462,11,81,"Golden Plains - South",73,7,93,2.970297,6.097561,13,"21035",4.1666665,13.978495,83,3,4,55,96,"203011035",84.375,101,82.178215,5,67.07317
53,4,7.5471697,11,12.698413,5.0,18.333334,83.75,8,51,"Winchelsea",67,4,80,13.333333,3.7735848,9,"21036",6.3492064,11.25,41,8,4,47,63,"203011036",80.95238,60,68.333336,2,88.679245
137,11,8.029197,14,11.612904,7.051282,9.859155,80.76923,18,133,"Belmont",126,11,156,2.8169014,2.189781,19,"21037",2.580645,12.179487,124,4,4,123,155,"203021037",85.80645,142,87.323944,3,89.78102
289,61,21.107267,52,20.175438,17.405064,17.105263,63.607594,69,218,"Corio - Norlane",201,55,316,14.473684,18.3391,60,"21038",16.081871,18.98734,208,44,55,175,342,"203021038",63.74269,304,68.42105,53,60.553635
136,12,8.823529,11,15.0,5.263158,9.090909,76.69173,15,78,"Geelong",102,7,133,3.3057852,5.147059,24,"21039",7.0,18.045113,106,4,7,117,100,"203021039",78.0,121,87.6033,7,86.02941
243,45,18.518518,26,9.405941,7.9069767,11.063829,76.74419,19,170,"Geelong West - Hamlyn Heights",165,17,215,3.8297873,8.230453,33,"21040",6.4356437,15.348837,200,9,13,178,202,"203021040",84.15842,235,85.106384,20,73.25103
186,23,12.365591,20,9.210526,9.395973,12.578616,78.52349,14,133,"Preston - West",117,14,149,10.691824,7.5268817,18,"21429",3.2894738,12.080537,122,17,5,149,152,"209021429",87.5,159,76.72956,14,80.10753
163,29,17.79141,29,9.756098,5.109489,15.263158,82.48175,16,144,"Carnegie",113,7,137,4.736842,6.7484665,17,"21176",2.4390244,12.408759,152,9,4,123,164,"208021176",87.80488,190,80.0,11,75.46012
124,16,12.903226,29,12.142858,3.8461537,21.32353,76.15385,17,120,"Newtown (Vic.)",99,5,130,5.147059,4.83871,26,"21046",2.142857,20.0,100,7,3,102,140,"203021046",85.71429,136,73.52941,6,82.258064
158,40,25.316456,15,20.63492,13.636364,15.151515,65.15151,26,81,"North Geelong - Bell Park",86,18,132,6.060606,6.329114,28,"21047",15.079365,21.212122,78,6,19,108,126,"203021047",64.28571,99,78.78788,10,68.35443
730,116,15.890411,49,18.128654,12.903226,13.136729,64.51613,31,127,"Cranbourne East",20,4,31,10.455764,7.9452057,7,"21301",7.6023393,22.580645,285,39,13,556,171,"212031301",74.269005,373,76.40751,58,76.16438
296,37,12.5,32,6.849315,3.8095238,13.00813,84.7619,15,196,"Grovedale",178,8,210,4.878049,3.7162163,24,"21041",3.652968,11.428572,202,12,8,248,219,"203021041",89.49772,246,82.11382,11,83.78378
228,22,9.649123,39,10.194175,4.9079757,18.75,85.88957,21,181,"Highton",140,8,163,7.2115383,3.0701754,15,"21042",1.9417475,9.202454,154,15,4,199,206,"203021042",87.864075,208,74.03846,7,87.2807
231,20,8.658009,26,19.907408,6.3157897,10.878661,77.36842,43,160,"Lara",147,12,190,4.1841006,3.4632034,31,"21043",6.0185184,16.31579,203,10,13,203,216,"203021043",74.07407,239,84.93724,8,87.878784
49,8,16.32653,7,24.444445,7.8431373,10.294118,84.31373,11,30,"Euroa",43,4,51,2.9411764,0.0,4,"21055",8.888889,7.8431373,59,2,4,41,45,"204011055",66.666664,68,86.76471,0,83.67347
172,20,11.627907,25,11.486486,5.1282053,19.23077,85.470085,17,123,"Leopold",100,6,117,4.6153846,5.2325583,11,"21044",5.4054055,9.40171,99,6,8,143,148,"203021044",83.10811,130,76.15385,9,83.139534
147,30,20.408163,42,12.179487,11.309524,29.37063,72.02381,19,111,"Newcomb - Moolap",121,19,168,16.783216,12.244898,28,"21045",16.666666,16.666666,77,24,26,99,156,"203021045",71.15385,143,53.846153,18,67.34694
367,52,14.168938,43,15.471698,6.5155807,13.190184,76.48725,41,197,"Wodonga",270,23,353,5.214724,5.1771116,60,"21074",10.18868,16.997168,266,17,27,296,265,"204031074",74.33962,326,81.59509,19,80.65395
63,13,20.63492,5,13.888889,1.3513514,10.869565,85.13513,10,59,"Yackandandah",63,1,74,4.347826,11.111111,10,"21075",4.1666665,13.513514,39,2,3,43,72,"204031075",81.94444,46,84.78261,7,68.25397
299,30,10.033444,25,11.764706,8.680555,8.591065,79.513885,34,238,"Coburg",229,25,288,3.7800686,3.6789298,34,"21108",5.882353,11.805555,255,11,17,258,289,"206011108",82.35294,291,87.62887,11,86.28763
70,5,7.142857,5,6.8965516,3.125,6.6666665,81.25,4,54,"Armadale",52,2,64,0.0,2.857143,10,"21135",0.0,15.625,70,0,0,63,58,"206061135",93.10345,75,93.333336,2,90.0
379,49,12.92876,64,17.602041,23.142857,15.571776,52.57143,69,275,"Hampton Park - Lynbrook",184,81,350,13.138686,8.443272,85,"21305",12.244898,24.285715,293,54,48,298,392,"212031305",70.15306,411,71.289536,32,78.62797
159,12,7.5471697,13,14.492754,7.142857,9.558824,86.734695,20,114,"Clifton Springs",85,7,98,4.4117646,6.289308,6,"21048",2.8985507,6.122449,117,6,4,137,138,"203031048",82.608696,136,86.02941,10,86.16352
47,8,17.021276,8,10.344828,0.0,18.181818,82.45614,6,46,"Lorne - Anglesea",47,0,57,2.2727273,4.255319,10,"21049",10.344828,17.54386,35,1,6,37,58,"203031049",79.31035,44,79.545456,2,78.723404
357,74,20.72829,17,9.638555,0.4950495,5.501618,88.61386,24,216,"Ocean Grove - Barwon Heads",179,1,202,2.2653723,7.8431373,22,"21050",3.6144578,10.891089,285,7,9,255,249,"203031050",86.74699,309,92.23301,28,71.42857
62,6,9.67742,4,9.523809,1.9607843,6.25,80.39216,6,48,"Portarlington",41,1,51,9.375,20.967741,9,"21051",14.285714,17.647058,54,6,9,43,63,"203031051",76.190475,64,84.375,13,69.354836
19,1,5.263158,0,11.111111,3.125,0.0,90.625,4,31,"Point Lonsdale - Queenscliff",29,1,32,0.0,0.0,2,"21052",2.7777777,6.25,41,0,1,18,36,"203031052",86.111115,41,100.0,0,94.73684
321,38,11.838006,37,7.490637,3.9215686,11.5625,88.23529,20,239,"Torquay",180,8,204,2.8125,2.4922118,16,"21053",2.9962547,7.8431373,274,9,8,275,267,"203031053",89.51311,320,85.625,8,85.669785
45,3,6.6666665,6,34.848484,5.0,12.5,73.333336,23,37,"Alexandra",44,3,60,6.25,2.2222223,13,"21054",9.090909,21.666666,39,3,6,41,66,"204011054",56.060608,48,81.25,1,91.111115
64,19,29.6875,11,10.714286,2.1276596,24.444445,82.97872,6,50,"Beechworth",39,1,47,17.777779,12.5,7,"21068",0.0,14.893617,26,8,0,37,56,"204031068",89.28571,45,57.77778,8,57.8125
84,15,17.857143,11,30.263159,5.4054055,12.5,71.62162,23,48,"Bright - Mount Beauty",53,4,74,2.2727273,9.523809,17,"21069",6.5789475,22.972973,75,2,5,61,76,"204031069",63.157894,88,85.22727,8,72.61905
31,4,12.903226,0,39.39394,11.111111,0.0,66.666664,13,17,"Chiltern - Indigo Valley",24,4,36,3.3333333,6.451613,8,"21070",9.090909,22.222221,29,1,3,25,33,"204031070",51.515152,30,96.666664,2,80.645164
45,7,15.555555,9,40.909092,6.0,21.95122,80.0,18,23,"Myrtleford",40,3,50,17.073172,2.2222223,7,"21071",6.818182,14.0,25,7,3,37,44,"204031071",52.272728,41,60.97561,1,82.22222
58,8,13.793103,8,10.526316,7.6923075,13.559322,73.84615,6,49,"Towong",48,5,65,1.6949153,5.172414,12,"21072",3.508772,18.461538,50,1,2,47,57,"204031072",85.96491,59,84.745766,3,81.034485
220,29,13.181818,31,14.883721,6.1728396,15.196078,71.604935,32,175,"West Wodonga",58,5,81,8.333333,7.2727275,18,"21073",3.7209303,22.222221,156,17,8,175,215,"204031073",81.39535,204,76.47059,16,79.545456
114,17,14.912281,8,4.040404,10.377358,6.2015505,81.13207,4,83,"Brunswick West",86,11,106,5.426357,7.894737,9,"21107",12.121212,8.490566,114,7,12,88,99,"206011107",83.83839,129,88.37209,9,77.192986
103,7,6.7961164,15,7.216495,4.1666665,14.705882,85.416664,7,88,"Alphington - Fairfield",82,4,96,4.901961,2.9126213,10,"21110",2.0618556,10.416667,82,5,2,93,97,"206021110",90.72165,102,80.39216,3,90.29126
135,19,14.074074,29,10.714286,3.3057852,20.422535,79.338844,12,88,"Ormond - Glen Huntly",96,4,121,7.0422535,5.9259257,21,"21182",10.714286,17.355371,103,10,12,108,112,"208021182",78.57143,142,72.53521,8,80.0
270,20,7.4074073,27,8.741259,2.232143,9.183674,88.39286,25,252,"Northcote",198,5,224,1.7006803,1.8518518,21,"21111",3.1468532,9.375,262,5,9,245,286,"206021111",88.111885,294,89.11565,5,90.74074
0,null,null,null,null,null,null,null,null,null,"West Melbourne",null,null,0,null,null,null,"21127",null,null,null,null,null,null,0,"206041127",null,null,null,null,null
183,16,8.74317,25,11.47541,9.039548,12.953368,74.0113,21,157,"Thornbury",131,16,177,3.626943,7.103825,30,"21112",2.7322404,16.949152,161,7,5,154,183,"206021112",85.79235,193,83.419685,13,84.15301
79,6,7.594937,5,7.3170733,7.142857,6.9444447,84.28571,6,72,"South Melbourne",59,5,70,6.9444447,7.594937,6,"21132",4.878049,8.571428,62,5,4,67,82,"206051132",87.80488,72,86.111115,6,84.81013
182,6,3.2967033,15,15.060241,3.4482758,8.333333,91.72414,25,126,"Ascot Vale",133,5,145,6.111111,3.2967033,7,"21113",9.036144,4.827586,154,11,15,170,166,"206031113",75.90362,180,85.55556,6,93.40659
290,26,8.965517,33,12.946428,1.9379845,12.043796,86.434105,29,185,"Essendon - Aberfeldie",223,5,258,2.5547445,3.7931035,30,"21114",4.464286,11.627907,234,7,10,253,224,"206031114",82.58929,274,85.40146,11,87.24138
92,11,11.956522,11,11.650485,15.517241,10.679611,66.37931,12,76,"Flemington",77,18,116,8.7378645,13.043478,21,"21115",14.563107,18.103449,83,9,15,69,103,"206031115",73.78641,103,80.58253,12,75.0
