Camberwell,{'15 - 19': [603, 149.87064676616916], '20 - 24': [1260, 515.5357142857143], '25 - 29': [998, 1032.2314629258517], '30 - 34': [956, 1434.23640167364], '35 - 39': [987, 1732.449848024316], '40 - 44': [1184, 1847.7837837837837], '45 - 49': [1373, 1851.9847050254916], '50 - 54': [1372, 1869.3010204081634], '55 - 59': [1220, 1693.8991803278689], '60 - 64': [983, 1469.969481180061], '65 - 69': [982, 1238.816700610998], '70 - 74': [759, 1005.3926218708827], '75 - 79': [556, 811.3021582733813], '80 - 84': [472, 822.2203389830509]}
Glen Iris - East,{'15 - 19': [441, 140.99319727891157], '20 - 24': [836, 516.7033492822967], '25 - 29': [714, 1128.1176470588234], '30 - 34': [703, 1608.9203413940256], '35 - 39': [870, 1895.2413793103449], '40 - 44': [1071, 1900.0737628384686], '45 - 49': [1213, 1915.2407254740313], '50 - 54': [1143, 1821.673665791776], '55 - 59': [963, 1598.877466251298], '60 - 64': [811, 1481.9223181257707], '65 - 69': [697, 1148.4117647058824], '70 - 74': [523, 925.3938814531549], '75 - 79': [348, 825.3189655172414], '80 - 84': [202, 756.8712871287129]}
Hawthorn,{'15 - 19': [589, 232.4125636672326], '20 - 24': [1975, 573.4349367088607], '25 - 29': [2664, 1078.2432432432433], '30 - 34': [2252, 1432.5328596802842], '35 - 39': [1537, 1728.9381912817175], '40 - 44': [1172, 1838.655290102389], '45 - 49': [1111, 1895.129612961296], '50 - 54': [1053, 1830.3105413105413], '55 - 59': [854, 1805.27868852459], '60 - 64': [766, 1578.0365535248043], '65 - 69': [762, 1339.251968503937], '70 - 74': [555, 1228.8162162162162], '75 - 79': [387, 1049.9147286821706], '80 - 84': [249, 974.4939759036145]}
Hawthorn East,{'15 - 19': [295, 218.19661016949152], '20 - 24': [1072, 610.3992537313433], '25 - 29': [1533, 1092.2106979778212], '30 - 34': [1239, 1468.446327683616], '35 - 39': [1008, 1703.0416666666667], '40 - 44': [865, 1940.8589595375722], '45 - 49': [804, 1823.6567164179105], '50 - 54': [722, 1728.5290858725762], '55 - 59': [641, 1700.7441497659906], '60 - 64': [587, 1532.6695059625213], '65 - 69': [540, 1230.888888888889], '70 - 74': [406, 1102.0320197044334], '75 - 79': [267, 875.498127340824], '80 - 84': [174, 743.4827586206897]}
Kew,{'15 - 19': [606, 178.58415841584159], '20 - 24': [1516, 553.7625329815304], '25 - 29': [1569, 1061.651370299554], '30 - 34': [1359, 1437.5724797645328], '35 - 39': [1245, 1627.604016064257], '40 - 44': [1298, 1826.517719568567], '45 - 49': [1567, 1855.587109125718], '50 - 54': [1535, 1750.9342019543974], '55 - 59': [1345, 1718.7234200743494], '60 - 64': [1126, 1510.2033747779751], '65 - 69': [997, 1350.6509528585757], '70 - 74': [826, 1208.915254237288], '75 - 79': [561, 1017.5383244206773], '80 - 84': [428, 1093.9205607476636]}
Kew East,{'15 - 19': [183, 130.78688524590163], '20 - 24': [328, 518.6951219512196], '25 - 29': [284, 1039.443661971831], '30 - 34': [278, 1426.2158273381294], '35 - 39': [300, 1639.5133333333333], '40 - 44': [429, 1714.7855477855478], '45 - 49': [499, 1720.1282565130261], '50 - 54': [436, 1548.8119266055046], '55 - 59': [329, 1519.4255319148936], '60 - 64': [287, 1390.219512195122], '65 - 69': [271, 1059.8929889298893], '70 - 74': [215, 856.6372093023256], '75 - 79': [135, 755.3851851851852], '80 - 84': [120, 825.875]}
Surrey Hills (West) - Canterbury,{'15 - 19': [467, 180.64453961456104], '20 - 24': [905, 506.9779005524862], '25 - 29': [706, 1017.57223796034], '30 - 34': [563, 1429.4298401420958], '35 - 39': [678, 1769.6091445427728], '40 - 44': [925, 1937.72], '45 - 49': [1108, 1899.639891696751], '50 - 54': [1120, 1849.263392857143], '55 - 59': [1011, 1715.4154302670622], '60 - 64': [890, 1514.8898876404494], '65 - 69': [797, 1243.4366373902133], '70 - 74': [561, 1076.415329768271], '75 - 79': [404, 973.7178217821782], '80 - 84': [288, 974.0208333333334]}
Bulleen,{'15 - 19': [219, 196.75342465753425], '20 - 24': [498, 547.6987951807229], '25 - 29': [523, 996.8929254302103], '30 - 34': [547, 1276.6691042047532], '35 - 39': [549, 1432.3387978142077], '40 - 44': [590, 1399.2033898305085], '45 - 49': [731, 1372.203830369357], '50 - 54': [697, 1285.1147776183643], '55 - 59': [607, 1166.6243822075783], '60 - 64': [419, 972.8758949880669], '65 - 69': [458, 748.5131004366813], '70 - 74': [488, 657.061475409836], '75 - 79': [540, 562.6444444444444], '80 - 84': [403, 517.7220843672457]}
Doncaster,{'15 - 19': [445, 174.91460674157304], '20 - 24': [1019, 537.0480863591756], '25 - 29': [1333, 949.9977494373593], '30 - 34': [1196, 1160.9690635451504], '35 - 39': [1028, 1294.3618677042803], '40 - 44': [1030, 1333.593203883495], '45 - 49': [1147, 1267.4428945074105], '50 - 54': [1138, 1141.9525483304042], '55 - 59': [1008, 1119.0714285714287], '60 - 64': [901, 931.2641509433962], '65 - 69': [945, 778.3333333333334], '70 - 74': [900, 668.9333333333333], '75 - 79': [919, 682.3090315560391], '80 - 84': [697, 626.6757532281205]}
Templestowe,{'15 - 19': [382, 170.76439790575915], '20 - 24': [799, 511.7509386733417], '25 - 29': [743, 1000.85733512786], '30 - 34': [741, 1249.076923076923], '35 - 39': [699, 1475.1630901287554], '40 - 44': [795, 1547.6792452830189], '45 - 49': [997, 1417.7141424272818], '50 - 54': [1053, 1409.7692307692307], '55 - 59': [1068, 1365.2640449438202], '60 - 64': [977, 1141.6417604913], '65 - 69': [915, 959.1081967213115], '70 - 74': [746, 911.4597855227883], '75 - 79': [566, 802.356890459364], '80 - 84': [358, 578.5391061452514]}
Templestowe Lower,{'15 - 19': [254, 157.85826771653544], '20 - 24': [561, 495.9019607843137], '25 - 29': [525, 988.6], '30 - 34': [641, 1226.0608424336974], '35 - 39': [717, 1384.3249651324966], '40 - 44': [825, 1431.4121212121213], '45 - 49': [848, 1316.0778301886792], '50 - 54': [773, 1294.006468305304], '55 - 59': [652, 1175.9018404907974], '60 - 64': [578, 974.3096885813148], '65 - 69': [631, 798.3755942947702], '70 - 74': [715, 699.2797202797203], '75 - 79': [671, 637.8524590163935], '80 - 84': [402, 612.0721393034826]}
Doncaster East (North),{'15 - 19': [391, 151.42710997442455], '20 - 24': [778, 518.7236503856041], '25 - 29': [712, 994.9115168539325], '30 - 34': [573, 1226.0785340314137], '35 - 39': [695, 1368.3597122302158], '40 - 44': [801, 1351.434456928839], '45 - 49': [918, 1304.1742919389978], '50 - 54': [940, 1259.7340425531916], '55 - 59': [971, 1161.015447991761], '60 - 64': [745, 1072.4496644295302], '65 - 69': [725, 750.7737931034483], '70 - 74': [585, 681.6923076923077], '75 - 79': [417, 544.0143884892086], '80 - 84': [255, 499.6235294117647]}
Doncaster East (South),{'15 - 19': [263, 149.893536121673], '20 - 24': [543, 551.4861878453039], '25 - 29': [705, 953.4808510638297], '30 - 34': [871, 1252.3869115958669], '35 - 39': [837, 1344.6774193548388], '40 - 44': [830, 1232.7638554216867], '45 - 49': [764, 1201.2840314136126], '50 - 54': [741, 1142.3765182186235], '55 - 59': [568, 1054.0492957746478], '60 - 64': [514, 849.8852140077821], '65 - 69': [572, 699.4825174825174], '70 - 74': [598, 578.252508361204], '75 - 79': [567, 514.7283950617284], '80 - 84': [382, 494.282722513089]}
Blackburn,{'15 - 19': [573, 173.10296684118674], '20 - 24': [1061, 535.2365692742695], '25 - 29': [1076, 964.3159851301115], '30 - 34': [1196, 1267.4013377926422], '35 - 39': [1239, 1425.4745762711864], '40 - 44': [1403, 1481.8218104062723], '45 - 49': [1424, 1475.7352528089887], '50 - 54': [1274, 1422.2857142857142], '55 - 59': [1110, 1315.0144144144144], '60 - 64': [834, 1096.1342925659471], '65 - 69': [784, 882.8239795918367], '70 - 74': [660, 758.530303030303], '75 - 79': [560, 565.3571428571429], '80 - 84': [489, 621.7730061349694]}
Blackburn South,{'15 - 19': [267, 148.74906367041197], '20 - 24': [466, 504.13304721030045], '25 - 29': [474, 895.2362869198312], '30 - 34': [552, 1223.9384057971015], '35 - 39': [539, 1392.974025974026], '40 - 44': [701, 1414.9486447931527], '45 - 49': [727, 1353.1320495185694], '50 - 54': [555, 1352.6036036036037], '55 - 59': [532, 1160.9003759398497], '60 - 64': [462, 963.5346320346321], '65 - 69': [428, 712.2009345794393], '70 - 74': [345, 586.663768115942], '75 - 79': [384, 507.21875], '80 - 84': [299, 482.52842809364546]}
Box Hill,{'15 - 19': [472, 245.1822033898305], '20 - 24': [1446, 550.0871369294606], '25 - 29': [1673, 837.6945606694561], '30 - 34': [1373, 1069.6919155134742], '35 - 39': [1012, 1243.947628458498], '40 - 44': [1017, 1417.3638151425762], '45 - 49': [1073, 1376.685927306617], '50 - 54': [956, 1270.0962343096235], '55 - 59': [913, 1187.065717415115], '60 - 64': [705, 897.0964539007092], '65 - 69': [542, 752.210332103321], '70 - 74': [440, 636.0068181818182], '75 - 79': [393, 536.4198473282443], '80 - 84': [360, 491.06666666666666]}
Box Hill North,{'15 - 19': [438, 179.63013698630138], '20 - 24': [894, 533.5648769574944], '25 - 29': [961, 928.9687825182102], '30 - 34': [1082, 1181.1432532347505], '35 - 39': [996, 1356.8192771084337], '40 - 44': [1083, 1434.5346260387812], '45 - 49': [1145, 1368.749344978166], '50 - 54': [1013, 1345.822309970385], '55 - 59': [927, 1198.5598705501618], '60 - 64': [728, 976.8324175824176], '65 - 69': [656, 774.5899390243902], '70 - 74': [507, 645.6193293885601], '75 - 79': [430, 527.2604651162791], '80 - 84': [377, 585.7904509283819]}
Burwood,{'15 - 19': [423, 212.5531914893617], '20 - 24': [1259, 448.5035742652899], '25 - 29': [947, 801.1499472016895], '30 - 34': [609, 1172.320197044335], '35 - 39': [440, 1359.7386363636363], '40 - 44': [504, 1258.642857142857], '45 - 49': [603, 1363.7363184079602], '50 - 54': [473, 1284.9598308668076], '55 - 59': [424, 1137.6415094339623], '60 - 64': [357, 977.3249299719888], '65 - 69': [337, 675.8249258160238], '70 - 74': [308, 520.7954545454545], '75 - 79': [282, 531.9468085106383], '80 - 84': [254, 550.4330708661417]}
Burwood East,{'15 - 19': [202, 161.33663366336634], '20 - 24': [663, 465.289592760181], '25 - 29': [632, 848.9303797468355], '30 - 34': [551, 1175.043557168784], '35 - 39': [526, 1225.1102661596958], '40 - 44': [553, 1270.2007233273057], '45 - 49': [559, 1200.6887298747763], '50 - 54': [539, 1173.6641929499071], '55 - 59': [522, 1108.463601532567], '60 - 64': [417, 937.3693045563549], '65 - 69': [409, 727.5281173594132], '70 - 74': [492, 560.640243902439], '75 - 79': [464, 535.0172413793103], '80 - 84': [297, 456.57575757575756]}
Surrey Hills (East) - Mont Albert,{'15 - 19': [273, 153.34065934065933], '20 - 24': [590, 523.0305084745763], '25 - 29': [529, 1043.3232514177694], '30 - 34': [511, 1452.7123287671234], '35 - 39': [536, 1681.3283582089553], '40 - 44': [611, 1758.4108019639934], '45 - 49': [676, 1735.5059171597634], '50 - 54': [608, 1735.8815789473683], '55 - 59': [649, 1601.5269645608628], '60 - 64': [553, 1317.5786618444847], '65 - 69': [461, 1072.6138828633407], '70 - 74': [294, 901.9081632653061], '75 - 79': [202, 878.3118811881188], '80 - 84': [154, 796.1688311688312]}
Beaumaris,{'15 - 19': [406, 154.43349753694582], '20 - 24': [668, 509.5928143712575], '25 - 29': [339, 1019.6283185840708], '30 - 34': [290, 1526.489655172414], '35 - 39': [488, 1691.1475409836066], '40 - 44': [848, 1839.4433962264152], '45 - 49': [1063, 1828.4637817497648], '50 - 54': [931, 1718.548872180451], '55 - 59': [944, 1528.5444915254238], '60 - 64': [776, 1281.5579896907216], '65 - 69': [735, 1117.421768707483], '70 - 74': [586, 966.9709897610921], '75 - 79': [404, 829.4331683168317], '80 - 84': [333, 788.0360360360361]}
Brighton (Vic.),{'15 - 19': [507, 159.4023668639053], '20 - 24': [926, 573.2505399568034], '25 - 29': [813, 1162.2472324723246], '30 - 34': [868, 1658.0552995391706], '35 - 39': [961, 1897.6285119667014], '40 - 44': [1208, 2009.0687086092714], '45 - 49': [1542, 1975.420233463035], '50 - 54': [1520, 1890.6592105263157], '55 - 59': [1433, 1871.7620376831821], '60 - 64': [1241, 1623.836422240129], '65 - 69': [1245, 1450.2787148594377], '70 - 74': [985, 1332.2588832487309], '75 - 79': [680, 1169.2558823529412], '80 - 84': [494, 1098.157894736842]}
Brighton East,{'15 - 19': [387, 138.1188630490956], '20 - 24': [603, 453.86567164179104], '25 - 29': [458, 1066.296943231441], '30 - 34': [508, 1445.3326771653544], '35 - 39': [719, 1808.1599443671766], '40 - 44': [1057, 1837.3349101229896], '45 - 49': [1176, 1757.8265306122448], '50 - 54': [1091, 1655.4289642529789], '55 - 59': [982, 1556.9276985743381], '60 - 64': [764, 1326.6897905759163], '65 - 69': [702, 1155.148148148148], '70 - 74': [571, 883.7565674255692], '75 - 79': [424, 768.7924528301887], '80 - 84': [304, 786.0526315789474]}
Cheltenham - Highett (West),{'15 - 19': [254, 151.9291338582677], '20 - 24': [431, 516.6078886310905], '25 - 29': [478, 1042.7866108786611], '30 - 34': [622, 1392.1334405144694], '35 - 39': [693, 1641.7099567099567], '40 - 44': [851, 1637.6133960047005], '45 - 49': [825, 1575.3430303030302], '50 - 54': [667, 1406.3493253373313], '55 - 59': [540, 1250.4], '60 - 64': [481, 1054.8170478170478], '65 - 69': [432, 752.4861111111111], '70 - 74': [302, 535.3708609271523], '75 - 79': [227, 536.1718061674009], '80 - 84': [155, 452.80645161290323]}
Hampton,{'15 - 19': [517, 149.3752417794971], '20 - 24': [749, 525.3217623497998], '25 - 29': [616, 1014.5681818181819], '30 - 34': [712, 1428.7078651685392], '35 - 39': [917, 1719.5517993456924], '40 - 44': [1152, 1825.7083333333333], '45 - 49': [1378, 1790.833091436865], '50 - 54': [1308, 1688.34250764526], '55 - 59': [1124, 1506.5302491103203], '60 - 64': [827, 1176.025392986699], '65 - 69': [780, 998.0769230769231], '70 - 74': [571, 842.2732049036778], '75 - 79': [426, 744.0469483568075], '80 - 84': [304, 603.9342105263158]}
Sandringham - Black Rock,{'15 - 19': [417, 188.15107913669064], '20 - 24': [655, 523.4824427480916], '25 - 29': [539, 1101.5732838589981], '30 - 34': [641, 1548.0171606864274], '35 - 39': [749, 1723.0627503337785], '40 - 44': [1017, 1869.4129793510324], '45 - 49': [1281, 1843.824355971897], '50 - 54': [1122, 1756.982174688057], '55 - 59': [1032, 1601.0348837209303], '60 - 64': [893, 1384.6259798432252], '65 - 69': [924, 1075.8311688311687], '70 - 74': [713, 993.7671809256663], '75 - 79': [410, 828.0243902439024], '80 - 84': [346, 842.5578034682081]}
Bentleigh - McKinnon,{'15 - 19': [588, 168.65986394557822], '20 - 24': [992, 519.7086693548387], '25 - 29': [1000, 1004.11], '30 - 34': [1067, 1317.8022492970947], '35 - 39': [1134, 1583.7592592592594], '40 - 44': [1592, 1630.7719849246232], '45 - 49': [1742, 1570.4092996555682], '50 - 54': [1451, 1510.1467953135768], '55 - 59': [1249, 1283.0168134507605], '60 - 64': [980, 1097.7632653061225], '65 - 69': [783, 808.2464878671775], '70 - 74': [572, 640.4020979020979], '75 - 79': [479, 533.0083507306889], '80 - 84': [405, 648.3111111111111]}
Carnegie,{'15 - 19': [318, 205.60377358490567], '20 - 24': [1131, 584.974358974359], '25 - 29': [1601, 933.1342910680825], '30 - 34': [1639, 1306.013422818792], '35 - 39': [1279, 1484.2040656763097], '40 - 44': [1066, 1601.514071294559], '45 - 49': [925, 1523.0562162162162], '50 - 54': [851, 1396.614571092832], '55 - 59': [815, 1264.6122699386503], '60 - 64': [640, 1056.59375], '65 - 69': [601, 735.9051580698836], '70 - 74': [437, 574.7391304347826], '75 - 79': [387, 515.1033591731266], '80 - 84': [236, 477.1313559322034]}
Caulfield - North,{'15 - 19': [385, 245.75584415584416], '20 - 24': [1156, 555.7828719723184], '25 - 29': [1664, 1031.171875], '30 - 34': [1496, 1353.9110962566845], '35 - 39': [1251, 1603.3741007194244], '40 - 44': [1043, 1680.4525407478427], '45 - 49': [997, 1713.1925777331996], '50 - 54': [935, 1629.3582887700534], '55 - 59': [997, 1568.1544633901706], '60 - 64': [945, 1478.5640211640211], '65 - 69': [951, 1319.6750788643533], '70 - 74': [514, 1099.9824902723735], '75 - 79': [398, 863.1005025125628], '80 - 84': [318, 1049.5817610062893]}
Caulfield - South,{'15 - 19': [302, 140.09933774834437], '20 - 24': [847, 526.8512396694215], '25 - 29': [921, 1012.6547231270358], '30 - 34': [978, 1414.8803680981596], '35 - 39': [1007, 1566.3962264150944], '40 - 44': [1048, 1709.9446564885495], '45 - 49': [1132, 1621.8303886925796], '50 - 54': [967, 1592.195449844881], '55 - 59': [911, 1454.3798024149287], '60 - 64': [869, 1301.126582278481], '65 - 69': [939, 1034.346112886049], '70 - 74': [515, 870.6194174757281], '75 - 79': [424, 774.4716981132076], '80 - 84': [344, 645.1744186046511]}
Elsternwick,{'15 - 19': [223, 179.38116591928252], '20 - 24': [461, 555.0867678958786], '25 - 29': [857, 1081.2777129521587], '30 - 34': [900, 1434.1733333333334], '35 - 39': [717, 1692.3556485355648], '40 - 44': [750, 1820.8933333333334], '45 - 49': [742, 1760.8840970350404], '50 - 54': [630, 1664.7142857142858], '55 - 59': [599, 1431.8697829716193], '60 - 64': [488, 1244.4651639344263], '65 - 69': [443, 1020.3544018058691], '70 - 74': [323, 860.8575851393189], '75 - 79': [211, 609.1800947867299], '80 - 84': [200, 619.64]}
Hughesdale,{'15 - 19': [173, 155.04046242774567], '20 - 24': [417, 500.3453237410072], '25 - 29': [549, 922.0874316939891], '30 - 34': [575, 1336.0], '35 - 39': [497, 1442.5492957746478], '40 - 44': [512, 1549.3046875], '45 - 49': [496, 1406.1875], '50 - 54': [399, 1326.829573934837], '55 - 59': [361, 1171.3684210526317], '60 - 64': [247, 932.0161943319838], '65 - 69': [231, 609.3896103896104], '70 - 74': [188, 459.1329787234043], '75 - 79': [148, 383.6621621621622], '80 - 84': [143, 416.4825174825175]}
Murrumbeena,{'15 - 19': [198, 164.6060606060606], '20 - 24': [532, 513.8327067669173], '25 - 29': [673, 968.4279346210996], '30 - 34': [719, 1308.3101529902642], '35 - 39': [649, 1478.9106317411402], '40 - 44': [639, 1593.5414710485134], '45 - 49': [595, 1495.6823529411765], '50 - 54': [539, 1477.6716141001855], '55 - 59': [472, 1236.9088983050847], '60 - 64': [430, 1063.0116279069769], '65 - 69': [270, 825.3333333333334], '70 - 74': [210, 568.5238095238095], '75 - 79': [162, 488.74074074074076], '80 - 84': [140, 505.57142857142856]}
Ormond - Glen Huntly,{'15 - 19': [244, 176.18032786885246], '20 - 24': [769, 536.7295188556567], '25 - 29': [1117, 940.4950760966875], '30 - 34': [1237, 1266.2821341956346], '35 - 39': [888, 1432.2015765765766], '40 - 44': [791, 1575.788874841972], '45 - 49': [862, 1487.5812064965198], '50 - 54': [693, 1434.2150072150073], '55 - 59': [600, 1276.315], '60 - 64': [510, 1075.5882352941176], '65 - 69': [417, 805.0239808153477], '70 - 74': [265, 579.4037735849057], '75 - 79': [224, 457.98660714285717], '80 - 84': [132, 501.25]}
Bentleigh East (North),{'15 - 19': [357, 181.5966386554622], '20 - 24': [614, 534.472312703583], '25 - 29': [548, 1020.6058394160584], '30 - 34': [739, 1291.8768606224628], '35 - 39': [950, 1512.7263157894736], '40 - 44': [1152, 1494.693576388889], '45 - 49': [1141, 1412.441717791411], '50 - 54': [892, 1342.6266816143498], '55 - 59': [747, 1193.9825970548861], '60 - 64': [584, 944.2054794520548], '65 - 69': [485, 696.1463917525773], '70 - 74': [356, 539.2162921348314], '75 - 79': [325, 481.1969230769231], '80 - 84': [290, 492.25172413793103]}
Bentleigh East (South),{'15 - 19': [295, 175.43389830508474], '20 - 24': [524, 503.98854961832063], '25 - 29': [548, 1045.3996350364964], '30 - 34': [753, 1347.1806108897742], '35 - 39': [830, 1504.5337349397591], '40 - 44': [942, 1491.8662420382166], '45 - 49': [909, 1376.8327832783277], '50 - 54': [798, 1308.122807017544], '55 - 59': [693, 1153.077922077922], '60 - 64': [561, 899.0], '65 - 69': [522, 683.6896551724138], '70 - 74': [401, 600.216957605985], '75 - 79': [323, 479.59442724458205], '80 - 84': [350, 493.16857142857145]}
Aspendale Gardens - Waterways,{'15 - 19': [352, 186.45738636363637], '20 - 24': [453, 525.5430463576159], '25 - 29': [347, 985.0172910662824], '30 - 34': [379, 1250.6728232189973], '35 - 39': [497, 1452.4466800804828], '40 - 44': [639, 1414.7871674491394], '45 - 49': [820, 1324.7634146341463], '50 - 54': [683, 1278.1566617862372], '55 - 59': [500, 1162.578], '60 - 64': [389, 926.2107969151671], '65 - 69': [279, 599.0430107526881], '70 - 74': [224, 539.875], '75 - 79': [187, 498.572192513369], '80 - 84': [118, 468.1186440677966]}
Carrum - Patterson Lakes,{'15 - 19': [272, 226.5], '20 - 24': [494, 597.9554655870445], '25 - 29': [561, 1068.951871657754], '30 - 34': [579, 1245.300518134715], '35 - 39': [677, 1361.0753323485967], '40 - 44': [763, 1295.5583224115335], '45 - 49': [810, 1267.2864197530864], '50 - 54': [750, 1302.416], '55 - 59': [747, 1212.879518072289], '60 - 64': [671, 1037.2056631892697], '65 - 69': [611, 831.0621931260229], '70 - 74': [410, 640.4975609756098], '75 - 79': [280, 563.1071428571429], '80 - 84': [217, 492.6958525345622]}
Chelsea - Bonbeach,{'15 - 19': [215, 222.5720930232558], '20 - 24': [525, 606.2533333333333], '25 - 29': [803, 1005.3910336239103], '30 - 34': [1027, 1260.5540408958132], '35 - 39': [1074, 1311.022346368715], '40 - 44': [1046, 1336.2007648183555], '45 - 49': [830, 1235.2698795180722], '50 - 54': [770, 1124.0116883116882], '55 - 59': [709, 1026.5599435825106], '60 - 64': [676, 856.9526627218935], '65 - 69': [607, 708.3146622734761], '70 - 74': [485, 559.8701030927836], '75 - 79': [346, 442.69075144508673], '80 - 84': [270, 515.7037037037037]}
Chelsea Heights,{'15 - 19': [146, 161.62328767123287], '20 - 24': [263, 564.9847908745247], '25 - 29': [228, 1043.5438596491229], '30 - 34': [291, 1243.0721649484535], '35 - 39': [346, 1152.1329479768785], '40 - 44': [381, 1121.3832020997374], '45 - 49': [365, 1104.5890410958905], '50 - 54': [286, 1065.1748251748252], '55 - 59': [296, 1035.1824324324325], '60 - 64': [223, 887.9147982062781], '65 - 69': [265, 583.3132075471698], '70 - 74': [201, 450.7910447761194], '75 - 79': [131, 423.42748091603056], '80 - 84': [83, 452.73493975903614]}
Cheltenham - Highett (East),{'15 - 19': [518, 174.63706563706563], '20 - 24': [953, 585.327387198321], '25 - 29': [1172, 1007.9385665529011], '30 - 34': [1499, 1283.8365577051368], '35 - 39': [1483, 1394.5522589345921], '40 - 44': [1560, 1394.8442307692308], '45 - 49': [1427, 1280.8163980378417], '50 - 54': [1243, 1250.195494770716], '55 - 59': [1085, 1094.0967741935483], '60 - 64': [943, 938.1304347826087], '65 - 69': [864, 705.2118055555555], '70 - 74': [741, 558.9838056680162], '75 - 79': [624, 511.25], '80 - 84': [547, 454.43692870201096]}
Edithvale - Aspendale,{'15 - 19': [336, 178.91071428571428], '20 - 24': [543, 556.2375690607735], '25 - 29': [600, 1147.71], '30 - 34': [754, 1306.522546419098], '35 - 39': [831, 1445.678700361011], '40 - 44': [899, 1427.5561735261401], '45 - 49': [942, 1424.52016985138], '50 - 54': [781, 1373.4583866837388], '55 - 59': [711, 1219.886075949367], '60 - 64': [513, 1044.842105263158], '65 - 69': [473, 745.4270613107823], '70 - 74': [409, 683.7481662591687], '75 - 79': [308, 577.4772727272727], '80 - 84': [205, 503.86341463414635]}
Mentone,{'15 - 19': [292, 187.47602739726028], '20 - 24': [636, 584.3836477987421], '25 - 29': [758, 1028.6477572559368], '30 - 34': [776, 1328.3208762886597], '35 - 39': [798, 1427.6616541353383], '40 - 44': [873, 1457.5796105383733], '45 - 49': [870, 1430.396551724138], '50 - 54': [786, 1359.3842239185751], '55 - 59': [707, 1320.2729844413013], '60 - 64': [582, 1066.9072164948454], '65 - 69': [597, 811.6582914572864], '70 - 74': [459, 657.5751633986928], '75 - 79': [375, 621.968], '80 - 84': [276, 569.8405797101449]}
Moorabbin - Heatherton,{'15 - 19': [199, 183.94472361809045], '20 - 24': [388, 550.1340206185567], '25 - 29': [434, 1034.373271889401], '30 - 34': [495, 1233.919191919192], '35 - 39': [606, 1353.960396039604], '40 - 44': [637, 1411.87284144427], '45 - 49': [598, 1339.9197324414715], '50 - 54': [494, 1260.3542510121458], '55 - 59': [425, 1148.409411764706], '60 - 64': [337, 883.7121661721068], '65 - 69': [313, 641.8817891373802], '70 - 74': [242, 483.2190082644628], '75 - 79': [201, 420.25373134328356], '80 - 84': [170, 464.8]}
Mordialloc - Parkdale,{'15 - 19': [518, 185.15830115830116], '20 - 24': [888, 546.2702702702703], '25 - 29': [986, 1043.7464503042597], '30 - 34': [1031, 1341.5800193986422], '35 - 39': [1270, 1458.1291338582678], '40 - 44': [1539, 1506.7374918778428], '45 - 49': [1545, 1483.8], '50 - 54': [1251, 1347.7026378896883], '55 - 59': [1080, 1259.2962962962963], '60 - 64': [951, 1050.3091482649843], '65 - 69': [771, 787.0077821011673], '70 - 74': [570, 587.9824561403509], '75 - 79': [412, 539.9320388349514], '80 - 84': [342, 537.280701754386]}
Malvern - Glen Iris,{'15 - 19': [417, 188.15107913669064], '20 - 24': [1103, 553.6872166817769], '25 - 29': [1561, 1130.134529147982], '30 - 34': [1403, 1479.0], '35 - 39': [1152, 1762.9296875], '40 - 44': [1165, 1935.244635193133], '45 - 49': [1150, 1894.0695652173913], '50 - 54': [1083, 1846.1172668513389], '55 - 59': [954, 1802.622641509434], '60 - 64': [898, 1535.5467706013362], '65 - 69': [793, 1308.2597730138714], '70 - 74': [650, 1100.563076923077], '75 - 79': [530, 1089.6811320754716], '80 - 84': [411, 1106.676399026764]}
Malvern East,{'15 - 19': [546, 232.6813186813187], '20 - 24': [1400, 551.5571428571428], '25 - 29': [1334, 989.8740629685158], '30 - 34': [1048, 1322.1326335877864], '35 - 39': [1129, 1777.1576616474756], '40 - 44': [1229, 1838.3970707892595], '45 - 49': [1452, 1819.6928374655647], '50 - 54': [1260, 1763.0388888888888], '55 - 59': [1077, 1530.3240482822655], '60 - 64': [904, 1324.5564159292035], '65 - 69': [837, 1086.820788530466], '70 - 74': [580, 889.6034482758621], '75 - 79': [464, 797.7974137931035], '80 - 84': [317, 637.9652996845426]}
Bundoora - East,{'15 - 19': [242, 209.54545454545453], '20 - 24': [582, 491.9896907216495], '25 - 29': [608, 880.3486842105264], '30 - 34': [532, 1017.1353383458646], '35 - 39': [501, 1190.2574850299402], '40 - 44': [619, 1194.2310177705976], '45 - 49': [558, 1093.016129032258], '50 - 54': [510, 1205.7058823529412], '55 - 59': [421, 1047.9928741092638], '60 - 64': [385, 867.8857142857142], '65 - 69': [492, 623.0833333333334], '70 - 74': [479, 532.0271398747391], '75 - 79': [270, 436.94814814814816], '80 - 84': [190, 423.62631578947367]}
Greensborough,{'15 - 19': [547, 184.2650822669104], '20 - 24': [1025, 577.7512195121951], '25 - 29': [1096, 1027.6313868613138], '30 - 34': [1167, 1265.771208226221], '35 - 39': [1275, 1318.4666666666667], '40 - 44': [1325, 1344.1049056603774], '45 - 49': [1234, 1268.095623987034], '50 - 54': [1236, 1300.9174757281553], '55 - 59': [1224, 1222.264705882353], '60 - 64': [1198, 1035.5475792988314], '65 - 69': [1028, 751.7315175097276], '70 - 74': [732, 596.6612021857924], '75 - 79': [497, 534.3480885311872], '80 - 84': [286, 525.3636363636364]}
